,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.wait,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name
33,,2019-10-09T18:42:04.613+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJBQiBUZXN0IC0gRXhwZXJpbWVudCBTdGFydCIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA2MzU3MjQuMjU5LCJkaXN0aW5jdF9pZCI6ICIxNmRiMTJlYzE3NDEzYy0wZGVhYmYwMzMwZmMzYi0xMTVhMWIyZC03NTMwMC0xNmRiMTJlYzE3NTMyNSIsIiRkZXZpY2VfaWQiOiAiMTZkYjEyZWMxNzQxM2MtMGRlYWJmMDMzMGZjM2ItMTE1YTFiMmQtNzUzMDAtMTZkYjEyZWMxNzUzMjUiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwiRXhwZXJpbWVudCI6ICJqb2luRXhwZXJpbWVudCIsIlZhcmlhbnQiOiAiam9pbldpdGhvdXRUZXh0IiwiVVJMIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570635724259,HTTP/1.1,1206,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,0,340,0,114,0,311,35.190.25.25,,455,value
34,,2019-10-09T18:42:04.715+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNjM1NzI0LjI2MSwiZGlzdGluY3RfaWQiOiAiMTZkYjEyZWMxNzQxM2MtMGRlYWJmMDMzMGZjM2ItMTE1YTFiMmQtNzUzMDAtMTZkYjEyZWMxNzUzMjUiLCIkZGV2aWNlX2lkIjogIjE2ZGIxMmVjMTc0MTNjLTBkZWFiZjAzMzBmYzNiLTExNWExYjJkLTc1MzAwLTE2ZGIxMmVjMTc1MzI1IiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIlNlY3Rpb24gTmFtZSI6ICJ0b2RheS13aHktam9pbiIsIlNlY3Rpb24gT3JkZXIiOiAxLCJUaW1lIFNpbmNlIExvYWQiOiAwLCJVUkwiOiAiLyIsIlByZXZpb3VzIFNlY3Rpb24gVGltZSBTcGVudCI6IDAsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570635724261,HTTP/1.1,1250,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,0,238,0,109,0,206,35.190.25.25,,349,value
35,,2019-10-09T18:42:04.717+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=57b0bc799858f28525e2cbaf73edf1e9&ip=1&_=1570635724251,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,application/json,,,433,233,,,0,-1,-1,-1,100,0,-1,35.190.25.25,,101,value
36,,2019-10-09T18:42:04.718+03:00,POST,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,554,41,,200,OK,HTTP/1.1,0,application/json,,,1064,5037,,,3,-1,-1,-1,291,0,-1,104.20.55.187,,294,value
37,,2019-10-09T18:42:04.732+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNjM1NzI0LjI2NiwiZGlzdGluY3RfaWQiOiAiMTZkYjEyZWMxNzQxM2MtMGRlYWJmMDMzMGZjM2ItMTE1YTFiMmQtNzUzMDAtMTZkYjEyZWMxNzUzMjUiLCIkZGV2aWNlX2lkIjogIjE2ZGIxMmVjMTc0MTNjLTBkZWFiZjAzMzBmYzNiLTExNWExYjJkLTc1MzAwLTE2ZGIxMmVjMTc1MzI1IiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIlNlY3Rpb24gTmFtZSI6ICJ0b2RheS1wcm9qZWN0cy10ZWFtcyIsIlNlY3Rpb24gT3JkZXIiOiAyLCJUaW1lIFNpbmNlIExvYWQiOiAwLCJVUkwiOiAiLyIsIlByZXZpb3VzIFNlY3Rpb24gTmFtZSI6ICJ0b2RheS13aHktam9pbiIsIlByZXZpb3VzIFNlY3Rpb24gVGltZSBTcGVudCI6IDAsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570635724267,HTTP/1.1,1314,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,-1,-1,-1,113,0,-1,35.190.25.25,,114,value
38,,2019-10-09T18:42:04.802+03:00,GET,https://www.googleadservices.com/pagead/conversion_async.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,9186,,,5,0,213,0,104,0,171,172.217.23.162,,323,
39,,2019-10-09T18:42:04.802+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,106,0,2669,0,111,0,2632,216.58.207.34,,2889,
40,,2019-10-09T18:42:04.804+03:00,GET,https://cdn.amplitude.com/libs/amplitude-5.2.2-min.gz.js,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,application/javascript,,,764,17889,,,493,-1,-1,-1,2305,0,-1,99.86.255.160,,2799,
41,,2019-10-09T18:42:04.805+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,31625,,,40,0,13207,29,90,0,13185,157.240.1.23,,13367,
42,,2019-10-09T18:42:04.827+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly90aGUtZG90cy5jb20vIiwiJGJyb3dzZXJfdmVyc2lvbiI6IDc3LCIkc2NyZWVuX2hlaWdodCI6IDYwMCwiJHNjcmVlbl93aWR0aCI6IDgwMCwibXBfbGliIjogIndlYiIsIiRsaWJfdmVyc2lvbiI6ICIyLjI5LjEiLCJ0aW1lIjogMTU3MDYzNTcyNC44MjQsImRpc3RpbmN0X2lkIjogIjE2ZGIxMmVjMTc0MTNjLTBkZWFiZjAzMzBmYzNiLTExNWExYjJkLTc1MzAwLTE2ZGIxMmVjMTc1MzI1IiwiJGRldmljZV9pZCI6ICIxNmRiMTJlYzE3NDEzYy0wZGVhYmYwMzMwZmMzYi0xMTVhMWIyZC03NTMwMC0xNmRiMTJlYzE3NTMyNSIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCIkdGl0bGUiOiAiVGhlIENyZWF0aXZlIE5ldHdvcmsgfCBUaGUgRG90cyIsIiRldmVudF90eXBlIjogInBhZ2V2aWV3IiwiJGNlX3ZlcnNpb24iOiAxLCIkaG9zdCI6ICJ0aGUtZG90cy5jb20iLCIkcGF0aG5hbWUiOiAiLyIsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570635724825,HTTP/1.1,1254,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,-1,-1,-1,104,0,-1,35.190.25.25,,105,value
43,,2019-10-09T18:42:04.898+03:00,GET,https://m.stripe.network/inner.html,HTTP/1.1,517,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,955,10066,,,0,0,304,0,108,0,267,13.224.132.58,,413,
44,,2019-10-09T18:42:04.993+03:00,GET,https://connect.facebook.net/signals/config/471796676315561?v=2.9.4&r=stable,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1072,79753,,,95,-1,-1,-1,87,0,-1,157.240.1.23,,184,value
45,,2019-10-09T18:42:05.056+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,358,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,55,0,263,0,97,0,236,216.58.206.14,,417,
46,,2019-10-09T18:42:05.578+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=439099735801298&correlator=1843986855300341&output=ldjh&impl=fifs&adsid=NT&eid=21062414%2C21062833%2C21064550&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A553648136%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191009&iu_parts=67144447%2CThe_Dots_Footer_New&enc_prev_ius=%2F0%2F1&prev_iu_szs=300x250&eri=1&cookie_enabled=1&bc=31&abxe=1&lmt=1570635725&dt=1570635725545&dlt=1570635720776&idt=4742&frm=20&biw=779&bih=600&oid=3&adxs=439&adys=4364&adks=1949431381&ucis=1&ifi=1&u_tz=180&u_his=2&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fthe-dots.com%2F&dssz=35&icsg=8592697404&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x250&msz=300x-1&ga_vid=923121691.1570635712&ga_sid=1570635726&ga_hid=563909977&fws=0&ohw=0,HTTP/1.1,1150,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,958,2367,,,3,-1,-1,-1,124,0,-1,216.58.207.34,,129,value
47,,2019-10-09T18:42:05.607+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=563909977&t=pageview&_s=1&dl=https%3A%2F%2Fthe-dots.com%2F&dp=%2F&ul=en-us&de=UTF-8&dt=The%20Creative%20Network%20%7C%20The%20Dots&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=&gjid=&cid=923121691.1570635712&tid=UA-52833372-1&_gid=614334198.1570635712&z=1771885969,HTTP/1.1,676,0,,200,OK,HTTP/1.1,0,image/gif,,,480,35,,,0,-1,-1,-1,104,0,-1,216.58.206.14,,104,value
48,,2019-10-09T18:42:06.182+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,60,0,7030,33,100,0,7010,216.58.207.34,,7225,
49,,2019-10-09T18:42:06.183+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,10218,,,3,-1,-1,-1,95,0,-1,157.240.1.23,,99,value
50,,2019-10-09T18:42:06.248+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570635724927&cv=9&fst=1570635724927&num=1&bg=ffffff&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa20&sendb=1&ig=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,729,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,961,,,1,0,1298,0,97,0,1262,216.58.210.2,,1397,value
51,,2019-10-09T18:42:06.255+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570635724943&cv=9&fst=1570635724943&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga20&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,694,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,936,,,0,0,1317,0,98,0,1273,216.58.210.2,,1417,value
52,,2019-10-09T18:42:06.374+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,56,-1,-1,-1,122,0,-1,172.217.18.2,,179,value
53,,2019-10-09T18:42:07.810+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=PageView&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570635726295&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=158&fbp=fb.1.1570635726294.1925523993&it=1570635724989&coo=false&rqm=GET,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,image/gif,,,500,44,,,0,0,974,0,102,0,950,31.13.92.36,,1078,value
