,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.connect,timings.blocked,timings.receive,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
29,,2019-10-08T16:18:51.979+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p15226139_p_v13_aa.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,32900,,,-1,0,85,-1,-1,30,-1,143.204.192.33,,116,,
30,,2019-10-08T16:18:52.008+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17307828_p_v13_aa.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,36035,,,-1,0,93,-1,-1,15,-1,143.204.192.33,,110,,
31,,2019-10-08T16:18:52.110+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17372301_p_v11_aa.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,45045,,,-1,0,96,-1,-1,28,-1,143.204.192.33,,125,,
32,,2019-10-08T16:18:52.138+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16762657_p_v13_ae.jpg,HTTP/1.1,634,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,47417,,,-1,0,86,-1,-1,88,-1,143.204.192.33,,176,,
33,,2019-10-08T16:18:52.150+03:00,GET,https://cdnssl.clicktale.net/www/monitor-latest.js,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,application/javascript,,,414,19662,,,0,1,843,378,0,335,339,104.83.109.102,,1557,,
34,,2019-10-08T16:18:52.163+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17162880_p_v13_ab.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,37930,,,-1,0,97,-1,-1,25,-1,143.204.192.33,,124,,
35,,2019-10-08T16:18:52.167+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16965677_p_v13_ad.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,36943,,,-1,0,93,-1,-1,32,-1,143.204.192.33,,126,,
36,,2019-10-08T16:18:52.195+03:00,GET,https://cdnssl.clicktale.net/www12/pcc/6cdf825f-4a87-4264-be5e-0d21df7f29c5.js?DeploymentConfigName=Release_20190220&Version=2,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,308,17707,,,0,0,824,409,0,105,375,104.83.109.102,,1341,value,
37,,2019-10-08T16:18:52.211+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p13946044_p_v7_aa.jpg,HTTP/1.1,633,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,21080,,,-1,0,88,-1,-1,13,-1,143.204.192.33,,102,,
38,,2019-10-08T16:18:52.225+03:00,GET,https://cdnssl.clicktale.net/www/WR-latest.js,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,application/javascript,,,414,18689,,,0,0,888,458,0,213,422,104.83.109.102,,1561,,
39,,2019-10-08T16:18:52.242+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17086236_p_v13_aa.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,36019,,,-1,0,83,-1,-1,25,-1,143.204.192.33,,110,,
40,,2019-10-08T16:18:52.294+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17388575_p_v13_ab.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,37100,,,-1,0,95,-1,-1,19,-1,143.204.192.33,,114,,
41,,2019-10-08T16:18:52.326+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p15791438_p_v13_aa.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,47249,,,-1,0,84,-1,-1,32,-1,143.204.192.33,,117,,
42,,2019-10-08T16:18:52.326+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p15728868_p_v13_ae.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,32944,,,-1,0,82,-1,-1,25,-1,143.204.192.33,,108,,
43,,2019-10-08T16:18:52.362+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17207584_p_v13_ab.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,29044,,,-1,0,97,-1,-1,22,-1,143.204.192.33,,120,,
44,,2019-10-08T16:18:52.419+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16945954_p_v13_ac.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,43043,,,-1,0,96,-1,-1,27,-1,143.204.192.33,,125,,
45,,2019-10-08T16:18:52.466+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17332453_p_v13_aa.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,38881,,,-1,0,98,-1,-1,34,-1,143.204.192.33,,133,,
46,,2019-10-08T16:18:52.467+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17118309_p_v13_ac.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,36888,,,-1,0,102,-1,-1,25,-1,143.204.192.33,,128,,
47,,2019-10-08T16:18:52.508+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16552500_p_v11_aa.jpg,HTTP/1.1,723,0,,200,OK,HTTP/1.1,0,image/jpeg,,,450,28396,,,-1,0,92,-1,-1,20,-1,143.204.192.33,,113,,
48,,2019-10-08T16:18:53.080+03:00,GET,https://fandangollc.demdex.net/id?d_visid_ver=4.4.0&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_orgid=8CF467C25245AE3F0A490D4C%40AdobeOrg&d_nsid=0&ts=1570540731407,HTTP/1.1,554,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,785,603,,,26,0,123,1612,0,3,1518,34.253.43.81,,1766,value,
49,,2019-10-08T16:18:53.220+03:00,GET,https://fandangollc.demdex.net/dest5.html?d_nsid=0,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/html,,,567,2764,,,-1,0,107,-1,-1,0,-1,34.253.43.81,,108,value,
50,,2019-10-08T16:18:53.375+03:00,GET,https://cdnssl.clicktale.net/www/ChangeMonitor-latest.js,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,application/javascript,,,414,16084,,,-1,0,2087,-1,-1,0,-1,104.83.109.102,,2088,,
51,,2019-10-08T16:18:56.889+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=adobe_dmp&google_cm&gdpr=0&gdpr_consent=,HTTP/1.1,464,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://cm.g.doubleclick.net/pixel?google_nid=adobe_dmp&google_cm=&gdpr=0&gdpr_consent=&google_tc=,1016,311,,,27,2,114,3201,0,0,3172,172.217.23.130,,3346,value,
52,,2019-10-08T16:18:56.895+03:00,GET,https://idsync.rlcdn.com/365868.gif?partner_uid=82697273183096179440434153567211255760,HTTP/1.1,464,0,,307,Temporary Redirect,HTTP/1.1,0,,,https://idsync.rlcdn.com/1000.gif?memo=CKyqFhIxCi0IARCYEhomODI2OTcyNzMxODMwOTYxNzk0NDA0MzQxNTM1NjcyMTEyNTU3NjAQABoNCNOh8uwFEgUI6AcQAEIASgA,678,0,,,22,1,208,3297,0,0,3278,35.190.72.21,,3529,value,
53,,2019-10-08T16:18:57.038+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=adobe_dmp&google_cm=&gdpr=0&gdpr_consent=&google_tc=,HTTP/1.1,516,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://dpm.demdex.net/ibs:dpid=771&dpuuid=CAESEAqJ5IJ8JQnLt_TLOmonbN4&google_cver=1?gdpr=0&gdpr_consent=,1169,314,,,-1,0,96,-1,-1,0,-1,172.217.23.130,,97,value,
54,,2019-10-08T16:18:57.134+03:00,GET,https://idsync.rlcdn.com/1000.gif?memo=CKyqFhIxCi0IARCYEhomODI2OTcyNzMxODMwOTYxNzk0NDA0MzQxNTM1NjcyMTEyNTU3NjAQABoNCNOh8uwFEgUI6AcQAEIASgA,HTTP/1.1,587,0,,307,Temporary Redirect,HTTP/1.1,0,,,https://dpm.demdex.net/ibs:dpid=477&dpuuid=c63068a5d41ab18a29c1c087b0cbe7db39de9081f17b9e85a2caf74200cca1e8b0da87c991749652,687,0,,,-1,0,201,-1,-1,0,-1,35.190.72.21,,202,value,
55,,2019-10-08T16:18:59.844+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,902,,,36,1,199,11677,0,0,11647,23.13.216.186,,11915,,
56,,2019-10-08T16:19:02.149+03:00,GET,https://consent.truste.com/notice?domain=fandango.com&c=teconsent&js=bb&noticeType=bb,HTTP/1.1,402,0,,200,,HTTP/1.1,0,text/javascript;charset=ISO-8859-1,,,357,86,,,74,0,104,14300,0,0,14247,52.50.103.97,,14479,value,
57,,2019-10-08T16:19:02.357+03:00,GET,https://conductor.clicktale.net/monitor?t=auth&p=223&2=5213357220965152&v=1.5.5,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,text/plain,,,264,1,,,1,0,165,8909,0,0,8890,34.198.177.179,,9078,value,
58,,2019-10-08T16:18:53.415+03:00,CONNECT,https://conductor.clicktale.net,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,30,0,0,8936,0,0,-1,34.198.177.179,,8966,,Unable to connect to host
59,,2019-10-08T16:19:02.437+03:00,POST,https://conductor.clicktale.net/monitor?t=preinit&p=223&2=5213357220965152&v=1.5.5&7=https%3A%2F%2Fwww.flixster.com%2F&3=4390640263409308&4=204561130447005&5=0,HTTP/1.1,570,0,,200,OK,HTTP/1.1,0,text/plain,,,255,1,,,0,0,169,298,0,0,270,34.198.177.179,,469,value,
60,,2019-10-08T16:19:02.465+03:00,GET,https://pixel.quantserve.com/pixel/p-vj4AYjBqd6VJ2.gif?idmatch=0,HTTP/1.1,442,0,,302,Found,HTTP/1.1,0,,,https://dpm.demdex.net/ibs:dpid=1175&gdpr=0&gdpr_consent=&dpuuid=pAwRLahYTHa8Dhl2oV4FfKJQG3m8WRp_9V32wjFv,671,0,,,31,0,114,8655,0,0,8628,91.228.74.165,,8801,value,
61,,2019-10-08T16:19:03.200+03:00,GET,https://os.fandango.com/id?d_visid_ver=4.4.0&d_fieldgroup=A&mcorgid=8CF467C25245AE3F0A490D4C%40AdobeOrg&mid=86788081380729435300915575928735882594&ts=1570540733223,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,607,49,,,88,0,93,9884,0,0,9863,63.140.40.156,,10067,value,
62,,2019-10-08T16:19:03.315+03:00,GET,https://os.fandango.com/b/ss/fanflixsterwebprod/1/JS-2.15.0-L9UP/s06453146773244?AQB=1&ndh=1&pf=1&t=8%2F9%2F2019%2016%3A19%3A3%202%20-180&mid=86788081380729435300915575928735882594&aamlh=6&ce=UTF-8&pageName=flixster.com%20%7C%20box%20office&g=https%3A%2F%2Fwww.flixster.com%2F&cc=USD&server=flixster%20web&aamb=6G1ynYcLPuiQxYZrsz_pkqfLG9yMXBpb2zX5dvJdYQJzPXImdj0y&c1=flixster.com%20%7C%20box%20office&v1=flixster.com%20%7C%20box%20office&c2=flixster.com%20%7C%20box%20office&v2=flixster.com%20%7C%20box%20office&c3=flixster.com%20%7C%20box%20office&v3=flixster.com%20%7C%20box%20office&c4=flixster.com%20%7C%20box%20office&v4=flixster.com%20%7C%20box%20office&v9=flixster%20web&v10=flixster.com%20%7C%20box%20office&c17=flixster%20web&v36=flixster%20web&c68=%2F&s=800x600&c=24&j=1.6&v=N&k=Y&bw=800&bh=600&mcorgid=8CF467C25245AE3F0A490D4C%40AdobeOrg&AQE=1,HTTP/1.1,1270,0,,200,OK,HTTP/1.1,0,image/gif,,,456,43,,,-1,0,100,-1,-1,0,-1,63.140.40.156,,101,value,
63,,2019-10-08T16:19:03.732+03:00,GET,https://dpm.demdex.net/ibs:dpid=771&dpuuid=CAESEAqJ5IJ8JQnLt_TLOmonbN4&google_cver=1?gdpr=0&gdpr_consent=,HTTP/1.1,644,0,,200,OK,HTTP/1.1,0,image/gif,,,736,42,,,24,0,114,1391,0,0,1365,108.128.26.6,,1532,value,
64,,2019-10-08T16:19:03.733+03:00,GET,https://dpm.demdex.net/ibs:dpid=477&dpuuid=c63068a5d41ab18a29c1c087b0cbe7db39de9081f17b9e85a2caf74200cca1e8b0da87c991749652,HTTP/1.1,662,0,,200,OK,HTTP/1.1,0,image/gif,,,736,42,,,0,0,116,1147,0,0,1116,108.128.26.6,,1265,,
65,,2019-10-08T16:19:03.746+03:00,GET,https://dpm.demdex.net/ibs:dpid=1175&gdpr=0&gdpr_consent=&dpuuid=pAwRLahYTHa8Dhl2oV4FfKJQG3m8WRp_9V32wjFv,HTTP/1.1,644,0,,200,OK,HTTP/1.1,0,image/gif,,,736,42,,,12,0,101,1405,0,0,1380,108.128.26.6,,1520,,
66,,2019-10-08T16:19:05.255+03:00,GET,https://dmp.v.fwmrm.net/ad/u?mode=echo&cr=https%3A%2F%2Fdpm.demdex.net%2Fibs%3Adpid%3D796%26dpuuid%3D%23%7Buser.id%7D%26gdpr%3D0%26gdpr_consent%3D&gdpr=0&gdpr_consent=,HTTP/1.1,545,0,,403,Forbidden,HTTP/1.1,0,,,,173,0,,,152,0,244,2066,0,0,2041,38.71.2.37,,2464,value,
67,,2019-10-08T16:19:05.656+03:00,GET,https://conductor.clicktale.net/monitor?t=auth&p=223&2=5213357220965152&v=1.5.5,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,text/plain,,,264,1,,,-1,0,172,-1,-1,0,-1,34.198.177.179,,174,value,
68,,2019-10-08T16:19:05.674+03:00,GET,https://cm.everesttech.net/cm/dd?d_uuid=82697273183096179440434153567211255760,HTTP/1.1,431,0,,302,Found,HTTP/1.1,0,,,https://dpm.demdex.net/ibs:dpid=411&dpuuid=XZyQ3AAAE41AgMFc,529,0,,,25,0,287,3536,0,0,3507,66.117.25.58,,3851,value,
69,,2019-10-08T16:19:05.967+03:00,GET,https://dpm.demdex.net/ibs:dpid=411&dpuuid=XZyQ3AAAE41AgMFc,HTTP/1.1,617,0,,200,OK,HTTP/1.1,0,image/gif,,,736,42,,,-1,0,102,-1,-1,0,-1,108.128.26.6,,104,,
70,,2019-10-08T16:19:06.330+03:00,GET,https://sb.scorecardresearch.com/b?c1=2&c2=6035083&ns__t=1570540740067&ns_c=UTF-8&cv=3.1e&c8=Movies%20%7C%20Flixster&c7=https%3A%2F%2Fwww.flixster.com%2F&c9=,HTTP/1.1,510,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://sb.scorecardresearch.com/b2?c1=2&c2=6035083&ns__t=1570540740067&ns_c=UTF-8&cv=3.1e&c8=Movies%20%7C%20Flixster&c7=https%3A%2F%2Fwww.flixster.com%2F&c9=,663,0,,,-1,0,95,-1,-1,0,-1,23.13.216.186,,96,value,
71,,2019-10-08T16:19:06.435+03:00,GET,https://sb.scorecardresearch.com/b2?c1=2&c2=6035083&ns__t=1570540740067&ns_c=UTF-8&cv=3.1e&c8=Movies%20%7C%20Flixster&c7=https%3A%2F%2Fwww.flixster.com%2F&c9=,HTTP/1.1,575,0,,204,No Content,HTTP/1.1,0,,,,250,0,,,-1,0,136,-1,-1,0,-1,23.13.216.186,,137,value,
72,,2019-10-08T16:19:06.443+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,2,0,86,6657,0,28,6617,216.58.206.14,,6775,,
73,,2019-10-08T16:19:06.444+03:00,GET,https://loadm.exelator.com/load/?p=204&g=091&j=0&bi=82697273183096179440434153567211255760,HTTP/1.1,468,0,,302,Found,HTTP/1.1,0,image/gif,,https://loadm.exelator.com/load/?p=204&g=091&j=0&bi=82697273183096179440434153567211255760&xl8blockcheck=1,976,0,,,36,0,96,6610,17,0,6589,147.75.102.200,,6762,value,
74,,2019-10-08T16:19:06.555+03:00,GET,https://loadm.exelator.com/load/?p=204&g=091&j=0&bi=82697273183096179440434153567211255760&xl8blockcheck=1,HTTP/1.1,698,0,,302,Found,HTTP/1.1,0,image/gif,,https://load77.exelator.com/pixel.gif,911,0,,,-1,1,95,-1,-1,0,-1,147.75.102.200,,97,value,
