,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-12T16:16:13.177+03:00,GET,https://api.the-dots.com/v1/config,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,application/json,,,1063,705,,,170,0,0,288,319,0,0,104.20.55.187,,491,
11,,2019-10-12T16:16:13.266+03:00,GET,https://static.hotjar.com/c/hotjar-286277.js?sv=5,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,application/javascript,,,563,0,,,93,-1,0,-1,-1,0,-1,147.75.101.51,,94,value
12,,2019-10-12T16:16:13.268+03:00,GET,https://www.googletagmanager.com/gtag/js?id=AW-963774345,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27315,,,131,-1,0,-1,-1,7,-1,216.58.207.72,,139,value
13,,2019-10-12T16:16:13.274+03:00,GET,https://www.googleadservices.com/pagead/conversion_async.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,9186,,,103,-1,0,-1,-1,8,-1,172.217.16.130,,112,
14,,2019-10-12T16:16:13.372+03:00,OPTIONS,"https://api.the-dots.com/v1/search/users/query?include=cover-image,experiences.organisation-page,experiences,location,profile-image,projects-summary.image,tagline&page=1&perPage=8",HTTP/1.1,592,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,103,-1,0,-1,-1,0,-1,104.20.55.187,,104,value
15,,2019-10-12T16:16:13.455+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=892199104687469&correlator=3984345009994678&output=ldjh&impl=fifs&eid=21064579%2C21064169%2C21064387%2C21064549%2C21064581&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A553648136%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191012&iu_parts=67144447%2CThe_Dots_Footer_New&enc_prev_ius=%2F0%2F1&prev_iu_szs=300x250&eri=1&cookie_enabled=1&bc=31&abxe=1&lmt=1570886173&dt=1570886173415&dlt=1570886170937&idt=2415&frm=20&biw=779&bih=600&oid=3&adxs=439&adys=1921&adks=1949431381&ucis=1&ifi=1&u_tz=180&u_his=2&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fthe-dots.com%2F&dssz=31&icsg=2147655740&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x250&msz=300x-1&ga_vid=1313251733.1570886165&ga_sid=1570886173&ga_hid=1507285428&fws=0&ohw=0,HTTP/1.1,1205,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,1104,2175,,,136,-1,0,-1,-1,1,-1,216.58.207.34,,137,value
16,,2019-10-12T16:16:13.466+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=57b0bc799858f28525e2cbaf73edf1e9&ip=1&_=1570886173173,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,application/json,,,433,233,,,100,0,0,238,262,0,0,35.186.241.51,,363,value
17,,2019-10-12T16:16:13.472+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJwYWdldmlldyIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA4ODYxNzMuMTgzLCJkaXN0aW5jdF9pZCI6ICIxNmRjMDFjNjNmOTE5My0wNDk4ZTNlOTUzZjVlNy0xMTVhMWIyZC03NTMwMC0xNmRjMDFjNjNmYTMxMiIsIiRkZXZpY2VfaWQiOiAiMTZkYzAxYzYzZjkxOTMtMDQ5OGUzZTk1M2Y1ZTctMTE1YTFiMmQtNzUzMDAtMTZkYzAxYzYzZmEzMTIiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwicGFnZSBuYW1lIjogIlRoZSBDcmVhdGl2ZSBOZXR3b3JrIHwgVGhlIERvdHMiLCJ1cmwiOiAiLyIsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570886173185,HTTP/1.1,1158,0,,200,OK,HTTP/1.1,0,application/json,,,496,1,,,101,0,0,247,279,0,0,35.186.241.51,,382,value
18,,2019-10-12T16:16:13.472+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJBQiBUZXN0IC0gRXhwZXJpbWVudCBTdGFydCIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA4ODYxNzMuMTg4LCJkaXN0aW5jdF9pZCI6ICIxNmRjMDFjNjNmOTE5My0wNDk4ZTNlOTUzZjVlNy0xMTVhMWIyZC03NTMwMC0xNmRjMDFjNjNmYTMxMiIsIiRkZXZpY2VfaWQiOiAiMTZkYzAxYzYzZjkxOTMtMDQ5OGUzZTk1M2Y1ZTctMTE1YTFiMmQtNzUzMDAtMTZkYzAxYzYzZmEzMTIiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwiRXhwZXJpbWVudCI6ICJqb2luRXhwZXJpbWVudCIsIlZhcmlhbnQiOiAiam9pbldpdGhvdXRUZXh0IiwiVVJMIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570886173189,HTTP/1.1,1206,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,118,0,0,230,259,0,0,35.186.241.51,,379,value
19,,2019-10-12T16:16:13.473+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwODg2MTczLjE5MywiZGlzdGluY3RfaWQiOiAiMTZkYzAxYzYzZjkxOTMtMDQ5OGUzZTk1M2Y1ZTctMTE1YTFiMmQtNzUzMDAtMTZkYzAxYzYzZmEzMTIiLCIkZGV2aWNlX2lkIjogIjE2ZGMwMWM2M2Y5MTkzLTA0OThlM2U5NTNmNWU3LTExNWExYjJkLTc1MzAwLTE2ZGMwMWM2M2ZhMzEyIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIlNlY3Rpb24gTmFtZSI6ICJ0b2RheS13aHktam9pbiIsIlNlY3Rpb24gT3JkZXIiOiAxLCJUaW1lIFNpbmNlIExvYWQiOiAwLCJVUkwiOiAiLyIsIlByZXZpb3VzIFNlY3Rpb24gVGltZSBTcGVudCI6IDAsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570886173194,HTTP/1.1,1250,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,118,0,0,235,264,0,0,35.186.241.51,,384,value
20,,2019-10-12T16:16:13.482+03:00,POST,"https://api.the-dots.com/v1/search/users/query?include=cover-image,experiences.organisation-page,experiences,location,profile-image,projects-summary.image,tagline&page=1&perPage=8",HTTP/1.1,615,87,,200,OK,HTTP/1.1,0,application/json,,,1064,11026,,,371,-1,0,-1,-1,27,-1,104.20.55.187,,399,value
21,,2019-10-12T16:16:13.483+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwODg2MTczLjIsImRpc3RpbmN0X2lkIjogIjE2ZGMwMWM2M2Y5MTkzLTA0OThlM2U5NTNmNWU3LTExNWExYjJkLTc1MzAwLTE2ZGMwMWM2M2ZhMzEyIiwiJGRldmljZV9pZCI6ICIxNmRjMDFjNjNmOTE5My0wNDk4ZTNlOTUzZjVlNy0xMTVhMWIyZC03NTMwMC0xNmRjMDFjNjNmYTMxMiIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCJTZWN0aW9uIE5hbWUiOiAidG9kYXktcHJvamVjdHMtdGVhbXMiLCJTZWN0aW9uIE9yZGVyIjogMiwiVGltZSBTaW5jZSBMb2FkIjogMCwiVVJMIjogIi8iLCJQcmV2aW91cyBTZWN0aW9uIE5hbWUiOiAidG9kYXktd2h5LWpvaW4iLCJQcmV2aW91cyBTZWN0aW9uIFRpbWUgU3BlbnQiOiAwLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570886173201,HTTP/1.1,1318,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,118,0,0,231,263,0,0,35.186.241.51,,383,value
22,,2019-10-12T16:16:13.600+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_modern_rendering_2019100301.js?21064579,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,23801,,,90,-1,0,-1,-1,13,-1,216.58.207.34,,104,value
23,,2019-10-12T16:16:13.779+03:00,GET,https://m.stripe.network/inner.html,HTTP/1.1,517,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,956,10066,,,100,0,0,243,270,6,0,143.204.192.68,,378,
24,,2019-10-12T16:16:13.793+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly90aGUtZG90cy5jb20vIiwiJGJyb3dzZXJfdmVyc2lvbiI6IDc3LCIkc2NyZWVuX2hlaWdodCI6IDYwMCwiJHNjcmVlbl93aWR0aCI6IDgwMCwibXBfbGliIjogIndlYiIsIiRsaWJfdmVyc2lvbiI6ICIyLjI5LjEiLCJ0aW1lIjogMTU3MDg4NjE3My43NTUsImRpc3RpbmN0X2lkIjogIjE2ZGMwMWM2M2Y5MTkzLTA0OThlM2U5NTNmNWU3LTExNWExYjJkLTc1MzAwLTE2ZGMwMWM2M2ZhMzEyIiwiJGRldmljZV9pZCI6ICIxNmRjMDFjNjNmOTE5My0wNDk4ZTNlOTUzZjVlNy0xMTVhMWIyZC03NTMwMC0xNmRjMDFjNjNmYTMxMiIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCIkdGl0bGUiOiAiVGhlIENyZWF0aXZlIE5ldHdvcmsgfCBUaGUgRG90cyIsIiRldmVudF90eXBlIjogInBhZ2V2aWV3IiwiJGNlX3ZlcnNpb24iOiAxLCIkaG9zdCI6ICJ0aGUtZG90cy5jb20iLCIkcGF0aG5hbWUiOiAiLyIsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570886173756,HTTP/1.1,1254,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,108,-1,0,-1,-1,0,-1,35.186.241.51,,109,value
25,,2019-10-12T16:16:13.941+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570886173750&cv=9&fst=1570886173750&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,772,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,915,937,,,116,0,0,115,145,0,0,216.58.210.2,,262,value
26,,2019-10-12T16:16:14.062+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570886173961&cv=9&fst=1570886173961&num=1&bg=ffffff&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa21&sendb=1&ig=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,807,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,915,966,,,102,-1,0,-1,-1,1,-1,216.58.210.2,,104,value
27,,2019-10-12T16:16:14.323+03:00,OPTIONS,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,111,-1,0,-1,-1,0,-1,104.20.55.187,,112,value
28,,2019-10-12T16:16:14.438+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,748,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,95,-1,0,-1,-1,0,-1,104.20.55.187,,96,value
29,,2019-10-12T16:16:14.483+03:00,OPTIONS,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,108,0,0,114,155,0,0,104.20.55.187,,265,value
30,,2019-10-12T16:16:14.485+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570886173750&cv=9&fst=1570885200000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=2181762034&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,739,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,119,-1,0,-1,-1,0,-1,216.58.205.228,,120,value
31,,2019-10-12T16:16:14.486+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570886173750&cv=9&fst=1570885200000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=2181762034&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,741,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,103,-1,0,-1,-1,0,-1,216.58.206.3,,104,value
32,,2019-10-12T16:16:14.487+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570886173961&cv=9&fst=1570885200000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa21&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=2418061932&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,774,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,103,-1,0,-1,-1,0,-1,216.58.205.228,,104,value
33,,2019-10-12T16:16:14.488+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570886173961&cv=9&fst=1570885200000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa21&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=2418061932&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,776,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,116,-1,0,-1,-1,0,-1,216.58.206.3,,117,value
34,,2019-10-12T16:16:14.537+03:00,OPTIONS,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,97,-1,0,-1,-1,0,-1,104.20.55.187,,98,value
35,,2019-10-12T16:16:14.597+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,103,-1,0,-1,-1,0,-1,104.20.55.187,,103,value
36,,2019-10-12T16:16:14.638+03:00,POST,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,574,41,,200,OK,HTTP/1.1,0,application/json,,,1064,12199,,,405,-1,0,-1,-1,6,-1,104.20.55.187,,412,value
37,,2019-10-12T16:16:14.704+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,771,41,,200,OK,HTTP/1.1,0,application/json,,,1064,7051,,,238,-1,0,-1,-1,4,-1,104.20.55.187,,243,value
38,,2019-10-12T16:16:14.712+03:00,GET,https://fullstory.com/s/fs.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript,,,451,68436,,,104,-1,0,-1,-1,56,-1,216.239.34.21,,161,
39,,2019-10-12T16:16:14.713+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1507285428&t=pageview&_s=1&dl=https%3A%2F%2Fthe-dots.com%2F&dp=%2F&ul=en-us&de=UTF-8&dt=The%20Creative%20Network%20%7C%20The%20Dots&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=&gjid=&cid=1313251733.1570886165&tid=UA-52833372-1&_gid=732751.1570886165&z=726378844,HTTP/1.1,674,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,97,-1,0,-1,-1,0,-1,172.217.22.110,,98,value
40,,2019-10-12T16:16:14.713+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29055,,,129,-1,0,-1,-1,55,-1,172.217.18.2,,185,value
41,,2019-10-12T16:16:14.790+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=the-dots.com,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,96,0,0,1672,1707,0,0,172.217.22.98,,1804,value
42,,2019-10-12T16:16:14.918+03:00,POST,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,579,99,,200,OK,HTTP/1.1,0,application/json,,,1064,12286,,,490,0,0,122,148,28,0,104.20.55.187,,668,value
43,,2019-10-12T16:16:14.942+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,581,130,,200,OK,HTTP/1.1,0,application/json,,,1064,6247,,,319,0,0,126,155,6,0,104.20.55.187,,481,value
44,,2019-10-12T16:16:14.967+03:00,POST,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,554,41,,200,OK,HTTP/1.1,0,application/json,,,1064,5433,,,439,0,0,301,329,2,0,104.20.55.187,,772,value
45,,2019-10-12T16:16:14.968+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=the-dots.com,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,94,0,0,223,246,0,0,216.58.210.2,,341,value
46,,2019-10-12T16:16:14.979+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,578,22372,,,96,0,0,313,342,44,0,31.13.92.14,,483,
47,,2019-10-12T16:16:15.267+03:00,POST,https://rs.fullstory.com/rec/page,HTTP/1.1,421,246,,202,Accepted,HTTP/1.1,0,text/plain; charset=utf-8,,,364,15,,,191,0,0,307,343,0,0,35.186.194.58,,536,
48,,2019-10-12T16:16:15.315+03:00,POST,https://api.amplitude.com/,HTTP/1.1,453,1204,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,258,7,,,289,0,0,519,546,0,0,52.32.196.104,,837,
49,,2019-10-12T16:16:15.763+03:00,GET,https://connect.facebook.net/signals/config/471796676315561?v=2.9.5&r=stable,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,66235,,,108,-1,0,-1,-1,126,-1,31.13.92.14,,235,value
50,,2019-10-12T16:16:16.269+03:00,GET,https://www.facebook.com/tr/?id=471796676315561&ev=PageView&dl=https%3A%2F%2Fthe-dots.com%2F&rl=&if=false&ts=1570886176049&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=158&fbp=fb.1.1570886156982.1733151489&it=1570886175729&coo=false&exp=w0&rqm=GET,HTTP/1.1,641,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,98,-1,0,-1,-1,0,-1,31.13.92.36,,99,value
