,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.send,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name
14,,2019-10-08T16:34:33.249+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=907109825&utmhn=theuselessweb.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=The%20Useless%20Web&utmhid=1410928498&utmr=-&utmp=%2F&utmht=1570541673224&utmac=UA-35944549-1&utmcc=__utma%3D17164284.1993703736.1570541673.1570541673.1570541673.1%3B%2B__utmz%3D17164284.1570541673.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=47810118&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,862,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,-1,0,102,0,-1,-1,172.217.22.72,,103,value
15,,2019-10-08T16:34:33.436+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,1045,0,106,0,1016,27,172.217.18.98,,1180,value
16,,2019-10-08T16:34:34.834+03:00,GET,https://platform.twitter.com/widgets.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,507,28700,,,0,7174,55,88,1,7134,44,93.184.220.66,,7363,
17,,2019-10-08T16:34:37.816+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Ftheuselessweb.com,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,-1,-1,3,98,0,-1,-1,93.184.220.66,,102,value
18,,2019-10-08T16:34:37.980+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/OqOE21UvWe3.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,520,400,,,0,3149,0,110,1,3112,0,31.13.92.14,,3262,
19,,2019-10-08T16:34:37.981+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yF/l/he_IL/o37SKuz2Wxw.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124262,,,0,4427,180,98,1,4386,30,31.13.92.14,,4738,value
20,,2019-10-08T16:34:38.069+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,5645,1,95,1,5610,40,216.58.210.2,,5784,value
21,,2019-10-08T16:34:38.100+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,-1,-1,1,82,0,-1,-1,93.184.220.66,,85,
22,,2019-10-08T16:34:38.221+03:00,GET,https://platform.twitter.com/widgets/tweet_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,12257,,,-1,-1,7,83,0,-1,-1,93.184.220.66,,91,
23,,2019-10-08T16:34:40.271+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,554,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,0,7859,3,88,5,7831,0,172.217.16.162,,7957,
24,,2019-10-08T16:34:40.287+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&h=280&slotname=7331917240&adk=1394705086&adf=408460107&w=500&fwrn=4&fwrnh=100&lmt=1570541677&rafmt=1&guci=2.2.0.0.2.2.0.0&format=500x280&url=https%3A%2F%2Ftheuselessweb.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&adsid=NT&dt=1570541672349&bpp=54&bdt=6568&fdt=5588&idt=5588&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=4922412820462&frm=20&pv=2&ga_vid=1993703736.1570541673&ga_sid=1570541673&ga_hid=1410928498&ga_fc=1&iag=0&icsg=1002&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=145&ady=480&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064716&oid=2&pvsid=1539452481897636&pem=500&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CaeE%7C&abl=CA&pfx=0&fu=144&bc=31&ifi=1&uci=1.9tjztf5130lt&xpc=eLLzhqccKF&p=https%3A//theuselessweb.com&dtd=5655,HTTP/1.1,1410,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,0,2195,0,248,1,2163,0,172.217.16.162,,2445,value
25,,2019-10-08T16:34:40.318+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&adk=1812271804&adf=3025194257&lmt=1570541678&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Ftheuselessweb.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570541672403&bpp=18&bdt=6622&fdt=5640&idt=5640&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=500x280&nras=1&correlator=4922412820462&frm=20&pv=1&ga_vid=1993703736.1570541673&ga_sid=1570541673&ga_hid=1410928498&ga_fc=1&iag=0&icsg=33770&dssz=12&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064716&oid=2&pvsid=1539452481897636&pem=500&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=1&uci=1.qdewtmibun7t&dtd=5651,HTTP/1.1,1390,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,0,2299,0,101,1,2281,0,172.217.16.162,,2402,value
26,,2019-10-08T16:34:41.242+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,0,3207,62,139,0,3176,1,172.217.16.162,,3411,value
27,,2019-10-08T16:34:42.174+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,594,79,,,0,1909,0,220,0,1869,0,104.244.42.200,,2130,
28,,2019-10-08T16:34:42.189+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22https%3A%2F%2Ftheuselessweb.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22language%22%3A%22en%22%2C%22message%22%3A%22m%3Anocount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570541678442%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22share%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,890,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,0,4108,0,202,0,4079,0,104.244.42.200,,4313,value
