,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-08T16:42:46.938+03:00,GET,https://www.facebook.com/plugins/like.php?href=https%3A%2F%2Ftheuselessweb.com&width&layout=button_count&action=like&show_faces=false&share=false&height=21,HTTP/1.1,626,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,14193,,,1,285,3812,29,0,56,3840,31.13.92.36,,4212,value
11,,2019-10-08T16:42:47.440+03:00,GET,https://platform.twitter.com/widgets.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,507,28700,,,0,85,4318,26,0,84,4349,93.184.220.66,,4546,
12,,2019-10-08T16:42:47.670+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Ftheuselessweb.com,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,0,108,-1,-1,-1,2,-1,93.184.220.66,,111,value
13,,2019-10-08T16:42:48.029+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,1,121,4773,26,0,0,4807,172.217.16.194,,4957,value
14,,2019-10-08T16:42:51.315+03:00,GET,https://fonts.gstatic.com/s/josefinslab/v10/lW-5wjwOK3Ps5GSJlNNkMalnqg6v.woff2,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,37264,,,1,102,8100,32,0,87,8132,172.217.16.131,,8356,
15,,2019-10-08T16:42:51.374+03:00,GET,https://fonts.gstatic.com/s/cookie/v11/syky-y18lb0tSbf9kgqS.woff2,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,14456,,,1,92,8157,32,0,42,8189,172.217.16.131,,8357,
16,,2019-10-08T16:42:52.152+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,0,99,-1,-1,-1,1,-1,93.184.220.66,,101,
17,,2019-10-08T16:42:52.162+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/OqOE21UvWe3.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,520,400,,,0,94,4724,35,0,0,4766,31.13.92.14,,4897,
18,,2019-10-08T16:42:52.293+03:00,GET,https://platform.twitter.com/widgets/tweet_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,12257,,,0,107,-1,-1,-1,4,-1,93.184.220.66,,112,
19,,2019-10-08T16:42:52.804+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,115,9551,28,0,1,9585,172.217.22.98,,9731,value
20,,2019-10-08T16:42:54.452+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,1,112,3107,73,0,58,3147,172.217.16.194,,3394,value
21,,2019-10-08T16:42:54.540+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,554,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,0,87,11250,31,0,6,11274,172.217.16.194,,11400,
22,,2019-10-08T16:42:54.558+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&h=280&slotname=7331917240&adk=1394705086&adf=408460107&w=500&fwrn=4&fwrnh=100&lmt=1570542167&rafmt=1&guci=2.2.0.0.2.2.0.0&format=500x280&url=https%3A%2F%2Ftheuselessweb.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&dt=1570542163182&bpp=30&bdt=4596&fdt=4687&idt=4687&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=2717220966233&frm=20&pv=2&ga_vid=1048227080.1570542168&ga_sid=1570542168&ga_hid=228755571&ga_fc=0&iag=0&icsg=1002&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=145&ady=523&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=1496684564434249&pem=450&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CaeE%7C&abl=CA&pfx=0&fu=144&bc=31&ifi=1&uci=1.gem1bsd4ofve&xpc=ysaNCH6VXe&p=https%3A//theuselessweb.com&dtd=4745,HTTP/1.1,1387,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,1,160,1734,0,0,0,1762,172.217.16.194,,1924,value
23,,2019-10-08T16:42:54.580+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&adk=1812271804&adf=3025194257&lmt=1570542167&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Ftheuselessweb.com%2F&ea=0&flash=0&pra=7&wgl=1&dt=1570542163212&bpp=13&bdt=4626&fdt=4731&idt=4731&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=500x280&nras=1&correlator=2717220966233&frm=20&pv=1&ga_vid=1048227080.1570542168&ga_sid=1570542168&ga_hid=228755571&ga_fc=0&iag=0&icsg=33770&dssz=12&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=1496684564434249&pem=450&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=1&uci=1.ku3sy1kuzrvs&dtd=4760,HTTP/1.1,1367,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,1,100,3234,0,0,0,3265,172.217.16.194,,3367,value
24,,2019-10-08T16:42:55.480+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,0,98,12362,32,0,39,12386,172.217.16.200,,12557,
25,,2019-10-08T16:42:55.590+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22https%3A%2F%2Ftheuselessweb.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22language%22%3A%22en%22%2C%22message%22%3A%22m%3Anocount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570542172606%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22share%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,890,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,1,228,1028,0,0,0,1061,104.244.42.200,,1291,value
26,,2019-10-08T16:42:55.590+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,594,79,,,0,217,3486,0,0,0,3521,104.244.42.200,,3741,
27,,2019-10-08T16:42:55.669+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1237038988&utmhn=theuselessweb.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=The%20Useless%20Web&utmhid=228755571&utmr=-&utmp=%2F&utmht=1570542175635&utmac=UA-35944549-1&utmcc=__utma%3D17164284.1048227080.1570542168.1570542168.1570542168.1%3B%2B__utmz%3D17164284.1570542176.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1012211504&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAQAAAAE~,HTTP/1.1,864,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,0,103,-1,-1,-1,1,-1,172.217.16.200,,106,value
28,,2019-10-08T16:42:55.669+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yF/l/he_IL/o37SKuz2Wxw.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,-1,,,0,90,169,0,0,0,204,31.13.92.14,,295,value
