,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.blocked,timings.connect,timings.receive,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name
14,,2019-10-11T19:14:56.953+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/baby-mop-onesie-baby-clothing.jpg,HTTP/1.1,887,0,,200,OK,HTTP/1.1,0,image/jpeg,,,360,131598,,,-1,0,0,57,173,0,38,104.24.18.117,,270,
15,,2019-10-11T19:14:57.030+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1021583413&t=pageview&_s=1&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ul=en-us&de=UTF-8&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=AACAAEAB~&jid=&gjid=&cid=1196953653.1570810481&tid=UA-122981820-1&_gid=2002461268.1570810481&z=173349927,HTTP/1.1,740,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,-1,-1,-1,-1,0,0,85,172.217.22.110,,86,value
16,,2019-10-11T19:14:57.038+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570810497028,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,920,3936,,,-1,-1,-1,-1,0,0,108,13.224.132.90,,108,value
17,,2019-10-11T19:14:57.173+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/xbox-controller-coffee-table.jpg,HTTP/1.1,886,0,,200,OK,HTTP/1.1,0,image/jpeg,,,389,46393,,,-1,-1,-1,-1,7,0,106,104.24.18.117,,113,
18,,2019-10-11T19:14:57.184+03:00,GET,https://ws.sharethis.com/button/async-buttons.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,application/javascript,,,551,18855,,,328,0,0,358,27,0,85,13.225.249.93,,472,
19,,2019-10-11T19:14:57.202+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/butt-shaped-pillow-3.jpg,HTTP/1.1,878,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,46751,,,-1,-1,-1,-1,1231,0,357,104.24.18.117,,1589,
20,,2019-10-11T19:14:57.222+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/pokenatomy-pokemon-anatomy-book-fb.jpg,HTTP/1.1,892,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,176445,,,-1,-1,-1,-1,4448,0,352,104.24.18.117,,4801,
21,,2019-10-11T19:14:57.229+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/shark-head-bath-bomb.jpg,HTTP/1.1,878,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,70490,,,-1,-1,-1,-1,1624,0,359,104.24.18.117,,1984,
22,,2019-10-11T19:14:57.292+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/hold-on-were-probably-not-wearing-pants-doormat.jpg,HTTP/1.1,905,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,131724,,,-1,-1,-1,-1,3059,0,350,104.24.18.117,,3410,
23,,2019-10-11T19:14:57.321+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,509,3851,,,-1,-1,-1,-1,10,0,92,13.225.249.93,,103,
24,,2019-10-11T19:14:57.327+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,586,4765,,,309,0,0,376,2,0,95,13.225.249.7,,475,
25,,2019-10-11T19:14:57.684+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16dbb99aa70-6b789e5d-3&sessionID=1570810496810.33331&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570810496811.0=&sop=false,HTTP/1.1,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,205,0,0,233,0,0,98,18.195.80.102,,333,value
26,,2019-10-11T19:14:58.795+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/arcade-light-switch-covers.jpg,HTTP/1.1,884,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,41187,,,-1,-1,-1,-1,824,0,362,104.24.18.117,,1186,
27,,2019-10-11T19:14:59.181+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/06/sharkini-swimsuit-bikini-suatmm.jpg,HTTP/1.1,889,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,47851,,,-1,0,0,31,1054,0,371,104.24.18.117,,1458,
28,,2019-10-11T19:14:59.218+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/pulp-fiction-tiki-mugs.jpg,HTTP/1.1,880,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,73255,,,-1,-1,-1,-1,1848,0,343,104.24.18.117,,2192,
29,,2019-10-11T19:14:59.390+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900",HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,758,,,176,0,0,207,0,0,96,216.58.207.42,,306,value
30,,2019-10-11T19:14:59.667+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,5700,65,0,5725,0,0,100,216.58.205.226,,5892,value
31,,2019-10-11T19:14:59.669+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,-1,-1,-1,134,0,113,216.58.206.2,,249,
32,,2019-10-11T19:14:59.735+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570810497787&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,958,,,11139,33,0,11164,0,0,105,23.66.19.12,,11304,value
33,,2019-10-11T19:14:59.924+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,-1,-1,-1,47,0,110,216.58.206.2,,159,
34,,2019-10-11T19:14:59.950+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,894,7402,,,211,0,0,241,3,0,89,172.217.22.2,,335,
35,,2019-10-11T19:14:59.986+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/eleven-bleeding-nose-candle.jpg,HTTP/1.1,885,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,39499,,,-1,-1,-1,-1,1637,0,342,104.24.18.117,,1980,
36,,2019-10-11T19:15:00.146+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12233,,,201,0,0,229,59,0,231,31.13.92.36,,521,value
37,,2019-10-11T19:15:00.149+03:00,GET,https://assets.privy.com/assets/widget-85a7e4f16609280f08dce4ceb9854b8438f56465a6ff524db84fad4a1194ab19.css,HTTP/1.1,512,0,,200,OK,HTTP/1.1,0,text/css,,,775,23045,,,6242,33,0,6260,36,0,123,104.25.97.17,,6454,
38,,2019-10-11T19:15:00.151+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=533f6733-9a41-4642-93db-1a42a65ecb53,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,932,43,,,9483,28,0,9554,0,0,259,104.25.97.17,,9843,value
39,,2019-10-11T19:15:00.162+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1780,,,304,0,0,337,1,0,107,31.13.92.14,,447,
40,,2019-10-11T19:15:00.195+03:00,OPTIONS,http://sumo.com/api/load/,HTTP/1.1,458,0,,204,No Content,HTTP/1.1,0,,,,412,0,,,-1,0,0,29,0,1,476,52.34.133.113,,507,
41,,2019-10-11T19:15:00.201+03:00,GET,http://t.sharethis.com/a/t_.htm?ver=0.308.14395&cid=c010,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/html,,,414,1084,,,-1,0,0,30,0,0,170,23.66.19.12,,202,value
42,,2019-10-11T19:15:00.247+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=98252377222&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,572,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,640,1065,,,-1,0,0,34,0,0,138,178.250.2.138,,173,value
43,,2019-10-11T19:15:00.324+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570810500&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&dt=1570810499666&bpp=39&bdt=3019&fdt=611&idt=612&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=6284906814497&frm=20&pv=2&ga_vid=1196953653.1570810481&ga_sid=1570810500&ga_hid=1021583413&ga_fc=0&iag=0&icsg=3008263813595132&dssz=114&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=579&scr_x=0&scr_y=0&eid=332260032%2C332260042&oid=3&pvsid=2763445182717516&pem=750&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.ds05cgqtxehh&xpc=v0Sj670Al5&p=http%3A//www.shutupandtakemymoney.com&dtd=652,HTTP/1.1,1454,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,17447,,,-1,-1,-1,-1,44,0,345,172.217.22.2,,390,value
44,,2019-10-11T19:15:00.325+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,-1,-1,-1,-1,0,0,113,172.217.22.2,,114,value
45,,2019-10-11T19:15:00.394+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/chicken-swing-suatmm.jpg,HTTP/1.1,878,0,,200,OK,HTTP/1.1,0,image/jpeg,,,390,130075,,,-1,0,0,26,173,0,116,104.24.18.117,,317,
46,,2019-10-11T19:15:00.431+03:00,GET,https://privymktg.com/collect?v=1&cid=533f6733-9a41-4642-93db-1a42a65ecb53&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=8262777472259606,HTTP/1.1,730,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=533f6733-9a41-4642-93db-1a42a65ecb53&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=8262777472259606,822,0,,,8788,131,0,9247,0,0,84,104.28.22.64,,9463,value
47,,2019-10-11T19:15:00.575+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=2f0056c706b52c79243bad709a911f76&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56406,,,177,0,0,214,123,0,97,31.13.92.14,,436,value
48,,2019-10-11T19:15:00.641+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,885,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,-1,-1,-1,-1,0,0,2001,104.24.18.117,,2002,value
49,,2019-10-11T19:15:00.647+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570810500&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&dt=1570810500474&bpp=7&bdt=3827&fdt=8&idt=8&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&nras=1&correlator=6284906814497&frm=20&pv=1&ga_vid=1196953653.1570810481&ga_sid=1570810500&ga_hid=1021583413&ga_fc=0&iag=0&icsg=3008263813595132&dssz=119&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=332260032%2C332260042&oid=3&pvsid=2763445182717516&pem=750&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.oysvhvlio94v&dtd=21,HTTP/1.1,1419,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,119,0,0,143,0,0,100,172.217.22.2,,244,value
50,,2019-10-11T19:15:00.705+03:00,POST,http://www.shutupandtakemymoney.com/?wc-ajax=get_refreshed_fragments,HTTP/1.1,1045,0,,200,OK,HTTP/1.1,0,application/json;charset=UTF-8,,,552,191,,,-1,-1,-1,-1,0,0,1938,104.24.18.117,,1939,value
51,,2019-10-11T19:15:00.706+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,528,770,,,-1,-1,-1,-1,0,0,270,52.34.133.113,,270,
52,,2019-10-11T19:15:00.723+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/thanos-mens-swimwear.jpg,HTTP/1.1,1001,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,38002,,,-1,-1,-1,-1,630,0,356,104.24.18.117,,987,
53,,2019-10-11T19:15:00.761+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570810500&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&dt=1570810499808&bpp=9&bdt=3161&fdt=942&idt=942&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C0x0&nras=1&correlator=6284906814497&frm=20&pv=1&ga_vid=1196953653.1570810481&ga_sid=1570810500&ga_hid=1021583413&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=600&scr_x=0&scr_y=0&eid=332260032%2C332260042&oid=3&pvsid=2763445182717516&pem=750&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.s3gbqikj2sve&xpc=wmO5WwLorT&p=http%3A//www.shutupandtakemymoney.com&dtd=949,HTTP/1.1,1477,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1077,18221,,,-1,-1,-1,-1,47,0,374,172.217.22.2,,423,value
54,,2019-10-11T19:15:00.768+03:00,GET,http://cat.nl.eu.criteo.com/delivery/lg.php?cppv=3&cpp=RP2lk6aM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-Gbsh1bKibdv7rI714nggYuh2upcpJg8LkmccoSWFugp6mZF4VJo2-irSndx3jN6t_mnDAl1B-ep4zoQDiwAZo3iAMdmSUO8AtE4XbGM8RH-9X-5hh14FzijfdzYF3KLTYHbxyrTAUL48zxIaTkWNLBexXeRrkAQc4QkOsEiVsS1quDYuCXQ4bJBIdXLW3z6q9fyxGOwk4Vb_-jhNN22JNw,HTTP/1.1,757,0,,200,OK,HTTP/1.1,0,image/gif,,,289,43,,,-1,0,0,25,0,0,120,178.250.2.148,,147,value
55,,2019-10-11T19:15:00.881+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570810500&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570810499827&bpp=7&bdt=3180&fdt=1042&idt=1043&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C0x0%2C300x600&nras=1&correlator=6284906814497&frm=20&pv=1&ga_vid=1196953653.1570810481&ga_sid=1570810500&ga_hid=1021583413&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=600&scr_x=0&scr_y=0&eid=332260032%2C332260042&oid=3&pvsid=2763445182717516&pem=750&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.drptpazffgwu&xpc=rv7QwJdjKG&p=http%3A//www.shutupandtakemymoney.com&dtd=1049,HTTP/1.1,1501,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1077,22263,,,-1,-1,-1,-1,49,0,365,172.217.22.2,,415,value
56,,2019-10-11T19:15:00.942+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/OqOE21UvWe3.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,520,400,,,5000,32,0,5032,0,0,88,31.13.92.14,,5153,
57,,2019-10-11T19:15:00.948+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yZ/l/he_IL/PNCeFIuL-co.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124564,,,4728,32,0,4751,164,0,89,31.13.92.14,,5038,value
58,,2019-10-11T19:15:00.992+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,-1,-1,-1,51,0,124,216.58.206.2,,176,
59,,2019-10-11T19:15:01.125+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,110,0,0,132,149,0,106,216.58.206.2,,389,
60,,2019-10-11T19:15:01.280+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,240,0,0,285,1,0,101,216.58.205.226,,388,value
61,,2019-10-11T19:15:01.396+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12567,,,388,0,0,419,4,1,105,31.13.92.14,,530,value
62,,2019-10-11T19:15:03.772+03:00,GET,http://t.sharethis.com/d/a.gif?aqet=priv_block_3pcookie&r=1570810501360&cid=c010,HTTP/1.1,436,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,-1,0,0,16,0,0,158,23.66.19.12,,174,value
