,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,response._error,request.queryString.name
10,,2019-10-08T18:14:05.194+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/hold-on-were-probably-not-wearing-pants-doormat.jpg,HTTP/1.1,1024,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,131724,,,-1,376,0,1,3038,0,28,104.24.18.117,,3445,,
11,,2019-10-08T18:14:05.194+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/06/sharkini-swimsuit-bikini-suatmm.jpg,HTTP/1.1,1008,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,47851,,,-1,364,0,1,1026,0,28,104.24.18.117,,1421,,
12,,2019-10-08T18:14:05.196+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/pulp-fiction-tiki-mugs.jpg,HTTP/1.1,999,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,73255,,,-1,381,0,1,1829,0,27,104.24.18.117,,2239,,
13,,2019-10-08T18:14:05.197+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/eleven-bleeding-nose-candle.jpg,HTTP/1.1,1004,0,,200,OK,HTTP/1.1,0,image/jpeg,,,387,39499,,,-1,371,0,1,1638,0,26,104.24.18.117,,2038,,
14,,2019-10-08T18:14:05.230+03:00,GET,https://ws.sharethis.com/button/async-buttons.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,application/javascript,,,555,18855,,,271,89,0,0,38,0,296,13.224.132.115,,424,,
15,,2019-10-08T18:14:05.269+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900",HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,758,,,175,92,0,0,0,0,205,216.58.207.42,,298,,value
16,,2019-10-08T18:14:05.387+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,508,3851,,,-1,94,-1,0,4,-1,-1,13.224.132.115,,99,,
17,,2019-10-08T18:14:05.410+03:00,GET,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,450,19740,,,323,86,0,0,1659,0,359,209.197.3.15,,2105,,
18,,2019-10-08T18:14:05.534+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,272,84,0,0,36,0,302,172.217.22.110,,424,,
19,,2019-10-08T18:14:05.556+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,275,93,0,0,0,0,295,31.13.92.14,,391,,
20,,2019-10-08T18:14:05.673+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,586,4765,,,302,96,77,0,0,0,332,13.225.249.87,,507,,
21,,2019-10-08T18:14:05.702+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1820615401&t=pageview&_s=1&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ul=en-us&de=UTF-8&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=AACAAEAB~&jid=&gjid=&cid=651541662.1570547602&tid=UA-122981820-1&_gid=363350226.1570547602&z=1912528004,HTTP/1.1,739,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,-1,91,-1,0,0,-1,-1,172.217.22.110,,91,,value
22,,2019-10-08T18:14:05.704+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,379,110,51,0,138,0,422,89.187.169.79,,723,,
23,,2019-10-08T18:14:05.709+03:00,GET,https://load.sumo.com/78.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,101903,,,384,105,58,0,162,0,427,89.187.169.79,,754,,
24,,2019-10-08T18:14:05.733+03:00,GET,https://www.dwin2.com/init.js?t=1570547645216,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,491,100,,,283,88,40,0,0,0,312,151.101.18.110,,442,,value
25,,2019-10-08T18:14:05.907+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=57fc55ea9fd831bf595e8439b63d6b57&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56393,,,166,91,0,0,98,0,203,31.13.92.14,,393,,value
26,,2019-10-08T18:14:06.151+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570547645827,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,920,3936,,,294,117,0,0,0,0,320,13.224.132.7,,439,,value
27,,2019-10-08T18:14:06.163+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16dabee7004-4bd6169e-5&sessionID=1570547645184.50551&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570547645184.0=&sop=false,HTTP/1.1,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,306,94,33,0,0,0,341,18.196.132.129,,470,,value
28,,2019-10-08T18:14:06.484+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,516,11744,,,294,83,27,0,14,0,319,157.240.1.23,,445,,value
29,,2019-10-08T18:14:06.621+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/thanos-mens-swimwear.jpg,HTTP/1.1,997,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,38002,,,-1,350,-1,0,620,-1,-1,104.24.18.117,,971,,
30,,2019-10-08T18:14:06.653+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570547646267&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,514,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,958,,,315,94,37,0,0,0,339,23.213.210.220,,471,,value
31,,2019-10-08T18:14:07.211+03:00,GET,https://ps.eyeota.net/pixel?pid=1mpb5m0&t=gif&gdpr=0&gdpr_consent=,HTTP/1.1,450,0,,302,Found,HTTP/1.1,0,,,/pixel/bounce/?pid=1mpb5m0&t=gif&gdpr=0&gdpr_consent=,460,0,,,337,104,56,0,0,0,370,18.197.145.83,,532,,value
32,,2019-10-08T18:14:07.238+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/death-star-fire-pit.jpeg,HTTP/1.1,997,0,,200,OK,HTTP/1.1,0,image/jpeg,,,387,138527,,,-1,342,-1,0,3241,-1,-1,104.24.18.117,,3584,,
33,,2019-10-08T18:14:07.311+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,114,-1,0,149,-1,-1,216.58.205.226,,264,,
34,,2019-10-08T18:14:07.332+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/chicken-harness-fb-1024x1024.jpg,HTTP/1.1,1005,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,130122,,,-1,383,0,0,3056,0,40,104.24.18.117,,3481,,
35,,2019-10-08T18:14:07.395+03:00,GET,https://ps.eyeota.net/pixel/bounce/?pid=1mpb5m0&t=gif&gdpr=0&gdpr_consent=,HTTP/1.1,526,0,,302,Found,HTTP/1.1,0,,,https://sync.sharethis.com/eyeota?uid=2nNVhDVEHNSj0hRUdmJGtPXy8pJNTTk5BTpIZCwg5osc,688,0,,,-1,90,-1,0,0,-1,-1,18.197.145.83,,91,,value
36,,2019-10-08T18:14:07.439+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,106,-1,0,134,-1,-1,216.58.205.226,,240,,
37,,2019-10-08T18:14:07.444+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/harry-potter-wooden-bookmarks-suatmm.jpg,HTTP/1.1,1013,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,211803,,,-1,342,-1,0,5248,-1,-1,104.24.18.117,,5590,,
38,,2019-10-08T18:14:07.579+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,204,84,0,0,8,0,227,216.58.210.2,,320,,
39,,2019-10-08T18:14:07.583+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12186,,,313,160,27,0,54,0,341,31.13.92.36,,584,,value
40,,2019-10-08T18:14:07.588+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,217,100,0,0,0,0,243,216.58.210.2,,345,,value
41,,2019-10-08T18:14:07.597+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/matching-dog-shirt-suatmm.jpg,HTTP/1.1,1002,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,104790,,,-1,341,-1,0,2649,-1,-1,104.24.18.117,,2991,,
42,,2019-10-08T18:14:07.671+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,290,95,24,0,0,0,331,216.58.210.2,,452,,value
43,,2019-10-08T18:14:07.730+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,528,768,,,-1,403,26,9,0,0,22,52.34.133.113,,462,,
44,,2019-10-08T18:14:07.857+03:00,GET,https://privymktg.com/collect?v=1&cid=a1ac85b7-0902-4b66-a31d-e9634b043020&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=09440531521505635,HTTP/1.1,731,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=a1ac85b7-0902-4b66-a31d-e9634b043020&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=09440531521505635,823,0,,,185,104,0,0,0,0,214,104.28.22.64,,320,,value
45,,2019-10-08T18:14:07.867+03:00,GET,https://aa.agkn.com/adscores/r.pixel?sid=9212270798&puid=ZGAACl2cq6EAAAASI3DgAw%3D%3D,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,image/gif,,,417,43,,,1057,340,0,0,0,0,1082,52.196.43.180,,1423,,value
46,,2019-10-08T18:14:07.964+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=a1ac85b7-0902-4b66-a31d-e9634b043020,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,43,,,298,177,0,0,0,0,324,104.25.97.17,,503,,value
47,,2019-10-08T18:14:08.108+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=28343467349&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,568,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,617,1065,,,-1,138,0,0,0,0,23,178.250.0.145,,161,,value
48,,2019-10-08T18:14:08.142+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,-1,111,-1,0,24,-1,-1,216.58.205.226,,136,,value
49,,2019-10-08T18:14:08.157+03:00,GET,https://platform-api.sharethis.com/js/sharethis.js,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,540,27631,,,284,81,0,0,38,0,307,13.224.132.61,,427,,
50,,2019-10-08T18:14:08.192+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,332,107,0,0,0,0,362,146.185.139.55,,470,,
51,,2019-10-08T18:14:08.245+03:00,GET,https://sync.sharethis.com/eyeota?uid=2nNVhDVEHNSj0hRUdmJGtPXy8pJNTTk5BTpIZCwg5osc,HTTP/1.1,507,0,,200,OK,HTTP/1.1,0,image/gif,,,192,42,,,312,92,0,0,0,0,346,3.120.46.255,,440,,value
52,,2019-10-08T18:14:08.246+03:00,POST,http://sumo.com/services,HTTP/1.1,530,785,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,625,869,,,-1,407,0,21,0,0,31,52.34.133.113,,460,,
53,,2019-10-08T18:14:08.314+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570547648&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&dt=1570547647307&bpp=40&bdt=2307&fdt=741&idt=741&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=1879729497118&frm=20&pv=2&ga_vid=651541662.1570547602&ga_sid=1570547648&ga_hid=1820615401&ga_fc=0&iag=0&icsg=3025855999639536&dssz=119&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=923881085213411&pem=321&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.1cnegf9ycz8k&fsb=1&xpc=IlRi5S4k85&p=http%3A//www.shutupandtakemymoney.com&dtd=772,HTTP/1.1,1561,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1592,20668,,,202,543,0,1,72,0,227,216.58.210.2,,844,,value
54,,2019-10-08T18:14:08.349+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570547648&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570547647410&bpp=15&bdt=2410&fdt=727&idt=727&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&correlator=1879729497118&frm=20&pv=1&ga_vid=651541662.1570547602&ga_sid=1570547648&ga_hid=1820615401&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=923881085213411&pem=321&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.kraj7x9qaxs&fsb=1&xpc=lyJGa5Ww3y&p=http%3A//www.shutupandtakemymoney.com&dtd=734,HTTP/1.1,1540,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1590,20717,,,103,527,0,0,55,0,134,216.58.210.2,,717,,value
55,,2019-10-08T18:14:08.362+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yF/l/he_IL/o37SKuz2Wxw.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124262,,,220,89,0,0,139,0,243,31.13.92.14,,473,,value
56,,2019-10-08T18:14:08.367+03:00,GET,https://google-analytics.com/collect?v=1&cid=a1ac85b7-0902-4b66-a31d-e9634b043020&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=09440531521505635,HTTP/1.1,738,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,245,82,0,0,0,0,270,216.58.207.68,,353,,value
