,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time
24,,2019-10-08T16:24:16.179+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=527368879&t=pageview&_s=1&dl=https%3A%2F%2Fthe-dots.com%2F&dp=%2F&ul=en-us&de=UTF-8&dt=The%20Creative%20Network%20%7C%20The%20Dots&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=&gjid=&cid=1889948455.1570541044&tid=UA-52833372-1&_gid=1804088588.1570541044&z=938468236,HTTP/1.1,value,677,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,-1,-1,0,115,-1,0,-1,172.217.22.110,,116
25,,2019-10-08T16:24:16.182+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570541056164&cv=9&fst=1570541056164&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=376635470&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,value,708,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,948,,,157,0,0,119,182,1,0,172.217.18.98,,304
26,,2019-10-08T16:24:16.738+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,value,771,41,,200,OK,HTTP/1.1,0,application/json,,,1064,5817,,,-1,-1,0,473,-1,2,-1,104.20.55.187,,477
27,,2019-10-08T16:24:16.739+03:00,POST,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,value,554,41,,200,OK,HTTP/1.1,0,application/json,,,1064,5498,,,-1,-1,0,275,-1,2,-1,104.20.55.187,,278
28,,2019-10-08T16:24:16.817+03:00,GET,https://connect.facebook.net/signals/config/471796676315561?v=2.9.4&r=stable,HTTP/1.1,value,389,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,566,79753,,,-1,-1,0,103,-1,102,-1,31.13.92.14,,206
29,,2019-10-08T16:24:17.243+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=57b0bc799858f28525e2cbaf73edf1e9&ip=1&_=1570541056800,HTTP/1.1,value,460,0,,200,OK,HTTP/1.1,0,application/json,,,433,233,,,371,0,0,88,390,0,0,107.178.240.159,,480
30,,2019-10-08T16:24:17.244+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJwYWdldmlldyIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA1NDEwNTYuODA2LCJkaXN0aW5jdF9pZCI6ICIxNmRhYjhhNTZmZjM5LTAxNWVkNzMyYmQ2Mjg4LTExNWExYjJkLTc1MzAwLTE2ZGFiOGE1NzAwMmZiIiwiJGRldmljZV9pZCI6ICIxNmRhYjhhNTZmZjM5LTAxNWVkNzMyYmQ2Mjg4LTExNWExYjJkLTc1MzAwLTE2ZGFiOGE1NzAwMmZiIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsInBhZ2UgbmFtZSI6ICJUaGUgQ3JlYXRpdmUgTmV0d29yayB8IFRoZSBEb3RzIiwidXJsIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570541056830,HTTP/1.1,value,1162,0,,200,OK,HTTP/1.1,0,application/json,,,496,1,,,361,0,0,104,391,0,0,107.178.240.159,,496
31,,2019-10-08T16:24:17.251+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,value,383,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,10218,,,-1,-1,0,89,-1,9,-1,31.13.92.14,,99
32,,2019-10-08T16:24:17.337+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJBQiBUZXN0IC0gRXhwZXJpbWVudCBTdGFydCIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA1NDEwNTYuODMxLCJkaXN0aW5jdF9pZCI6ICIxNmRhYjhhNTZmZjM5LTAxNWVkNzMyYmQ2Mjg4LTExNWExYjJkLTc1MzAwLTE2ZGFiOGE1NzAwMmZiIiwiJGRldmljZV9pZCI6ICIxNmRhYjhhNTZmZjM5LTAxNWVkNzMyYmQ2Mjg4LTExNWExYjJkLTc1MzAwLTE2ZGFiOGE1NzAwMmZiIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIkV4cGVyaW1lbnQiOiAiam9pbkV4cGVyaW1lbnQiLCJWYXJpYW50IjogImpvaW5XaXRob3V0VGV4dCIsIlVSTCI6ICIvIiwidG9rZW4iOiAiNTdiMGJjNzk5ODU4ZjI4NTI1ZTJjYmFmNzNlZGYxZTkifX0%3D&ip=1&_=1570541056832,HTTP/1.1,value,1200,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,-1,-1,0,102,-1,0,-1,107.178.240.159,,104
33,,2019-10-08T16:24:17.356+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNTQxMDU2LjgzMywiZGlzdGluY3RfaWQiOiAiMTZkYWI4YTU2ZmYzOS0wMTVlZDczMmJkNjI4OC0xMTVhMWIyZC03NTMwMC0xNmRhYjhhNTcwMDJmYiIsIiRkZXZpY2VfaWQiOiAiMTZkYWI4YTU2ZmYzOS0wMTVlZDczMmJkNjI4OC0xMTVhMWIyZC03NTMwMC0xNmRhYjhhNTcwMDJmYiIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCJTZWN0aW9uIE5hbWUiOiAidG9kYXktd2h5LWpvaW4iLCJTZWN0aW9uIE9yZGVyIjogMSwiVGltZSBTaW5jZSBMb2FkIjogMCwiVVJMIjogIi8iLCJQcmV2aW91cyBTZWN0aW9uIFRpbWUgU3BlbnQiOiAwLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570541056834,HTTP/1.1,value,1254,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,-1,-1,0,116,-1,0,-1,107.178.240.159,,117
34,,2019-10-08T16:24:17.445+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNTQxMDU2LjgzNSwiZGlzdGluY3RfaWQiOiAiMTZkYWI4YTU2ZmYzOS0wMTVlZDczMmJkNjI4OC0xMTVhMWIyZC03NTMwMC0xNmRhYjhhNTcwMDJmYiIsIiRkZXZpY2VfaWQiOiAiMTZkYWI4YTU2ZmYzOS0wMTVlZDczMmJkNjI4OC0xMTVhMWIyZC03NTMwMC0xNmRhYjhhNTcwMDJmYiIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCJTZWN0aW9uIE5hbWUiOiAidG9kYXktcHJvamVjdHMtdGVhbXMiLCJTZWN0aW9uIE9yZGVyIjogMiwiVGltZSBTaW5jZSBMb2FkIjogMCwiVVJMIjogIi8iLCJQcmV2aW91cyBTZWN0aW9uIE5hbWUiOiAidG9kYXktd2h5LWpvaW4iLCJQcmV2aW91cyBTZWN0aW9uIFRpbWUgU3BlbnQiOiAwLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570541056836,HTTP/1.1,value,1318,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,-1,-1,0,111,-1,0,-1,107.178.240.159,,112
35,,2019-10-08T16:24:17.477+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly90aGUtZG90cy5jb20vIiwiJGJyb3dzZXJfdmVyc2lvbiI6IDc3LCIkc2NyZWVuX2hlaWdodCI6IDYwMCwiJHNjcmVlbl93aWR0aCI6IDgwMCwibXBfbGliIjogIndlYiIsIiRsaWJfdmVyc2lvbiI6ICIyLjI5LjEiLCJ0aW1lIjogMTU3MDU0MTA1Ny40MDMsImRpc3RpbmN0X2lkIjogIjE2ZGFiOGE1NmZmMzktMDE1ZWQ3MzJiZDYyODgtMTE1YTFiMmQtNzUzMDAtMTZkYWI4YTU3MDAyZmIiLCIkZGV2aWNlX2lkIjogIjE2ZGFiOGE1NmZmMzktMDE1ZWQ3MzJiZDYyODgtMTE1YTFiMmQtNzUzMDAtMTZkYWI4YTU3MDAyZmIiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwiJHRpdGxlIjogIlRoZSBDcmVhdGl2ZSBOZXR3b3JrIHwgVGhlIERvdHMiLCIkZXZlbnRfdHlwZSI6ICJwYWdldmlldyIsIiRjZV92ZXJzaW9uIjogMSwiJGhvc3QiOiAidGhlLWRvdHMuY29tIiwiJHBhdGhuYW1lIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570541057403,HTTP/1.1,value,1258,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,-1,-1,0,120,-1,0,-1,107.178.240.159,,121
36,,2019-10-08T16:24:19.396+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,value,581,130,,200,OK,HTTP/1.1,0,application/json,,,1064,5983,,,5304,0,0,434,5334,2,0,104.20.55.187,,5772
37,,2019-10-08T16:24:19.499+03:00,POST,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,value,579,99,,200,OK,HTTP/1.1,0,application/json,,,1064,11265,,,-1,-1,1,984,-1,12,-1,104.20.55.187,,997
38,,2019-10-08T16:24:19.503+03:00,POST,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,value,574,41,,200,OK,HTTP/1.1,0,application/json,,,1064,12408,,,-1,-1,0,600,-1,14,-1,104.20.55.187,,615
39,,2019-10-08T16:24:19.531+03:00,GET,https://images1.the-dots.com/2599906/creative-hues-live-dots-v1.jpeg?p=socialLarge,HTTP/1.1,value,1310,0,,200,OK,HTTP/1.1,0,image/webp,,,638,48366,,,3174,99,0,95,3231,91,0,104.20.55.187,,3518
40,,2019-10-08T16:24:19.545+03:00,GET,https://images1.the-dots.com/1970234/1-2.jpeg?p=socialLarge,HTTP/1.1,value,1287,0,,200,OK,HTTP/1.1,0,image/webp,,,617,60542,,,3222,18,0,107,3247,90,0,104.20.55.187,,3465
41,,2019-10-08T16:24:19.695+03:00,GET,https://images1.the-dots.com/2543859/image00020.jpeg?p=socialLarge,HTTP/1.1,value,1294,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,104472,,,3360,100,0,88,3394,121,0,104.20.55.187,,3705
42,,2019-10-08T16:24:20.124+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=the-dots.com,HTTP/1.1,value,381,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,4138,27,0,95,4166,0,0,172.217.23.130,,4291
43,,2019-10-08T16:24:20.202+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570541056224&cv=9&fst=1570541056224&num=1&bg=ffffff&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9p0&sendb=1&ig=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,value,729,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1031,964,,,111,0,0,93,144,1,0,172.217.18.98,,239
44,,2019-10-08T16:24:20.413+03:00,OPTIONS,"https://api.the-dots.com/v1/search/pages/query?include=profile-image,cover-image&page=1&perPage=8",HTTP/1.1,value,510,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,-1,-1,0,99,-1,0,-1,104.20.55.187,,100
45,,2019-10-08T16:24:20.516+03:00,POST,"https://api.the-dots.com/v1/search/pages/query?include=profile-image,cover-image&page=1&perPage=8",HTTP/1.1,value,533,41,,200,OK,HTTP/1.1,0,application/json,,,1063,1745,,,-1,-1,0,207,-1,1,-1,104.20.55.187,,209
46,,2019-10-08T16:24:20.549+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,,381,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,4571,34,0,99,4597,110,0,216.58.207.34,,4842
47,,2019-10-08T16:24:21.077+03:00,POST,https://api.amplitude.com/,HTTP/1.1,,453,1204,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,258,7,,,516,0,0,281,537,0,0,52.10.32.73,,820
48,,2019-10-08T16:24:21.225+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=2118417664517382&correlator=3921457640014414&output=ldjh&callback=googletag.impl.pubads.callbackProxy1&impl=fifs&adsid=NT&eid=21064521&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A553648136%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191008&iu_parts=67144447%2CThe_Dots_Footer_New&enc_prev_ius=%2F0%2F1&prev_iu_szs=300x250&eri=1&cookie_enabled=1&bc=31&abxe=1&lmt=1570541061&dt=1570541061179&dlt=1570541054983&idt=6141&frm=20&biw=779&bih=600&oid=3&adxs=439&adys=3597&adks=1949431381&ucis=1&ifi=1&u_tz=180&u_his=2&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fthe-dots.com%2F&dssz=36&icsg=8592697404&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x250&msz=300x-1&ga_vid=1889948455.1570541044&ga_sid=1570541061&ga_hid=527368879&fws=0&ohw=0,HTTP/1.1,value,1216,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,1170,4688,,,-1,-1,0,161,-1,2,-1,216.58.207.34,,164
49,,2019-10-08T16:24:21.383+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js,HTTP/1.1,,431,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,114,0,0,97,155,63,0,216.58.207.34,,316
50,,2019-10-08T16:24:21.598+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjstshn5WJ3AbEgjrVoukXZUWOg-1hwrTtlXKtMn_cskwtqVNXl93qH9Y3NtyWOWsdzmnzw9VSCoyfzqRYW6jHajhPN3Otr6MICq1ecVHhvXawYlzlmwmpGb4waNz3meTBumHz0Ozm6AjVjkdhFUKygGrcYHia49h_lBBq8coZaJjiAMBRen23qN6jwbmklqqY27TID20PMqq9CmcdFN0f7P15D08Dk9nzO4DCtvI8Ia6NfejoDkR0m7t2Q1bgpkLXziH9vI3TqpD&sig=Cg0ArKJSzGCuWFimUInxEAE&adurl=,HTTP/1.1,value,786,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,-1,0,105,-1,0,-1,216.58.207.34,,106
51,,2019-10-08T16:24:26.123+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570541056224&cv=9&fst=1570539600000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9p0&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=996021047&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,value,773,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,5224,0,0,103,5257,0,0,172.217.18.4,,5362
