,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.ssl,timings.send,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
22,,2019-10-09T19:08:51.923+03:00,GET,https://www.youtube.com/iframe_api,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,application/javascript,,,394,859,,,29,114,2659,0,0,2697,0,172.217.16.142,,2843,
23,,2019-10-09T19:08:52.147+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,100,2248,0,0,2277,32,216.58.206.14,,2411,
24,,2019-10-09T19:08:52.306+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=621342338&t=pageview&_s=1&dl=https%3A%2F%2Fwww.incredibox.com%2F&ul=en-us&de=UTF-8&dt=Incredibox&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IEBAAUAB~&jid=1879476811&gjid=268734090&cid=448505405.1570637332&tid=UA-10301455-3&_gid=2128783511.1570637332&_r=1&gtm=2oua20&z=891072959,HTTP/1.1,685,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-10301455-3&cid=448505405.1570637332&jid=1879476811&_gid=2128783511.1570637332&gjid=268734090&_v=j79&z=891072959,644,417,,,-1,105,-1,0,-1,-1,0,216.58.206.14,,106,value
25,,2019-10-09T19:08:54.309+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,26,87,5243,0,0,5280,1,157.240.1.23,,5396,
26,,2019-10-09T19:08:54.614+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=9f17e148e46c2834ceeaf51e48297d7b&ua=modern_es6,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59063,,,0,92,172,0,0,206,99,157.240.1.23,,398,value
27,,2019-10-09T19:08:55.351+03:00,GET,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflLte76q/www-widgetapi.js,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,8697,,,35,102,3231,0,0,3268,3,172.217.22.110,,3411,
28,,2019-10-09T19:08:55.472+03:00,GET,https://www.youtube.com/embed/eMdLqaeWP-k?enablejsapi=1&origin=https%3A%2F%2Fwww.incredibox.com&widgetid=1,HTTP/1.1,578,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1078,21148,,,-1,222,-1,0,-1,-1,44,172.217.16.142,,267,value
29,,2019-10-09T19:08:55.559+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1019,12551,,,34,98,649,0,0,678,16,157.240.1.23,,828,value
30,,2019-10-09T19:08:55.745+03:00,GET,https://www.youtube.com/yts/cssbin/www-player-webp-vflOcA0vs.css,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,text/css,,,562,41442,,,-1,83,-1,0,-1,-1,83,172.217.16.142,,167,
31,,2019-10-09T19:08:55.852+03:00,GET,https://www.youtube.com/yts/jsbin/www-embed-player-vfl0s3MKB/www-embed-player.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,39029,,,0,104,112,0,0,135,86,172.217.16.142,,327,
32,,2019-10-09T19:08:55.857+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflPE_8vN/en_US/base.js,HTTP/1.1,549,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,393260,,,0,102,115,0,0,140,342,172.217.16.142,,586,
33,,2019-10-09T19:08:56.445+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflPE_8vN/en_US/remote.js,HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,29996,,,-1,104,-1,0,-1,-1,12,172.217.16.142,,117,
34,,2019-10-09T19:08:59.731+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-10301455-3&cid=448505405.1570637332&jid=1879476811&_gid=2128783511.1570637332&gjid=268734090&_v=j79&z=891072959,HTTP/1.1,535,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=448505405.1570637332&jid=1879476811&_v=j79&z=891072959,673,365,,,32,98,5381,1,0,5419,0,74.125.140.157,,5552,value
35,,2019-10-09T19:09:00.115+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,497,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15552,,,32,98,3525,1,0,3554,41,172.217.22.3,,3727,
36,,2019-10-09T19:09:00.182+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,33,89,3582,0,0,3609,30,172.217.22.3,,3764,
37,,2019-10-09T19:09:00.182+03:00,GET,https://i.ytimg.com/vi/eMdLqaeWP-k/maxresdefault.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,456,111026,,,39,93,3613,2,0,3633,167,172.217.22.54,,3936,
38,,2019-10-09T19:09:03.453+03:00,GET,https://www.google.com/js/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5323,,,0,97,7035,0,0,7070,3,172.217.21.228,,7172,
39,,2019-10-09T19:09:03.454+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=448505405.1570637332&jid=1879476811&_v=j79&z=891072959,HTTP/1.1,491,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=448505405.1570637332&jid=1879476811&_v=j79&z=891072959&slf_rd=1&random=428700268,740,0,,,0,117,3565,0,0,3592,0,172.217.21.228,,3711,value
40,,2019-10-09T19:09:03.848+03:00,GET,https://www.youtube.com/generate_204?U-VgIQ,HTTP/1.1,560,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,-1,95,-1,0,-1,-1,0,172.217.16.142,,96,value
41,,2019-10-09T19:09:04.118+03:00,GET,https://yt3.ggpht.com/-sfbG8ukMi74/AAAAAAAAAAI/AAAAAAAAAAA/VBusKjuvOHY/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,574,2154,,,41,104,7552,0,0,7577,2,216.58.210.1,,7726,
42,,2019-10-09T19:09:05.162+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/javascript,,,512,29,,,36,90,5432,10,0,5452,0,216.58.206.6,,5590,
43,,2019-10-09T19:09:06.495+03:00,POST,https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,HTTP/1.1,1060,3176,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,448,48,,,-1,107,-1,0,-1,-1,0,172.217.16.142,,109,value
44,,2019-10-09T19:09:09.679+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=448505405.1570637332&jid=1879476811&_v=j79&z=891072959&slf_rd=1&random=428700268,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,32,118,4810,0,0,4837,0,172.217.22.67,,4990,value
