,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.send,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-11T18:55:35.581+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,140,0,250,109,0,0,223,89.187.169.79,,500,
11,,2019-10-11T18:55:35.616+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/spiral-staircase-dice-roller-dnd.jpg,HTTP/1.1,889,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,85395,,,2035,-1,-1,339,0,-1,-1,104.24.18.117,,2375,
12,,2019-10-11T18:55:35.660+03:00,GET,https://www.dwin2.com/init.js?t=1570809335565,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,491,103,,,0,-1,-1,84,0,-1,-1,151.101.18.110,,84,value
13,,2019-10-11T18:55:35.666+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,508,3851,,,3,-1,-1,97,0,-1,-1,143.204.192.12,,101,
14,,2019-10-11T18:55:35.731+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/wiener-dog-pool-float-dachschund.jpg,HTTP/1.1,889,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,130941,,,3244,-1,-1,347,0,-1,-1,104.24.18.117,,3592,
15,,2019-10-11T18:55:35.750+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570809335748,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,920,3936,,,0,-1,-1,103,0,-1,-1,13.224.132.90,,103,value
16,,2019-10-11T18:55:35.844+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1780,,,1,0,216,88,0,0,192,31.13.92.14,,306,
17,,2019-10-11T18:55:36.093+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17803,,,26,-1,-1,80,0,-1,-1,172.217.22.110,,108,
18,,2019-10-11T18:55:36.093+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,-1,-1,90,0,-1,-1,172.217.16.130,,90,value
19,,2019-10-11T18:55:36.142+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=2f0056c706b52c79243bad709a911f76&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56406,,,139,0,202,108,0,0,178,31.13.92.14,,450,value
20,,2019-10-11T18:55:36.145+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/the-caseboy-iphone-case-nes-games-suatmm.jpg,HTTP/1.1,897,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,73153,,,1831,0,37,372,0,0,-1,104.24.18.117,,2241,
21,,2019-10-11T18:55:36.221+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1364761362&t=pageview&_s=1&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ul=en-us&de=UTF-8&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=AACAAEAB~&jid=&gjid=&cid=1944004597.1570809314&tid=UA-122981820-1&_gid=815640593.1570809314&z=1291641396,HTTP/1.1,740,0,,200,OK,HTTP/1.1,0,image/gif,,,477,35,,,0,-1,-1,84,0,-1,-1,172.217.22.110,,85,value
22,,2019-10-11T18:55:37.297+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,0,0,1113,93,0,0,1084,143.204.192.67,,1206,
23,,2019-10-11T18:55:37.332+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/tirecockz-penis-valve-stem.jpg,HTTP/1.1,883,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,66962,,,1436,-1,-1,343,0,-1,-1,104.24.18.117,,1779,
24,,2019-10-11T18:55:37.507+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/giant-putting-green.jpg,HTTP/1.1,876,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,163766,,,4473,0,45,366,0,0,-1,104.24.18.117,,4886,
25,,2019-10-11T18:55:37.513+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12288,,,3,-1,-1,220,0,-1,-1,31.13.92.36,,224,value
26,,2019-10-11T18:55:37.645+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16dbb87edbc-5bdbecd7-3&sessionID=1570809335490.85813&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570809335490.0=&sop=false,HTTP/1.1,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,0,0,233,103,0,0,210,3.120.46.255,,338,value
27,,2019-10-11T18:55:37.657+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,155,0,139,114,0,0,117,172.217.16.130,,410,
28,,2019-10-11T18:55:37.884+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,227,81,0,0,200,172.217.16.130,,309,value
29,,2019-10-11T18:55:37.950+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,70,-1,-1,111,0,-1,-1,172.217.16.130,,182,
30,,2019-10-11T18:55:37.951+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,292,97,0,0,265,172.217.22.34,,390,value
31,,2019-10-11T18:55:38.006+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/chicken-purse.jpg,HTTP/1.1,870,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,48759,,,2639,-1,-1,343,0,-1,-1,104.24.18.117,,2983,
32,,2019-10-11T18:55:38.174+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/piranha-plant-slippers.jpg,HTTP/1.1,879,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,24253,,,421,-1,-1,359,0,-1,-1,104.24.18.117,,780,
33,,2019-10-11T18:55:38.267+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,3,0,255,93,0,0,227,172.217.18.162,,352,
34,,2019-10-11T18:55:38.342+03:00,OPTIONS,http://sumo.com/api/load/,HTTP/1.1,458,0,,204,No Content,HTTP/1.1,0,,,,412,0,,,0,0,26,410,0,0,-1,52.34.133.113,,437,
35,,2019-10-11T18:55:38.345+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12382,,,4,0,1892,94,0,28,1870,31.13.92.14,,2020,value
36,,2019-10-11T18:55:38.388+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,884,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,1,-1,-1,2025,0,-1,-1,104.24.18.117,,2026,value
37,,2019-10-11T18:55:38.412+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=718273be-021a-4c43-b0dd-d86540bb6786,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,932,43,,,0,0,218,470,0,0,194,104.25.97.17,,689,value
38,,2019-10-11T18:55:38.485+03:00,GET,https://privymktg.com/collect?v=1&cid=718273be-021a-4c43-b0dd-d86540bb6786&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=10304987527003262,HTTP/1.1,731,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=718273be-021a-4c43-b0dd-d86540bb6786&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=10304987527003262,823,0,,,0,0,150,136,0,0,114,104.28.23.64,,288,value
39,,2019-10-11T18:55:38.488+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yZ/l/he_IL/PNCeFIuL-co.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124564,,,66,-1,-1,110,0,-1,-1,157.240.1.23,,177,value
40,,2019-10-11T18:55:38.544+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,0,0,217,113,0,0,196,146.185.139.55,,331,
41,,2019-10-11T18:55:38.657+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yZ/l/he_IL/PNCeFIuL-co.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124564,,,66,-1,-1,82,0,-1,-1,157.240.1.23,,150,value
42,,2019-10-11T18:55:38.748+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=75365132497&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,572,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,587,1065,,,0,0,34,124,2,0,-1,178.250.0.145,,161,value
43,,2019-10-11T18:55:38.783+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,528,770,,,0,-1,-1,245,0,-1,-1,52.34.133.113,,246,
44,,2019-10-11T18:55:38.844+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570809338&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&dt=1570809337654&bpp=42&bdt=2408&fdt=1030&idt=1030&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=7123971732040&frm=20&pv=2&ga_vid=1944004597.1570809314&ga_sid=1570809339&ga_hid=1364761362&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=1232134473344784&pem=156&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.jw7et1ddx95i&fsb=1&xpc=0thUJQwJNe&p=http%3A//www.shutupandtakemymoney.com&dtd=1046,HTTP/1.1,1474,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,19496,,,55,0,137,320,0,0,108,172.217.18.162,,513,value
45,,2019-10-11T18:55:38.956+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570809338&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570809337799&bpp=15&bdt=2553&fdt=977&idt=977&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&correlator=7123971732040&frm=20&pv=1&ga_vid=1944004597.1570809314&ga_sid=1570809339&ga_hid=1364761362&ga_fc=0&iag=0&icsg=3025855999639536&dssz=121&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=1232134473344784&pem=156&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.pd5sldhrh43a&fsb=1&xpc=H6Fvum8rui&p=http%3A//www.shutupandtakemymoney.com&dtd=992,HTTP/1.1,1451,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,19722,,,57,0,136,493,0,0,112,172.217.18.162,,689,value
46,,2019-10-11T18:55:38.963+03:00,POST,http://www.shutupandtakemymoney.com/?wc-ajax=get_refreshed_fragments,HTTP/1.1,921,0,,200,OK,HTTP/1.1,0,application/json;charset=UTF-8,,,552,191,,,0,-1,-1,1921,0,-1,-1,104.24.18.117,,1921,value
47,,2019-10-11T18:55:38.976+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570809338&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570809337852&bpp=8&bdt=2605&fdt=955&idt=955&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600&correlator=7123971732040&frm=20&pv=1&ga_vid=1944004597.1570809314&ga_sid=1570809339&ga_hid=1364761362&ga_fc=0&iag=0&icsg=3025855999639536&dssz=121&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=1232134473344784&pem=156&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.obov6g32l26s&fsb=1&xpc=guBnBT8V2M&p=http%3A//www.shutupandtakemymoney.com&dtd=967,HTTP/1.1,1462,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,19549,,,55,0,137,353,0,0,113,172.217.18.162,,547,value
48,,2019-10-11T18:55:38.983+03:00,GET,https://api.monotote.com/v1/settings?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,application/json,,,740,3092,,,0,0,244,108,0,0,210,146.185.139.55,,353,value
49,,2019-10-11T18:55:38.992+03:00,GET,http://cat.fr.eu.criteo.com/delivery/lg.php?cppv=3&cpp=LU63m6aM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-XZYlh5x2waTaLpcS8U3i27xeh-NUcLxibYJsLKIItyQBA--wOh81D3bm1dT38APLtUOFr6eMl20pvCO5zDuEBJUYZK2BH2H6eOeyf73QzSFX6fiUhDhEPNHpc0HLCWokFivZNUW1VM2QWRbUBSJ3gYz1OoPTtuSMPw0NZriA7fnNh3y_i-1tIgpIG3fqbdgChKn8hhYLJCU3wleo7qxL4Q,HTTP/1.1,755,0,,200,OK,HTTP/1.1,0,image/gif,,,238,43,,,0,0,25,126,1,0,-1,178.250.0.160,,153,value
50,,2019-10-11T18:55:39.067+03:00,POST,http://sumo.com/services,HTTP/1.1,530,784,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,627,869,,,0,-1,-1,252,0,-1,-1,52.34.133.113,,253,
51,,2019-10-11T18:55:39.119+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/jon-snow-kanye-west-fresh-prince-air-fresheners.jpg,HTTP/1.1,1027,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,95503,,,2444,-1,-1,352,0,-1,-1,104.24.18.117,,2797,
52,,2019-10-11T18:55:39.223+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570809338&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570809338415&bpp=9&bdt=3168&fdt=418&idt=418&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=7123971732040&frm=20&pv=1&ga_vid=1944004597.1570809314&ga_sid=1570809339&ga_hid=1364761362&ga_fc=0&iag=0&icsg=3025855999639536&dssz=121&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=1232134473344784&pem=156&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.ihoaf9v18hu9&fsb=1&dtd=431,HTTP/1.1,1470,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,0,-1,-1,91,0,-1,-1,172.217.18.162,,92,value
53,,2019-10-11T18:55:39.264+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,161,0,241,110,0,0,216,172.217.16.130,,513,
54,,2019-10-11T18:55:39.319+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CdSC8EKqgXemlOJHcbZGagLAL1sv5sFmOnZbwwQic4dHPlA4QASD6zOMUYPm69IOcEKAB8YP9lQPIAQOoAwHIA8kEqgS6AU_QWA5I8PKVV5O2Md9lnQUZF5YcEfxMNZCGZVv-2aWP-JmrAu9kH5_7ECMEuiSlO3Al-KKpfL9hsyG4VFzy5PtZO5rAihO3GZMu4--NZ7rTCXvZXniCRyFqeiUSL2OHCM2AgiMBBNyMTzZaifF8eudd-IgvaxBZ3b_Jw4pSDIVUQ7wPchfZAuIYivwozre5MYWRKpuRqRWf4It06pEgg0a99L35Jnw_pwn7BG0vQG2B_qeN_47NbgC3McAEmf6d2O0BkgUECAQYAZIFBAgFGASgBgOAB7SujYIBqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEPTUAtIIBwiAYRABGB6ACgHYEww&sigh=u-Y2L1hFxRc&tpd=AGWhJmt_G5sLfUjBdgMfEFBm7Hnc24A_Ki1tBd-hduNONTNrag,HTTP/1.1,1963,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,0,-1,-1,91,0,-1,-1,172.217.18.162,,92,value
55,,2019-10-11T18:55:39.389+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CBkznEaqgXe6zA8augAfu_IvgC9_C9bVZjNH-0rMKv-EeEAEg-szjFGD5uvSDnBCgAYPWhIgDyAEDqQIaJsJdLR-TPqgDAcgDyQSqBMgBT9CNACsYal7koGWX8Sp6ClXpoSfibdZINWVSvatrXcd_7R4Xr_X8vnotusVsuyoePxkVYvZEHZxw3NKjQL2nN02_FFXnWiwdWNuGX9bpRbHdNyAkgOwQjizy2cvVi_qsV7E_XWBtJqVJZ0hEkHj7gtGNfXUKtCPgreiTuiI69Kp829NaRDAV7WqYt2BC7B9DE44dzKhzuAoz004LAzfWWqUmW4pNEX43-zqyVTke-gV1No6RoupKUA7z6qTwbIdTDkopx83SyG7ABKLGto6sApIFBAgEGAGSBQQIBRgEoAYDgAflqft3qAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEK20A9IIBwiAYRABGB6ACgHYEww&sigh=HJMl8BFswoU&tpd=AGWhJmuGyyRpEzg7YIK1My8n_powCdgrHi_6AbtvqMW7iVFrmg,HTTP/1.1,1979,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,0,-1,-1,95,0,-1,-1,172.217.18.162,,96,value
56,,2019-10-11T18:55:39.541+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,42,-1,-1,107,0,-1,-1,172.217.16.130,,150,
57,,2019-10-11T18:55:40.073+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/08/starwars-at-at-tape-dispenser.jpg,HTTP/1.1,1009,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,69758,,,1626,-1,-1,339,0,-1,-1,104.24.18.117,,1965,
58,,2019-10-11T18:55:40.092+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570809337790&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,958,,,0,0,2254,95,0,30,2210,23.66.19.12,,2381,value
59,,2019-10-11T18:55:40.217+03:00,GET,http://t.sharethis.com/a/t_.htm?ver=0.308.14395&cid=c010,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/html,,,414,1084,,,0,0,35,118,7,0,-1,23.66.19.12,,161,value
