,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,response._error,request.queryString.name
10,,2019-10-12T08:18:35.779+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssAapTUqMAmGy2FfCXyCYlc3FrUnKwGxUrqmZ-Q9wrd3ifNoadABw4OdIqp-MKcuIptlajWfsD3pa9VYFXUQ8yKBb0xeFs58IiI1vIpuSo&sig=Cg0ArKJSzDz_SYDgQNsnEAE&adk=3395509772&tt=142&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=4781,640,5031,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=25&niot_cbk=290&md=2&lm=2&rst=1570857489524&rpt=974&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8132&ss=800%2C600&pt=25279&bin=1&deb=1-4-5-455-234-30-981-232-0-0-0&tvt=25404&r=u&id=osdtos&vs=3&uc=232&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191011",HTTP/1.1,941,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,90,148,0,0,175,0,0,216.58.205.226,,267,,value
11,,2019-10-12T08:18:35.783+03:00,GET,https://www.sporcle.com/style/remodal.css?v=10106,HTTP/1.1,1662,0,,200,OK,HTTP/1.1,0,text/css,,,520,650,,,95,-1,-1,0,-1,0,-1,13.225.249.3,,96,,value
12,,2019-10-12T08:18:35.807+03:00,GET,https://s.ntv.io/serve/load.js,HTTP/1.1,346,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,657,90166,,,72,97,0,0,123,77,0,212.55.190.81,,274,,
13,,2019-10-12T08:18:35.870+03:00,GET,"https://fonts.googleapis.com/css?family=Open+Sans:400,600",HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,564,,,98,160,0,0,186,0,0,172.217.23.138,,286,,value
14,,2019-10-12T08:18:35.883+03:00,GET,https://www.sporcle.com/style/remodal-extra.css?v=10106,HTTP/1.1,1668,0,,200,OK,HTTP/1.1,0,text/css,,,520,1485,,,85,-1,-1,0,-1,2,-1,13.225.249.3,,89,,value
15,,2019-10-12T08:18:35.925+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.css,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/css,,,663,439,,,103,178,27,0,203,0,0,104.19.197.151,,335,,
16,,2019-10-12T08:18:35.986+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,467,309,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,379,317,91,0,338,0,0,13.226.6.29,,809,,
17,,2019-10-12T08:18:35.991+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,467,305,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,338,315,85,0,343,0,0,13.226.6.29,,768,,
18,,2019-10-12T08:18:36.004+03:00,GET,https://www.sporcle.com/style/modals/register/desktop.sp.css?v=136247628449601f7cc1134b9b195bba,HTTP/1.1,1708,0,,200,OK,HTTP/1.1,0,text/css,,,519,2967,,,91,-1,-1,0,-1,3,-1,13.225.249.3,,95,,value
19,,2019-10-12T08:18:36.004+03:00,GET,https://a.pub.network/sporcle-com/pubfig.min.js,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,application/javascript,,,916,116790,,,235,202,0,0,237,133,0,104.25.191.114,,607,,
20,,2019-10-12T08:18:36.030+03:00,GET,https://www.sporcle.com/style/modals/verify-social/desktop.sp.css?v=b6bd1467e41f7d86bdb9c1b69caa4cc8,HTTP/1.1,1713,0,,200,OK,HTTP/1.1,0,text/css,,,519,2164,,,96,228,82,0,265,3,0,13.225.249.3,,448,,value
21,,2019-10-12T08:18:36.030+03:00,GET,https://www.sporcle.com/style/games/showdown.sp.css?v=127a22cbbf4fa8468dc1ee79cc776abd,HTTP/1.1,1699,0,,200,OK,HTTP/1.1,0,text/css,,,520,1774,,,99,236,86,0,265,0,0,13.225.249.3,,452,,value
22,,2019-10-12T08:18:36.030+03:00,GET,https://www.sporcle.com/style/homepage.css?v=10207,HTTP/1.1,1663,0,,200,OK,HTTP/1.1,0,text/css,,,520,5764,,,102,236,87,0,265,0,0,13.225.249.3,,456,,value
23,,2019-10-12T08:18:36.049+03:00,GET,https://www.sporcle.com/style/activity.css?v=10116,HTTP/1.1,1663,0,,200,OK,HTTP/1.1,0,text/css,,,520,1231,,,86,244,83,0,279,0,0,13.225.249.3,,451,,value
24,,2019-10-12T08:18:36.175+03:00,GET,https://tag.bounceexchange.com/2490/i.js,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,290,1804,,,94,166,0,0,197,0,0,35.190.92.63,,292,,
25,,2019-10-12T08:18:36.393+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,101,182,0,0,203,44,0,216.58.206.14,,349,,
26,,2019-10-12T08:18:36.457+03:00,POST,https://www.sporcle.com/includes/ajaxqueue.php,HTTP/1.1,1838,1316,,200,OK,HTTP/1.1,0,application/json,,,684,14502,,,688,-1,-1,0,-1,0,-1,13.225.249.3,,689,,
27,,2019-10-12T08:18:36.522+03:00,GET,https://cdn.tynt.com/ti.js,HTTP/1.1,434,0,,200,OK,HTTP/1.1,0,application/javascript,,,529,16108,,,91,191,0,0,221,787,0,104.16.88.26,,1101,,
28,,2019-10-12T08:18:36.546+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,456,336,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,339,327,0,0,353,0,0,13.226.6.29,,693,,
29,,2019-10-12T08:18:36.559+03:00,GET,https://secure.quantserve.com/quant.js,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,362,5456,,,99,228,0,0,258,0,0,91.228.74.217,,358,,
30,,2019-10-12T08:18:36.563+03:00,GET,https://script.crazyegg.com/pages/scripts/0011/9717.js,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,747,176,,,90,192,0,0,242,0,0,104.19.148.8,,334,,
31,,2019-10-12T08:18:36.655+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=223135317&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=&gjid=&cid=468627191.1570857227&tid=UA-3065665-1&_gid=1752277891.1570857227&z=2035694730,HTTP/1.1,705,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,88,-1,-1,0,-1,0,-1,216.58.206.14,,89,,value
32,,2019-10-12T08:18:36.676+03:00,GET,https://ir-na.amazon-adsystem.com/e/ir?t=sporclecom-20&l=am2&o=1&a=B0719RGMCB,HTTP/1.1,482,0,,200,,HTTP/1.1,0,image/gif,,,126,42,,,167,466,0,0,490,0,0,52.94.240.125,,658,,value
33,,2019-10-12T08:18:36.820+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=223135317&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=&gjid=&cid=468627191.1570857227&tid=UA-136782910-1&_gid=1752277891.1570857227&z=742929904,HTTP/1.1,706,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,85,-1,-1,0,-1,0,-1,216.58.206.14,,86,,value
34,,2019-10-12T08:18:36.820+03:00,GET,https://a.pub.network/core/prebid-analytics-1.33.5.js,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/html,,,856,98141,,,237,196,0,0,217,155,0,104.25.191.114,,609,,
35,,2019-10-12T08:18:36.839+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,89,195,0,0,222,0,0,216.58.205.226,,312,,value
36,,2019-10-12T08:18:36.844+03:00,GET,https://jadserve.postrelease.com/t?ntv_url=https%3A%2F%2Fwww.sporcle.com%2F&ntv_mvi&ntv_fpc=1b475a59-066b-4188-b9c1-69b8390f5c75,HTTP/1.1,508,0,,200,,HTTP/1.1,0,text/javascript;charset=UTF-8,,,472,143,,,256,461,0,0,480,0,0,52.9.35.158,,737,,value
37,,2019-10-12T08:18:36.855+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,91,211,0,0,235,0,0,216.58.205.226,,327,,value
38,,2019-10-12T08:18:36.860+03:00,GET,https://assets.bounceexchange.com/assets/smart-tag/versioned/ijs_all_modules_d69e5cee1bb28009159dc29dcdf2cad4.js,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,text/javascript,,,802,88597,,,83,290,0,0,318,156,0,34.98.72.95,,558,,
39,,2019-10-12T08:18:36.983+03:00,GET,https://freestar-io.videoplayerhub.com/gallery.js,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,516,22591,,,117,293,87,0,312,218,0,13.225.249.15,,736,,
40,,2019-10-12T08:18:36.993+03:00,GET,https://c.amazon-adsystem.com/aax2/apstag.js,HTTP/1.1,462,0,,304,Not Modified,HTTP/1.1,0,,,,382,0,,,157,302,30,0,329,0,0,13.226.3.186,,517,,
41,,2019-10-12T08:18:37.011+03:00,GET,https://rules.quantcount.com/rules-p-67AnXw_uTFYyc.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,506,3,,,104,298,0,0,328,0,0,13.224.132.9,,433,,
42,,2019-10-12T08:18:37.122+03:00,GET,https://assets.bounceexchange.com/assets/bounce/local_storage_frame10.min.html,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/html,,,793,995,,,81,-1,-1,0,-1,0,-1,34.98.72.95,,82,,
43,,2019-10-12T08:18:37.228+03:00,GET,https://s.adtelligent.com/sync.html?aid=410295,HTTP/1.1,595,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,311,660,,,164,564,0,0,588,0,0,67.220.182.106,,753,,value
44,,2019-10-12T08:18:37.351+03:00,GET,https://apis.google.com/js/api.js?onload=onLoadGoogleAuth2,HTTP/1.1,563,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4851,,,108,156,0,0,183,1,0,216.58.207.78,,293,,value
45,,2019-10-12T08:18:37.430+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,89,235,0,0,269,1,0,31.13.92.14,,361,,
46,,2019-10-12T08:18:37.661+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,682,1172,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1120,496,,,155,270,0,1,293,0,0,185.33.223.200,,451,,
47,,2019-10-12T08:18:37.663+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,491,324,,200,OK,HTTP/1.1,0,application/json,,,234,88,,,104,374,0,0,404,0,0,91.228.72.8,,510,,
48,,2019-10-12T08:18:37.672+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,491,326,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,95,382,0,0,415,0,0,91.228.72.8,,511,,
49,,2019-10-12T08:18:37.673+03:00,GET,https://pixel.quantserve.com/pixel;r=1409518682;rf=0;a=p-67AnXw_uTFYyc;url=https%3A%2F%2Fwww.sporcle.com%2F;fpan=0;fpa=P0-1886559679-1570857286075;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=800x600x24;enc=n;dst=1;et=1570857517124;tzo=-180;ogl=type.website%2Curl.https%3A%2F%2Fwww%252Esporcle%252Ecom%2Ctitle.Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website%2Cdescription.Play%20thousands%20of%20free%20online%20trivia%20quiz%20games%252E%20There%20is%20a%20fun%20quiz%20about%20virtu%2Cimage.https%3A%2F%2Fdnlzsmybcpo0z%252Ecloudfront%252Enet%2Fimages%2Fbig%2Fdefault%252Ejpg%3Fv%3D10104,HTTP/1.1,1041,0,,200,OK,HTTP/1.1,0,image/gif,,,259,35,,,96,522,0,0,544,0,0,91.228.74.188,,642,,
50,,2019-10-12T08:18:37.693+03:00,GET,https://dnlzsmybcpo0z.cloudfront.net/medium/813053.jpg?v=1490826400,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,image/jpeg,,,480,12411,,,625,352,0,0,378,9,0,13.225.249.82,,1013,,value
51,,2019-10-12T08:18:37.756+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,491,349,,200,OK,HTTP/1.1,0,application/json,,,234,87,,,97,466,0,0,495,0,0,91.228.72.8,,593,,
52,,2019-10-12T08:18:37.816+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,682,1168,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1176,5471,,,146,470,0,1,496,0,0,185.33.223.200,,644,,
53,,2019-10-12T08:18:37.819+03:00,GET,https://api.bounceexchange.com/bounce/init1.js?tojQ=function&cts=1570857517225&tzo=-180&website_id=2490&resolution=800x600&referrer=&calling_url=https%3A%2F%2Fwww.sporcle.com%2F&visit_cookie=%7B%22lp%22%3A%22https%253A%252F%252Fwww.sporcle.com%252F%22%2C%22r%22%3A%22%22%7D&cookie=%7B%22fvt%22%3A1570858534%2C%22vid%22%3A1570858387377236%2C%22ao%22%3A0%2C%22lp%22%3A%22https%253A%252F%252Fwww.sporcle.com%252F%22%2C%22as%22%3A0%2C%22vpv%22%3A6%2C%22d%22%3A%22d%22%2C%22r%22%3A%22%22%2C%22cvt%22%3A1570858387%2C%22sid%22%3A90%2C%22gcr%22%3A60%2C%22m%22%3A0%2C%22did%22%3A%226277190916652959504%22%2C%22lvt%22%3A1570858534%2C%22campaigns%22%3A%7B%22777738%22%3A%7B%22vv%22%3A6%2C%22lvt%22%3A1570858534%7D%2C%22777740%22%3A%7B%22vv%22%3A0%2C%22lvt%22%3A1570858387%7D%2C%22777744%22%3A%7B%22vv%22%3A0%2C%22lvt%22%3A1570858387%7D%2C%22943846%22%3A%7B%22vv%22%3A6%2C%22lvt%22%3A1570858534%7D%7D%7D&vars[interstitial_absent]=true&vars[quiz_completed]=false&vars[sporcle_orange_user]=false&vars[quiz_running]=false&cookie_too_large=false&bp=0&etp=[]&pts=&compliance_flag=,HTTP/1.1,1486,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,698,12007,,,202,557,0,0,585,20,0,35.186.255.8,,809,,value
54,,2019-10-12T08:18:37.827+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,491,323,,200,OK,HTTP/1.1,0,application/json,,,234,88,,,99,538,0,0,566,0,0,91.228.72.8,,666,,
55,,2019-10-12T08:18:37.837+03:00,POST,https://dmx.districtm.io/b/v1,HTTP/1.1,789,675,,204,No Content,HTTP/1.1,0,,,,544,0,,,102,307,84,0,334,0,0,104.16.68.69,,522,,
56,,2019-10-12T08:18:37.839+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=f5213866-444e-4601-b3a8-f9f14a81dcb1&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.21770324876008607,HTTP/1.1,1871,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,104,533,0,0,562,0,0,69.173.144.142,,668,,value
