,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.ssl,timings.wait,timings.dns,timings.send,serverIPAddress,comment,time,response._error
20,,2019-10-11T19:32:50.329+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,467,304,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,477,0,0,447,241,88,0,143.204.194.187,,806,
21,,2019-10-11T19:32:50.638+03:00,GET,https://www.googletagservices.com/tag/js/gpt.js,HTTP/1.1,,363,0,,200,OK,HTTP/1.1,0,text/javascript,,,767,14512,,,-1,-1,17,-1,122,-1,0,172.217.23.98,,140,
22,,2019-10-11T19:32:50.720+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=973533693&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=&gjid=&cid=471745067.1570811340&tid=UA-3065665-1&_gid=357634853.1570811340&z=1588718189,HTTP/1.1,value,704,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,-1,-1,0,-1,79,-1,0,172.217.22.110,,80,
23,,2019-10-11T19:32:50.804+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=973533693&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=&gjid=&cid=471745067.1570811340&tid=UA-136782910-1&_gid=357634853.1570811340&z=1725992876,HTTP/1.1,value,706,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,-1,-1,0,-1,96,-1,0,172.217.22.110,,97,
24,,2019-10-11T19:32:50.885+03:00,GET,https://a.pub.network/core/prebid-analytics-1.33.5.js,HTTP/1.1,,476,0,,200,OK,HTTP/1.1,0,text/html,,,856,98260,,,244,0,133,212,232,0,0,104.25.191.114,,610,
25,,2019-10-11T19:32:50.910+03:00,GET,https://cdn.tynt.com/ti.js,HTTP/1.1,,434,0,,200,OK,HTTP/1.1,0,application/javascript,,,529,16108,,,230,0,814,208,90,0,0,104.16.87.26,,1136,
26,,2019-10-11T19:32:50.914+03:00,GET,https://assets.bounceexchange.com/assets/smart-tag/versioned/ijs_all_modules_d69e5cee1bb28009159dc29dcdf2cad4.js,HTTP/1.1,,535,0,,200,OK,HTTP/1.1,0,text/javascript,,,802,88597,,,220,0,165,204,89,0,0,34.98.72.95,,476,
27,,2019-10-11T19:32:51.017+03:00,POST,https://www.sporcle.com/includes/ajaxqueue.php,HTTP/1.1,,1841,1316,,200,OK,HTTP/1.1,0,application/json,,,684,14307,,,-1,-1,0,-1,716,-1,0,13.225.249.90,,717,
28,,2019-10-11T19:32:51.041+03:00,GET,https://freestar-io.videoplayerhub.com/gallery.js,HTTP/1.1,,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,516,22591,,,366,0,209,340,87,66,0,13.225.249.15,,731,
29,,2019-10-11T19:32:51.101+03:00,GET,https://secure.quantserve.com/quant.js,HTTP/1.1,,411,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,362,5456,,,389,0,0,362,100,31,0,91.228.74.165,,521,
30,,2019-10-11T19:32:51.168+03:00,GET,https://jadserve.postrelease.com/t?ntv_url=https%3A%2F%2Fwww.sporcle.com%2F&ntv_mvi&ntv_fpc=28478a7f-ead1-48fb-9a9b-c23632cd196d,HTTP/1.1,value,508,0,,200,,HTTP/1.1,0,text/javascript;charset=UTF-8,,,472,143,,,502,0,0,483,230,0,0,52.52.128.113,,733,
31,,2019-10-11T19:32:51.193+03:00,GET,https://assets.bounceexchange.com/assets/bounce/local_storage_frame10.min.html,HTTP/1.1,,654,0,,200,OK,HTTP/1.1,0,text/html,,,793,995,,,-1,-1,1,-1,94,-1,0,34.98.72.95,,96,
32,,2019-10-11T19:32:51.302+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,,462,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,224,0,122,191,87,0,0,216.58.207.34,,435,
33,,2019-10-11T19:32:51.304+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,226,0,0,193,95,0,0,172.217.23.98,,322,
34,,2019-10-11T19:32:51.352+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,576,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,274,0,0,249,88,0,0,216.58.205.226,,363,
35,,2019-10-11T19:32:51.572+03:00,GET,https://rules.quantcount.com/rules-p-67AnXw_uTFYyc.js,HTTP/1.1,,369,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,507,3,,,328,0,0,297,87,27,0,13.225.249.41,,444,
36,,2019-10-11T19:32:51.681+03:00,GET,https://api.bounceexchange.com/bounce/init1.js?tojQ=function&cts=1570811571312&tzo=-180&website_id=2490&resolution=800x600&referrer=&calling_url=https%3A%2F%2Fwww.sporcle.com%2F&visit_cookie=%7B%22lp%22%3A%22https%253A%252F%252Fwww.sporcle.com%252F%22%2C%22r%22%3A%22%22%7D&cookie=%7B%22fvt%22%3A1570812587%2C%22vid%22%3A1570812535981337%2C%22ao%22%3A0%2C%22lp%22%3A%22https%253A%252F%252Fwww.sporcle.com%252F%22%2C%22as%22%3A0%2C%22vpv%22%3A3%2C%22d%22%3A%22d%22%2C%22r%22%3A%22%22%2C%22cvt%22%3A1570812535%2C%22sid%22%3A45%2C%22gcr%22%3A3%2C%22m%22%3A0%2C%22did%22%3A%222660532632169812049%22%2C%22lvt%22%3A1570812587%2C%22campaigns%22%3A%7B%22777738%22%3A%7B%22vv%22%3A3%2C%22lvt%22%3A1570812587%7D%2C%22777740%22%3A%7B%22vv%22%3A0%2C%22lvt%22%3A1570812535%7D%2C%22777744%22%3A%7B%22vv%22%3A0%2C%22lvt%22%3A1570812535%7D%2C%22943846%22%3A%7B%22vv%22%3A3%2C%22lvt%22%3A1570812587%7D%7D%7D&vars[interstitial_absent]=true&vars[quiz_completed]=false&vars[sporcle_orange_user]=false&vars[quiz_running]=false&cookie_too_large=false&bp=0&etp=[]&pts=&compliance_flag=,HTTP/1.1,value,1485,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,698,12000,,,336,0,32,308,240,26,0,35.186.255.8,,637,
37,,2019-10-11T19:32:51.722+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=171611&v=7.2&r=%7B%22id%22%3A%22376a1ec55e63b9b%22%2C%22imp%22%3A%5B%7B%22id%22%3A%2238fc4fd5be2dfc8%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%223984b4fe25cb4ba%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x600%22%7D%7D%2C%7B%22id%22%3A%22405939624384eb%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%224156a263165f234%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171612%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2242d4358db75d167%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,value,1811,0,,200,OK,HTTP/1.1,0,application/json,,,965,45,,,126,0,0,100,203,0,0,212.55.189.217,,330,
38,,2019-10-11T19:32:51.882+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,585,1172,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1083,483,,,289,0,0,269,192,0,0,185.33.223.200,,482,
39,,2019-10-11T19:32:51.886+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,585,1168,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1138,6789,,,296,0,0,272,161,0,0,185.33.223.200,,458,
40,,2019-10-11T19:32:51.895+03:00,GET,https://c.amazon-adsystem.com/aax2/apstag.js,HTTP/1.1,,413,0,,200,OK,HTTP/1.1,0,application/javascript,,,483,22193,,,351,0,2,314,142,0,0,143.204.196.102,,497,
41,,2019-10-11T19:32:52.073+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,353,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,492,0,0,461,184,0,0,91.228.72.9,,678,
42,,2019-10-11T19:32:52.133+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,585,1168,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1120,483,,,-1,-1,0,-1,135,-1,0,185.33.223.200,,135,
43,,2019-10-11T19:32:52.219+03:00,POST,https://dmx.districtm.io/b/v1,HTTP/1.1,,789,675,,204,No Content,HTTP/1.1,0,,,,544,0,,,497,0,0,460,126,0,0,104.16.68.69,,624,
44,,2019-10-11T19:32:52.220+03:00,GET,https://ad-delivery.net/beacon.js,HTTP/1.1,,349,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,521,637,,,602,0,0,565,105,95,0,13.225.249.16,,804,
45,,2019-10-11T19:32:52.315+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,326,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,563,0,0,530,100,0,0,91.228.72.9,,663,
46,,2019-10-11T19:32:52.328+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,326,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,571,0,0,547,109,0,0,91.228.72.9,,681,
47,,2019-10-11T19:32:52.331+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,716,0,0,682,194,0,0,67.202.110.13,,911,
48,,2019-10-11T19:32:52.342+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,733,0,0,696,183,0,0,67.202.110.13,,917,
49,,2019-10-11T19:32:52.344+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,325,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,585,0,0,554,100,0,0,91.228.72.9,,686,
50,,2019-10-11T19:32:52.355+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,318,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,132,,,612,0,0,578,190,0,0,67.202.110.13,,803,
51,,2019-10-11T19:32:52.356+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&alt_size_ids=10&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=ebf5d289-a5c4-4f04-82ae-9f10157da456&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.6311984440376119,HTTP/1.1,value,1293,0,,200,OK,HTTP/1.1,0,application/json,,,429,304,,,686,0,0,659,118,0,0,69.173.144.140,,805,
52,,2019-10-11T19:32:52.385+03:00,POST,https://ap.lijit.com/rtb/bid?src=prebid_prebid_1.32.0,HTTP/1.1,value,492,545,,200,OK,HTTP/1.1,0,application/json,,,551,50,,,708,0,318,668,117,28,0,216.52.2.48,,1173,
53,,2019-10-11T19:32:52.387+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=2b51b2bf-1b33-45cf-9317-32306eeeaf91&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.7046606495358427,HTTP/1.1,value,1277,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,770,0,0,732,124,0,0,69.173.144.140,,895,
54,,2019-10-11T19:32:52.412+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=dd21814b-649e-4e86-a63c-4b2c97b53abd&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.7419616766340111,HTTP/1.1,value,1277,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,792,0,0,757,114,0,0,69.173.144.140,,907,
55,,2019-10-11T19:32:52.444+03:00,POST,https://hbopenbid.pubmatic.com/translator?source=prebid-client,HTTP/1.1,value,1051,1236,,204,No Content,HTTP/1.1,0,,,,212,0,,,817,0,0,793,275,0,1,103.231.98.193,,1094,
56,,2019-10-11T19:32:52.450+03:00,GET,https://s.adtelligent.com/sync.html?aid=410295,HTTP/1.1,value,595,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,311,660,,,716,0,0,694,163,50,0,198.147.25.130,,931,
57,,2019-10-11T19:32:52.451+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,344,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,536,0,0,507,185,0,0,67.202.110.13,,722,
58,,2019-10-11T19:32:52.468+03:00,POST,https://web.hb.ad.cpe.dotomi.com/s2s/header/24,HTTP/1.1,,494,1028,,200,OK,HTTP/1.1,0,application/json,,,438,382,,,891,0,0,864,220,0,0,159.127.41.210,,1113,
