,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name
14,,2019-10-11T14:21:29.892+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/assets/rjs/modules/video_player.js?e3ac2274b7,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,application/javascript,,,505,6045,,,-1,-1,7,-1,-1,0,93,93.184.220.20,,101,value
15,,2019-10-11T14:21:29.898+03:00,GET,https://connect.facebook.net/en_US/sdk.js?e3ac2274b7,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,-1,-1,1,-1,-1,0,98,157.240.1.23,,100,value
16,,2019-10-11T14:21:29.909+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,-1,-1,29,-1,-1,0,83,216.58.206.14,,113,
17,,2019-10-11T14:21:29.910+03:00,GET,https://www.googleadservices.com/pagead/conversion_async.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,9186,,,-1,-1,9,-1,-1,0,110,172.217.22.98,,119,
18,,2019-10-11T14:21:29.915+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,367,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,22375,,,-1,-1,27,-1,-1,0,93,157.240.1.23,,121,
19,,2019-10-11T14:21:30.046+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=cd9ab10336a3027228fd60e58ccae7a6&ua=modern_es6,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59079,,,-1,-1,41,-1,-1,0,92,157.240.1.23,,134,value
20,,2019-10-11T14:21:30.077+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/1068733558/?random=1570792890072&cv=9&fst=1570792890072&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&rfmt=3&fmt=4,HTTP/1.1,744,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1177,929,,,-1,-1,0,-1,-1,0,103,216.58.205.226,,104,value
21,,2019-10-11T14:21:30.090+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1928932892&t=pageview&_s=1&dl=https%3A%2F%2Fwww.reverbnation.com%2F&ul=en-us&de=UTF-8&dt=ReverbNation%20%3A%20Artists%20First&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QCCAgEAB~&jid=&gjid=&cid=834107573.1570792871&tid=UA-750054-1&_gid=819552359.1570792871&gtm=2wga21T92MNF&z=1897730090,HTTP/1.1,694,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,-1,-1,0,-1,-1,0,85,216.58.206.14,,86,value
22,,2019-10-11T14:21:30.099+03:00,GET,https://www.youtube.com/iframe_api?e3ac2274b7,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,394,859,,,-1,-1,0,-1,-1,0,98,172.217.22.78,,99,value
23,,2019-10-11T14:21:30.105+03:00,GET,https://connect.facebook.net/signals/config/727280160637499?v=2.9.5&r=stable,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,66235,,,-1,-1,65,-1,-1,0,86,157.240.1.23,,152,value
24,,2019-10-11T14:21:30.171+03:00,GET,https://www.reverbnation.com/controller/audio_player/get_xml/?player=InlineAudioPlayer,HTTP/1.1,1375,0,,200,OK,HTTP/1.1,0,application/xml; charset=utf-8,,,1086,197,,,-1,-1,0,-1,-1,0,259,52.52.116.70,,260,value
25,,2019-10-11T14:21:30.192+03:00,GET,https://www.google.com/pagead/1p-user-list/1068733558/?random=1570792890072&cv=9&fst=1570791600000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=1217921857&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,749,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,3269,0,0,0,3247,0,104,216.58.205.228,,3375,value
26,,2019-10-11T14:21:30.193+03:00,GET,https://www.google.co.il/pagead/1p-user-list/1068733558/?random=1570792890072&cv=9&fst=1570791600000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.reverbnation.com%2F&tiba=ReverbNation%20%3A%20Artists%20First&async=1&fmt=3&is_vtc=1&random=1217921857&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,751,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,3751,0,0,0,3729,0,107,172.217.22.35,,3860,value
27,,2019-10-11T14:21:30.224+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,537,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12382,,,-1,-1,4,-1,-1,0,95,157.240.1.23,,100,value
28,,2019-10-11T14:21:30.226+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=2498397125&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.reverbnation.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,601,0,,,5887,0,0,0,5856,0,99,157.240.1.35,,5987,value
29,,2019-10-11T14:21:30.279+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=PageView&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570792890276&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=158&fbp=fb.1.1570792872791.1462801364&it=1570792890102&coo=false&rqm=GET,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,image/gif,,,501,44,,,11795,0,0,0,11772,0,92,157.240.1.35,,11888,value
30,,2019-10-11T14:21:30.439+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=ab0889532ba21199bab26025f9001ffd&ip=1&_=1570792890118,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,application/json,,,441,64,,,307,0,0,0,287,0,93,35.190.25.25,,401,value
31,,2019-10-11T14:21:30.443+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJtcF9wYWdlX3ZpZXciLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3d3dy5yZXZlcmJuYXRpb24uY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA3OTI4OTAuMTI1LCJkaXN0aW5jdF9pZCI6ICIxNmRiYThkMDZlMTU3NC0wMmY0NzdiMzAxNDdiZi0xMTVhMWIyZC03NTMwMC0xNmRiYThkMDZlMjY0NSIsIiRkZXZpY2VfaWQiOiAiMTZkYmE4ZDA2ZTE1NzQtMDJmNDc3YjMwMTQ3YmYtMTE1YTFiMmQtNzUzMDAtMTZkYmE4ZDA2ZTI2NDUiLCJyYWlsc192ZXJzaW9uIjogIjQuMi4xMSIsImJyb3dzZXJfdmVyc2lvbiI6ICI3Ny4wLjM4NjUuOTAiLCJwcm90b2NvbCI6ICJodHRwczoiLCJyZW5kZXJfdGltZV9ob21lcGFnZSI6IDYyMTMsInJlbmRlcl90aW1lX2hvbWVwYWdlX2J1Y2tldCI6ICI2LTkiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwibXBfcGFnZSI6ICJodHRwczovL3d3dy5yZXZlcmJuYXRpb24uY29tLyIsIm1wX2Jyb3dzZXIiOiAiQ2hyb21lIiwibXBfcGxhdGZvcm0iOiAiV2luZG93cyIsInRva2VuIjogImFiMDg4OTUzMmJhMjExOTliYWIyNjAyNWY5MDAxZmZkIn19&ip=1&_=1570792890126,HTTP/1.1,1430,0,,200,OK,HTTP/1.1,0,application/json,,,504,1,,,320,0,0,0,295,0,94,35.190.25.25,,415,value
32,,2019-10-11T14:21:30.619+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly93d3cucmV2ZXJibmF0aW9uLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNzkyODkwLjYxNiwiZGlzdGluY3RfaWQiOiAiMTZkYmE4ZDA2ZTE1NzQtMDJmNDc3YjMwMTQ3YmYtMTE1YTFiMmQtNzUzMDAtMTZkYmE4ZDA2ZTI2NDUiLCIkZGV2aWNlX2lkIjogIjE2ZGJhOGQwNmUxNTc0LTAyZjQ3N2IzMDE0N2JmLTExNWExYjJkLTc1MzAwLTE2ZGJhOGQwNmUyNjQ1IiwicmFpbHNfdmVyc2lvbiI6ICI0LjIuMTEiLCJicm93c2VyX3ZlcnNpb24iOiAiNzcuMC4zODY1LjkwIiwicHJvdG9jb2wiOiAiaHR0cHM6IiwicmVuZGVyX3RpbWVfaG9tZXBhZ2UiOiA2MjEzLCJyZW5kZXJfdGltZV9ob21lcGFnZV9idWNrZXQiOiAiNi05IiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIiR0aXRsZSI6ICJSZXZlcmJOYXRpb24gOiBBcnRpc3RzIEZpcnN0IiwiJGV2ZW50X3R5cGUiOiAicGFnZXZpZXciLCIkY2VfdmVyc2lvbiI6IDEsIiRob3N0IjogInd3dy5yZXZlcmJuYXRpb24uY29tIiwiJHBhdGhuYW1lIjogIi8iLCJ0b2tlbiI6ICJhYjA4ODk1MzJiYTIxMTk5YmFiMjYwMjVmOTAwMWZmZCJ9fQ%3D%3D&ip=1&_=1570792890617,HTTP/1.1,1490,0,,200,OK,HTTP/1.1,0,application/json,,,505,1,,,-1,-1,0,-1,-1,0,115,35.190.25.25,,116,value
33,,2019-10-11T14:21:30.685+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6500482/original/crop:x0y0w3200h2134/hash:1554462675/resize:250x250/blur:30/Michael_Paul_Lawson_H_3_2.jpg?1554462675,HTTP/1.1,550,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2141,,,-1,-1,70,-1,-1,0,103,93.184.220.20,,174,value
34,,2019-10-11T14:21:30.685+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6425400/original/crop:x0y0w808h796/hash:1570191258/resize:250x250/blur:30/7c0565d0e7a0cb5d98daf3c59e8c3929283d2844.jpg?1570191258,HTTP/1.1,563,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3039,,,-1,-1,594,-1,-1,0,103,93.184.220.20,,698,value
35,,2019-10-11T14:21:30.685+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5496035/original/crop:x0y0w776h582/hash:1477820885/resize:300x225/Praise_Thy_Name-3.png?1477820885,HTTP/1.1,532,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,15047,,,-1,-1,893,-1,-1,0,98,93.184.220.20,,992,value
36,,2019-10-11T14:21:30.743+03:00,POST,https://www.reverbnation.com/api/charts/national,HTTP/1.1,1439,138,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1313,26451,,,-1,-1,6,-1,-1,0,392,52.52.116.70,,399,
37,,2019-10-11T14:21:30.755+03:00,GET,https://www.reverbnation.com/images/spinners/32x32_light.gif,HTTP/1.1,1216,0,,200,OK,HTTP/1.1,0,image/gif,,,391,3398,,,-1,-1,0,-1,-1,0,241,52.52.116.70,,242,
38,,2019-10-11T14:21:30.791+03:00,GET,https://www.facebook.com/tr/?id=727280160637499&ev=Microdata&dl=https%3A%2F%2Fwww.reverbnation.com%2F&rl=&if=false&ts=1570792890788&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22meta%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20music%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%7D&cd[OpenGraph]=%7B%22og%3Aimage%22%3A%5B%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-logo_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-deck_1200x630.png%22%2C%22https%3A%2F%2Fgp1.wac.edgecastcdn.net%2F802892%2Fproduction_static%2F20191008060908%2Fimages%2Fmain_page%2Fopen_graph%2Frn-artist_1200x630.png%22%5D%2C%22og%3Atype%22%3A%22website%22%2C%22og%3Atitle%22%3A%22ReverbNation%20%3A%20Artists%20First%22%2C%22og%3Asite_name%22%3A%22ReverbNation%22%2C%22og%3Aurl%22%3A%22http%3A%2F%2Fwww.reverbnation.com%2F%22%2C%22og%3Adescription%22%3A%22ReverbNation%20helps%20Artists%20grow%20lasting%20careers%20by%20introducing%20them%20to%20industry%20partners%2C%20exposing%20them%20to%20fans%2C%20and%20building%20innovative%20tools%20to%20promote%20their%20success.%22%2C%22og%3Alocale%22%3A%22en_us%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.5&r=stable&ec=1&o=158&fbp=fb.1.1570792872791.1462801364&it=1570792890102&coo=false&es=automatic&rqm=GET,HTTP/1.1,2191,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,-1,-1,0,-1,-1,0,91,157.240.1.35,,92,value
39,,2019-10-11T14:21:31.210+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6646803/original/resize:182x136/crop:x0y124w1200h900/hash:1566737880/red_01_web_1_.jpg?1566737880,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4253,,,-1,-1,351,-1,-1,0,99,93.184.220.20,,450,value
40,,2019-10-11T14:21:31.211+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6169288/original/resize:182x136/crop:x0y111w358h268/hash:1524487064/IMG_1159.jpeg?1524487064,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,9387,,,-1,-1,1084,-1,-1,0,98,93.184.220.20,,1183,value
41,,2019-10-11T14:21:31.212+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5301807/original/resize:182x136/crop:x0y14w2400h1800/hash:1556427044/FREE_COVER_.png?1556427044,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,4691,,,-1,-1,212,-1,-1,0,96,93.184.220.20,,309,value
42,,2019-10-11T14:21:31.212+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6516484/original/resize:182x136/crop:x0y0w1596h1197/hash:1555609353/4.jpg?1555609353,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3623,,,-1,-1,441,-1,-1,0,98,93.184.220.20,,540,value
43,,2019-10-11T14:21:31.386+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3439401/original/resize:182x136/crop:x358y66w1284h963/hash:1467446246/1454253555_bandpagepic.jpg?1467446246,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8939,,,-1,-1,1920,-1,-1,0,305,93.184.220.20,,2226,value
44,,2019-10-11T14:21:31.524+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5800546/original/resize:182x136/crop:x0y562w1500h1125/hash:1521393972/Shera_Knotably_20_D7_99_D7_95_D7_A1_D7_99_20_D7_95_D7_90_D7_95_D7_9C_D7_99_20_D7_A9_D7_9E_D7_A8_D7_99_D7_A7_20.jpg?1521393972,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,8389,,,-1,-1,776,-1,-1,0,104,93.184.220.20,,881,value
45,,2019-10-11T14:21:31.671+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/3961847/original/resize:182x136/crop:x242y0w2513h1885/hash:1467522092/01b010.png?1467522092,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3647,,,-1,-1,282,-1,-1,1,105,93.184.220.20,,389,value
46,,2019-10-11T14:21:31.684+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5756325/original/resize:182x136/crop:x436y0w2329h1747/hash:1534721666/Logo2.jpg?1534721666,HTTP/1.1,524,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2643,,,-1,-1,372,-1,-1,0,152,93.184.220.20,,525,value
47,,2019-10-11T14:21:31.762+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/1350562/original/resize:182x136/crop:x92y0w3017h2263/hash:1467145761/1441194382_NEW_COVER_PHOTO.jpg?1467145761,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,5789,,,-1,-1,893,-1,-1,1,197,93.184.220.20,,1092,value
48,,2019-10-11T14:21:32.068+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/4188846/original/resize:182x136/crop:x35y0w869h652/hash:1550529755/LOGO_RENTANGLE_-_EN_938_x_652.jpg?1550529755,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3483,,,-1,-1,344,-1,-1,0,149,93.184.220.20,,494,value
