,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.wait,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-11T14:04:28.368+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstP1UnTiSMaW8DOFRVfvW9DK7qq_DtyEd08Uxr-4fzyDNCNcjmAhLyoEkiH1M3fRLTufvc4h0esoYwfL4LJlqi8tTGm_pTEEVF2iccKb3KK8vWoSsw&sai=AMfl-YTMsTSumgaIpINfc_FisW57MXzY9O4kLXtyCo-SRRmfVIxhWKWK-ldk3Iz_mHAWU4_nTFp10LQokJrtR6UAO9eRl8Lo_QtgjIs&sig=Cg0ArKJSzNAAWa5Z0RNSEAE&cid=CAASFeRob8UkIyug5OFBaZUVLUJTzWs0eg&adk=2664836855&tt=2277&bs=779%2C600&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=1231,862,1481,1112&mcvt=0&rs=1&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=37&niot_cbk=210&md=2&lm=2&rst=1570791841830&dlt=683&rpt=448&isd=0&msd=0&oseid=3&xdi=0&ps=1190%2C47601&ss=800%2C600&pt=23582&bin=1&deb=1-4-4-467-229-44-1056-227-0-0-0&tvt=25832&r=u&id=osdtos&vs=3&uc=200&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=250x250&itpl=14&v=20191009",HTTP/1.1,2071,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,0,158,0,0,93,0,111,216.58.208.34,,253,value
11,,2019-10-11T14:04:28.368+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvo9B6hBaXKJgZE5E8DZAjJRRGDhUGoNWh3vMVcGT_xf9LXwedmDULlRPMHHLGrGJgRdvmP2hjKkipBemihXbvHRncmFPE6yAKrq-nPezmaBFIyXJ0&sai=AMfl-YRorbvAiu2kwjMYTpDRKgdcosNKFUpO-l71knbryFJJEJ66dPiMVh8qP2Y_8Yzk2BK83n7nmoT6cWAWx6D59bkiYYAjSE4eylI&sig=Cg0ArKJSzNvmFaLVQOh7EAE&cid=CAASFeRoAxnQXD1uXhIWyBWtb45NhjUKog&adk=3428921553&tt=12813&bs=0%2C0&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=0,0,0,0&mcvt=0&rs=1&ht=0&mc=0&lte=-1&bas=0&bac=0&if=1&met=no&avms=nio&niot_obs=18&niot_cbk=42&md=2&lm=2&rst=1570791842580&dlt=330&rpt=259&isd=0&oseid=3&xdi=1&ps=-12245933%2C-12245933&ss=800%2C600&pt=12440&bin=1&deb=1-1-1-83-224-24-271-223-0-0-0&tvt=25235&is=0%2C0&iframe_loc=http%3A%2F%2Fshutupandtakemymoney.com%2Fadzonec728.html&r=u&id=osdim&vs=2&uc=199&upc=10&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=4&v=20191009",HTTP/1.1,2048,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,0,157,0,0,95,0,111,216.58.208.34,,254,value
12,,2019-10-11T14:04:28.378+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,,24,-1,-1,0,91,-1,-1,89.187.169.79,,115,
13,,2019-10-11T14:04:28.379+03:00,GET,https://load.sumo.com/78.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,101903,,,,107,-1,-1,0,108,-1,-1,89.187.169.79,,217,
14,,2019-10-11T14:04:28.469+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1300729729&t=pageview&_s=1&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ul=en-us&de=UTF-8&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=AACAAEAB~&jid=&gjid=&cid=178142320.1570791816&tid=UA-122981820-1&_gid=625968630.1570791816&z=2030406697,HTTP/1.1,739,0,,200,OK,HTTP/1.1,0,image/gif,,,477,35,,,,0,-1,-1,0,85,-1,-1,172.217.22.78,,86,value
15,,2019-10-11T14:04:28.471+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570791868469,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,921,3936,,,,8,-1,-1,0,84,-1,-1,13.225.249.62,,93,value
16,,2019-10-11T14:04:28.597+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900",HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,758,,,,0,324,0,0,95,0,290,172.217.16.138,,420,value
17,,2019-10-11T14:04:28.643+03:00,GET,https://ws.sharethis.com/button/async-buttons.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,application/javascript,,,551,18855,,,,28,306,0,0,91,0,283,13.225.249.93,,427,
18,,2019-10-11T14:04:28.718+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,,0,317,0,0,103,21,292,13.224.132.25,,443,
19,,2019-10-11T14:04:28.742+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,,3,342,0,0,98,25,319,31.13.92.14,,470,
20,,2019-10-11T14:04:28.771+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,509,3851,,,,4,-1,-1,0,101,-1,-1,13.225.249.93,,105,
21,,2019-10-11T14:04:29.109+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=70077e327598c2fbd15c854b7ae63edc&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56410,,,,94,240,0,0,110,0,208,31.13.92.14,,445,value
22,,2019-10-11T14:04:29.261+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16dba7cf1d4-539afd76-5&sessionID=1570791868327.81445&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570791868328.0=&sop=false,HTTP/1.1,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,,0,349,0,0,90,38,331,18.196.132.129,,479,value
23,,2019-10-11T14:04:29.666+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570791869356&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,957,,,,0,307,0,0,91,0,275,104.72.177.240,,399,value
24,,2019-10-11T14:04:29.780+03:00,GET,http://t.sharethis.com/d/a.gif?aqet=priv_block_3pcookie&r=1570791869778&cid=c010,HTTP/1.1,436,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,,0,28,0,0,110,31,-1,104.72.177.240,,171,value
25,,2019-10-11T14:04:29.791+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,516,11621,,,,14,400,0,0,95,38,371,31.13.92.14,,549,value
26,,2019-10-11T14:04:30.486+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12261,,,,3,-1,-1,0,136,-1,-1,157.240.1.35,,140,value
27,,2019-10-11T14:04:30.579+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,154,-1,-1,0,108,-1,-1,216.58.208.34,,263,
28,,2019-10-11T14:04:30.692+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,155,-1,-1,0,119,-1,-1,216.58.208.34,,275,
29,,2019-10-11T14:04:30.855+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,1093,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,,0,20,0,0,1881,0,-1,104.24.18.117,,1903,value
30,,2019-10-11T14:04:30.910+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,332,0,0,89,0,308,216.58.210.2,,422,value
31,,2019-10-11T14:04:30.942+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,363,0,0,93,0,333,172.217.22.66,,458,value
32,,2019-10-11T14:04:30.948+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,,2,330,0,0,86,0,308,172.217.22.66,,420,
33,,2019-10-11T14:04:31.016+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,528,771,,,,0,30,0,0,417,26,-1,52.38.14.212,,474,
34,,2019-10-11T14:04:31.100+03:00,GET,https://platform-api.sharethis.com/js/sharethis.js,HTTP/1.1,473,0,,304,Not Modified,HTTP/1.1,0,,,,453,0,,,,0,-1,-1,0,84,-1,-1,13.225.249.84,,85,
35,,2019-10-11T14:04:31.134+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yT/l/he_IL/iRGccpC9LM-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,125127,,,,144,352,0,0,106,31,323,31.13.92.14,,635,value
36,,2019-10-11T14:04:31.163+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,,0,154,0,0,113,0,120,37.139.15.252,,268,
37,,2019-10-11T14:04:31.262+03:00,GET,https://privymktg.com/collect?v=1&cid=f3bf063f-ba86-4661-b2e3-e58753de33cc&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=725805213474656,HTTP/1.1,729,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=f3bf063f-ba86-4661-b2e3-e58753de33cc&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=725805213474656,821,0,,,,0,364,0,0,87,0,341,104.28.23.64,,453,value
38,,2019-10-11T14:04:31.274+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=f3bf063f-ba86-4661-b2e3-e58753de33cc,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,932,43,,,,0,379,0,0,512,0,353,104.25.97.17,,893,value
39,,2019-10-11T14:04:31.308+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570791871&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&dt=1570791870575&bpp=37&bdt=2326&fdt=713&idt=713&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=6109849322491&frm=20&pv=2&ga_vid=178142320.1570791816&ga_sid=1570791871&ga_hid=1300729729&ga_fc=0&iag=0&icsg=3025855999639536&dssz=119&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C21064714%2C332260030%2C332260040&oid=3&pvsid=1083675123104524&pem=147&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.u90f5l387op0&xpc=vnLgwXWJFU&p=http%3A//www.shutupandtakemymoney.com&dtd=729,HTTP/1.1,1567,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,19999,,,,36,-1,-1,0,225,-1,-1,172.217.22.66,,262,value
40,,2019-10-11T14:04:31.312+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29044,,,,24,-1,-1,0,117,-1,-1,172.217.18.2,,141,value
41,,2019-10-11T14:04:31.321+03:00,GET,https://api.monotote.com/v1/settings?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,application/json,,,740,3092,,,,0,-1,-1,0,119,-1,-1,37.139.15.252,,119,value
42,,2019-10-11T14:04:31.332+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=97351370461&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,640,1065,,,,0,23,0,0,132,51,-1,178.250.2.138,,207,value
43,,2019-10-11T14:04:31.451+03:00,GET,https://api.monotote.com/v1/translations/en?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,application/json,,,698,111400,,,,123,-1,-1,0,179,-1,-1,37.139.15.252,,302,value
44,,2019-10-11T14:04:31.478+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yT/l/he_IL/iRGccpC9LM-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,125127,,,,175,230,0,0,98,0,192,31.13.92.14,,505,value
45,,2019-10-11T14:04:31.483+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570791871&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570791870708&bpp=7&bdt=2460&fdt=633&idt=633&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&correlator=6109849322491&frm=20&pv=1&ga_vid=178142320.1570791816&ga_sid=1570791871&ga_hid=1300729729&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C21064714%2C332260030%2C332260040&oid=3&pvsid=1083675123104524&pem=147&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.jxfu7lkfs885&xpc=t56MRyzWFs&p=http%3A//www.shutupandtakemymoney.com&dtd=639,HTTP/1.1,1546,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,15141,,,,60,130,0,0,357,0,101,172.217.22.66,,548,value
