,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.dns,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,response._error
24,,2019-10-08T19:48:00.061+03:00,GET,https://i.ytimg.com/vi/bIDKhZ_4jLQ/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCVcqGxxDOQYHi0XzNFHbA-Nsj1Dg,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,11676,,,77,0,-1,-1,-1,-1,14,216.58.205.246,,92,
25,,2019-10-08T19:48:00.063+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:400,300,300italic,400italic,500,500italic,700,700italic",HTTP/1.1,value,433,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,881,,,100,0,-1,-1,-1,-1,0,216.58.207.42,,101,
26,,2019-10-08T19:48:00.156+03:00,GET,https://i.ytimg.com/vi/QbdMXxJeZ2Y/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB_HQ2cvtVrlnJc__cZ_z4BnD6Vbg,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,4412,,,93,0,-1,-1,-1,-1,2,216.58.205.246,,96,
27,,2019-10-08T19:48:00.167+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto+Mono:400,700",HTTP/1.1,value,390,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,552,,,96,0,-1,-1,-1,-1,0,216.58.207.42,,97,
28,,2019-10-08T19:48:00.255+03:00,GET,https://i.ytimg.com/vi/YG9A7UGBlQo/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDksrN13rcQcZcRAJ-AmSfySGgkpQ,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,7346,,,87,0,-1,-1,-1,-1,4,216.58.205.246,,92,
29,,2019-10-08T19:48:00.349+03:00,GET,https://i.ytimg.com/vi/BvM0Q5csWTE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCkQi-5fgIjE8rxQk2EZd2zaz-QLg,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,13334,,,78,0,-1,-1,-1,-1,14,216.58.205.246,,93,
30,,2019-10-08T19:48:00.445+03:00,GET,https://i.ytimg.com/vi/kuA7b0mMcy0/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBcJdninG_TOMJB1abhf2HrFZY1aw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,10774,,,81,0,-1,-1,-1,-1,9,216.58.205.246,,91,
31,,2019-10-08T19:48:00.538+03:00,GET,https://i.ytimg.com/vi/MEEJOZkmIxU/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLD0N40HkwdlbaYeM9-hpVWTDZE_xw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,6942,,,82,0,-1,-1,-1,-1,7,216.58.205.246,,90,
32,,2019-10-08T19:48:00.602+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-watch-page-skeleton-webp-vflQ9GNSj.css,HTTP/1.1,,504,0,,200,OK,HTTP/1.1,0,text/css,,,561,1040,,,81,0,-1,-1,-1,-1,0,172.217.18.14,,82,
33,,2019-10-08T19:48:00.630+03:00,GET,https://i.ytimg.com/vi/eollizcRpgQ/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDqUHvqzVFZEvVw15Uxr1SpOYDYJg,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,8914,,,79,0,-1,-1,-1,-1,7,216.58.205.246,,88,
34,,2019-10-08T19:48:00.720+03:00,GET,https://i.ytimg.com/vi/kI4dUyuvPTk/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAYcRcaB3u4ATwpQQyFTun2Jj1DDA,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,443,8278,,,83,0,-1,-1,-1,-1,5,216.58.205.246,,89,
35,,2019-10-08T19:48:00.760+03:00,POST,https://www.youtube.com/error_204?a=logerror&t=jserror&type=NetworkError&msg=A%20network%20error%20occurred.&line=Not%20available&level=ERROR&client.name=1,HTTP/1.1,value,1143,419,,204,No Content,HTTP/1.1,0,text/html; charset=utf-8,,,476,0,,,115,0,-1,-1,-1,-1,0,172.217.18.14,,116,
36,,2019-10-08T19:48:00.778+03:00,POST,https://www.youtube.com/service_ajax?name=feedbackEndpoint,HTTP/1.1,value,1130,1317,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,532,618,,,173,0,-1,-1,-1,-1,0,172.217.18.14,,174,
37,,2019-10-08T19:48:00.781+03:00,GET,https://yt3.ggpht.com/AiBbkGqJwulKFZ93f3QCGX4iivFoarH8jdKy9-1tmJ0cCoLBrEVTubz3UFDbmNXaQnx1JwUWTdk=s88-c-k-c0x00ffffff-no-rj,HTTP/1.1,,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,4415,,,84,0,-1,-1,-1,-1,1,216.58.207.65,,87,
38,,2019-10-08T19:48:00.811+03:00,GET,https://i.ytimg.com/vi/oWOqyXoazhc/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAKO2cp5kI4pUiZab2EVdo28yksiw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,7540,,,78,0,-1,-1,-1,-1,5,216.58.205.246,,85,
39,,2019-10-08T19:48:00.876+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflLF-qe_/en_US/base.js,HTTP/1.1,,467,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393173,,,87,0,-1,-1,-1,-1,243,172.217.18.14,,331,
40,,2019-10-08T19:48:00.876+03:00,GET,https://www.youtube.com/yts/cssbin/player-vfl6f6Hy0/www-player-webp.css,HTTP/1.1,,485,0,,200,OK,HTTP/1.1,0,text/css,,,562,41442,,,87,0,-1,-1,-1,-1,17,172.217.18.14,,105,
41,,2019-10-08T19:48:00.898+03:00,GET,https://i.ytimg.com/vi/9md3fIfMWiQ/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDY9OxWLmzXzYwWKimB1qaSNLgG7w,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,13448,,,85,0,-1,-1,-1,-1,8,216.58.205.246,,94,
42,,2019-10-08T19:48:00.934+03:00,GET,https://yt3.ggpht.com/DW2jSElAEoBgqEn8Ceg63HRKj4ugBzgZrJmZUBK9jarG_DnwYpMT4-d4ISF7AQZ9MbiiYjwI=s88-c-k-c0x00ffffff-no-rj,HTTP/1.1,,472,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,3798,,,90,0,-1,-1,-1,-1,1,216.58.207.65,,92,
43,,2019-10-08T19:48:00.995+03:00,GET,https://i.ytimg.com/vi/R4610Zc6clA/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDdONUgPeogZFj4RUYkyvMS1m-b3g,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,11360,,,79,0,-1,-1,-1,-1,11,216.58.205.246,,91,
44,,2019-10-08T19:48:01.088+03:00,GET,https://i.ytimg.com/vi/JqgahncPgF0/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLARzIrPL0Q4Of7K329SASnyEyq_bQ,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,11108,,,82,0,-1,-1,-1,-1,35,216.58.205.246,,119,
45,,2019-10-08T19:48:01.210+03:00,GET,https://i.ytimg.com/vi/xQxThJHJclU/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLADNLtNWFd20JNo5kDRcheb66SIwQ,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,7610,,,79,0,-1,-1,-1,-1,4,216.58.205.246,,84,
46,,2019-10-08T19:48:01.296+03:00,GET,https://i.ytimg.com/vi/Q07j5AGWKGs/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBVIzOm5krPtZu77oYMAE4Z5uoNyw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,8778,,,82,0,-1,-1,-1,-1,9,216.58.205.246,,92,
47,,2019-10-08T19:48:01.315+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflLF-qe_/en_US/remote.js,HTTP/1.1,,469,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,30002,,,91,0,-1,-1,-1,-1,13,172.217.18.14,,105,
48,,2019-10-08T19:48:01.316+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflLF-qe_/en_US/miniplayer.js,HTTP/1.1,,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,2188,,,90,0,-1,-1,-1,-1,0,172.217.18.14,,91,
49,,2019-10-08T19:48:01.390+03:00,GET,https://i.ytimg.com/vi/OqLzPMTv41A/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCfj9Pr-BvNyADHcjlSoIpD3wjudw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,14588,,,79,0,-1,-1,-1,-1,14,216.58.205.246,,94,
50,,2019-10-08T19:48:01.988+03:00,GET,"https://www.youtube.com/csi_204?v=2&s=youtube&action=home&yt_sts=n&yt_lt=cold&tcrc=583&tcrt=294.46728515625&pc=1&is_nav=1&csn=0cGcXe_VKZTe1wKrjZKACQ&p=HTTP/1.1&t=tcp&yt_vis=1&rc=&psc=1&yt_fn=what_to_watch&c=WEB&cver=2.20191006.08.00&yt_li=0&GetHome_rid=0x33b8ed6e4ad78fe0&st=850&vpst=0&rt=rsbe_dph.384,rsae_dph.738,lpcs.739,lpcf.740,csl.772,bs.794,ai.797,gcc.806,nc_pj.806,rsbe_dpj.806,rses_dpj.1044,cr_s.1148,cr_c.1535,rsef_dpj.1567,rsae_dpj.1573,ac.1573,apr.1574,chps.1574,nd.1712,pda.1731,pdc.1604,pdr.1610,afl.1623,chls.1639,lps.1641,srt.163,fpt.815,nreqs.5,nress.163,nrese.981,rsf_sj.219,rse_sj.358,hgcr.1707,pdl.1712,gle.1746,bcp.1746,adl.1783,gpe.1792,cpt.1836,pe.2282,fs.2326,cmi.2912,vptl.1838,vpl.1838,ol.1838,aft.1838,ps.3003",HTTP/1.1,value,1171,0,,204,No Content,HTTP/1.1,0,text/html; charset=utf-8,,,476,0,,,146,1,-1,-1,-1,-1,0,172.217.18.14,,148,
51,,2019-10-08T19:48:11.369+03:00,POST,https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,HTTP/1.1,value,1123,8977,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,448,48,,,156,5,-1,-1,-1,-1,0,172.217.18.14,,162,
52,,2019-10-08T19:47:59.770+03:00,CONNECT,https://fonts.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21004,0,172.217.16.131,,21004,Unable to connect to host
53,,2019-10-08T19:47:59.773+03:00,CONNECT,https://fonts.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21002,0,172.217.16.131,,21002,Unable to connect to host
54,,2019-10-08T19:47:59.950+03:00,CONNECT,https://i.ytimg.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21002,0,216.58.205.246,,21002,Unable to connect to host
55,,2019-10-08T19:47:59.949+03:00,CONNECT,https://www.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21004,0,172.217.22.35,,21004,Unable to connect to host
56,,2019-10-08T19:47:59.952+03:00,CONNECT,https://i.ytimg.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21000,0,216.58.205.246,,21000,Unable to connect to host
57,,2019-10-08T19:47:59.951+03:00,CONNECT,https://i.ytimg.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21004,0,216.58.205.246,,21004,Unable to connect to host
58,,2019-10-08T19:47:59.951+03:00,CONNECT,https://i.ytimg.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21004,0,216.58.205.246,,21004,Unable to connect to host
59,,2019-10-08T19:47:59.950+03:00,CONNECT,https://i.ytimg.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21005,0,216.58.205.246,,21005,Unable to connect to host
60,,2019-10-08T19:48:00.064+03:00,CONNECT,https://fonts.googleapis.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21002,0,216.58.207.42,,21003,Unable to connect to host
61,,2019-10-08T19:48:00.425+03:00,CONNECT,https://googleads.g.doubleclick.net,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21003,0,172.217.22.34,,21003,Unable to connect to host
62,,2019-10-08T19:48:00.713+03:00,CONNECT,https://www.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21003,0,172.217.22.35,,21004,Unable to connect to host
63,,2019-10-08T19:48:00.726+03:00,CONNECT,https://www.google.co.il,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21005,0,216.58.206.3,,21005,Unable to connect to host
64,,2019-10-08T19:48:00.726+03:00,CONNECT,https://www.google.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21005,0,172.217.18.4,,21005,Unable to connect to host
65,,2019-10-08T19:48:00.736+03:00,CONNECT,https://fonts.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21002,0,172.217.16.131,,21002,Unable to connect to host
66,,2019-10-08T19:48:00.736+03:00,CONNECT,https://fonts.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21005,0,172.217.16.131,,21005,Unable to connect to host
67,,2019-10-08T19:48:00.738+03:00,CONNECT,https://fonts.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21006,0,172.217.16.131,,21006,Unable to connect to host
68,,2019-10-08T19:48:00.782+03:00,CONNECT,https://www.gstatic.com,HTTP/1.1,,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,0,-1,0,21002,0,172.217.22.35,,21002,Unable to connect to host
