,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.dns,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name
37,,2019-10-11T18:51:05.033+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/front_facing/persistent_footer/progress.gif?1570529780,HTTP/1.1,568,0,,200,OK,HTTP/1.1,0,image/gif,,,437,607,,,-1,-1,0,90,-1,0,-1,93.184.220.20,,91,value
38,,2019-10-11T18:51:05.049+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/ui_elements/menu_star_icon.svg,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,517,486,,,-1,-1,0,81,-1,0,-1,93.184.220.20,,82,
39,,2019-10-11T18:51:05.049+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/v3/standard_resources/ui_elements/menu_icon.svg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,517,398,,,-1,-1,0,81,-1,0,-1,93.184.220.20,,82,
40,,2019-10-11T18:51:05.250+03:00,GET,https://www.reverbnation.com/controller/audio_player/get_xml/?player=InlineAudioPlayer,HTTP/1.1,1216,0,,200,OK,HTTP/1.1,0,application/xml; charset=utf-8,,,1086,197,,,0,428,0,250,0,1,401,52.52.116.70,,680,value
41,,2019-10-11T18:51:08.172+03:00,GET,https://www.reverbnation.com/main/index_bottom_new,HTTP/1.1,644,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1075,24991,,,-1,-1,9,681,-1,0,-1,52.52.116.70,,691,
42,,2019-10-11T18:51:08.280+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-T92MNF&l=_dataLayer,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27021,,,0,6223,62,101,24,0,6194,216.58.207.72,,6412,value
43,,2019-10-11T18:51:10.551+03:00,GET,https://www.googleadservices.com/pagead/conversion_async.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,9186,,,0,2031,5,117,46,15,2003,216.58.206.2,,2216,
44,,2019-10-11T18:51:11.139+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,2639,31,110,26,1,2611,172.217.22.110,,2808,
45,,2019-10-11T18:51:11.314+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=6358114&t=pageview&_s=1&dl=https%3A%2F%2Fwww.reverbnation.com%2F&ul=en-us&de=UTF-8&dt=ReverbNation%20%3A%20Artists%20First&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YGBAgEAB~&jid=1504783610&gjid=500705918&cid=794883967.1570809071&tid=UA-750054-1&_gid=503751003.1570809071&gtm=2wga21T92MNF&z=621438574,HTTP/1.1,709,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,-1,-1,0,105,-1,0,-1,172.217.22.110,,106,value
46,,2019-10-11T18:51:11.527+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=ab0889532ba21199bab26025f9001ffd&ip=1&_=1570809064457,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,application/json,,,441,64,,,0,6692,0,112,36,1,6664,35.190.25.25,,6843,value
47,,2019-10-11T18:51:11.538+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJtcF9wYWdlX3ZpZXciLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3d3dy5yZXZlcmJuYXRpb24uY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA4MDkwNjQuNDY1LCJkaXN0aW5jdF9pZCI6ICIxNmRiYjg0MmJmMTQ2ZS0wNzIyNzVhZWQ4MGQ0Ny0xMTVhMWIyZC03NTMwMC0xNmRiYjg0MmJmMjNiMiIsIiRkZXZpY2VfaWQiOiAiMTZkYmI4NDJiZjE0NmUtMDcyMjc1YWVkODBkNDctMTE1YTFiMmQtNzUzMDAtMTZkYmI4NDJiZjIzYjIiLCJyYWlsc192ZXJzaW9uIjogIjQuMi4xMSIsImJyb3dzZXJfdmVyc2lvbiI6ICI3Ny4wLjM4NjUuOTAiLCJwcm90b2NvbCI6ICJodHRwczoiLCJyZW5kZXJfdGltZV9ob21lcGFnZSI6IDk1MTUsInJlbmRlcl90aW1lX2hvbWVwYWdlX2J1Y2tldCI6ICI5LTEyIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIm1wX3BhZ2UiOiAiaHR0cHM6Ly93d3cucmV2ZXJibmF0aW9uLmNvbS8iLCJtcF9icm93c2VyIjogIkNocm9tZSIsIm1wX3BsYXRmb3JtIjogIldpbmRvd3MiLCJ0b2tlbiI6ICJhYjA4ODk1MzJiYTIxMTk5YmFiMjYwMjVmOTAwMWZmZCJ9fQ%3D%3D&ip=1&_=1570809064466,HTTP/1.1,1438,0,,200,OK,HTTP/1.1,0,application/json,,,504,1,,,0,6704,0,93,2,0,6672,35.190.25.25,,6801,value
48,,2019-10-11T18:51:11.648+03:00,GET,https://connect.facebook.net/en_US/sdk.js?e3ac2274b7,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,0,3173,1,90,0,0,3121,31.13.92.14,,3265,value
49,,2019-10-11T18:51:11.648+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/twitter-thyotherside@2x.jpg,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,image/jpeg,,,439,2741,,,-1,-1,430,83,-1,0,-1,93.184.220.20,,514,
50,,2019-10-11T18:51:11.650+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/twitter-anrgirl@2x.jpg,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,image/jpeg,,,439,2598,,,-1,-1,431,80,-1,0,-1,93.184.220.20,,512,
51,,2019-10-11T18:51:11.651+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/twitter-selldretti@2x.jpg,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,image/jpeg,,,439,3150,,,-1,-1,176,88,-1,0,-1,93.184.220.20,,265,
52,,2019-10-11T18:51:11.686+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,367,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,578,22375,,,0,3417,29,104,25,0,3384,31.13.92.14,,3578,
53,,2019-10-11T18:51:11.714+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6444124/original/crop:x0y0w3200h3200/hash:1556359395/resize:250x250/blur:30/Ontic-The-Movement-of-Light-4320sq_no_text.jpg?1556359395,HTTP/1.1,567,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2812,,,-1,-1,222,91,-1,0,-1,93.184.220.20,,314,value
54,,2019-10-11T18:51:11.747+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6444124/original/crop:x0y387w3199h2399/hash:1556359395/resize:248x186/Ontic-The-Movement-of-Light-4320sq_no_text.jpg?1556359395,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,5577,,,-1,-1,483,85,-1,0,-1,93.184.220.20,,569,value
55,,2019-10-11T18:51:11.748+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly93d3cucmV2ZXJibmF0aW9uLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwODA5MDcxLjczOCwiZGlzdGluY3RfaWQiOiAiMTZkYmI4NDJiZjE0NmUtMDcyMjc1YWVkODBkNDctMTE1YTFiMmQtNzUzMDAtMTZkYmI4NDJiZjIzYjIiLCIkZGV2aWNlX2lkIjogIjE2ZGJiODQyYmYxNDZlLTA3MjI3NWFlZDgwZDQ3LTExNWExYjJkLTc1MzAwLTE2ZGJiODQyYmYyM2IyIiwicmFpbHNfdmVyc2lvbiI6ICI0LjIuMTEiLCJicm93c2VyX3ZlcnNpb24iOiAiNzcuMC4zODY1LjkwIiwicHJvdG9jb2wiOiAiaHR0cHM6IiwicmVuZGVyX3RpbWVfaG9tZXBhZ2UiOiA5NTE1LCJyZW5kZXJfdGltZV9ob21lcGFnZV9idWNrZXQiOiAiOS0xMiIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCIkdGl0bGUiOiAiUmV2ZXJiTmF0aW9uIDogQXJ0aXN0cyBGaXJzdCIsIiRldmVudF90eXBlIjogInBhZ2V2aWV3IiwiJGNlX3ZlcnNpb24iOiAxLCIkaG9zdCI6ICJ3d3cucmV2ZXJibmF0aW9uLmNvbSIsIiRwYXRobmFtZSI6ICIvIiwidG9rZW4iOiAiYWIwODg5NTMyYmEyMTE5OWJhYjI2MDI1ZjkwMDFmZmQifX0%3D&ip=1&_=1570809071739,HTTP/1.1,1488,0,,200,OK,HTTP/1.1,0,application/json,,,505,1,,,-1,-1,0,106,-1,0,-1,35.190.25.25,,107,value
56,,2019-10-11T18:51:11.869+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/production_static/20191008060908/images/homepage/twitter-timtmmusic@2x.jpg,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,image/jpeg,,,439,2865,,,-1,-1,72,81,-1,0,-1,93.184.220.20,,154,
57,,2019-10-11T18:51:11.870+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOkCnqEu92Fr1MmgVxIIzI.woff2,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15808,,,-1,-1,18,81,-1,0,-1,172.217.16.131,,101,
58,,2019-10-11T18:51:11.920+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6514253/original/crop:x0y0w3000h2000/hash:1555426305/resize:250x250/blur:30/Jeremy-Parks-albumcoverfinal001.png?1555426305,HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2095,,,-1,-1,85,90,-1,0,-1,93.184.220.20,,176,value
59,,2019-10-11T18:51:11.936+03:00,GET,https://www.youtube.com/iframe_api?e3ac2274b7,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,394,859,,,0,6634,0,99,36,0,6599,172.217.18.174,,6771,value
60,,2019-10-11T18:51:12.042+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6514253/original/crop:x166y0w2666h2000/hash:1555426305/resize:248x186/Jeremy-Parks-albumcoverfinal001.png?1555426305,HTTP/1.1,550,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,9072,,,-1,-1,872,89,-1,0,-1,93.184.220.20,,963,value
61,,2019-10-11T18:51:12.042+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6260795/original/crop:x0y0w3200h2400/hash:1558415908/resize:250x250/blur:30/IMG_5779.JPG?1558415908,HTTP/1.1,533,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,2372,,,-1,-1,53,89,-1,0,-1,93.184.220.20,,143,value
62,,2019-10-11T18:51:12.061+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=6f1af3c5911f0bd37c2bb64d786dcbf6&ua=modern_es6,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59080,,,0,232,84,96,0,0,203,31.13.92.14,,413,value
63,,2019-10-11T18:51:12.100+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6260795/original/crop:x0y0w3200h2400/hash:1558415908/resize:248x186/IMG_5779.JPG?1558415908,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,15856,,,-1,-1,1533,110,-1,0,-1,93.184.220.20,,1643,value
64,,2019-10-11T18:51:12.168+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6631483/original/crop:x0y0w1801h3200/hash:1570602871/resize:250x250/blur:30/IMG_4325.JPG?1570602871,HTTP/1.1,533,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,1415,,,-1,-1,219,235,-1,0,-1,93.184.220.20,,455,value
65,,2019-10-11T18:51:12.168+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6631483/original/crop:x0y925w1801h1351/hash:1570602871/resize:248x186/IMG_4325.JPG?1570602871,HTTP/1.1,527,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,5441,,,-1,-1,955,184,-1,0,-1,93.184.220.20,,1140,value
66,,2019-10-11T18:51:12.190+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6425400/original/crop:x0y0w808h796/hash:1570191258/resize:250x250/blur:30/7c0565d0e7a0cb5d98daf3c59e8c3929283d2844.jpg?1570191258,HTTP/1.1,563,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,3039,,,-1,-1,128,96,-1,0,-1,93.184.220.20,,225,value
67,,2019-10-11T18:51:12.321+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6425400/original/crop:x0y106w808h606/hash:1570191258/resize:248x186/7c0565d0e7a0cb5d98daf3c59e8c3929283d2844.jpg?1570191258,HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,21641,,,-1,-1,207,148,-1,0,-1,93.184.220.20,,357,value
68,,2019-10-11T18:51:12.418+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6454819/original/crop:x0y0w2395h3200/hash:1556621639/resize:250x250/blur:30/AdobeStock_195925153.jpeg?1556621639,HTTP/1.1,546,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,1254,,,-1,-1,98,94,-1,0,-1,93.184.220.20,,193,value
69,,2019-10-11T18:51:12.637+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/6454819/original/crop:x0y148w2394h1795/hash:1556621639/resize:248x186/AdobeStock_195925153.jpeg?1556621639,HTTP/1.1,540,0,,200,OK,HTTP/1.1,0,image/jpeg,,,356,6017,,,-1,-1,1034,246,-1,0,-1,93.184.220.20,,1281,value
70,,2019-10-11T18:51:12.707+03:00,GET,https://gp1.wac.edgecastcdn.net/802892/http_public_production/artists/images/5496035/original/crop:x0y0w776h582/hash:1477820885/resize:300x225/Praise_Thy_Name-3.png?1477820885,HTTP/1.1,532,0,,200,OK,HTTP/1.1,0,image/jpeg,,,357,15047,,,-1,-1,128,98,-1,0,-1,93.184.220.20,,226,value
