,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.ssl,timings.send,timings.dns,serverIPAddress,comment,time,request.queryString.name
15,,2019-10-09T16:22:58.903+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=2~k1jazllf&c=861779346613&e=21064714%2C21060078&ctx=1&uet=1&met.11=1.CNONAhAC&met.1=24.qms,HTTP/1.1,587,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,,0,-1,-1,191,-1,0,-1,173.194.219.94,,192,value
16,,2019-10-09T16:22:58.911+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuurftHEdR6dWhLcHhCzRfpj1tKSyVdRJw9cjrOAtUWvAIK01bmU-vATmu0bFvJn_J-SHZ1YJruomnTbkQoO1UyNT-Gl4i9GKaBDQumNHuTy8D1uos&sai=AMfl-YRn-3ksGILRAROcpweHJbsXLYPkh4gNf9yjwtNPQFP87Gu4l4OeAu9BUMFQII4YCKG7n0vZ5v7XGhyxQqnVqc-PaNdsUXGnwuQ&sig=Cg0ArKJSzL5O-AgiMAKfEAE&cid=CAASFeRob4mfam_ndjZhF2oHapatKdSo6g&adk=3428921553&tt=4642&bs=0%2C0&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=0,0,0,0&gcm=1&lcs=1&mcvt=0&rs=1&ht=0&mc=0&lte=-1&bas=0&bac=0&if=1&met=no&avms=nio&niot_obs=10&niot_cbk=16&md=2&lm=2&rst=1570627359654&dlt=590&rpt=14192&isd=0&oseid=3&xdi=1&ps=-12245933%2C-12245933&ss=800%2C600&pt=4107&bin=1&deb=1-1-1-35-82-13-160-81-0-0-0&tvt=8739&is=0%2C0&iframe_loc=http%3A%2F%2Fshutupandtakemymoney.com%2Fadzonec728.html&r=u&id=osdim&vs=2&uc=82&upc=12&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=4&v=20191007",HTTP/1.1,2067,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,0,0,149,97,117,1,0,216.58.210.2,,248,value
17,,2019-10-09T16:22:58.955+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/pickle-rick-tabacco-pipe-suatmm.jpg,HTTP/1.1,1010,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,100662,,,,2633,0,23,362,-1,0,0,104.24.17.117,,3019,
18,,2019-10-09T16:22:58.958+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/dumping-light-1.jpg,HTTP/1.1,994,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,57910,,,,2431,0,26,366,-1,0,0,104.24.17.117,,2823,
19,,2019-10-09T16:22:58.959+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/the-infinity-saucelet.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,395,167608,,,,3862,0,25,384,-1,0,0,104.24.17.117,,4272,
20,,2019-10-09T16:22:59.002+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/05/insert-coin-to-play-arcade-keychain.jpg,HTTP/1.1,1014,0,,200,OK,HTTP/1.1,0,image/jpeg,,,395,61863,,,,1433,-1,-1,337,-1,0,-1,104.24.17.117,,1770,
21,,2019-10-09T16:22:59.031+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/05/shredder-cheese-grater.jpg,HTTP/1.1,1001,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,48703,,,,2023,0,31,364,-1,0,0,104.24.17.117,,2420,
22,,2019-10-09T16:22:59.051+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=2~k1jazc4p&ctx=2&gqid=M-OdXbLSA8Lk3wPwjYGwAw&qqid=CI7wp-Cmj-UCFdb3dwodGk4DZg&uet=2&met.3=118.5jk~118.5my~118.5pm~118.5su~118.5w3~118.5zk~118.62g~118.65h~118.68d~118.6bx~118.6f6~118.6i5~118.6l1~118.6oi~118.6rv~118.6vk_5~118.6yg~118.71c~118.748~118.774~118.7a0~118.7d7~118.7fz~118.7iw~118.7lt~118.7op~118.7rl~118.7ug~118.7xl~118.80l~118.83h~118.86d~118.898~118.8c5~118.8f0~118.8hv~118.8kq~118.8nn~118.8qi~118.8te~118.8wb~118.8zf~118.92o_3~118.95e~118.98b~118.9b6~118.9ew~118.9ht~118.9kp~118.9nj~118.9qf~118.9tb~118.9w6~118.9z6~118.a1y~118.a4v~118.a7s~118.aam~118.adh~118.agc~118.aj8~118.am5~118.ap2~118.arw~118.auq~118.ayw~118.b14~118.b4s~118.bau~118.bdm_1~118.bi5~118.bkr_1~118.bnq_1~118.bqp_1~118.bto_1~118.bwp_1~118.bzo_1~118.c2n_1~118.c5m_1~118.c8k_1~118.cbj_1~118.ceh_1~118.chc~118.ckc_c~118.cnb_1~118.cqb_1~118.ct7~118.cw8_1~118.cz7_1~118.d26_1~118.d58_1~118.d87~118.db7_1~118.de7~118.dh6~118.dk6~118.dn5~118.dq4~118.dt4~118.dw3~118.dz2~118.e21~118.e50~118.e7y~118.eay~118.edv~118.egu~118.ejt~118.emr~118.epp~118.eso~118.evo&met.1=24.eyu&met.7=CCgQChgBIPAiKPAiMLE3OMIUUPYiWP81YJwlaP81cII3eI2bAYABopUBiAHZhwOwAQG4AQM~CBsQARgBIME3KME3MMBKOP8S,HTTP/1.1,2582,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,,0,0,326,184,309,1,0,173.194.219.94,,512,value
23,,2019-10-09T16:22:59.052+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,505,3851,,,,0,-1,-1,88,-1,0,-1,13.224.132.115,,88,
24,,2019-10-09T16:22:59.063+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900",HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,758,,,,0,0,218,95,189,0,0,172.217.23.138,,314,value
25,,2019-10-09T16:22:59.072+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=3~k1jazlm7&ctx=2&gqid=M-OdXbLSA8Lk3wPwjYGwAw&qqid=CI7wp-Cmj-UCFdb3dwodGk4DZg&uet=1&met.3=119.eyw_3&met.1=24.eyz,HTTP/1.1,1549,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,,0,0,334,182,308,0,0,173.194.219.94,,518,value
26,,2019-10-09T16:22:59.098+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=2~k1jazhs2&ctx=2&gqid=M-OdXaPMGcuP3gPP4YLgAQ&qqid=CKjkveCmj-UCFZLydwodD4MA7w&uet=2&met.3=118.az7~118.b59~118.b82_2~118.bck~118.bf7~118.bi6_1~118.bl4_1~118.bo4_1~118.br5~118.bu4~118.bx3_1~118.c02_1~118.c30_1~118.c5y_1~118.c8x_1~118.cbr~118.cf2_1~118.chq_1~118.ckr_1~118.cnm~118.cqn_1~118.ctm_1~118.cwl_1~118.czo_1~118.d2m~118.d5n_1~118.d8n_1~118.dbl_1~118.del_1~118.dhk~118.dkk~118.dnj~118.dqi_1~118.dti_1~118.dwh_1~118.dzf_1~118.e2e_1~118.e5d_1~118.e8b~118.eb9~118.ee8_1~118.eh6_1~118.ek4_1~118.en3_1~118.eq3_1&met.1=24.eto&met.7=CCgQChgBILVuKLVuMLVuaLVucLVugAGilQGIAdmHA7ABAbgBAQ~CBsQARgBIJFvKJFvMNlwOMgB,HTTP/1.1,2015,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,,0,-1,-1,195,-1,1,-1,173.194.219.94,,196,value
27,,2019-10-09T16:22:59.100+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=3~k1jazlmm&ctx=2&gqid=M-OdXaPMGcuP3gPP4YLgAQ&qqid=CKjkveCmj-UCFZLydwodD4MA7w&uet=1&met.3=119.etp_1&met.1=24.etq&met.7=CBsQARgBIJFvKJFvMNlwOMgB,HTTP/1.1,1552,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,,0,0,347,195,318,0,0,173.194.219.94,,544,value
28,,2019-10-09T16:22:59.110+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=2~k1jazfrk&ctx=2&gqid=M-OdXb_NGo2Q3wOSr61g&qqid=CPLsvuCmj-UCFU8FiwodiZMAJg&uet=2&met.3=118.8z1~118.91y~118.94t~118.98k~118.9bh~118.9ed~118.9h7~118.9k2~118.9mz~118.9pu~118.9su~118.9vl~118.9yi~118.a1g~118.a49~118.a75~118.a9z~118.acv~118.afs~118.aiq~118.alj~118.aoe~118.asj~118.aur~118.ayf~118.b4i~118.b7c_1~118.bbt~118.beg_1~118.bhf_1~118.bkd_1~118.bnd_1~118.bqd_1~118.btd_1~118.bwc_1~118.bza_1~118.c29_1~118.c57_1~118.c86_2~118.cb0~118.ceb_1~118.cgz_1~118.cjz_1~118.cmv~118.cpw_1~118.csv_1~118.cvu_1~118.cyx_1~118.d1v_1~118.d4w~118.d7w_1~118.dau~118.ddu_1~118.dgt~118.djs~118.dms_1~118.dpr_1~118.dsq_1~118.dvq_1~118.dyo_1~118.e1m_1~118.e4m_1~118.e7j~118.eai_1~118.edh_1~118.egf~118.ejd_1~118.emc_1~118.epc_1&met.1=24.et3&met.7=CBsQARgBIMNaKMNaMLtfOPgE,HTTP/1.1,2172,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,,0,0,355,194,317,0,0,173.194.219.94,,550,value
29,,2019-10-09T16:22:59.129+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=826286734&t=pageview&_s=1&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ul=en-us&de=UTF-8&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=AACAAEAB~&jid=&gjid=&cid=1108687430.1570627332&tid=UA-122981820-1&_gid=28789655.1570627332&z=2079174736,HTTP/1.1,738,0,,200,OK,HTTP/1.1,0,image/gif,,,480,35,,,,0,-1,-1,81,-1,0,-1,172.217.22.110,,82,value
30,,2019-10-09T16:22:59.137+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=3~k1jazlmt&ctx=2&gqid=M-OdXb_NGo2Q3wOSr61g&qqid=CPLsvuCmj-UCFU8FiwodiZMAJg&uet=1&met.3=119.et4_1&met.1=24.et5&met.7=CBsQARgBIMNaKMNaMLtfOPgE,HTTP/1.1,1562,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,,0,0,394,181,355,0,0,173.194.219.94,,576,value
31,,2019-10-09T16:22:59.137+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1781,,,,1,0,194,84,164,0,26,157.240.1.23,,306,
32,,2019-10-09T16:22:59.240+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,,165,0,250,105,218,0,65,89.187.169.79,,588,
33,,2019-10-09T16:22:59.245+03:00,GET,https://load.sumo.com/78.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,101903,,,,282,0,256,100,223,0,65,89.187.169.79,,705,
34,,2019-10-09T16:22:59.256+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,586,4765,,,,3,0,313,92,284,0,20,13.225.249.7,,431,
35,,2019-10-09T16:22:59.323+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570627379001,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,921,3936,,,,1,0,293,86,259,0,0,13.225.249.47,,382,value
36,,2019-10-09T16:22:59.432+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=4c93df1a4fa0391393427459c0ad957c&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,56392,,,,125,0,183,89,161,0,0,157.240.1.23,,398,value
37,,2019-10-09T16:22:59.780+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16db0af0f95-654b2fb1-5&sessionID=1570627378869.65974&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570627378870.0=&sop=false,HTTP/1.1,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,,0,0,345,104,309,0,63,18.196.132.129,,514,value
38,,2019-10-09T16:23:00.085+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11744,,,,7,0,339,96,312,0,31,157.240.1.23,,476,value
39,,2019-10-09T16:23:00.256+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570627379894&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,957,,,,0,0,317,96,260,0,35,104.82.118.155,,449,value
40,,2019-10-09T16:23:00.405+03:00,GET,http://t.sharethis.com/d/a.gif?aqet=priv_block_3pcookie&r=1570627380402&cid=c010,HTTP/1.1,436,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,,0,0,25,170,-1,0,0,104.82.118.155,,197,value
41,,2019-10-09T16:23:00.782+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/10/laughing-face.png,HTTP/1.1,992,0,,200,OK,HTTP/1.1,0,image/png,,,388,19853,,,,23,-1,-1,99,-1,0,-1,104.24.17.117,,122,
42,,2019-10-09T16:23:00.914+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/wpfront-scroll-top/images/icons/1.png,HTTP/1.1,1004,0,,200,OK,HTTP/1.1,0,image/png,,,386,1669,,,,1,-1,-1,89,-1,0,-1,104.24.17.117,,92,
43,,2019-10-09T16:23:02.704+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,528,769,,,,0,0,25,411,-1,1,92,52.34.133.113,,531,
44,,2019-10-09T16:23:03.210+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12267,,,,4,-1,-1,162,-1,1,-1,31.13.92.36,,168,value
45,,2019-10-09T16:23:03.229+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/themes/arras/images/feed-title-white.jpg,HTTP/1.1,1045,0,,200,OK,HTTP/1.1,0,image/jpeg,,,381,400,,,,0,-1,-1,111,-1,0,-1,104.24.17.117,,112,
46,,2019-10-09T16:23:03.303+03:00,POST,http://sumo.com/services,HTTP/1.1,530,783,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,625,869,,,,0,-1,-1,265,-1,0,-1,52.34.133.113,,266,
47,,2019-10-09T16:23:03.464+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/08/arrow.png,HTTP/1.1,1020,0,,200,OK,HTTP/1.1,0,image/png,,,385,209,,,,0,-1,-1,88,-1,0,-1,104.24.17.117,,88,
48,,2019-10-09T16:23:03.503+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/cudazi-scroll-to-top/images/scroll.png,HTTP/1.1,1096,0,,200,OK,HTTP/1.1,0,image/png,,,386,7148,,,,1,0,29,129,-1,0,0,104.24.17.117,,160,
49,,2019-10-09T16:23:03.549+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,152,0,216,109,171,0,0,216.58.210.2,,478,
50,,2019-10-09T16:23:03.588+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,1006,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,,0,-1,-1,2024,-1,0,-1,104.24.17.117,,2024,value
51,,2019-10-09T16:23:03.671+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,2,0,342,101,323,0,0,172.217.22.2,,448,value
52,,2019-10-09T16:23:03.691+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,361,94,323,0,0,172.217.22.66,,456,value
53,,2019-10-09T16:23:03.718+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,,8,0,346,93,315,0,0,172.217.22.2,,448,
54,,2019-10-09T16:23:03.766+03:00,GET,http://www.shutupandtakemymoney.com/wp-includes/js/thickbox/loadingAnimation.gif,HTTP/1.1,992,0,,200,OK,HTTP/1.1,0,image/gif,,,388,15238,,,,32,-1,-1,105,-1,0,-1,104.24.17.117,,137,
55,,2019-10-09T16:23:03.817+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,53,-1,-1,104,-1,0,-1,216.58.210.2,,157,
56,,2019-10-09T16:23:03.867+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124295,,,,167,0,339,102,312,0,33,157.240.1.23,,643,value
57,,2019-10-09T16:23:03.931+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,,0,0,165,110,123,0,0,37.139.15.252,,276,
58,,2019-10-09T16:23:03.943+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=914aaa2e-6f66-4875-8972-de5ebbe65076,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,932,43,,,,0,0,341,181,319,0,0,104.25.96.17,,524,value
