,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.ssl,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time
20,,2019-10-09T18:29:26.804+03:00,GET,https://api.retargetly.com/api?id=146&src=4&url=https%3A%2F%2Fwww.taringa.net%2F&ref=&utmz=&n=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&md=Taringa!%20es%20una%20plataforma%20que%20le%20da%20a%20las%20personas%20el%20poder%20de%20compartir%2C%20descubrir%20y%20buscar%20buenas%20ideas.%20Comparte%20tus%20pasiones%20en%20Taringa!&mk=&il=0&limit_drop=,HTTP/1.1,value,1386,0,,200,OK,HTTP/1.1,0,text/html,,,1243,516,,,16,229,0,192,0,256,0,104.20.138.67,,502
21,,2019-10-09T18:29:26.808+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=440416969&t=pageview&_s=1&dl=https%3A%2F%2Fwww.taringa.net%2F&ul=en-us&de=UTF-8&dt=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=&gjid=&cid=2101018907.1570634788&tid=UA-91290-1&_gid=1031261855.1570634788&gtm=2wga20NK2W8LC&cd1=%22v7%22&z=2111138919,HTTP/1.1,value,717,0,,200,OK,HTTP/1.1,0,image/gif,,,480,35,,,0,-1,-1,-1,0,86,-1,216.58.206.14,,87
22,,2019-10-09T18:29:26.868+03:00,POST,https://a.teads.tv/hb/bid-request,HTTP/1.1,,574,623,,200,OK,HTTP/1.1,0,application/json,,,379,42,,,0,192,0,154,0,305,0,212.55.188.10,,498
23,,2019-10-09T18:29:27.036+03:00,GET,https://tc.dataxpand.com/tc/5d5d7bb.js,HTTP/1.1,,354,0,,200,OK,HTTP/1.1,0,text/javascript,,,516,4449,,,0,415,0,386,0,100,0,13.32.142.40,,517
24,,2019-10-09T18:29:27.096+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=14414&site_id=192324&zone_id=1225684&size_id=15&alt_size_ids=16&p_pos=unknown&rf=https%3A%2F%2Fwww.taringa.net%2F&tk_flint=pbjs_lite_v2.24.0&x_source.tid=20415e4f-daaa-49ae-86ff-d75d3a30d94a&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.8174028791048955,HTTP/1.1,value,1413,0,,200,OK,HTTP/1.1,0,application/json,,,429,304,,,0,433,0,397,0,125,0,213.19.162.71,,559
25,,2019-10-09T18:29:27.107+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=14414&site_id=192324&zone_id=1225688&size_id=2&alt_size_ids=55&p_pos=unknown&rf=https%3A%2F%2Fwww.taringa.net%2F&tk_flint=pbjs_lite_v2.24.0&x_source.tid=5e3a4d2d-bafe-48ff-ab0e-7b9c14bd4897&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.28129085865642645,HTTP/1.1,value,1413,0,,200,OK,HTTP/1.1,0,application/json,,,429,283,,,0,442,0,392,0,122,0,213.19.162.71,,565
26,,2019-10-09T18:29:27.108+03:00,GET,https://adserver-us.adtech.advertising.com/pubapi/3.0/10950/5037370/0/0/ADTECH;v=2;cmd=bid;cors=yes;alias=216ff0045a2a436;misc=1570634966672;,HTTP/1.1,,513,0,,200,OK,HTTP/1.1,0,application/json,,,365,48,,,0,425,0,386,0,416,0,152.199.21.89,,843
27,,2019-10-09T18:29:27.122+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=14414&site_id=192324&zone_id=1225684&size_id=15&alt_size_ids=16&p_pos=unknown&rf=https%3A%2F%2Fwww.taringa.net%2F&tk_flint=pbjs_lite_v2.24.0&x_source.tid=b53fd4c7-fc26-4c99-91ef-c6fb0637cd59&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.5767262032748399,HTTP/1.1,value,1413,0,,200,OK,HTTP/1.1,0,application/json,,,429,304,,,0,461,0,425,0,106,0,213.19.162.71,,568
28,,2019-10-09T18:29:27.145+03:00,GET,https://certify-js.alexametrics.com/atrk.js,HTTP/1.1,,359,0,,200,OK,HTTP/1.1,0,text/javascript,,,494,1638,,,0,398,0,371,0,90,0,13.224.132.41,,489
29,,2019-10-09T18:29:27.149+03:00,GET,https://trc.taboola.com/sg/retargetly/1/cm,HTTP/1.1,,797,0,,302,Found,HTTP/1.1,0,,,https://app.retargetly.com/sync?pid=39&sid=1180e62a-53cb-4870-9aaa-2229b227571a-tuct49785c8,538,0,,,0,-1,-1,-1,0,100,-1,151.101.18.2,,101
30,,2019-10-09T18:29:27.156+03:00,GET,https://connect.facebook.net/es_LA/sdk.js?hash=6c4b2e35d58b8385896c225585e314a9&ua=modern_es6,HTTP/1.1,value,439,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59070,,,117,391,0,360,0,97,30,157.240.1.23,,636
31,,2019-10-09T18:29:27.157+03:00,POST,https://prg.smartadserver.com/prebid/v1,HTTP/1.1,,953,322,,200,OK,HTTP/1.1,0,application/json,,,1249,0,,,0,488,0,444,0,125,0,185.86.137.32,,614
32,,2019-10-09T18:29:27.168+03:00,POST,https://prg.smartadserver.com/prebid/v1,HTTP/1.1,,953,318,,200,OK,HTTP/1.1,0,application/json,,,1247,0,,,0,498,0,456,0,249,0,185.86.137.32,,748
33,,2019-10-09T18:29:27.177+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,516,1698,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1069,5977,,,0,462,0,420,0,170,49,185.33.223.204,,683
34,,2019-10-09T18:29:27.185+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=14414&site_id=192324&zone_id=1225680&size_id=2&alt_size_ids=55&p_pos=unknown&rf=https%3A%2F%2Fwww.taringa.net%2F&tk_flint=pbjs_lite_v2.24.0&x_source.tid=68a31234-6d7c-4972-868e-4ecf2c8e1048&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.8045508818865166,HTTP/1.1,value,1412,0,,200,OK,HTTP/1.1,0,application/json,,,429,283,,,0,402,0,374,0,113,0,213.19.162.71,,516
35,,2019-10-09T18:29:27.206+03:00,POST,https://prg.smartadserver.com/prebid/v1,HTTP/1.1,,953,319,,200,OK,HTTP/1.1,0,application/json,,,1247,0,,,0,534,0,492,0,143,0,185.86.137.32,,678
36,,2019-10-09T18:29:27.210+03:00,POST,https://prg.smartadserver.com/prebid/v1,HTTP/1.1,,953,319,,200,OK,HTTP/1.1,0,application/json,,,1249,0,,,0,533,0,496,0,308,0,185.86.137.32,,843
37,,2019-10-09T18:29:27.287+03:00,GET,https://prg.smartadserver.com/ac?nwid=3343&siteid=285178&pgid=1094673&fmtid=79568&async=1&visit=m&tmstp=7621912474&tag=sas_79568&sh=600&sw=800&pgDomain=https%3A%2F%2Fwww.taringa.net%2F&noadcbk=sas.noad,HTTP/1.1,value,1037,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,1344,140,,,0,-1,-1,-1,0,198,-1,185.86.137.32,,199
38,,2019-10-09T18:29:27.429+03:00,GET,https://secure.adnxs.com/getuid?https://app.retargetly.com/sync?sid=$UID&pid=2,HTTP/1.1,value,857,0,,200,OK,HTTP/1.1,0,image/gif,,,795,43,,,0,268,0,234,0,95,0,185.33.223.210,,364
39,,2019-10-09T18:29:27.452+03:00,GET,https://ps.eyeota.net/pixel?pid=r8j3b20&t=gif&uid=1dfae640-1a3a-465d-a78d-cedc935eb087,HTTP/1.1,value,852,0,,302,Found,HTTP/1.1,0,,,https://ads.avocet.io/getuid?url=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Db2c3gb0%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26%26uid%3D%7B%7BUUID%7D%7D%0A,293,0,,,0,247,0,219,0,128,0,18.185.83.216,,377
40,,2019-10-09T18:29:27.575+03:00,GET,https://pixel.tapad.com/idsync/ex/receive?partner_id=3012&partner_device_id=1dfae640-1a3a-465d-a78d-cedc935eb087&_rand=1570636010739,HTTP/1.1,value,903,0,,200,OK,HTTP/1.1,0,image/png,,,566,95,,,0,431,0,403,0,90,0,35.227.248.159,,522
41,,2019-10-09T18:29:27.591+03:00,GET,https://di.rlcdn.com/475939.gif?pdata=139352%3D1%2C139354%3D1%2C139355%3D1%2C139353%3D1%2C47600%3D1%2C47601%3D1%2C51127%3D1%2C47856%3D1%2C47895%3D1%2C84067%3D1%2C84068%3D1%2C142563%3D1%2C47871%3D1%2C98376%3D1%2C142578%3D1%2C52634%3D1%2C52603%3D1%2C47465%3D1%2C47469%3D1%2C47472%3D1%2C47473%3D1%2C82257%3D1%2C93220%3D1%2C93222%3D1%2C93223%3D1%2C93221%3D1%2C47504%3D1%2C47536%3D1%2C47538%3D1%2C47539%3D1%2C47559%3D1%2C47560%3D1%2C47571%3D1%2C47575%3D1%2C47576%3D1%2C47573%3D1%2C47584%3D1%2C142628%3D1%2C142637%3D1%2C142636%3D1%2C142638%3D1%2C143090%3D1%2C143092%3D1%2C143091%3D1%2C143085%3D1%2C143050%3D1%2C143051%3D1%2C47910%3D1%2C63277%3D1%2C82930%3D1%2C82233%3D1%2C63281%3D1%2C63282%3D1%2C47677%3D1%2C47687%3D1%2C144745%3D1%2C47684%3D1%2C103579%3D1%2C103583%3D1%2C103588%3D1%2C103589%3D1%2C63284%3D1%2C103603%3D1%2C47917%3D1%2C103605%3D1%2C103606%3D1%2C47918%3D1%2C103626%3D1%2C103628%3D1%2C103630%3D1%2C103632%3D1%2C143069%3D1%2C143070%3D1%2C143073%3D1%2C143076%3D1%2C139360%3D1%2C139331%3D1%2C47835%3D1,HTTP/1.1,value,1444,0,,200,OK,HTTP/1.1,0,image/gif,,,554,42,,,0,399,0,362,0,200,0,35.190.72.21,,601
42,,2019-10-09T18:29:27.608+03:00,GET,"https://pixel-c2s.sitescout.com/dmp/set?provider=13&audiences=139352,139354,139355,139353,47600,47601,51127,47856,47895,84067,84068,142563,47871,98376,142578,52634,52603,47465,47469,47472,47473,82257,93220,93222,93223,93221,47504,47536,47538,47539,47559,47560,47571,47575,47576,47573,47584,142628,142637,142636,142638,143090,143092,143091,143085,143050,143051,47910,63277,82930,82233,63281,63282,47677,47687,144745,47684,103579,103583,103588,103589,63284,103603,47917,103605,103606,47918,103626,103628,103630,103632,143069,143070,143073,143076,139360,139331,47835",HTTP/1.1,value,979,0,,204,No Content,HTTP/1.1,0,,,,403,0,,,0,415,0,378,0,88,0,66.155.71.150,,505
43,,2019-10-09T18:29:27.625+03:00,GET,https://certify.alexametrics.com/atrk.gif?frame_height=600&frame_width=800&iframe=0&title=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&time=1570634967242&time_zone_offset=-180&screen_params=800x600x24&java_enabled=0&cookie_enabled=1&ref_url=&host_url=https%3A%2F%2Fwww.taringa.net%2F&random_number=13097966882&sess_cookie=e8d98d9d16db1211fbf3d5f3052&sess_cookie_flag=0&user_cookie=e8d98d9d16db1211fbf3d5f3052&user_cookie_flag=0&dynamic=true&domain=taringa.net&account=etmZn1QolK10Ug&jsv=20130128&user_lang=en-US,HTTP/1.1,value,874,0,,200,OK,HTTP/1.1,0,image/gif,,,511,43,,,0,377,0,332,1,89,0,13.225.249.103,,468
