,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.ssl,timings.wait,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-09T17:33:36.806+03:00,POST,https://ssc.33across.com/api/exchange,HTTP/1.1,431,704,,0,,unknown,0,,,,-1,-1,,,0,341,0,0,0,375,0,67.202.110.13,,375,,No response received
11,,2019-10-09T17:33:36.854+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjss-mcXql4HnrF3sSI_E_ZHSpmnYDxp-eGIj18VUyQiy6vUbR_pa-byYhayRT2MZTw5koUoK_jkIXtj4dtwZu2J57fvcHDwnJ7AzQv7eEVfynIZ-Pc0&sai=AMfl-YR5rjWf6Z55IWbt-GjLZBIcgXdGcS0EU-F3se3_IU1FKTbK9MDCqFwJlaf4ZSsdNFU_l5XZZEq55jqcQZ7i6QxE80ZAEB73SdLpqS8dDp-oLesbCxvU_unm247I&sig=Cg0ArKJSzAdXRigofhGPEAE&cid=CAASEuRo7m8LpjsKTsDLGRupKv0fDA&id=ampeos&o=33,5&d=728,90&ss=800,600&bs=800,600&mcvt=4174&mtos=0,0,4174,4174,4174&tos=0,0,4174,0,0&tfs=71&tls=4245&g=100&h=100&pt=1269&tt=4245&rpt=1269&rst=1570631611853&r=de&isd=inside&msd=inside",HTTP/1.1,978,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,103,-1,-1,-1,0,172.217.21.194,,104,value,
12,,2019-10-09T17:33:36.908+03:00,GET,https://www.sporcle.com/style/main.css?v=10322,HTTP/1.1,1626,0,,200,OK,HTTP/1.1,0,text/css,,,520,16109,,,0,-1,90,-1,-1,-1,47,13.225.249.58,,139,value,
13,,2019-10-09T17:33:36.961+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssUbRaVvGxAx3h4e8XtY3MCT7MGKazSPZOiZq-8BkP3HvtlKSwN9IpqVkEDN2suT6QxxP39_02MdAKOke_qKS5PQbbXn2Ix52B83yPs-I-OMGr3sP4&sai=AMfl-YRqY_0RbmYNx6NFmX7MxxTO0mxCOGXTAa_O9xFYZKvV3RdUVTgq-39VTq4nkmZSSksP4IApkGnjUmFtYGrF27HjVj8UkGEb6OlKSg7z0GTN3guwNQErRMMmYN-J&sig=Cg0ArKJSzB0egyolSlTAEAE&cid=CAASEuRoRkvME8eSUBippgELbMBa6g&id=ampeos&o=20,5628&d=300,250&ss=800,600&bs=800,600&mcvt=0&mtos=0,0,0,0,0&tos=0,0,0,0,0&tfs=0&tls=0&g=0&h=0&pt=15114&tt=8810&rpt=15114&rst=1570631596676&r=de&isd=inside&msd=inside",HTTP/1.1,961,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,145,-1,-1,-1,0,172.217.21.194,,145,value,
14,,2019-10-09T17:33:37.003+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvYwOtnwSmfXcrGh9t40Ap0EBh2thZD-_l_zJ01ehz-ulPN2HxZqx8-ILqWVd3xQtNmNzDuWCUGDWX2c1Sj2tih7jUcx5O-tNHAMLyau3Mz2rrZo-E&sai=AMfl-YTZGoSzpkld8Y5EL4eHhTPbRsHaFU0UU_zKest_4NLh_9IPGTSzf9FBkwhJkPhpr7gGGA_hP6_6moXgpDXNpXGSRZZ3WKSiuaa32fNtglXB-7xQ3A30Eh-kRArX&sig=Cg0ArKJSzBByhpiPj5laEAE&cid=CAASEuRoelIm82rC9rwaxFrHGUIdhA&id=ampeos&o=640,983&d=300,250&ss=800,600&bs=800,600&mcvt=0&mtos=0,0,0,0,0&tos=0,0,0,0,0&tfs=0&tls=0&g=0&h=0&pt=&tt=9424&rpt=&rst=1570631596649&r=de&isd=inside&msd=inside",HTTP/1.1,951,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,107,104,0,0,126,0,172.217.21.194,,232,value,
15,,2019-10-09T17:33:37.017+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstgMS94Y3XsIMl-9s-0SQxcSdL-BT1nf0uqKnb8Ikr1lpLs58OUvQzwXieb4bOej2ywPvuSw6puVUxaTCYUgGl-Hg-b7I7vUd_3spibEPY&sig=Cg0ArKJSzO-WA7iB3kQBEAE&adk=3395509772&tt=597&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=4796,640,5046,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=24&niot_cbk=51&md=2&lm=2&rst=1570631596576&rpt=819&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8123&ss=800%2C600&pt=18786&bin=1&deb=1-1-1-86-184-32-187-183-0-0-0&tvt=19358&r=u&id=osdtos&vs=3&uc=184&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,939,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,123,100,0,0,156,0,172.217.21.194,,257,value,
16,,2019-10-09T17:33:37.041+03:00,GET,https://s.ntv.io/serve/load.js,HTTP/1.1,346,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,657,90122,,,0,88,105,0,0,119,89,212.55.190.81,,315,,
17,,2019-10-09T17:33:37.052+03:00,GET,https://www.sporcle.com/style/remodal.css?v=10106,HTTP/1.1,1629,0,,200,OK,HTTP/1.1,0,text/css,,,520,650,,,0,-1,95,-1,-1,-1,1,13.225.249.58,,96,value,
18,,2019-10-09T17:33:37.173+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.css,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/css,,,663,439,,,0,222,91,0,0,252,0,104.19.195.151,,344,,
19,,2019-10-09T17:33:37.193+03:00,GET,https://www.sporcle.com/style/remodal-extra.css?v=10106,HTTP/1.1,1635,0,,200,OK,HTTP/1.1,0,text/css,,,520,1485,,,0,240,96,0,0,273,6,13.225.249.58,,377,value,
20,,2019-10-09T17:33:37.196+03:00,GET,https://www.sporcle.com/style/modals/register/desktop.sp.css?v=136247628449601f7cc1134b9b195bba,HTTP/1.1,1675,0,,200,OK,HTTP/1.1,0,text/css,,,519,2967,,,0,246,98,0,0,280,5,13.225.249.58,,386,value,
21,,2019-10-09T17:33:37.200+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,467,308,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,0,337,174,0,0,369,0,143.204.178.156,,544,,
22,,2019-10-09T17:33:37.201+03:00,GET,"https://fonts.googleapis.com/css?family=Open+Sans:400,600",HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,564,,,0,249,111,0,0,280,0,216.58.207.42,,394,value,
23,,2019-10-09T17:33:37.202+03:00,GET,https://www.sporcle.com/style/modals/verify-social/desktop.sp.css?v=b6bd1467e41f7d86bdb9c1b69caa4cc8,HTTP/1.1,1680,0,,200,OK,HTTP/1.1,0,text/css,,,519,2164,,,0,251,104,0,0,283,5,13.225.249.58,,394,value,
24,,2019-10-09T17:33:37.219+03:00,GET,https://a.pub.network/sporcle-com/pubfig.min.js,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,application/javascript,,,917,116831,,,0,260,145,0,0,293,179,104.25.191.114,,619,,
25,,2019-10-09T17:33:37.220+03:00,GET,https://www.sporcle.com/style/games/showdown.sp.css?v=127a22cbbf4fa8468dc1ee79cc776abd,HTTP/1.1,1666,0,,200,OK,HTTP/1.1,0,text/css,,,520,1774,,,0,-1,111,-1,-1,-1,2,13.225.249.58,,114,value,
26,,2019-10-09T17:33:37.220+03:00,GET,https://www.sporcle.com/style/homepage.css?v=10207,HTTP/1.1,1630,0,,200,OK,HTTP/1.1,0,text/css,,,520,5764,,,0,270,115,0,0,308,3,13.225.249.58,,428,value,
27,,2019-10-09T17:33:37.222+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,467,304,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,0,356,190,0,0,385,0,143.204.178.156,,577,,
28,,2019-10-09T17:33:37.223+03:00,GET,https://www.sporcle.com/style/activity.css?v=10116,HTTP/1.1,1630,0,,200,OK,HTTP/1.1,0,text/css,,,520,1231,,,0,271,115,0,0,304,2,13.225.249.58,,423,value,
29,,2019-10-09T17:33:37.610+03:00,GET,https://tag.bounceexchange.com/2490/i.js,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,290,1804,,,0,297,105,34,0,334,0,35.190.92.63,,474,,
30,,2019-10-09T17:33:37.617+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,203,81,0,0,246,58,216.58.206.14,,387,,
31,,2019-10-09T17:33:37.724+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,456,335,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,0,302,165,0,0,331,0,143.204.178.156,,498,,
32,,2019-10-09T17:33:37.777+03:00,GET,https://cdn.tynt.com/ti.js,HTTP/1.1,434,0,,200,OK,HTTP/1.1,0,application/javascript,,,530,16108,,,0,201,100,0,0,237,827,104.16.87.26,,1166,,
33,,2019-10-09T17:33:37.794+03:00,POST,https://www.sporcle.com/includes/ajaxqueue.php,HTTP/1.1,1805,1242,,200,OK,HTTP/1.1,0,application/json,,,684,14358,,,0,-1,699,-1,-1,-1,76,13.225.249.58,,776,,
34,,2019-10-09T17:33:37.795+03:00,GET,https://secure.quantserve.com/quant.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,362,5456,,,0,219,114,0,0,252,0,91.228.74.210,,367,,
35,,2019-10-09T17:33:37.806+03:00,GET,https://script.crazyegg.com/pages/scripts/0011/9717.js,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,747,176,,,0,194,112,0,0,228,0,104.19.148.8,,341,,
36,,2019-10-09T17:33:37.888+03:00,GET,https://ir-na.amazon-adsystem.com/e/ir?t=sporclecom-20&l=am2&o=1&a=B0719RGMCB,HTTP/1.1,482,0,,200,,HTTP/1.1,0,image/gif,,,126,42,,,0,485,166,0,0,522,0,52.46.128.194,,690,value,
37,,2019-10-09T17:33:37.912+03:00,GET,https://jadserve.postrelease.com/t?ntv_url=https%3A%2F%2Fwww.sporcle.com%2F&ntv_mvi&ntv_fpc=2e9ade36-5ff9-4ff8-8ee1-6194ff8a804a,HTTP/1.1,508,0,,200,,HTTP/1.1,0,text/javascript;charset=UTF-8,,,472,143,,,0,456,229,0,0,486,0,54.241.217.8,,716,value,
38,,2019-10-09T17:33:37.924+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1253576628&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=&gjid=&cid=264017639.1570631365&tid=UA-3065665-1&_gid=127141688.1570631365&z=1165558863,HTTP/1.1,705,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,0,-1,91,-1,-1,-1,0,216.58.206.14,,92,value,
39,,2019-10-09T17:33:38.022+03:00,GET,https://www.googletagservices.com/tag/js/gpt.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,text/javascript,,,767,14501,,,0,157,109,0,0,188,54,216.58.207.66,,352,,
40,,2019-10-09T17:33:38.032+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1253576628&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=&gjid=&cid=264017639.1570631365&tid=UA-136782910-1&_gid=127141688.1570631365&z=1892668536,HTTP/1.1,707,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,0,-1,84,-1,-1,-1,0,216.58.206.14,,84,value,
41,,2019-10-09T17:33:38.032+03:00,GET,https://a.pub.network/core/prebid-analytics-1.33.5.js,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/html,,,856,98162,,,0,157,217,0,0,195,190,104.25.191.114,,603,,
42,,2019-10-09T17:33:38.094+03:00,GET,https://freestar-io.videoplayerhub.com/gallery.js,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,516,22486,,,0,251,229,0,0,287,31,143.204.181.54,,547,,
43,,2019-10-09T17:33:38.205+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,0,-1,131,-1,-1,-1,203,172.217.22.98,,335,,
44,,2019-10-09T17:33:38.265+03:00,GET,https://rules.quantcount.com/rules-p-67AnXw_uTFYyc.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,507,3,,,0,283,87,0,0,311,0,13.225.249.77,,399,,
45,,2019-10-09T17:33:38.267+03:00,GET,https://assets.bounceexchange.com/assets/smart-tag/versioned/ijs_all_modules_d69e5cee1bb28009159dc29dcdf2cad4.js,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,text/javascript,,,802,88597,,,0,302,93,0,0,336,302,34.98.72.95,,733,,
46,,2019-10-09T17:33:38.442+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,207,113,0,0,238,0,216.58.205.226,,352,value,
47,,2019-10-09T17:33:38.463+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,221,144,0,0,260,0,172.217.18.2,,406,value,
48,,2019-10-09T17:33:38.601+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,488,353,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,-1,125,-1,-1,-1,0,91.228.72.9,,126,,
49,,2019-10-09T17:33:38.711+03:00,GET,https://assets.bounceexchange.com/assets/bounce/local_storage_frame10.min.html,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/html,,,793,995,,,0,-1,107,-1,-1,-1,0,34.98.72.95,,108,,
50,,2019-10-09T17:33:38.774+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,488,326,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,-1,105,-1,-1,-1,0,91.228.72.9,,106,,
51,,2019-10-09T17:33:38.920+03:00,POST,https://ap.lijit.com/rtb/bid?src=prebid_prebid_1.32.0,HTTP/1.1,492,544,,200,OK,HTTP/1.1,0,application/json,,,551,50,,,0,252,93,0,0,318,0,216.52.2.19,,413,value,
52,,2019-10-09T17:33:39.074+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,719,344,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,0,406,199,0,0,461,0,67.202.110.13,,661,,
53,,2019-10-09T17:33:39.080+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,653,1172,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1152,478,,,0,299,155,0,0,342,0,37.252.173.22,,498,,
54,,2019-10-09T17:33:39.086+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=171611&v=7.2&r=%7B%22id%22%3A%22112f8bc69da6806%22%2C%22imp%22%3A%5B%7B%22id%22%3A%2212f897542750028%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2213fff25051dd52b%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x600%22%7D%7D%2C%7B%22id%22%3A%22148e8e5b13d6b9d%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%22150000fae2f9927%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171612%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%22165ab0c1a87c4e3%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,1811,0,,200,OK,HTTP/1.1,0,application/json,,,964,45,,,0,102,179,0,0,168,0,212.55.189.217,,348,value,
55,,2019-10-09T17:33:39.091+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,488,326,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,-1,139,-1,-1,-1,0,91.228.72.9,,140,,
56,,2019-10-09T17:33:39.116+03:00,GET,https://pixel.quantserve.com/pixel;r=2020191557;rf=0;a=p-67AnXw_uTFYyc;url=https%3A%2F%2Fwww.sporcle.com%2F;fpan=1;fpa=P0-1447035315-1570631618359;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=800x600x24;enc=n;dst=1;et=1570631618359;tzo=-180;ogl=type.website%2Curl.https%3A%2F%2Fwww%252Esporcle%252Ecom%2Ctitle.Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website%2Cdescription.Play%20thousands%20of%20free%20online%20trivia%20quiz%20games%252E%20There%20is%20a%20fun%20quiz%20about%20virtu%2Cimage.https%3A%2F%2Fdnlzsmybcpo0z%252Ecloudfront%252Enet%2Fimages%2Fbig%2Fdefault%252Ejpg%3Fv%3D10104,HTTP/1.1,1038,0,,200,OK,HTTP/1.1,0,image/gif,,,259,35,,,0,450,113,43,0,526,0,91.228.74.221,,685,,
57,,2019-10-09T17:33:39.147+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,653,1168,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1152,478,,,0,315,168,0,0,363,0,37.252.173.22,,532,,
58,,2019-10-09T17:33:39.159+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&alt_size_ids=10&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=f505cfc9-2a6a-4051-a864-7b2970ff03bc&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.31764441897010176,HTTP/1.1,1820,0,,200,OK,HTTP/1.1,0,application/json,,,429,304,,,0,495,108,0,0,560,0,213.19.162.41,,669,value,
59,,2019-10-09T17:33:39.184+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,488,325,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,502,109,0,0,581,0,91.228.72.9,,691,,
60,,2019-10-09T17:33:39.185+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,0,434,94,0,0,484,0,157.240.1.23,,580,,
61,,2019-10-09T17:33:39.187+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,719,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,0,506,177,0,0,573,0,67.202.110.13,,751,,
62,,2019-10-09T17:33:39.192+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,653,1167,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1206,6465,,,0,507,190,0,0,556,0,37.252.173.22,,748,,
63,,2019-10-09T17:33:39.214+03:00,GET,https://s.adtelligent.com/sync.html?aid=410295,HTTP/1.1,547,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,311,688,,,0,541,153,0,0,578,0,209.205.212.226,,733,value,
64,,2019-10-09T17:33:39.244+03:00,POST,https://dmx.districtm.io/b/v1,HTTP/1.1,789,671,,204,No Content,HTTP/1.1,0,,,,544,0,,,0,440,117,0,0,514,0,104.16.190.66,,632,,
65,,2019-10-09T17:33:39.255+03:00,GET,https://sc.tynt.com/script/sc/dv3UEm-Yir5lQMacwqm_6l.js,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,792,591,,,0,434,90,0,0,482,0,104.16.87.26,,574,,
66,,2019-10-09T17:33:39.261+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=285b5695-a4a9-4709-885a-e4369d45bf33&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.5273983321924438,HTTP/1.1,1803,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,0,568,107,0,0,634,0,213.19.162.41,,742,value,
67,,2019-10-09T17:33:39.264+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,719,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,0,591,187,0,0,647,0,67.202.110.13,,835,,
68,,2019-10-09T17:33:39.277+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,719,318,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,374,133,,,0,-1,190,-1,-1,-1,0,67.202.110.13,,191,,
