,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.ssl,timings.send,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
15,,2019-10-09T18:50:53.362+03:00,GET,https://platform.twitter.com/widgets/follow_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,577,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,13673,,,-1,96,-1,0,-1,-1,14,192.229.233.25,,112,,
16,,2019-10-09T18:50:53.505+03:00,POST,https://www.care2.com/servlets/petitions/get_sig_counts.php,HTTP/1.1,1101,1119,,200,OK,HTTP/1.1,0,application/json,,,573,389,,,0,343,397,2,427,0,1,8.47.77.87,,774,,
17,,2019-10-09T18:50:53.639+03:00,GET,https://connect.facebook.net/en_IL/sdk.js,HTTP/1.1,355,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,-1,89,-1,0,-1,-1,0,157.240.1.23,,91,,
18,,2019-10-09T18:50:53.674+03:00,POST,https://logx.optimizely.com/v1/events,HTTP/1.1,441,756,,204,No Content,HTTP/1.1,0,text/plain,,,338,0,,,-1,164,-1,0,-1,-1,0,54.88.197.149,,165,,
19,,2019-10-09T18:50:53.694+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22http%3A%2F%2Fwww.care2.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22widget_site_screen_name%22%3A%22Care2%22%2C%22widget_creator_screen_name%22%3A%22Care2%22%2C%22language%22%3A%22en%22%2C%22message%22%3A%22l%3Awithcount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570636253687%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22follow%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,998,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,-1,206,-1,0,-1,-1,0,104.244.42.136,,207,value,
20,,2019-10-09T18:50:53.697+03:00,GET,https://www.linkedin.com/pages-extensions/FollowCompany?id=27726&counter=right&xdOrigin=https%3A%2F%2Fwww.care2.com&xdChannel=6ef83a82-b5a0-44a1-9848-8d5a42ac1bf7&xd_origin_host=https%3A%2F%2Fwww.care2.com,HTTP/1.1,941,0,,200,OK,HTTP/1.1,0,text/html,,,1537,813,,,0,204,323,0,351,0,0,13.107.42.14,,557,value,
21,,2019-10-09T18:50:53.735+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=2188fadc06f1b0e5cc2b9e131a2411f2&ua=modern_es6,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59063,,,-1,101,-1,0,-1,-1,102,157.240.1.23,,203,value,
22,,2019-10-09T18:50:53.918+03:00,GET,https://platform.linkedin.com/xdoor/scripts/in.js,HTTP/1.1,715,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,436,55595,,,-1,100,-1,0,-1,-1,69,104.103.206.221,,171,,
23,,2019-10-09T18:50:53.969+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,530,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11744,,,-1,101,-1,0,-1,-1,5,157.240.1.23,,108,value,
24,,2019-10-09T18:50:53.971+03:00,GET,https://www.facebook.com/x/oauth/status?client_id=482659988595053&input_token&origin=1&redirect_uri=https%3A%2F%2Fwww.care2.com%2F&sdk=joey&wants_cookie_data=true,HTTP/1.1,504,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,594,0,,,21,139,10549,0,10581,0,0,157.240.1.35,,10743,value,
25,,2019-10-09T18:50:55.061+03:00,GET,https://static-exp1.licdn.com/sc/p/com.linkedin.organization-guest-frontend%3Aorganization-guest-frontend-static-content%2B0.1.468/f/%2Forganization-guest-frontend%2Fstylesheets%2Fextensions%2Ffollow-company%2Fhorizontal_en_US.css,HTTP/1.1,742,0,,200,OK,HTTP/1.1,0,text/css,,,735,570,,,26,54,1086,0,1114,0,0,212.55.190.51,,1196,,
26,,2019-10-09T18:50:55.062+03:00,GET,https://static-exp1.licdn.com/sc/p/com.linkedin.organization-guest-frontend%3Aorganization-guest-frontend-static-content%2B0.1.468/f/%2Forganization-guest-frontend%2Fjavascripts%2Fextensions%2Ffollow-state.js,HTTP/1.1,705,0,,200,OK,HTTP/1.1,0,text/javascript,,,743,1356,,,27,96,1087,0,1115,0,0,212.55.190.51,,1240,,
27,,2019-10-09T18:50:55.258+03:00,GET,https://www.facebook.com/v2.6/plugins/like.php?action=like&app_id=482659988595053&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D44%23cb%3Df11c3118f977414%26domain%3Dwww.care2.com%26origin%3Dhttps%253A%252F%252Fwww.care2.com%252Ff2ea1488885f884%26relation%3Dparent.parent&container_width=678&href=https%3A%2F%2Fwww.facebook.com%2FCare2&layout=button_count&locale=en_US&sdk=joey&share=false&show_faces=false&size=large,HTTP/1.1,920,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,-1,0,157.240.1.35,,0,value,No response received
