,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.ssl,timings.send,timings.dns,timings.wait,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-09T18:37:27.837+03:00,GET,https://platform.twitter.com/widgets.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,507,28700,,,0,2939,67,2904,0,31,102,93.184.220.66,,3142,
11,,2019-10-09T18:37:27.949+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17168,,,0,3045,35,3016,1,38,97,216.58.208.40,,3218,
12,,2019-10-09T18:37:28.063+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Ftheuselessweb.com,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,-1,-1,4,-1,0,-1,84,93.184.220.66,,89,value
13,,2019-10-09T18:37:28.117+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1081688821&utmhn=theuselessweb.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=The%20Useless%20Web&utmhid=701222222&utmr=-&utmp=%2F&utmht=1570635448106&utmac=UA-35944549-1&utmcc=__utma%3D17164284.946562863.1570635448.1570635448.1570635448.1%3B%2B__utmz%3D17164284.1570635448.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=322118403&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,862,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,-1,0,-1,0,-1,99,216.58.208.40,,100,value
14,,2019-10-09T18:37:28.182+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,-1,-1,1,-1,4,-1,95,93.184.220.66,,101,
15,,2019-10-09T18:37:28.306+03:00,GET,https://platform.twitter.com/widgets/tweet_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,12257,,,-1,-1,12,-1,0,-1,94,93.184.220.66,,107,
16,,2019-10-09T18:37:28.570+03:00,GET,https://fonts.gstatic.com/s/josefinslab/v10/lW-5wjwOK3Ps5GSJlNNkMalnqg6v.woff2,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,37264,,,0,3614,89,3585,1,0,99,172.217.21.227,,3804,
17,,2019-10-09T18:37:28.699+03:00,GET,https://fonts.gstatic.com/s/cookie/v11/syky-y18lb0tSbf9kgqS.woff2,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,14456,,,0,3743,38,3713,1,0,96,172.217.21.227,,3881,
18,,2019-10-09T18:37:28.747+03:00,GET,https://www.facebook.com/plugins/like.php?href=https%3A%2F%2Ftheuselessweb.com&width&layout=button_count&action=like&show_faces=false&share=false&height=21,HTTP/1.1,626,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,14292,,,0,3878,54,3844,0,1,167,157.240.1.35,,4103,value
19,,2019-10-09T18:37:29.825+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,595,79,,,0,1638,0,1610,1,0,218,104.244.42.136,,1859,
20,,2019-10-09T18:37:29.830+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22https%3A%2F%2Ftheuselessweb.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22language%22%3A%22en%22%2C%22message%22%3A%22m%3Anocount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570635448551%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22share%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,890,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,0,1226,0,1195,1,0,221,104.244.42.136,,1450,value
21,,2019-10-09T18:37:30.069+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/OqOE21UvWe3.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,519,400,,,0,1102,0,1065,0,25,108,157.240.1.23,,1237,
22,,2019-10-09T18:37:30.079+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,124295,,,0,1112,168,1084,0,24,98,157.240.1.23,,1404,value
23,,2019-10-09T18:37:30.300+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl_fy2019.js?cache=bust,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,82271,,,-1,-1,44,-1,2,-1,121,172.217.16.130,,168,value
24,,2019-10-09T18:37:30.370+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,5329,0,5303,0,40,105,172.217.16.130,,5477,value
25,,2019-10-09T18:37:30.927+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,554,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,0,406,3,371,0,0,90,172.217.22.98,,500,
26,,2019-10-09T18:37:30.938+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&h=280&slotname=7331917240&adk=1394705086&adf=408460107&w=500&fwrn=4&fwrnh=100&lmt=1570635450&rafmt=1&guci=2.2.0.0.2.2.0.0&format=500x280&url=https%3A%2F%2Ftheuselessweb.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&adsid=NT&dt=1570635444996&bpp=27&bdt=3761&fdt=5495&idt=5496&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=3387870149764&frm=20&pv=2&ga_vid=946562863.1570635448&ga_sid=1570635448&ga_hid=701222222&ga_fc=1&iag=0&icsg=4002&dssz=12&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=145&ady=480&biw=779&bih=600&scr_x=0&scr_y=0&eid=20040027%2C21064714%2C20040010&oid=3&pvsid=1132301355582033&pem=950&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CaeE%7C&abl=CA&pfx=0&fu=144&bc=31&ifi=1&uci=1.ad13mybph7se&xpc=eQrHbvXvhj&p=https%3A//theuselessweb.com&dtd=5518,HTTP/1.1,1430,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,0,5881,0,5831,0,28,255,172.217.22.98,,6166,value
27,,2019-10-09T18:37:31.025+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&adk=1812271804&adf=3025194257&lmt=1570635450&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Ftheuselessweb.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570635445024&bpp=11&bdt=3790&fdt=5507&idt=5507&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=500x280&nras=1&correlator=3387870149764&frm=20&pv=1&ga_vid=946562863.1570635448&ga_sid=1570635448&ga_hid=701222222&ga_fc=1&iag=0&icsg=135074&dssz=13&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=20040027%2C21064714%2C20040010&oid=3&pvsid=1132301355582033&pem=950&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=1&uci=1.vn3avwbz5t9c&dtd=5514,HTTP/1.1,1411,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,-1,-1,0,-1,0,-1,91,172.217.22.98,,92,value
28,,2019-10-09T18:37:32.521+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,0,1957,82,1928,0,34,142,172.217.22.66,,2217,value
