,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,response._error
10,,2019-10-09T17:50:43.489+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-ad-exit-0.1.js,HTTP/1.1,,384,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,5411,,,136,237,0,0,258,161,0,172.217.18.1,,557,
11,,2019-10-09T17:50:43.490+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaRGc7iWuGmPg-gUIfsDkUgImnKTLt8pV2HlRzn95BeTYapPIDj_Q159Yo6YlhyfZ4LKkBW2BQgp8dbuCMLgQDp8uMeQwQ,HTTP/1.1,value,686,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,143,221,0,0,248,0,0,172.217.21.228,,392,
12,,2019-10-09T17:50:43.506+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-analytics-0.1.js,HTTP/1.1,,386,0,,200,OK,HTTP/1.1,0,text/javascript,,,1329,40838,,,120,245,0,0,274,334,0,172.217.18.1,,728,
13,,2019-10-09T17:50:43.508+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-fit-text-0.1.js,HTTP/1.1,,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,1331,1388,,,126,248,0,0,276,0,0,172.217.18.1,,403,
14,,2019-10-09T17:50:43.517+03:00,GET,https://cdn.ampproject.org/rtv/011909241711100/v0/amp-form-0.1.js,HTTP/1.1,,381,0,,200,OK,HTTP/1.1,0,text/javascript,,,1330,13920,,,117,257,0,0,285,747,0,172.217.18.1,,1150,
15,,2019-10-09T17:50:43.869+03:00,GET,https://eus.rubiconproject.com/usync.html?geo=na&co=us&s=ms2,HTTP/1.1,value,1694,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,429,7650,,,108,305,0,0,364,0,0,23.34.190.24,,473,
16,,2019-10-09T17:50:43.938+03:00,GET,https://dmx.districtm.io/s/v1/users/10002,HTTP/1.1,,858,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,104.16.68.69,,0,No response received
17,,2019-10-09T17:50:44.099+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,,542,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,118,-1,-1,0,-1,0,-1,172.217.21.228,,118,
18,,2019-10-09T17:50:44.266+03:00,GET,https://www.sporcle.com/,HTTP/1.1,,1683,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1006,18672,,,232,290,0,0,326,1,0,13.224.132.113,,560,
19,,2019-10-09T17:50:44.478+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,,444,0,,0,,unknown,0,,,,-1,-1,,,0,186,0,0,219,0,0,216.58.207.66,,220,No response received
20,,2019-10-09T17:50:44.587+03:00,GET,https://www.sporcle.com/style/main.css?v=10322,HTTP/1.1,value,1596,0,,200,OK,HTTP/1.1,0,text/css,,,519,16109,,,136,-1,-1,0,-1,0,-1,13.224.132.113,,137,
21,,2019-10-09T17:50:44.778+03:00,GET,https://www.sporcle.com/style/remodal.css?v=10106,HTTP/1.1,value,1599,0,,200,OK,HTTP/1.1,0,text/css,,,519,645,,,108,-1,-1,0,-1,0,-1,13.224.132.113,,109,
22,,2019-10-09T17:50:44.845+03:00,GET,https://www.sporcle.com/style/remodal-extra.css?v=10106,HTTP/1.1,value,1605,0,,200,OK,HTTP/1.1,0,text/css,,,519,1485,,,95,228,0,0,250,0,0,13.224.132.113,,347,
23,,2019-10-09T17:50:44.845+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsutvSljNqhV_-4pXcepwzgcyvBN8_PpwYO6yt7bPYBs9pjexbUiMvhCSpBGDzUcKSISa0sc16c8kJRoTmDMnyiK0Kp9r5de5ShwbGJAeq5HEoGWSEA&sai=AMfl-YRvH4DeIclyDniu60U41bzT1T71eVhO1peprb3b3-jcd8Gd4AAY4xJWAOCzze2Di7TQGgwDe0g3E3a-QMvE-pHP3azWbZYnbH-86B0kH_oejBBZkFLcsVsXzwuV&sig=Cg0ArKJSzKkgA5Et1dcBEAE&cid=CAASEuRo3uDPQav76vgyCSGtN6-OIg&id=ampeos&o=33,5&d=728,90&ss=800,600&bs=800,600&mcvt=394&mtos=0,0,394,394,394&tos=0,0,394,0,0&tfs=82&tls=476&g=100&h=100&pt=&tt=476&rpt=&rst=1570632643220&r=de&isd=inside&msd=inside",HTTP/1.1,value,963,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,115,279,0,0,308,0,0,216.58.206.2,,424,
24,,2019-10-09T17:50:44.874+03:00,GET,https://s.ntv.io/serve/load.js,HTTP/1.1,,346,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,657,90122,,,93,241,0,0,273,150,0,212.55.190.81,,518,
25,,2019-10-09T17:50:44.875+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsv0t1AwePww9ppX3zDv8BUh1CWj_io46h6TD39T7ThKeJij-wFA-cY2_BoZVSDn3WU9W5JF-9RcQfIT6D2-Z18Sl3-toMXfMI6vXhctMIA&sig=Cg0ArKJSzCkXlQG3HBnTEAE&adk=3395509772&tt=-1&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=4796,640,5046,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=24&niot_cbk=64&md=2&lm=2&rst=1570632627782&rpt=10934&isd=0&msd=0&oseid=3&xdi=0&xosd=1&ps=992%2C8123&ss=800%2C600&pt=-1&bin=1&deb=1-3-3-98-50-46-158-48-0-0-0&tvt=5756&r=u&id=osdtos&vs=3&uc=50&upc=2&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,940,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,123,302,0,0,326,0,0,216.58.206.2,,450,
26,,2019-10-09T17:50:44.885+03:00,GET,https://www.sporcle.com/style/modals/register/desktop.sp.css?v=136247628449601f7cc1134b9b195bba,HTTP/1.1,value,1645,0,,200,OK,HTTP/1.1,0,text/css,,,518,2967,,,91,270,0,1,294,0,0,13.224.132.113,,387,
27,,2019-10-09T17:50:44.887+03:00,GET,https://a.pub.network/sporcle-com/pubfig.min.js,HTTP/1.1,,470,0,,200,OK,HTTP/1.1,0,application/javascript,,,917,116769,,,112,252,0,0,282,236,0,104.25.191.114,,631,
28,,2019-10-09T17:50:44.892+03:00,GET,https://www.sporcle.com/style/modals/verify-social/desktop.sp.css?v=b6bd1467e41f7d86bdb9c1b69caa4cc8,HTTP/1.1,value,1650,0,,200,OK,HTTP/1.1,0,text/css,,,518,2195,,,88,259,0,0,291,3,0,13.224.132.113,,384,
29,,2019-10-09T17:50:44.892+03:00,GET,https://www.sporcle.com/style/games/showdown.sp.css?v=127a22cbbf4fa8468dc1ee79cc776abd,HTTP/1.1,value,1636,0,,200,OK,HTTP/1.1,0,text/css,,,519,1774,,,91,-1,-1,0,-1,6,-1,13.224.132.113,,99,
30,,2019-10-09T17:50:44.895+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,467,308,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,178,351,0,0,382,0,0,143.204.178.156,,561,
31,,2019-10-09T17:50:44.896+03:00,GET,https://www.sporcle.com/style/homepage.css?v=10207,HTTP/1.1,value,1600,0,,200,OK,HTTP/1.1,0,text/css,,,519,5786,,,84,271,0,0,298,11,0,13.224.132.113,,395,
32,,2019-10-09T17:50:44.899+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,467,304,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,174,348,0,0,383,0,0,143.204.178.156,,557,
33,,2019-10-09T17:50:44.900+03:00,GET,https://www.sporcle.com/style/activity.css?v=10116,HTTP/1.1,value,1600,0,,200,OK,HTTP/1.1,0,text/css,,,519,1231,,,108,276,0,0,301,0,0,13.224.132.113,,411,
34,,2019-10-09T17:50:44.925+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsv5OlhwviMtjv4SswIaUHjiFmeP4BWxuAgb1TcIy2HlfVPE3uTiZUdUnDlVhR7cH3Zp72uEBF-BGzijAnCmEGPsdLP1dMgKm7y6vyf7UD0&sig=Cg0ArKJSzDl9ipTqDJHfEAE&adk=1271645335&tt=-1&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=5628,20,5878,320&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=25&niot_cbk=64&md=2&lm=2&rst=1570632627820&rpt=10872&isd=0&msd=0&oseid=3&xdi=0&xosd=1&ps=992%2C8123&ss=800%2C600&pt=-1&bin=1&deb=1-3-3-98-50-46-158-48-0-0-0&tvt=5756&r=u&id=osdtos&vs=3&uc=49&upc=2&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,940,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,107,283,0,0,311,0,0,216.58.206.2,,419,
35,,2019-10-09T17:50:44.928+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsu6aR3NRFwmvtlhiYy66FJgvhYrvsEA-xz1YZV1arUSVJkYdM97dPuISCouIZBPxAONczi8NIYhnwsBPTa5B16ku48CeMQTIi0rIOw5h3w&sig=Cg0ArKJSzPALFUAZM8h1EAE&adk=1318988201&tt=-1&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=983,640,1233,940&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=25&niot_cbk=64&md=2&lm=2&rst=1570632627798&rpt=10890&isd=0&msd=0&oseid=3&xdi=0&xosd=1&ps=992%2C8123&ss=800%2C600&pt=-1&bin=1&deb=1-3-3-98-50-46-158-48-0-0-0&tvt=5756&r=u&id=osdtos&vs=3&uc=50&upc=2&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,940,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,101,306,0,0,326,0,0,216.58.206.2,,428,
36,,2019-10-09T17:50:44.933+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.min.css,HTTP/1.1,,404,0,,200,OK,HTTP/1.1,0,text/css,,,663,439,,,95,301,0,0,330,0,0,104.19.199.151,,426,
37,,2019-10-09T17:50:44.936+03:00,GET,"https://fonts.googleapis.com/css?family=Open+Sans:400,600",HTTP/1.1,value,388,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,564,,,97,312,0,0,336,0,0,172.217.23.138,,434,
38,,2019-10-09T17:50:45.299+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,98,172,0,0,228,59,0,216.58.206.14,,387,
39,,2019-10-09T17:50:45.406+03:00,GET,https://tag.bounceexchange.com/2490/i.js,HTTP/1.1,,463,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,290,1804,,,97,274,0,3,332,3,0,35.190.92.63,,436,
40,,2019-10-09T17:50:45.427+03:00,POST,https://www.sporcle.com/includes/ajaxqueue.php,HTTP/1.1,,1775,1242,,200,OK,HTTP/1.1,0,application/json,,,683,14299,,,209,-1,-1,0,-1,82,-1,13.224.132.113,,292,
41,,2019-10-09T17:50:45.463+03:00,GET,https://cdn.tynt.com/ti.js,HTTP/1.1,,434,0,,200,OK,HTTP/1.1,0,application/javascript,,,530,16108,,,87,224,0,0,261,753,0,104.16.87.26,,1103,
42,,2019-10-09T17:50:45.468+03:00,GET,https://secure.quantserve.com/quant.js,HTTP/1.1,,411,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,362,5456,,,110,226,0,0,264,0,0,91.228.74.236,,374,
43,,2019-10-09T17:50:45.469+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,456,335,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,578,84,,,171,341,0,0,393,0,0,143.204.178.156,,565,
44,,2019-10-09T17:50:45.479+03:00,GET,https://script.crazyegg.com/pages/scripts/0011/9717.js,HTTP/1.1,,432,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,747,176,,,88,209,0,0,259,0,0,104.19.147.8,,348,
45,,2019-10-09T17:50:45.543+03:00,GET,https://ir-na.amazon-adsystem.com/e/ir?t=sporclecom-20&l=am2&o=1&a=B0719RGMCB,HTTP/1.1,value,482,0,,200,,HTTP/1.1,0,image/gif,,,126,42,,,162,417,0,0,473,0,0,52.94.240.125,,637,
46,,2019-10-09T17:50:45.596+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=194508341&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=806282993&gjid=1579355083&cid=1798716953.1570632415&tid=UA-3065665-1&_gid=1533373096.1570632415&_r=1&z=244069641,HTTP/1.1,value,731,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3065665-1&cid=1798716953.1570632415&jid=806282993&_gid=1533373096.1570632415&gjid=1579355083&_v=j79&z=244069641,644,417,,,95,-1,-1,0,-1,0,-1,216.58.206.14,,96,
47,,2019-10-09T17:50:45.667+03:00,GET,https://jadserve.postrelease.com/t?ntv_url=https%3A%2F%2Fwww.sporcle.com%2F&ntv_mvi&ntv_fpc=ac699be0-d013-400b-9fca-7ac140b0f9ae,HTTP/1.1,value,508,0,,200,,HTTP/1.1,0,text/javascript;charset=UTF-8,,,472,143,,,252,431,0,0,474,0,0,54.193.47.133,,728,
48,,2019-10-09T17:50:45.694+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=194508341&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=1061052578&gjid=850833831&cid=1798716953.1570632415&tid=UA-136782910-1&_gid=1533373096.1570632415&_r=1&z=683106560,HTTP/1.1,value,733,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,93,-1,-1,0,-1,0,-1,216.58.206.14,,93,
49,,2019-10-09T17:50:45.745+03:00,GET,https://assets.bounceexchange.com/assets/smart-tag/versioned/ijs_all_modules_d69e5cee1bb28009159dc29dcdf2cad4.js,HTTP/1.1,,535,0,,200,OK,HTTP/1.1,0,text/javascript,,,802,88597,,,89,155,0,0,182,177,0,34.98.72.95,,449,
50,,2019-10-09T17:50:45.757+03:00,GET,https://www.googletagservices.com/tag/js/gpt.js,HTTP/1.1,,363,0,,200,OK,HTTP/1.1,0,text/javascript,,,767,14501,,,110,177,0,0,207,43,0,216.58.207.66,,361,
51,,2019-10-09T17:50:45.784+03:00,GET,https://a.pub.network/core/prebid-analytics-1.33.5.js,HTTP/1.1,,476,0,,200,OK,HTTP/1.1,0,text/html,,,856,98191,,,206,199,0,0,224,244,0,104.25.191.114,,676,
52,,2019-10-09T17:50:45.828+03:00,GET,https://freestar-io.videoplayerhub.com/gallery.js,HTTP/1.1,,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,516,22527,,,99,275,0,0,301,242,0,99.84.8.2,,643,
53,,2019-10-09T17:50:45.949+03:00,GET,https://rules.quantcount.com/rules-p-67AnXw_uTFYyc.js,HTTP/1.1,,369,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,507,3,,,105,304,0,0,337,0,0,13.225.249.127,,444,
54,,2019-10-09T17:50:45.983+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,,462,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,99,-1,-1,0,-1,222,-1,216.58.207.34,,321,
55,,2019-10-09T17:50:45.996+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1778,,,98,186,0,0,211,0,0,157.240.1.23,,311,
56,,2019-10-09T17:50:46.024+03:00,GET,https://apis.google.com/js/api.js?onload=onLoadGoogleAuth2,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4851,,,135,176,0,0,201,2,0,216.58.207.78,,340,
57,,2019-10-09T17:50:46.045+03:00,GET,https://assets.bounceexchange.com/assets/bounce/local_storage_frame10.min.html,HTTP/1.1,,654,0,,200,OK,HTTP/1.1,0,text/html,,,793,995,,,108,-1,-1,0,-1,0,-1,34.98.72.95,,109,
58,,2019-10-09T17:50:46.101+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3065665-1&cid=1798716953.1570632415&jid=806282993&_gid=1533373096.1570632415&gjid=1579355083&_v=j79&z=244069641,HTTP/1.1,value,610,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,86,347,27,0,376,0,0,74.125.140.154,,491,
