,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,response._error,request.queryString.name
28,,2019-10-09T18:11:51.299+03:00,GET,http://t.sharethis.com/d/a.gif?aqet=priv_block_3pcookie&r=1570633911297&cid=c010,HTTP/1.1,436,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,0,-1,-1,-1,-1,0,158,104.103.207.162,,158,,value
29,,2019-10-09T18:11:51.406+03:00,GET,https://load.sumo.com/2.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1218,,,43,-1,-1,-1,-1,0,99,89.187.169.79,,143,,
30,,2019-10-09T18:11:51.412+03:00,GET,https://load.sumo.com/3.b673d503a425732f6368.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,1608,,,42,-1,-1,-1,-1,0,100,89.187.169.79,,143,,
31,,2019-10-09T18:11:51.433+03:00,GET,https://load.sumo.com/14.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,131469,,,153,168,0,0,141,0,185,89.187.169.79,,507,,
32,,2019-10-09T18:11:51.434+03:00,GET,https://load.sumo.com/18.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,53031,,,184,171,0,0,141,0,115,89.187.169.79,,471,,
33,,2019-10-09T18:11:51.793+03:00,GET,"http://fonts.googleapis.com/css?family=Open+Sans:200italic,300italic,400italic,500italic,600italic,700italic,800italic,900italic,200,300,400,500,600,700,800",HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/css;charset=utf-8,,,486,1109,,,0,29,0,0,-1,0,128,172.217.23.138,,158,,value
34,,2019-10-09T18:11:51.833+03:00,GET,http://api.facebook.com/method/links.getStats?urls=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&format=json&callback=jQuery1102002860374669729726_1570633907106&_=1570633907107,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,569,263,,,0,22,0,27,-1,0,168,31.13.92.10,,218,,value
35,,2019-10-09T18:11:52.170+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11744,,,6,-1,-1,-1,-1,0,98,157.240.1.23,,105,,value
36,,2019-10-09T18:11:52.184+03:00,GET,http://graph.facebook.com/?id=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=jQuery1102002860374669729726_1570633907104&_=1570633907105,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,636,101,,,0,38,0,37,-1,0,176,31.13.92.10,,254,,value
37,,2019-10-09T18:11:52.670+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900",HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,758,,,0,-1,-1,-1,-1,0,99,172.217.23.138,,100,,value
38,,2019-10-09T18:11:52.797+03:00,GET,http://fonts.gstatic.com/s/opensans/v17/mem8YaGs126MiZpBA-UFVZ0b.woff2,HTTP/1.1,429,0,,200,OK,HTTP/1.1,0,font/woff2,,,393,14380,,,49,22,0,0,-1,0,109,172.217.21.227,,182,,
39,,2019-10-09T18:11:52.918+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,140,12009,0,0,11980,0,108,216.58.210.2,,12258,,
40,,2019-10-09T18:11:53.176+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12273,,,3,-1,-1,-1,-1,0,162,31.13.92.36,,166,,value
41,,2019-10-09T18:11:53.178+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,48,-1,-1,-1,-1,0,111,216.58.210.2,,160,,
42,,2019-10-09T18:11:53.178+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,257,0,0,234,0,97,172.217.22.98,,355,,value
43,,2019-10-09T18:11:53.190+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,270,0,0,242,0,96,172.217.22.98,,367,,value
44,,2019-10-09T18:11:53.193+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,2,231,0,0,204,0,87,216.58.208.34,,322,,
45,,2019-10-09T18:11:53.223+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/08/arrow.png,HTTP/1.1,897,0,,200,OK,HTTP/1.1,0,image/png,,,361,209,,,0,20,0,0,-1,0,51,104.24.17.117,,72,,
46,,2019-10-09T18:11:53.244+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/cudazi-scroll-to-top/images/scroll.png,HTTP/1.1,973,0,,200,OK,HTTP/1.1,0,image/png,,,362,7148,,,3,49,0,0,-1,2,37,104.24.17.117,,92,,
47,,2019-10-09T18:11:53.251+03:00,GET,https://www.linkedin.com/countserv/count/share?format=jsonp&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&callback=linkedinjsonpcallbackhafriz&_=1570633907108,HTTP/1.1,489,0,,404,Not Found,HTTP/1.1,0,text/html,,,2213,24810,,,165,1381,0,33,1347,0,209,108.174.11.1,,1789,,value
48,,2019-10-09T18:11:53.408+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,883,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,0,-1,-1,-1,-1,0,5204,104.24.17.117,,5205,,value
49,,2019-10-09T18:11:53.417+03:00,GET,https://privymktg.com/collect?v=1&cid=4a663b44-0146-48fd-bd72-18c66e90610c&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=8986016033798447,HTTP/1.1,730,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=4a663b44-0146-48fd-bd72-18c66e90610c&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=8986016033798447,822,0,,,0,-1,-1,-1,-1,0,84,104.28.22.64,,85,,value
50,,2019-10-09T18:11:53.551+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570633913&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&dt=1570633912916&bpp=42&bdt=6273&fdt=603&idt=604&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=6415553515399&frm=20&pv=2&ga_vid=1163830172.1570633885&ga_sid=1570633914&ga_hid=1905443778&ga_fc=0&iag=0&icsg=3008263813595132&dssz=123&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=579&scr_x=0&scr_y=0&oid=3&pvsid=2652565953577935&pem=551&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.i7qv3rpxj0nc&xpc=hJkELKtGWd&p=http%3A//www.shutupandtakemymoney.com&dtd=631,HTTP/1.1,1428,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,19716,,,41,-1,-1,-1,-1,0,285,216.58.208.34,,327,,value
51,,2019-10-09T18:11:53.562+03:00,GET,https://google-analytics.com/collect?v=1&cid=4a663b44-0146-48fd-bd72-18c66e90610c&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=8986016033798447,HTTP/1.1,737,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,0,1351,0,64,1324,0,83,216.58.207.68,,1500,,value
52,,2019-10-09T18:11:53.610+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/OqOE21UvWe3.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,519,400,,,0,6005,0,35,5977,0,96,31.13.92.14,,6138,,
53,,2019-10-09T18:11:53.612+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=48015181968&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,748,1065,,,0,29,0,0,-1,0,135,178.250.0.145,,165,,value
54,,2019-10-09T18:11:53.635+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=4a663b44-0146-48fd-bd72-18c66e90610c,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,932,43,,,0,220,0,0,191,0,207,104.25.96.17,,428,,value
55,,2019-10-09T18:11:53.636+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,124295,,,160,7112,0,34,7085,0,97,31.13.92.14,,7405,,value
56,,2019-10-09T18:11:53.650+03:00,GET,https://assets.privy.com/assets/widget-ae1b15974760de1ff7ee9f809e87b6acc5ef98bf3301b618d1ca27d3c137199d.css,HTTP/1.1,512,0,,200,OK,HTTP/1.1,0,text/css,,,774,23027,,,26,235,0,0,206,0,107,104.25.97.17,,369,,
57,,2019-10-09T18:11:53.744+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,124295,,,177,-1,-1,-1,-1,0,94,31.13.92.14,,271,,value
58,,2019-10-09T18:11:53.790+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570633913&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570633913200&bpp=8&bdt=6557&fdt=418&idt=418&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&correlator=6415553515399&frm=20&pv=1&ga_vid=1163830172.1570633885&ga_sid=1570633914&ga_hid=1905443778&ga_fc=0&iag=0&icsg=3008263813595132&dssz=124&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=579&scr_x=0&scr_y=0&oid=3&pvsid=2652565953577935&pem=551&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.7atpf5hizfwd&xpc=qlfR1nSbOy&p=http%3A//www.shutupandtakemymoney.com&dtd=426,HTTP/1.1,1407,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,19642,,,59,146,0,0,116,0,354,216.58.208.34,,561,,value
59,,2019-10-09T18:11:53.800+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570633913&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570633913227&bpp=7&bdt=6584&fdt=413&idt=413&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600&correlator=6415553515399&frm=20&pv=1&ga_vid=1163830172.1570633885&ga_sid=1570633914&ga_hid=1905443778&ga_fc=0&iag=0&icsg=3008263813595132&dssz=124&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=579&scr_x=0&scr_y=0&oid=3&pvsid=2652565953577935&pem=551&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.ek2en8qgufb3&xpc=skZd0jvYkV&p=http%3A//www.shutupandtakemymoney.com&dtd=419,HTTP/1.1,1419,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,23804,,,60,144,0,0,114,0,366,216.58.208.34,,573,,value
60,,2019-10-09T18:11:53.800+03:00,GET,http://cat.fr.eu.criteo.com/delivery/lg.php?cppv=3&cpp=SzeOXaaM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-NYZkCLoipFJYt8tibRU-iMLzzhBoPjiJeDYFt09wI2DJLFLTElGFDp0cJy8mOJ4oi084SG1Puo2akLGUPQbJxuduTA5_OeY09uvv659B-EosapyXQk_Wqy_57-6xw5eCkL8YFlbrTZLFZOzHnNPt6EPCi6XxCLcGetZwLvi2fQGf2Z_osBwdVEnzGdH7JO-4yHxMTJQ5wxQOTOIwoqm9yg,HTTP/1.1,759,0,,200,OK,HTTP/1.1,0,image/gif,,,238,43,,,0,27,0,62,-1,0,130,178.250.0.160,,221,,value
61,,2019-10-09T18:11:53.989+03:00,GET,http://www.shutupandtakemymoney.com/wp-includes/js/thickbox/loadingAnimation.gif,HTTP/1.1,869,0,,200,OK,HTTP/1.1,0,image/gif,,,388,15238,,,3,24,0,0,-1,0,120,104.24.17.117,,148,,
62,,2019-10-09T18:11:54.094+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570633914&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570633914054&bpp=18&bdt=7411&fdt=19&idt=19&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=6415553515399&frm=20&pv=1&ga_vid=1163830172.1570633885&ga_sid=1570633914&ga_hid=1905443778&ga_fc=0&iag=0&icsg=3008263813595132&dssz=127&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=2652565953577935&pem=551&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.nt6rlw1yeajv&dtd=35,HTTP/1.1,1465,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1051,0,,,0,-1,-1,-1,-1,0,104,216.58.208.34,,105,,value
63,,2019-10-09T18:11:54.236+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,38,-1,-1,-1,-1,0,109,216.58.210.2,,148,,
64,,2019-10-09T18:11:54.267+03:00,POST,http://www.shutupandtakemymoney.com/?wc-ajax=get_refreshed_fragments,HTTP/1.1,1043,0,,200,OK,HTTP/1.1,0,application/json;charset=UTF-8,,,552,191,,,0,37,0,0,-1,0,5193,104.24.17.117,,5231,,value
65,,2019-10-09T18:11:54.397+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,161,147,0,0,120,0,118,216.58.210.2,,429,,
66,,2019-10-09T18:11:54.492+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,256,0,0,226,0,97,172.217.22.98,,354,,value
67,,2019-10-09T18:11:54.774+03:00,GET,http://fonts.gstatic.com/s/opensans/v17/mem5YaGs126MiZpBA-UN7rgOUuhp.woff2,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,15056,,,53,26,0,0,-1,18,90,172.217.21.227,,190,,
