,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
18,,2019-10-09T19:04:54.115+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,902,,,96,-1,-1,0,-1,0,-1,96.17.200.131,,97,,
19,,2019-10-09T19:04:54.118+03:00,GET,https://px.srvcs.tumblr.com/impixu?T=1570638134&J=eyJ0eXBlIjoidXJsIiwidXJsIjoiaHR0cDovL3d3dy50dW1ibHIuY29tLyIsInJlcXR5cGUiOjAsInJvdXRlIjoiLyJ9&U=FOPJOGKDOL&K=f80e42b000a137e3b0706bd7dcc689d43fe8389ea6f3558281c68412f4ba4891&R=,HTTP/1.1,948,0,,200,OK,HTTP/1.1,0,image/png,,,454,95,,,171,-1,-1,0,-1,0,-1,152.199.21.147,,171,value,
20,,2019-10-09T19:04:54.138+03:00,POST,https://udc.yahoo.com/v2/public/yql?yhlVer=2&yhlClient=rapid&yhlS=1197719222&yhlCT=2&yhlBTMS=1570637094136&yhlClientVer=3.53.1&yhlRnd=hrokPIWWC0JBUNor&yhlCompressed=0,HTTP/1.1,631,1393,,204,No Content,HTTP/1.1,0,,,,844,0,,,150,-1,-1,0,-1,0,-1,87.248.100.137,,151,value,
21,,2019-10-09T19:04:54.342+03:00,GET,https://www.tumblr.com/about_tumblr/slide_data/blogs,HTTP/1.1,799,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,643,1667,,,176,-1,-1,0,-1,312,-1,152.199.21.147,,489,,
22,,2019-10-09T19:04:54.358+03:00,GET,https://66.media.tumblr.com/3a703c207a638a2ad332ada514904bb8/tumblr_py8aww3mSr1qm3t30o1_r1_1280.png,HTTP/1.1,780,0,,200,OK,HTTP/1.1,0,image/png,,,505,984915,,,96,-1,-1,0,-1,5362,-1,152.199.21.147,,5459,,
23,,2019-10-09T19:04:54.358+03:00,GET,https://66.media.tumblr.com/avatar_6175c4923639_64.pnj,HTTP/1.1,735,0,,200,OK,HTTP/1.1,0,image/jpeg,,,572,1974,,,93,-1,-1,0,-1,1,-1,152.199.21.147,,95,,
24,,2019-10-09T19:04:54.364+03:00,GET,https://cookiex.ngd.yahoo.com/v2/cexposer/SIG=11lum9jej/*https%3A//www.tumblr.com/yahoo_cookie_receiver.html,HTTP/1.1,610,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,https://www.tumblr.com/yahoo_cookie_receiver.html?SIG=10vs3eg3p;x-cookie=9h235sqrcf297&o=3&f=5u,714,0,,,100,254,0,0,287,0,0,212.82.100.180,,389,,
25,,2019-10-09T19:04:54.368+03:00,GET,https://pixel.wp.com/g.gif?v=tumblr&tid=0&rand=985322&_ts=1570637094366&ref=https%3A%2F%2Fwww.tumblr.com%2F,HTTP/1.1,458,0,,200,OK,HTTP/1.1,0,image/gif,,,167,50,,,86,-1,-1,0,-1,0,-1,192.0.76.3,,86,value,
26,,2019-10-09T19:04:54.497+03:00,GET,https://sb.scorecardresearch.com/b?c1=2&c2=15742520&ns__t=1570637094495&ns_c=UTF-8&cv=3.1e&c8=Sign%20up%20%7C%20Tumblr&c7=https%3A%2F%2Fwww.tumblr.com%2F&c9=,HTTP/1.1,572,0,,204,No Content,HTTP/1.1,0,,,,250,0,,,111,-1,-1,0,-1,0,-1,96.17.200.131,,112,value,
27,,2019-10-09T19:04:54.632+03:00,GET,https://tumblr.com/hsts,HTTP/1.1,821,0,,204,No Content,HTTP/1.1,0,,,,182,0,,,159,522,0,0,553,0,0,66.6.33.159,,713,,
28,,2019-10-09T19:04:54.751+03:00,GET,https://www.tumblr.com/yahoo_cookie_receiver.html?SIG=10vs3eg3p;x-cookie=9h235sqrcf297&o=3&f=5u,HTTP/1.1,963,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,364,793,,,180,217,30,1,249,0,0,152.199.21.147,,461,value,
29,,2019-10-09T19:04:59.838+03:00,GET,https://assets.tumblr.com/assets/scripts/vendor/cedexis/1-13960-radar10.min.js?_v=8d32508b0a251bebecb4853c987c5015,HTTP/1.1,759,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,1,-1,0,-1,152.199.21.147,,1,value,No response received
