,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-09T17:36:19.924+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,358,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,50,-1,-1,-1,-1,86,0,216.58.206.14,,137,
11,,2019-10-09T17:36:19.929+03:00,GET,https://www.googletagmanager.com/gtag/js?id=AW-963774345,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27315,,,35,-1,-1,-1,-1,96,0,216.58.207.72,,131,value
12,,2019-10-09T17:36:19.953+03:00,OPTIONS,"https://api.the-dots.com/v1/search/users/query?include=cover-image,experiences.organisation-page,experiences,location,profile-image,projects-summary.image,tagline&page=1&perPage=8",HTTP/1.1,592,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,0,-1,-1,-1,-1,106,0,104.20.56.187,,107,value
13,,2019-10-09T17:36:20.020+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJwYWdldmlldyIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA2MzE3NzkuODcsImRpc3RpbmN0X2lkIjogIjE2ZGIwZjJiYjcyMjIzLTA3N2M3ZGVhN2IyNTkyLTExNWExYjJkLTc1MzAwLTE2ZGIwZjJiYjczMmIzIiwiJGRldmljZV9pZCI6ICIxNmRiMGYyYmI3MjIyMy0wNzdjN2RlYTdiMjU5Mi0xMTVhMWIyZC03NTMwMC0xNmRiMGYyYmI3MzJiMyIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCJwYWdlIG5hbWUiOiAiVGhlIENyZWF0aXZlIE5ldHdvcmsgfCBUaGUgRG90cyIsInVybCI6ICIvIiwidG9rZW4iOiAiNTdiMGJjNzk5ODU4ZjI4NTI1ZTJjYmFmNzNlZGYxZTkifX0%3D&ip=1&_=1570631779872,HTTP/1.1,1160,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,0,144,0,117,132,0,130.211.34.183,,277,value
14,,2019-10-09T17:36:20.065+03:00,POST,"https://api.the-dots.com/v1/search/users/query?include=cover-image,experiences.organisation-page,experiences,location,profile-image,projects-summary.image,tagline&page=1&perPage=8",HTTP/1.1,615,87,,200,OK,HTTP/1.1,0,application/json,,,1064,11981,,,7,-1,-1,-1,-1,338,0,104.20.56.187,,346,value
15,,2019-10-09T17:36:20.138+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJBQiBUZXN0IC0gRXhwZXJpbWVudCBTdGFydCIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA2MzE3NzkuODczLCJkaXN0aW5jdF9pZCI6ICIxNmRiMGYyYmI3MjIyMy0wNzdjN2RlYTdiMjU5Mi0xMTVhMWIyZC03NTMwMC0xNmRiMGYyYmI3MzJiMyIsIiRkZXZpY2VfaWQiOiAiMTZkYjBmMmJiNzIyMjMtMDc3YzdkZWE3YjI1OTItMTE1YTFiMmQtNzUzMDAtMTZkYjBmMmJiNzMyYjMiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwiRXhwZXJpbWVudCI6ICJqb2luRXhwZXJpbWVudCIsIlZhcmlhbnQiOiAiam9pbldpdGhvdXRUZXh0IiwiVVJMIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570631779874,HTTP/1.1,1206,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,0,255,0,227,108,0,130.211.34.183,,365,value
16,,2019-10-09T17:36:20.145+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNjMxNzc5Ljg3NiwiZGlzdGluY3RfaWQiOiAiMTZkYjBmMmJiNzIyMjMtMDc3YzdkZWE3YjI1OTItMTE1YTFiMmQtNzUzMDAtMTZkYjBmMmJiNzMyYjMiLCIkZGV2aWNlX2lkIjogIjE2ZGIwZjJiYjcyMjIzLTA3N2M3ZGVhN2IyNTkyLTExNWExYjJkLTc1MzAwLTE2ZGIwZjJiYjczMmIzIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIlNlY3Rpb24gTmFtZSI6ICJ0b2RheS13aHktam9pbiIsIlNlY3Rpb24gT3JkZXIiOiAxLCJUaW1lIFNpbmNlIExvYWQiOiAwLCJVUkwiOiAiLyIsIlByZXZpb3VzIFNlY3Rpb24gVGltZSBTcGVudCI6IDAsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570631779876,HTTP/1.1,1250,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,0,251,0,226,102,0,130.211.34.183,,355,value
17,,2019-10-09T17:36:20.182+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNjMxNzc5Ljg3OSwiZGlzdGluY3RfaWQiOiAiMTZkYjBmMmJiNzIyMjMtMDc3YzdkZWE3YjI1OTItMTE1YTFiMmQtNzUzMDAtMTZkYjBmMmJiNzMyYjMiLCIkZGV2aWNlX2lkIjogIjE2ZGIwZjJiYjcyMjIzLTA3N2M3ZGVhN2IyNTkyLTExNWExYjJkLTc1MzAwLTE2ZGIwZjJiYjczMmIzIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIlNlY3Rpb24gTmFtZSI6ICJ0b2RheS1wcm9qZWN0cy10ZWFtcyIsIlNlY3Rpb24gT3JkZXIiOiAyLCJUaW1lIFNpbmNlIExvYWQiOiAwLCJVUkwiOiAiLyIsIlByZXZpb3VzIFNlY3Rpb24gTmFtZSI6ICJ0b2RheS13aHktam9pbiIsIlByZXZpb3VzIFNlY3Rpb24gVGltZSBTcGVudCI6IDAsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570631779880,HTTP/1.1,1314,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,-1,-1,-1,-1,114,0,130.211.34.183,,116,value
18,,2019-10-09T17:36:20.184+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,31625,,,46,0,250,0,222,93,0,157.240.1.23,,390,
19,,2019-10-09T17:36:20.224+03:00,GET,https://static.hotjar.com/c/hotjar-286277.js?sv=5,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,application/javascript,,,562,0,,,0,0,296,0,272,101,0,147.75.84.117,,398,value
20,,2019-10-09T17:36:20.302+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1218156390&t=pageview&_s=1&dl=https%3A%2F%2Fthe-dots.com%2F&dp=%2F&ul=en-us&de=UTF-8&dt=The%20Creative%20Network%20%7C%20The%20Dots&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=&gjid=&cid=1180898493.1570631761&tid=UA-52833372-1&_gid=189380067.1570631761&z=432704530,HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,image/gif,,,480,35,,,0,-1,-1,-1,-1,107,0,216.58.206.14,,108,value
21,,2019-10-09T17:36:20.362+03:00,GET,https://connect.facebook.net/signals/config/471796676315561?v=2.9.4&r=stable,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,79753,,,106,-1,-1,-1,-1,98,0,157.240.1.23,,204,value
22,,2019-10-09T17:36:20.648+03:00,OPTIONS,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,0,-1,-1,-1,-1,103,0,104.20.56.187,,104,value
23,,2019-10-09T17:36:20.756+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,748,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,0,-1,-1,-1,-1,88,0,104.20.56.187,,89,value
24,,2019-10-09T17:36:20.896+03:00,OPTIONS,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,0,-1,-1,-1,-1,112,0,104.20.56.187,,112,value
25,,2019-10-09T17:36:20.897+03:00,OPTIONS,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,0,0,244,0,205,106,0,104.20.56.187,,351,value
26,,2019-10-09T17:36:20.939+03:00,GET,https://www.googleadservices.com/pagead/conversion_async.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,9186,,,9,-1,-1,-1,-1,97,0,172.217.22.34,,106,
27,,2019-10-09T17:36:20.944+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,0,0,258,0,221,91,0,104.20.56.187,,351,value
28,,2019-10-09T17:36:20.986+03:00,GET,https://images1.the-dots.com/2599906/creative-hues-live-dots-v1.jpeg?p=socialLarge,HTTP/1.1,1344,0,,200,OK,HTTP/1.1,0,image/webp,,,639,48366,,,147,0,762,0,735,101,0,104.20.56.187,,1012,value
29,,2019-10-09T17:36:21.007+03:00,POST,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,574,41,,200,OK,HTTP/1.1,0,application/json,,,1064,12977,,,70,-1,-1,-1,-1,328,0,104.20.56.187,,399,value
30,,2019-10-09T17:36:21.009+03:00,GET,https://images1.the-dots.com/1970234/1-2.jpeg?p=socialLarge,HTTP/1.1,1321,0,,200,OK,HTTP/1.1,0,image/webp,,,617,60542,,,215,0,785,0,750,110,0,104.20.56.187,,1112,value
31,,2019-10-09T17:36:21.012+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,771,41,,200,OK,HTTP/1.1,0,application/json,,,1064,6845,,,3,-1,-1,-1,-1,255,0,104.20.56.187,,259,value
32,,2019-10-09T17:36:21.039+03:00,POST,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,579,99,,200,OK,HTTP/1.1,0,application/json,,,1064,12243,,,18,-1,-1,-1,-1,347,0,104.20.56.187,,366,value
33,,2019-10-09T17:36:21.107+03:00,GET,https://images1.the-dots.com/2543859/image00020.jpeg?p=socialLarge,HTTP/1.1,1328,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,104472,,,275,0,12369,91,12343,101,1,104.20.56.187,,12838,value
34,,2019-10-09T17:36:21.108+03:00,POST,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,554,41,,200,OK,HTTP/1.1,0,application/json,,,1064,5037,,,3,0,169,0,146,325,0,104.20.56.187,,499,value
35,,2019-10-09T17:36:21.136+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,581,130,,200,OK,HTTP/1.1,0,application/json,,,1064,6288,,,3,0,229,0,195,376,0,104.20.56.187,,609,value
36,,2019-10-09T17:36:21.393+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570631781099&cv=9&fst=1570631781099&num=1&bg=ffffff&guid=ON&resp=GooglemKTybQhCsO&eid=376635471&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa20&sendb=1&ig=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,783,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1177,973,,,1,0,274,0,244,140,0,172.217.22.34,,417,value
37,,2019-10-09T17:36:21.404+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570631781106&cv=9&fst=1570631781106&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga20&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,734,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1177,935,,,1,0,289,0,261,131,0,172.217.22.34,,422,value
38,,2019-10-09T17:36:22.049+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570631781099&cv=9&fst=1570629600000&num=1&bg=ffffff&guid=ON&eid=376635471&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa20&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=1098584828&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,788,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,0,3956,0,3921,114,0,172.217.21.228,,4073,value
39,,2019-10-09T17:36:22.168+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570631781106&cv=9&fst=1570629600000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga20&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=649903813&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,738,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,-1,-1,-1,-1,100,0,172.217.21.228,,100,value
40,,2019-10-09T17:36:23.495+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=57b0bc799858f28525e2cbaf73edf1e9&ip=1&_=1570631779865,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,application/json,,,433,233,,,0,0,16944,136,16891,173,0,130.211.34.183,,17255,value
41,,2019-10-09T17:36:23.521+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=the-dots.com,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,5846,35,5818,92,0,172.217.18.2,,5975,value
42,,2019-10-09T17:36:23.589+03:00,GET,https://js.stripe.com/v2/m/outer.html,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,388,,,0,0,2471,82,2390,96,0,151.101.16.176,,2652,
43,,2019-10-09T17:36:23.677+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,130,0,2564,0,2538,118,1,172.217.22.98,,2815,
44,,2019-10-09T17:36:23.679+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570631781099&cv=9&fst=1570629600000&num=1&bg=ffffff&guid=ON&eid=376635471&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oaa20&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=1098584828&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,790,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,0,2578,49,2550,103,0,172.217.22.35,,2732,value
45,,2019-10-09T17:36:23.680+03:00,POST,https://rs.fullstory.com/rec/page,HTTP/1.1,421,246,,202,Accepted,HTTP/1.1,0,text/plain; charset=utf-8,,,364,15,,,0,0,2593,0,2566,197,0,35.186.194.58,,2791,
46,,2019-10-09T17:36:23.787+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570631781106&cv=9&fst=1570629600000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga20&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=649903813&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,740,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,0,-1,-1,-1,-1,99,0,172.217.22.35,,100,value
47,,2019-10-09T17:36:23.819+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/rollbar.js/2.2.3/rollbar.min.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,692,16084,,,853,0,305,5,266,110,0,104.19.198.151,,1274,
48,,2019-10-09T17:36:23.820+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,10218,,,11,0,313,0,276,88,0,157.240.1.23,,413,value
49,,2019-10-09T17:36:23.909+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly90aGUtZG90cy5jb20vIiwiJGJyb3dzZXJfdmVyc2lvbiI6IDc3LCIkc2NyZWVuX2hlaWdodCI6IDYwMCwiJHNjcmVlbl93aWR0aCI6IDgwMCwibXBfbGliIjogIndlYiIsIiRsaWJfdmVyc2lvbiI6ICIyLjI5LjEiLCJ0aW1lIjogMTU3MDYzMTc4My44NywiZGlzdGluY3RfaWQiOiAiMTZkYjBmMmJiNzIyMjMtMDc3YzdkZWE3YjI1OTItMTE1YTFiMmQtNzUzMDAtMTZkYjBmMmJiNzMyYjMiLCIkZGV2aWNlX2lkIjogIjE2ZGIwZjJiYjcyMjIzLTA3N2M3ZGVhN2IyNTkyLTExNWExYjJkLTc1MzAwLTE2ZGIwZjJiYjczMmIzIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIiR0aXRsZSI6ICJUaGUgQ3JlYXRpdmUgTmV0d29yayB8IFRoZSBEb3RzIiwiJGV2ZW50X3R5cGUiOiAicGFnZXZpZXciLCIkY2VfdmVyc2lvbiI6IDEsIiRob3N0IjogInRoZS1kb3RzLmNvbSIsIiRwYXRobmFtZSI6ICIvIiwidG9rZW4iOiAiNTdiMGJjNzk5ODU4ZjI4NTI1ZTJjYmFmNzNlZGYxZTkifX0%3D&ip=1&_=1570631783871,HTTP/1.1,1256,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,-1,-1,-1,-1,114,0,130.211.34.183,,115,value
50,,2019-10-09T17:36:24.032+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=3378503681008405&correlator=3709274464187033&output=ldjh&impl=fifs&adsid=NT&eid=21063203%2C21064687&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A553648136%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191009&iu_parts=67144447%2CThe_Dots_Footer_New&enc_prev_ius=%2F0%2F1&prev_iu_szs=300x250&eri=1&cookie_enabled=1&bc=31&abxe=1&lmt=1570631784&dt=1570631784013&dlt=1570631777863&idt=6108&frm=20&biw=779&bih=600&oid=3&adxs=439&adys=4386&adks=1949431381&ucis=1&ifi=1&u_tz=180&u_his=2&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fthe-dots.com%2F&dssz=37&icsg=34362501180&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x250&msz=300x-1&ga_vid=1180898493.1570631761&ga_sid=1570631784&ga_hid=1218156390&fws=0&ohw=0,HTTP/1.1,1221,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,842,2182,,,1,-1,-1,-1,-1,149,0,172.217.22.98,,151,value
51,,2019-10-09T17:36:24.180+03:00,GET,https://m.stripe.network/inner.html,HTTP/1.1,517,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,944,10066,,,9,0,198,0,169,94,0,151.101.16.176,,303,
