,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,request.queryString.name
10,har_a0,2019-12-08T09:33:26.189+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/I7MGeYV4AeN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5466,,,,0,403,0,70,1,0,299,31.13.90.6,,476,value
11,har_a0,2019-12-08T09:33:26.190+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yu/l/0,cross/Q_Qtc1cmjHk.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,6953,,,,32,378,0,71,2,0,302,31.13.90.6,,484,value
12,har_a0,2019-12-08T09:33:26.192+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/jRBqzHugMVR.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,13197,,,,3,409,0,74,74,0,309,31.13.90.6,,561,value
13,har_a0,2019-12-08T09:33:26.193+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yY/l/0,cross/ZvtiUQgBgI3.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,15461,,,,30,377,0,72,72,0,304,31.13.90.6,,553,value
14,har_a0,2019-12-08T09:33:26.193+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/pZf38NqrlFs.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,20312,,,,0,403,0,82,85,0,290,31.13.90.6,,571,value
15,har_a0,2019-12-08T09:33:26.266+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/lZ86cv9aR90.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,26016,,,,-1,-1,0,72,72,-1,-1,31.13.90.6,,145,value
16,har_a0,2019-12-08T09:33:26.274+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/PIruY5nkWcN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1100,,,,-1,-1,0,71,0,-1,-1,31.13.90.6,,72,value
17,har_a0,2019-12-08T09:33:26.296+02:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,506,0,,200,OK,HTTP/1.1,0,image/gif,,,1365,44,,,,3,308,0,146,0,0,234,157.240.1.35,,460,
18,har_a0,2019-12-08T09:33:26.358+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yC/r/hm1syguAPPs.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,83285,,,,-1,-1,0,71,101,-1,-1,31.13.90.6,,173,value
19,har_a0,2019-12-08T09:33:26.548+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,429,0,,200,OK,HTTP/1.1,0,image/gif,,,552,522,,,,0,174,0,71,0,0,102,31.13.90.6,,246,
20,har_a0,2019-12-08T09:33:27.061+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/5YJdjtFYsEy.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,554,15015,,,,-1,-1,0,72,75,-1,-1,31.13.90.6,,147,
21,har_a0,2019-12-08T09:33:27.212+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,553,1163,,,,-1,-1,0,71,0,-1,-1,31.13.90.6,,71,
22,har_a0,2019-12-08T09:33:27.728+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/gh2BKTXkCxb.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,554,16481,,,,-1,-1,0,71,17,-1,-1,31.13.90.6,,89,
23,har_a0,2019-12-08T09:33:27.786+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyl-4/yh/l/en_US/5NE4ZdNpr33.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,84681,,,,-1,-1,0,77,20,-1,-1,31.13.90.6,,97,value
24,har_a0,2019-12-08T09:33:27.787+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/6Qzm6PWxtWV.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,71045,,,,-1,-1,0,74,91,-1,-1,31.13.90.6,,166,value
25,har_a0,2019-12-08T09:33:27.787+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iwOb4/yw/l/en_US/glxc51GHtQu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,45130,,,,-1,-1,0,70,27,-1,-1,31.13.90.6,,97,value
26,har_a0,2019-12-08T09:33:27.787+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqiV4/yg/l/en_US/i2NfcZ_M9mN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,53120,,,,-1,-1,0,96,91,-1,-1,31.13.90.6,,187,value
27,har_a0,2019-12-08T09:33:28.038+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iidW4/y-/l/en_US/FTlx24msgmk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,19119,,,,-1,-1,0,91,2,-1,-1,31.13.90.6,,94,value
28,har_a0,2019-12-08T09:33:28.038+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/E9Mk8QCCThk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,4254,,,,-1,-1,0,70,3,-1,-1,31.13.90.6,,74,value
29,har_a0,2019-12-08T09:33:28.040+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i8594/yT/l/en_US/yqcGSezrmzF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,5360,,,,-1,-1,0,81,0,-1,-1,31.13.90.6,,81,value
30,har_a0,2019-12-08T09:33:28.040+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNq44/yb/l/en_US/7SLr517XDtC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,97305,,,,-1,-1,0,72,75,-1,-1,31.13.90.6,,148,value
31,har_a0,2019-12-08T09:33:28.040+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iYXl4/yI/l/en_US/CSM_QaqTSsW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6940,,,,-1,-1,0,81,0,-1,-1,31.13.90.6,,81,value
32,har_a0,2019-12-08T09:33:28.042+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSRX4/yz/l/en_US/juZKaOZI_AA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,91508,,,,-1,-1,0,79,147,-1,-1,31.13.90.6,,226,value
33,har_a0,2019-12-08T09:33:28.114+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/9zFAWatiAXv.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6825,,,,-1,-1,0,73,0,-1,-1,31.13.90.6,,73,value
34,har_a0,2019-12-08T09:33:28.125+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5Xt4/yn/l/en_US/Mh1V09ZtqoH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,14563,,,,-1,-1,0,74,3,-1,-1,31.13.90.6,,78,value
35,har_a0,2019-12-08T09:33:28.125+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/tb_YvEDWcve.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6631,,,,-1,-1,0,77,1,-1,-1,31.13.90.6,,78,value
36,har_a0,2019-12-08T09:33:28.136+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iIvb4/yA/l/en_US/m_NTmSlDcn8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,32868,,,,-1,-1,0,86,11,-1,-1,31.13.90.6,,97,value
37,har_a0,2019-12-08T09:33:28.190+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3izyp4/yV/l/en_US/rEYQ_BPfYNj.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,43280,,,,-1,-1,0,69,8,-1,-1,31.13.90.6,,78,value
38,har_a0,2019-12-08T09:33:28.190+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3in4-4/yx/l/en_US/iGIJeXqUf1S.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,52832,,,,-1,-1,0,72,11,-1,-1,31.13.90.6,,83,value
39,har_a0,2019-12-08T09:33:28.206+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iY_v4/yD/l/en_US/E5debFZMRmF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,24055,,,,-1,-1,0,72,4,-1,-1,31.13.90.6,,77,value
40,har_a0,2019-12-08T09:33:28.207+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/uUjl9EACWSH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,53117,,,,-1,-1,0,75,106,-1,-1,31.13.90.6,,181,value
41,har_a0,2019-12-08T09:33:28.235+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i1md4/y-/l/en_US/Yvesfg-Jylo.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,45776,,,,-1,-1,0,83,25,-1,-1,31.13.90.6,,109,value
42,har_a0,2019-12-08T09:33:28.269+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/sjETqwBblQz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,51646,,,,-1,-1,0,70,11,-1,-1,31.13.90.6,,81,value
43,har_a0,2019-12-08T09:33:28.279+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iwFx4/yt/l/en_US/9CYK1c-4ehK.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,76709,,,,-1,-1,0,79,16,-1,-1,31.13.90.6,,95,value
44,har_a0,2019-12-08T09:33:28.282+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/svFKQXueTby.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,2406,,,,-1,-1,0,72,1,-1,-1,31.13.90.6,,74,value
45,har_a0,2019-12-08T09:33:28.285+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqES4/yZ/l/en_US/sPURVlDOSFS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,9980,,,,-1,-1,0,73,1,-1,-1,31.13.90.6,,74,value
46,har_a0,2019-12-08T09:33:29.628+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yE/r/1WstuO0PYnw.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,5745,,,,-1,-1,0,82,1,-1,-1,31.13.90.6,,85,value
47,har_a0,2019-12-08T09:33:30.528+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,429,0,,200,OK,HTTP/1.1,0,image/gif,,,551,43,,,,-1,-1,0,71,0,-1,-1,31.13.90.6,,72,
48,har_a0,2019-12-08T09:33:30.573+02:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,665,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1386,66,,,,-1,-1,0,161,0,-1,-1,31.13.90.36,,162,
49,har_a0,2019-12-08T09:33:30.740+02:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,665,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1386,66,,,,10,534,0,149,0,0,422,31.13.90.36,,694,
50,har_a0,2019-12-08T09:33:31.661+02:00,GET,https://cx.atdmt.com/?f=AYwsajkAhjPkO-SP-aAJnS1uRKVB5EUTcHbhj3HBREHLUkBCoMzwR4W1SzwlTrtFtFdR21-eoj1I_g6rvAOD4wwI&c=1315650239&v=1&l=2,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,,3,709,0,150,0,0,638,31.13.90.9,,864,value
51,har_a0,2019-12-08T09:33:31.889+02:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,602,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1251,6456,,,,73,862,0,230,0,0,776,157.240.1.35,,1166,value
52,har_a0,2019-12-08T09:33:32.207+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,566,131,,,,-1,-1,0,71,0,-1,-1,31.13.90.6,,72,value
53,har_a0,2019-12-08T09:33:32.207+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/pZf38NqrlFs.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,20312,,,,0,176,0,80,83,0,94,31.13.90.6,,341,value
54,har_a0,2019-12-08T09:33:32.290+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yY/l/0,cross/ZvtiUQgBgI3.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,15461,,,,-1,-1,0,72,3,-1,-1,31.13.90.6,,76,value
55,har_a0,2019-12-08T09:33:32.385+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yC/r/hm1syguAPPs.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,83285,,,,0,165,0,70,182,0,94,31.13.90.6,,419,value
56,har_a0,2019-12-08T09:33:32.621+02:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,521,464,,,,4,405,0,72,0,0,345,172.217.18.164,,482,
57,har_a0,2019-12-08T09:33:32.769+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y6/r/O43g43q-9HX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,753,,,,-1,-1,0,70,0,-1,-1,31.13.90.6,,71,value
58,har_a0,2019-12-08T09:33:32.770+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyl-4/yh/l/en_US/5NE4ZdNpr33.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,84681,,,,-1,-1,0,80,116,-1,-1,31.13.90.6,,197,value
59,har_a0,2019-12-08T09:33:32.770+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/E9Mk8QCCThk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,4254,,,,-1,-1,0,80,0,-1,-1,31.13.90.6,,80,value
60,har_a0,2019-12-08T09:33:32.771+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNq44/yb/l/en_US/7SLr517XDtC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,97305,,,,0,167,0,76,215,0,95,31.13.90.6,,459,value
61,har_a0,2019-12-08T09:33:32.846+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/6Qzm6PWxtWV.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,71045,,,,-1,-1,0,74,25,-1,-1,31.13.90.6,,99,value
62,har_a0,2019-12-08T09:33:32.869+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/9zFAWatiAXv.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6825,,,,-1,-1,0,75,0,-1,-1,31.13.90.6,,76,value
63,har_a0,2019-12-08T09:33:33.077+02:00,GET,https://www.gstatic.com/recaptcha/releases/PRkVene3wKrZUWATSylf69ja/recaptcha__en.js,HTTP/1.1,484,0,,200,OK,HTTP/1.1,0,text/javascript,,,569,92901,,,,3,373,0,79,201,0,294,172.217.23.163,,657,
64,har_a0,2019-12-08T09:33:33.443+02:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=PRkVene3wKrZUWATSylf69ja&size=normal&cb=3vnz0eexet9,HTTP/1.1,737,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,762,8497,,,,-1,-1,0,82,10,-1,-1,172.217.18.164,,93,value
65,har_a0,2019-12-08T09:33:33.583+02:00,GET,https://www.gstatic.com/recaptcha/releases/PRkVene3wKrZUWATSylf69ja/styles__ltr.css,HTTP/1.1,590,0,,200,OK,HTTP/1.1,0,text/css,,,562,90935,,,,-1,-1,0,80,51,-1,-1,172.217.23.163,,131,
66,har_a0,2019-12-08T09:33:33.717+02:00,GET,https://www.gstatic.com/recaptcha/releases/PRkVene3wKrZUWATSylf69ja/recaptcha__en.js,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,text/javascript,,,569,92901,,,,0,133,0,56,169,0,75,172.217.23.163,,360,
67,har_a0,2019-12-08T09:33:34.012+02:00,GET,https://www.google.com/js/bg/hXx9FLqs445W2qgnFhm_HMWoQC_zK880E2pKDGygpUc.js,HTTP/1.1,568,0,,200,OK,HTTP/1.1,0,text/javascript,,,569,5397,,,,-1,-1,0,60,5,-1,-1,172.217.18.164,,65,
68,har_a0,2019-12-08T09:33:34.079+02:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=PRkVene3wKrZUWATSylf69ja,HTTP/1.1,580,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,521,112,,,,-1,-1,0,69,0,-1,-1,172.217.18.164,,70,value
69,har_a0,2019-12-08T09:33:34.181+02:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=PRkVene3wKrZUWATSylf69ja&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=omghn1r7c8z2,HTTP/1.1,689,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,762,1103,,,,-1,-1,0,71,3,-1,-1,172.217.18.164,,75,value
70,har_a0,2019-12-08T09:33:34.195+02:00,GET,https://www.facebook.com/osd.xml,HTTP/1.1,455,0,,200,OK,HTTP/1.1,0,text/xml; charset=UTF-8,,,1184,446,,,,-1,-1,0,93,0,-1,-1,31.13.90.36,,93,
71,har_a0,2019-12-08T09:33:34.201+02:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswdC1nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001513048&__s=u6x6ke%3Ac9aa6v%3Ara8kji&__hsi=6767968261059548817-0&__spin_r=1001513048&__spin_b=trunk&__spin_t=1575790406,HTTP/1.1,833,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1191,1312,,,,-1,-1,0,112,0,-1,-1,31.13.90.36,,112,value
72,har_a0,2019-12-08T09:33:34.207+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/yo/r/iRmz9lCMBD2.ico,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,image/x-icon,,,556,5430,,,,-1,-1,0,71,2,-1,-1,31.13.90.6,,73,
73,har_a0,2019-12-08T09:33:34.235+02:00,GET,https://www.gstatic.com/recaptcha/releases/PRkVene3wKrZUWATSylf69ja/recaptcha__en.js,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,text/javascript,,,569,92901,,,,-1,-1,0,57,46,-1,-1,172.217.23.163,,104,
74,har_a0,2019-12-08T09:33:35.654+02:00,GET,https://redirector.gvt1.com/edgedl/chrome/dict/en-us-8-0.bdic,HTTP/1.1,339,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://r7---sn-nhpax-ua8s.gvt1.com/edgedl/chrome/dict/en-us-8-0.bdic?cms_redirect=yes&mip=31.154.79.66&mm=28&mn=sn-nhpax-ua8s&ms=nvh&mt=1575790333&mv=m&mvi=6&pcm2cms=yes&pl=24&shardbypass=yes,681,429,,,,4,745,0,77,0,0,678,172.217.21.206,,827,
