,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
13,,2019-10-09T17:12:34.163+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,4163,10,0,100,0,4193,27,172.217.22.3,,4332,,
14,,2019-10-09T17:12:35.465+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,382,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,892,36813,,,8088,40,0,102,0,8114,81,172.217.22.34,,8339,,
15,,2019-10-09T17:12:35.677+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,-1,0,110,-1,-1,81,172.217.22.34,,192,,
16,,2019-10-09T17:12:35.705+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,5328,29,1,90,0,5356,3,216.58.206.2,,5481,,
17,,2019-10-09T17:12:36.585+03:00,GET,https://yt3.ggpht.com/-3S_ingbAD6c/AAAAAAAAAAI/AAAAAAAAAAA/5VWHXs6ewR0/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,image/jpeg,,,575,1649,,,6064,30,0,101,0,6088,1,216.58.210.1,,6221,,
18,,2019-10-09T17:12:37.104+03:00,GET,https://i.ytimg.com/vi/daw9GoZWWSI/default.jpg,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,4111,,,7103,27,1,109,0,7149,2,172.217.22.54,,7289,,
19,,2019-10-09T17:12:37.469+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=pokemonshowdown.com,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,1737,28,0,105,0,1765,0,172.217.23.162,,1901,value,
20,,2019-10-09T17:12:37.658+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-26211653-1&cid=149706933.1570630351&jid=863332630&_gid=1904588707.1570630351&gjid=967126426&_v=j79&z=991147418,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,1105,3,0,102,0,1144,0,74.125.140.155,,1252,value,
21,,2019-10-09T17:12:40.121+03:00,POST,https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,HTTP/1.1,995,3047,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,448,48,,,-1,-1,0,104,-1,-1,0,172.217.23.110,,106,value,
22,,2019-10-09T17:12:40.196+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=pokemonshowdown.com,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,4457,36,0,105,0,4484,1,172.217.23.162,,4627,value,
23,,2019-10-09T17:12:40.784+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,-1,0,105,-1,-1,70,172.217.22.34,,176,,
24,,2019-10-09T17:12:40.827+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,5346,43,0,104,0,5373,0,216.58.206.6,,5522,,
25,,2019-10-09T17:12:41.020+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&h=280&slotname=6218061333&adk=1562799790&adf=2670983925&w=749&fwrn=4&fwrnh=100&lmt=1570630361&rafmt=1&guci=2.2.0.0.2.2.0.0&format=749x280&url=https%3A%2F%2Fpokemonshowdown.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&adsid=NT&dt=1570630355673&bpp=28&bdt=8391&fdt=5320&idt=5320&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=947610991483&frm=20&pv=2&ga_vid=149706933.1570630351&ga_sid=1570630361&ga_hid=1200264573&ga_fc=0&iag=0&icsg=170&dssz=9&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=15&ady=81&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C332260031%2C332260041%2C26835106%2C21062175&oid=3&pvsid=4012032952759825&pem=871&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=0&fu=144&bc=31&ifi=1&uci=1.q68kebpg6iih&xpc=flzVXpS3BE&p=https%3A//pokemonshowdown.com&dtd=5343,HTTP/1.1,1456,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,20329,,,-1,-1,0,328,-1,-1,30,216.58.206.2,,359,value,
26,,2019-10-09T17:12:41.207+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&h=280&slotname=9252930937&adk=3933521251&adf=2668242184&w=336&lmt=1570630361&guci=2.2.0.0.2.2.0.0&format=336x280&url=https%3A%2F%2Fpokemonshowdown.com%2F&flash=0&wgl=1&adsid=NT&dt=1570630355701&bpp=14&bdt=8419&fdt=5335&idt=5335&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280&correlator=947610991483&frm=20&pv=1&ga_vid=149706933.1570630351&ga_sid=1570630361&ga_hid=1200264573&ga_fc=0&iag=0&icsg=2218&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=342&ady=1126&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C332260031%2C332260041%2C26835106%2C21062175&oid=3&pvsid=4012032952759825&pem=871&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeEbr%7C&abl=CS&pfx=0&fu=16&bc=31&ifi=2&uci=2.9jbk2097itah&xpc=AZUsfLpl9o&p=https%3A//pokemonshowdown.com&dtd=5342,HTTP/1.1,1431,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,124,0,3,299,0,155,0,216.58.206.2,,458,value,
27,,2019-10-09T17:12:41.220+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&adk=1812271804&adf=3025194257&lmt=1570630361&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Fpokemonshowdown.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570630355715&bpp=10&bdt=8433&fdt=5337&idt=5337&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280%2C336x280&nras=1&correlator=947610991483&frm=20&pv=1&ga_vid=149706933.1570630351&ga_sid=1570630361&ga_hid=1200264573&ga_fc=0&iag=0&icsg=2218&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336%2C332260031%2C332260041%2C26835106%2C21062175&oid=3&pvsid=4012032952759825&pem=871&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=2&uci=2.t9zx1vkq2hvd&dtd=5344,HTTP/1.1,1447,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,128,0,5,98,0,153,1,216.58.206.2,,258,value,
28,,2019-10-09T17:12:42.717+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,1629,25,0,142,0,1660,70,216.58.206.2,,1900,value,
29,,2019-10-09T17:12:44.018+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/error_handler.js,HTTP/1.1,1362,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,3377,,,2565,27,1,125,0,2594,4,172.217.16.129,,2754,,
30,,2019-10-09T17:12:44.034+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1350,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,2574,29,1,104,0,2611,17,172.217.16.129,,2763,,
31,,2019-10-09T17:12:44.035+03:00,GET,https://tpc.googlesyndication.com/simgad/2671993393372279051?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qnnFE7xDYzZzOuZA0b-224QLAQLzA,HTTP/1.1,1501,0,,200,OK,HTTP/1.1,0,image/jpeg,,,521,133286,,,2582,30,0,91,0,2611,172,172.217.16.129,,2907,value,
32,,2019-10-09T17:12:44.172+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1364,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,-1,-1,0,90,-1,-1,23,172.217.16.129,,115,,
33,,2019-10-09T17:12:44.180+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1362,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,-1,-1,0,120,-1,-1,44,216.58.206.2,,165,value,
34,,2019-10-09T17:12:44.181+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1368,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,-1,-1,0,84,-1,-1,2,172.217.16.129,,88,,
35,,2019-10-09T17:12:44.184+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CXZWk7O6dXcjcMMSvgAe_74-gD4PsleVY9NiX-qAJv-EeEAEg4LrbKGD5uvSDnBCgAfmgpOoCyAECqAMByAPJBKoErwFP0BAZe587ZSLOrcP4nRZCgliami-L3OtOqMxXhD2hBTVnctr869Y8DnOlGzRj_BvXuWo28eIY170Sw_9XLGD0MTyt2ckQdNVBkCnoMCFlBv6BkTYvRr9ejTkoVRudpY6bWZYdqS51cVsVd8komD91G9orVD_x-wZyfzbLdcQQThpevQw9n8Yqyv-TSUtDiMlAIn_LSsABc3pQOvgGxHIuYuY_UiYd6sb8NoRXk-_GwAS_-MyqlAKSBQQIBBgBkgUECAUYBKAGAoAH797blQGoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwHyBwQQ-KQX0ggHCIBhEAEYHoAKAdgTDA&sigh=PBdDuk4hSVw&tpd=AGWhJmvi8fuy2gnyy0_GCioJdIq7f5o342C86_MwJZW-VOi8ag,HTTP/1.1,1936,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,-1,-1,1,105,-1,-1,0,216.58.206.2,,107,value,
36,,2019-10-09T17:12:44.198+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1529,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,-1,-1,0,88,-1,-1,0,216.58.206.2,,88,value,
37,,2019-10-09T17:12:44.272+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1361,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,-1,-1,0,98,-1,-1,0,172.217.16.129,,99,,
38,,2019-10-09T17:12:44.327+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,-1,-1,0,115,-1,-1,0,172.217.21.228,,117,,
39,,2019-10-09T17:12:44.459+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,-1,-1,1,105,-1,-1,0,216.58.206.2,,107,,
40,,2019-10-09T17:12:44.640+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1362,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,-1,0,172.217.22.34,,0,,No response received
