,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.ssl,timings.dns,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-08T19:54:27.130+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=847630220&t=pageview&_s=1&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ul=en-us&de=UTF-8&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=AACAAEAB~&jid=1344485795&gjid=1620247044&cid=1989911446.1570553587&tid=UA-122981820-1&_gid=1044496558.1570553587&_r=1&z=1776936362,HTTP/1.1,767,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-122981820-1&cid=1989911446.1570553587&jid=1344485795&_gid=1044496558.1570553587&gjid=1620247044&_v=j79&z=1776936362,648,421,,,0,-1,-1,0,-1,-1,95,172.217.22.110,,96,value,
11,,2019-10-08T19:54:27.134+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900",HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,758,,,0,0,209,0,178,0,94,216.58.207.42,,304,value,
12,,2019-10-08T19:54:27.254+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1777,,,0,0,227,0,186,0,100,31.13.92.14,,328,,
13,,2019-10-08T19:54:27.284+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,139,0,250,0,215,0,124,89.187.169.79,,514,,
14,,2019-10-08T19:54:27.285+03:00,GET,https://load.sumo.com/78.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,101903,,,197,0,251,0,217,0,109,89.187.169.79,,558,,
15,,2019-10-08T19:54:27.312+03:00,GET,https://ws.sharethis.com/button/async-buttons.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,application/javascript,,,555,18855,,,42,0,321,0,287,0,96,13.224.132.51,,461,,
16,,2019-10-08T19:54:27.340+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,2,0,307,0,272,0,88,13.224.132.25,,398,,
17,,2019-10-08T19:54:27.463+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,508,3851,,,1,-1,-1,0,-1,-1,110,13.224.132.51,,112,,
18,,2019-10-08T19:54:27.591+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=424c6db8c6a8bb5eadc0ed0b9201ec6e&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56393,,,112,0,228,0,200,0,99,31.13.92.14,,440,value,
19,,2019-10-08T19:54:27.603+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-122981820-1&cid=1989911446.1570553587&jid=1344485795&_gid=1044496558.1570553587&gjid=1620247044&_v=j79&z=1776936362,HTTP/1.1,640,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-122981820-1&cid=1989911446.1570553587&jid=1344485795&_v=j79&z=1776936362,676,368,,,0,0,343,0,306,0,90,74.125.140.155,,435,value,
20,,2019-10-08T19:54:27.687+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16dac49d7d8-2cf8704a-7&sessionID=1570553666981.80652&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570553666981.0=&sop=false,HTTP/1.1,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,0,0,237,0,200,0,111,3.120.46.255,,349,value,
21,,2019-10-08T19:54:27.698+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-122981820-1&cid=1989911446.1570553587&jid=1344485795&_v=j79&z=1776936362,HTTP/1.1,503,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-122981820-1&cid=1989911446.1570553587&jid=1344485795&_v=j79&z=1776936362&slf_rd=1&random=853812326,743,0,,,0,-1,-1,0,-1,-1,103,172.217.18.4,,103,value,
22,,2019-10-08T19:54:28.069+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1122,11785,,,4,0,229,0,184,0,106,31.13.92.14,,339,value,
23,,2019-10-08T19:54:28.305+03:00,GET,https://www.dwin2.com/init.js?t=1570553666994,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,491,100,,,0,0,188,0,161,0,97,151.101.18.110,,286,value,
24,,2019-10-08T19:54:28.313+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570553667803&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,513,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,957,,,0,0,232,0,205,0,92,104.82.118.155,,325,value,
25,,2019-10-08T19:54:28.413+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570553668411,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,920,3936,,,9,-1,-1,0,-1,-1,92,143.204.192.42,,101,value,
26,,2019-10-08T19:54:28.891+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-122981820-1&cid=1989911446.1570553587&jid=1344485795&_v=j79&z=1776936362&slf_rd=1&random=853812326,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,0,0,1041,0,1005,42,116,216.58.206.3,,1201,value,
27,,2019-10-08T19:54:29.114+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12184,,,3,-1,-1,0,-1,-1,159,31.13.92.36,,162,value,
28,,2019-10-08T19:54:29.136+03:00,GET,https://aa.agkn.com/adscores/r.pixel?sid=9212270798&puid=ZGgAFV2cwxAAAAASKQwAAw%3D%3D,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,image/gif,,,415,43,,,0,0,689,0,655,0,329,54.65.93.148,,1019,value,
29,,2019-10-08T19:54:29.198+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,145,-1,-1,0,-1,-1,104,172.217.22.98,,250,,
30,,2019-10-08T19:54:29.308+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,130,-1,-1,0,-1,-1,133,172.217.22.98,,263,,
31,,2019-10-08T19:54:29.436+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,4,0,237,0,210,0,106,172.217.22.98,,347,value,
32,,2019-10-08T19:54:29.438+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,240,0,213,0,115,172.217.16.162,,357,value,
33,,2019-10-08T19:54:29.452+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,4,0,220,0,194,0,89,172.217.22.98,,315,,
34,,2019-10-08T19:54:29.515+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,1093,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,0,0,30,1,-1,0,3108,104.24.18.117,,3140,value,
35,,2019-10-08T19:54:29.634+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,528,768,,,0,0,22,0,-1,0,415,52.34.133.113,,439,,
36,,2019-10-08T19:54:29.739+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=ae39df3b-a219-42aa-9b26-cfbfad1f7ac3,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,43,,,0,0,210,0,183,0,191,104.25.97.17,,402,value,
37,,2019-10-08T19:54:29.750+03:00,GET,https://privymktg.com/collect?v=1&cid=ae39df3b-a219-42aa-9b26-cfbfad1f7ac3&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=1479762648465961,HTTP/1.1,730,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=ae39df3b-a219-42aa-9b26-cfbfad1f7ac3&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=1479762648465961,822,0,,,0,0,218,0,186,0,86,104.28.22.64,,305,value,
38,,2019-10-08T19:54:29.885+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,0,0,207,0,171,0,273,146.185.139.55,,482,,
39,,2019-10-08T19:54:29.914+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,23,-1,-1,0,-1,-1,95,216.58.207.66,,119,value,
40,,2019-10-08T19:54:29.927+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=97558685321&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,638,1065,,,0,0,17,0,-1,0,131,178.250.2.138,,149,value,
41,,2019-10-08T19:54:29.972+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yt/l/he_IL/hngS2TVHSa8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,124286,,,143,0,222,0,194,0,85,31.13.92.14,,451,value,
42,,2019-10-08T19:54:30.167+03:00,GET,https://platform-api.sharethis.com/js/sharethis.js,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,540,27631,,,7,0,370,0,338,98,105,143.204.192.96,,583,,
43,,2019-10-08T19:54:30.186+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570553669&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&dt=1570553669195&bpp=33&bdt=2307&fdt=695&idt=695&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=680651688200&frm=20&pv=2&ga_vid=1989911446.1570553587&ga_sid=1570553670&ga_hid=847630220&ga_fc=0&iag=0&icsg=3025855999639536&dssz=119&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C151527001%2C151527201%2C229739146%2C229739148&oid=3&pvsid=2530677797692525&pem=447&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.2f55q1zbr12h&fsb=1&xpc=6jwQp2Kc0R&p=http%3A//www.shutupandtakemymoney.com&dtd=711,HTTP/1.1,1585,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,24339,,,69,0,273,1,242,0,258,172.217.22.98,,602,value,
44,,2019-10-08T19:54:30.206+03:00,GET,https://google-analytics.com/collect?v=1&cid=ae39df3b-a219-42aa-9b26-cfbfad1f7ac3&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=1479762648465961,HTTP/1.1,737,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,0,0,286,0,259,0,84,216.58.207.68,,371,value,
45,,2019-10-08T19:54:30.211+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570553669&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570553669331&bpp=11&bdt=2443&fdt=611&idt=611&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&correlator=680651688200&frm=20&pv=1&ga_vid=1989911446.1570553587&ga_sid=1570553670&ga_hid=847630220&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C151527001%2C151527201%2C229739146%2C229739148&oid=3&pvsid=2530677797692525&pem=447&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.ytiefqlxnqgn&fsb=1&xpc=WOyM2Z7LhC&p=http%3A//www.shutupandtakemymoney.com&dtd=620,HTTP/1.1,1565,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,20349,,,35,0,252,0,232,0,459,172.217.22.98,,748,value,
46,,2019-10-08T19:54:30.218+03:00,POST,http://sumo.com/services,HTTP/1.1,530,814,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,623,869,,,0,0,24,0,-1,0,440,52.34.133.113,,465,,
47,,2019-10-08T19:54:30.224+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570553669&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570553669364&bpp=17&bdt=2475&fdt=603&idt=604&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600&correlator=680651688200&frm=20&pv=1&ga_vid=1989911446.1570553587&ga_sid=1570553670&ga_hid=847630220&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C151527001%2C151527201%2C229739146%2C229739148&oid=3&pvsid=2530677797692525&pem=447&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.kz2sw0hu0c4u&fsb=1&xpc=87ZflgnvFs&p=http%3A//www.shutupandtakemymoney.com&dtd=609,HTTP/1.1,1577,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,21007,,,46,0,243,0,217,0,263,172.217.22.98,,554,value,
48,,2019-10-08T19:54:30.226+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570553669&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570553669674&bpp=17&bdt=2786&fdt=318&idt=318&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=680651688200&frm=20&pv=1&ga_vid=1989911446.1570553587&ga_sid=1570553670&ga_hid=847630220&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C151527001%2C151527201%2C229739146%2C229739148&oid=3&pvsid=2530677797692525&pem=447&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.j39q2vdhsfx0&fsb=1&dtd=326,HTTP/1.1,1585,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,725,0,,,0,0,218,0,190,0,90,172.217.22.98,,310,value,
