,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time
10,,2019-10-09T18:25:05.418+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssUlSDOxFuhOEVYxONWZHAlmi8jP41Zi9YCXyqQnOxZ_0aBBJBnmj_DkGsNvJlyRUjRUjyHLxcChdclSFA3ICA&sig=Cg0ArKJSzE9p0s3JZ4lpEAE&adk=1318988201&tt=259&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=983,640,1233,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=15&niot_cbk=25&md=2&lm=2&rst=1570634679636&rpt=18119&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8123&ss=800%2C600&pt=24257&bin=1&deb=1-3-3-230-213-19-786-211-0-0-0&tvt=24504&r=u&id=osdtos&vs=3&uc=66&upc=1&tgt=DIV&cl=1&lop=1&tslp=7510&cec=2&clc=2&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,936,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,0,0,95,115,0,153,0,172.217.22.34,,249
11,,2019-10-09T18:25:05.421+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstUpmZdym5FVZ00hljtqmSF-Ol_iGuWK7IyndFk8CjwERiYr9Q3ZGti4XyezSvIAVBOocgu-eAaTcoJeNUdCuL3-UIFPJxAo1g9_RRTNS0&sig=Cg0ArKJSzGMlzpETn6MQEAE&adk=3395509772&tt=259&bs=793%2C579&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=4796,640,5046,940&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=14&niot_cbk=25&md=2&lm=2&rst=1570634679622&rpt=1076&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8123&ss=800%2C600&pt=24257&bin=1&deb=1-3-3-230-213-19-786-211-0-0-0&tvt=24504&r=u&id=osdtos&vs=3&uc=213&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,value,941,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,,0,0,101,119,0,141,0,172.217.22.34,,243
12,,2019-10-09T18:25:05.508+03:00,GET,https://s.ntv.io/serve/load.js,HTTP/1.1,,346,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,657,90122,,,,24,0,98,123,0,160,99,212.55.190.81,,383
13,,2019-10-09T18:25:05.552+03:00,GET,https://a.pub.network/sporcle-com/pubfig.min.js,HTTP/1.1,,470,0,,200,OK,HTTP/1.1,0,application/javascript,,,917,116842,,,,0,0,152,216,0,236,147,104.25.192.114,,536
14,,2019-10-09T18:25:05.576+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,467,304,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,,0,0,181,343,0,367,0,99.86.255.161,,551
15,,2019-10-09T18:25:05.677+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,467,308,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,,0,0,171,325,0,353,0,99.86.255.161,,525
16,,2019-10-09T18:25:05.687+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,,0,0,106,314,0,354,43,216.58.206.14,,505
17,,2019-10-09T18:25:05.693+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,,456,335,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,,0,0,174,316,0,352,0,99.86.255.161,,528
18,,2019-10-09T18:25:05.720+03:00,GET,https://tag.bounceexchange.com/2490/i.js,HTTP/1.1,,463,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,290,1804,,,,41,0,97,318,0,345,0,35.190.92.63,,485
19,,2019-10-09T18:25:05.738+03:00,GET,https://cdn.tynt.com/ti.js,HTTP/1.1,,434,0,,200,OK,HTTP/1.1,0,application/javascript,,,530,16108,,,,0,0,98,232,0,262,889,104.16.88.26,,1251
20,,2019-10-09T18:25:05.807+03:00,POST,https://www.sporcle.com/includes/ajaxqueue.php,HTTP/1.1,,1807,1242,,200,OK,HTTP/1.1,0,application/json,,,683,14286,,,,-1,1,214,-1,-1,-1,91,13.224.132.113,,306
21,,2019-10-09T18:25:05.829+03:00,GET,https://script.crazyegg.com/pages/scripts/0011/9717.js,HTTP/1.1,,432,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,747,176,,,,60,0,104,179,0,219,0,104.19.147.8,,384
22,,2019-10-09T18:25:05.899+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=669780249&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=530514449&gjid=1112779508&cid=657820614.1570634451&tid=UA-3065665-1&_gid=243076760.1570634451&_r=1&z=1310346662,HTTP/1.1,value,730,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3065665-1&cid=657820614.1570634451&jid=530514449&_gid=243076760.1570634451&gjid=1112779508&_v=j79&z=1310346662,643,416,,,,-1,0,93,-1,-1,-1,0,216.58.206.14,,94
23,,2019-10-09T18:25:05.909+03:00,GET,https://secure.quantserve.com/quant.js,HTTP/1.1,,411,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,362,5456,,,,35,0,114,369,0,397,0,91.228.74.226,,548
24,,2019-10-09T18:25:05.914+03:00,GET,https://ir-na.amazon-adsystem.com/e/ir?t=sporclecom-20&l=am2&o=1&a=B0719RGMCB,HTTP/1.1,value,482,0,,200,,HTTP/1.1,0,image/gif,,,126,42,,,,35,0,170,472,0,513,0,52.46.128.194,,720
25,,2019-10-09T18:25:06.011+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=669780249&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=66407100&gjid=1682292299&cid=657820614.1570634451&tid=UA-136782910-1&_gid=243076760.1570634451&_r=1&z=929878179,HTTP/1.1,value,730,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,,-1,0,91,-1,-1,-1,0,216.58.206.14,,92
26,,2019-10-09T18:25:06.256+03:00,GET,https://assets.bounceexchange.com/assets/smart-tag/versioned/ijs_all_modules_d69e5cee1bb28009159dc29dcdf2cad4.js,HTTP/1.1,,535,0,,200,OK,HTTP/1.1,0,text/javascript,,,802,88597,,,,0,0,93,362,0,391,144,34.98.72.95,,630
27,,2019-10-09T18:25:06.259+03:00,GET,https://a.pub.network/core/prebid-analytics-1.33.5.js,HTTP/1.1,,476,0,,200,OK,HTTP/1.1,0,text/html,,,856,98038,,,,0,0,209,255,0,279,132,104.25.192.114,,622
28,,2019-10-09T18:25:06.320+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,576,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,98,294,0,333,0,172.217.22.34,,433
29,,2019-10-09T18:25:06.344+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,value,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,96,319,0,356,0,172.217.22.34,,454
30,,2019-10-09T18:25:06.358+03:00,GET,https://c.amazon-adsystem.com/bao-csm/aps-comm/aps_csm.js,HTTP/1.1,,403,0,,200,OK,HTTP/1.1,0,application/javascript,,,593,2652,,,,0,0,97,311,0,336,1,13.226.3.186,,435
31,,2019-10-09T18:25:06.387+03:00,GET,https://rules.quantcount.com/rules-p-67AnXw_uTFYyc.js,HTTP/1.1,,369,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,507,3,,,,27,0,104,301,0,327,0,13.225.249.127,,460
32,,2019-10-09T18:25:06.399+03:00,GET,https://freestar-io.videoplayerhub.com/gallery.js,HTTP/1.1,,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,516,22486,,,,26,0,98,346,0,384,231,143.204.181.54,,741
33,,2019-10-09T18:25:06.420+03:00,GET,https://jadserve.postrelease.com/t?ntv_url=https%3A%2F%2Fwww.sporcle.com%2F&ntv_mvi&ntv_fpc=3038f99d-9d10-465b-9e51-9c1f70b70699,HTTP/1.1,value,508,0,,200,,HTTP/1.1,0,text/javascript;charset=UTF-8,,,472,143,,,,0,0,240,481,0,513,0,52.9.208.189,,755
34,,2019-10-09T18:25:06.430+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3065665-1&cid=657820614.1570634451&jid=530514449&_gid=243076760.1570634451&gjid=1112779508&_v=j79&z=1310346662,HTTP/1.1,value,623,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,,0,0,93,387,0,415,0,74.125.140.157,,510
35,,2019-10-09T18:25:06.481+03:00,GET,https://apis.google.com/js/api.js?onload=onLoadGoogleAuth2,HTTP/1.1,value,563,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4851,,,,0,0,127,162,0,189,1,216.58.207.78,,319
36,,2019-10-09T18:25:06.522+03:00,GET,https://assets.bounceexchange.com/assets/bounce/local_storage_frame10.min.html,HTTP/1.1,,654,0,,200,OK,HTTP/1.1,0,text/html,,,794,995,,,,-1,0,83,-1,-1,-1,0,34.98.72.95,,84
37,,2019-10-09T18:25:06.563+03:00,GET,https://s.adtelligent.com/sync.html?aid=410295,HTTP/1.1,value,547,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,311,688,,,,0,0,167,520,0,556,0,209.205.202.162,,725
38,,2019-10-09T18:25:06.594+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,,28,0,128,171,0,194,1,157.240.1.23,,353
39,,2019-10-09T18:25:06.679+03:00,GET,https://dnlzsmybcpo0z.cloudfront.net/medium/1409608.jpg?v=1537295499,HTTP/1.1,value,420,0,,200,OK,HTTP/1.1,0,image/jpeg,,,585,15703,,,,1,0,625,307,0,330,41,13.225.249.3,,1000
40,,2019-10-09T18:25:06.814+03:00,GET,https://pixel.quantserve.com/pixel;r=1992192835;rf=0;a=p-67AnXw_uTFYyc;url=https%3A%2F%2Fwww.sporcle.com%2F;fpan=0;fpa=P0-189061971-1570634679753;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=800x600x24;enc=n;dst=1;et=1570634706496;tzo=-180;ogl=type.website%2Curl.https%3A%2F%2Fwww%252Esporcle%252Ecom%2Ctitle.Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website%2Cdescription.Play%20thousands%20of%20free%20online%20trivia%20quiz%20games%252E%20There%20is%20a%20fun%20quiz%20about%20virtu%2Cimage.https%3A%2F%2Fdnlzsmybcpo0z%252Ecloudfront%252Enet%2Fimages%2Fbig%2Fdefault%252Ejpg%3Fv%3D10104,HTTP/1.1,,1036,0,,200,OK,HTTP/1.1,0,image/gif,,,259,35,,,,0,0,110,269,0,311,0,91.228.74.217,,422
41,,2019-10-09T18:25:06.838+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=171611&v=7.2&r=%7B%22id%22%3A%2248c4062dbf5f2b3%22%2C%22imp%22%3A%5B%7B%22id%22%3A%224955473fb1260a7%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%225015ce03091eb36%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x600%22%7D%7D%2C%7B%22id%22%3A%225173dffe66adc53%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%22525f25947268b41%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171612%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2253d9d169ea562b2%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,value,1811,0,,200,OK,HTTP/1.1,0,application/json,,,964,45,,,,0,0,193,108,0,152,0,212.55.189.217,,347
42,,2019-10-09T18:25:06.981+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,646,1172,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1082,478,,,,0,0,213,255,0,304,0,185.33.223.218,,518
43,,2019-10-09T18:25:07.230+03:00,GET,https://c.amazon-adsystem.com/e/dtb/bid?src=600&pubid=450e78ce-613c-4c21-88a1-aa052db14af2&u=https%3A%2F%2Fwww.sporcle.com%2F&pid=9249669353881570634706012&cb=9166145265421570634706637&ws=800x600&v=7.37.00&t=1000&slots=%5B%7B%22sd%22%3A%22sporcle_300_Flex_BTF%22%2C%22s%22%3A%5B%22300x250%22%2C%22300x600%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300_Flex_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_ATF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_ATF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_BTF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_728x90_ATF%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_728x90_ATF%22%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldCFRoute%22%3Atrue%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D,HTTP/1.1,value,1317,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,537,137,,,,0,0,263,381,0,419,0,13.226.3.186,,683
44,,2019-10-09T18:25:07.247+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,487,324,,200,OK,HTTP/1.1,0,application/json,,,234,88,,,,0,34,122,520,0,572,0,91.228.72.7,,729
