,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.ssl,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,response._error,request.queryString.name
12,,2019-10-12T15:06:10.173+03:00,GET,https://koalabeast.com/images/flair.png,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/png,,,348,62916,,,188,0,-1,-1,-1,81,-1,45.32.213.115,,270,,
13,,2019-10-12T15:06:10.555+03:00,POST,https://koalabeast.com/fingerprint,HTTP/1.1,755,35,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,529,2,,,226,0,-1,-1,-1,0,-1,45.32.213.115,,227,,
14,,2019-10-12T15:06:10.568+03:00,GET,https://koalabeast.com/flairlog,HTTP/1.1,640,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,45.32.213.115,,0,No response received,
15,,2019-10-12T15:06:12.690+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,101,0,2491,23,2528,36,0,172.217.22.110,,2691,,
16,,2019-10-12T15:06:12.852+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=417471767&t=pageview&_s=1&dl=https%3A%2F%2Fkoalabeast.com%2F&ul=en-us&de=UTF-8&dt=TagPro%20Capture%20the%20Flag&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IEBAAEAB~&jid=1554955795&gjid=58792336&cid=1510114601.1570881973&tid=UA-41030847-1&_gid=1228253826.1570881973&_r=1&z=786610127,HTTP/1.1,685,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,93,0,-1,-1,-1,0,-1,172.217.22.110,,94,,value
17,,2019-10-12T15:06:13.623+03:00,GET,https://www.youtube.com/embed/6tu0JDFueDw,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1078,20279,,,201,0,3391,40,3415,52,0,216.58.210.14,,3710,,
18,,2019-10-12T15:06:13.882+03:00,GET,https://www.youtube.com/yts/cssbin/www-player-webp-vflE8GS0-.css,HTTP/1.1,495,0,,200,OK,HTTP/1.1,0,text/css,,,561,41451,,,83,0,-1,-1,-1,52,-1,216.58.210.14,,136,,
19,,2019-10-12T15:06:13.983+03:00,GET,https://www.youtube.com/yts/jsbin/www-embed-player-vfl7dFGHt/www-embed-player.js,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,39029,,,85,0,115,0,139,87,0,216.58.210.14,,313,,
20,,2019-10-12T15:06:13.987+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/base.js,HTTP/1.1,484,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393512,,,91,0,117,0,144,321,0,216.58.210.14,,558,,
21,,2019-10-12T15:06:14.573+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflNSW9LL/en_US/remote.js,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,29991,,,95,0,-1,-1,-1,12,-1,216.58.210.14,,108,,
22,,2019-10-12T15:06:17.143+03:00,GET,https://www.google.com/js/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5323,,,104,1,2617,0,2651,2,0,172.217.18.4,,2760,,
23,,2019-10-12T15:06:18.123+03:00,GET,https://yt3.ggpht.com/-rUWLinC_J5Q/AAAAAAAAAAI/AAAAAAAAAAA/BwfNr0-UsFA/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,image/jpeg,,,574,3492,,,101,0,3403,43,3439,1,0,216.58.207.65,,3587,,
24,,2019-10-12T15:06:18.677+03:00,GET,https://www.youtube.com/generate_204?IIRXvA,HTTP/1.1,495,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,102,89,-1,-1,-1,0,-1,216.58.210.14,,191,,value
25,,2019-10-12T15:06:18.765+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,110,2,4033,28,4076,24,0,172.217.16.131,,4243,,
26,,2019-10-12T15:06:18.865+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,91,0,4131,29,4174,25,0,172.217.16.131,,4322,,
27,,2019-10-12T15:06:19.006+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,94,0,4449,34,4478,0,0,172.217.16.134,,4609,,
28,,2019-10-12T15:06:19.450+03:00,GET,https://googleads.g.doubleclick.net/pagead/id,HTTP/1.1,408,0,,0,,unknown,0,,,,-1,-1,,,0,0,4931,0,4963,0,0,172.217.22.34,,4964,No response received,
29,,2019-10-12T15:06:22.223+03:00,GET,https://i.ytimg.com/vi/6tu0JDFueDw/maxresdefault.jpg,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,image/jpeg,,,446,88612,,,111,0,7504,41,7541,139,0,172.217.18.118,,7834,,
