,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.ssl,timings.send,timings.wait,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
21,,2019-10-09T17:27:48.196+03:00,GET,https://yt3.ggpht.com/-3S_ingbAD6c/AAAAAAAAAAI/AAAAAAAAAAA/5VWHXs6ewR0/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,image/jpeg,,,575,1649,,,34,5352,0,98,0,5371,1,172.217.22.97,,5506,,
22,,2019-10-09T17:27:49.737+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=pokemonshowdown.com,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,51,7166,0,119,0,7203,0,172.217.23.98,,7375,value,
23,,2019-10-09T17:27:49.738+03:00,GET,https://i.ytimg.com/vi/daw9GoZWWSI/default.jpg,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,image/jpeg,,,453,4111,,,33,6893,0,113,0,6911,1,172.217.22.54,,7060,,
24,,2019-10-09T17:27:50.738+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&h=280&slotname=6218061333&adk=1562799790&adf=2670983925&w=749&fwrn=4&fwrnh=100&lmt=1570631270&rafmt=1&guci=2.2.0.0.2.2.0.0&format=749x280&url=https%3A%2F%2Fpokemonshowdown.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&adsid=NT&dt=1570631262459&bpp=43&bdt=3134&fdt=8251&idt=8251&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=7690493287827&frm=20&pv=2&ga_vid=1921171021.1570631262&ga_sid=1570631271&ga_hid=1992114358&ga_fc=0&iag=0&icsg=170&dssz=9&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=15&ady=81&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064714%2C182982100%2C182982300&oid=3&pvsid=586302702583249&pem=802&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=0&fu=144&bc=31&ifi=1&uci=1.mcp7h8twonem&xpc=n36jgBiCx4&p=https%3A//pokemonshowdown.com&dtd=8273,HTTP/1.1,1513,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,20543,,,-1,-1,0,336,-1,-1,39,172.217.22.98,,377,value,
25,,2019-10-09T17:27:50.760+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=pokemonshowdown.com,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,48,8196,0,97,0,8233,1,172.217.18.162,,8381,value,
26,,2019-10-09T17:27:50.783+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&h=280&slotname=9252930937&adk=3933521251&adf=2668242184&w=336&lmt=1570631270&guci=2.2.0.0.2.2.0.0&format=336x280&url=https%3A%2F%2Fpokemonshowdown.com%2F&flash=0&wgl=1&adsid=NT&dt=1570631262502&bpp=13&bdt=3177&fdt=8257&idt=8257&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280&correlator=7690493287827&frm=20&pv=1&ga_vid=1921171021.1570631262&ga_sid=1570631271&ga_hid=1992114358&ga_fc=0&iag=0&icsg=2218&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=342&ady=1126&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064714%2C182982100%2C182982300&oid=3&pvsid=586302702583249&pem=802&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeEbr%7C&abl=CS&pfx=0&fu=16&bc=31&ifi=2&uci=2.imf1u6judz3i&xpc=QLsRxGfjNQ&p=https%3A//pokemonshowdown.com&dtd=8263,HTTP/1.1,1488,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,749,198,,,27,1204,2,279,0,1236,0,172.217.22.98,,1547,value,
27,,2019-10-09T17:27:50.938+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&adk=1812271804&adf=3025194257&lmt=1570631270&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Fpokemonshowdown.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570631262515&bpp=6&bdt=3189&fdt=8263&idt=8263&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280%2C336x280&nras=1&correlator=7690493287827&frm=20&pv=1&ga_vid=1921171021.1570631262&ga_sid=1570631271&ga_hid=1992114358&ga_fc=0&iag=0&icsg=2218&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064714%2C182982100%2C182982300&oid=3&pvsid=586302702583249&pem=802&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=2&uci=2.8q8uuj8nz87v&dtd=8279,HTTP/1.1,1503,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,725,0,,,0,114,1,102,0,133,1,172.217.22.98,,238,value,
28,,2019-10-09T17:27:51.128+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C18ZJevKdXaW8IJn1gAeU6qPACIPsleVY9NiX-qAJv-EeEAEg4LrbKGD5uvSDnBCgAfmgpOoCyAECqAMByAPJBKoErwFP0P6VN977-M6twYOI8R8TzbAJ9G_ViKg4Oxl_qQkZcDzAtaGjNzG7nYnzR_AAYC4Zan5vz77oR9zsP_BPEYvq1l3_fSLE3e42ddVv9qMj4tyWSeO062V-P_z50j2GbZ03llloa0VgwSlPNi2Mcjd8wN8KuUV5dc1GBz9xrQwvUAIvv8xT-dpykCsaTIKShS0kGm9dkxiErwsb4J7XNUjxys0ez3KlJ25BBHX6lb8zwAS_-MyqlAKSBQQIBBgBkgUECAUYBKAGAoAH797blQGoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwHyBwQQrtoY0ggHCIBhEAEYHoAKAdgTDA&sigh=6VuA-LH8DXQ&tpd=AGWhJmtV-FB5ajAaT8CpfjvdNwFagTpkD-a3xAaogCPvgiK8vA,HTTP/1.1,1953,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,-1,1,110,-1,-1,0,172.217.22.98,,113,value,
29,,2019-10-09T17:27:51.132+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaShtrzs4mBLxZsZzkvS1WgEPH7NEwg3A3iestHhPi8pwa92PX7_87DpXTNbasbrn5tTdYOYGCrsAYIKKDisAHJL1VSsNA,HTTP/1.1,1435,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,-1,-1,1,97,-1,-1,0,172.217.21.228,,99,value,
30,,2019-10-09T17:27:51.510+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1341,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,29,689,1,125,0,727,68,172.217.22.98,,953,value,
31,,2019-10-09T17:27:51.511+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,0,341,0,132,0,377,87,172.217.22.98,,598,value,
32,,2019-10-09T17:27:52.959+03:00,POST,https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,HTTP/1.1,1098,3056,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,448,48,,,-1,-1,0,120,-1,-1,0,216.58.208.46,,121,value,
33,,2019-10-09T17:27:53.061+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1329,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,0,1925,1,89,0,1951,5,172.217.16.129,,2048,,
34,,2019-10-09T17:27:53.066+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1343,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,0,1904,1,89,0,1935,38,172.217.16.129,,2064,,
35,,2019-10-09T17:27:53.079+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1347,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,0,1908,0,95,0,1947,3,172.217.16.129,,2046,,
36,,2019-10-09T17:27:53.081+03:00,GET,https://tpc.googlesyndication.com/simgad/2671993393372279051?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qnnFE7xDYzZzOuZA0b-224QLAQLzA,HTTP/1.1,1480,0,,200,OK,HTTP/1.1,0,image/jpeg,,,521,133286,,,0,1919,0,95,0,1952,178,172.217.16.129,,2226,value,
37,,2019-10-09T17:27:53.161+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1340,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,-1,-1,0,90,-1,-1,1,172.217.16.129,,91,,
38,,2019-10-09T17:27:53.173+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1546,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,-1,-1,0,107,-1,-1,0,172.217.22.98,,109,value,
39,,2019-10-09T17:27:53.292+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,-1,-1,0,115,-1,-1,0,172.217.21.228,,115,,
40,,2019-10-09T17:27:53.409+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,-1,-1,0,118,-1,-1,0,172.217.22.98,,118,,
41,,2019-10-09T17:27:54.491+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssVir6eqm7wFDow1PR2cYeNxFs7wXzx4b-VvcLzjGkU6swbMXIZeFAeocbiu4U_7J6GPCcWLF4qFLagIOwyVTxpJbWYUnUs09emhWDVl3mHTL-14pM&sai=AMfl-YQNTztbEkt95jD6e_j9W1j7go_yqnYUSeHftmL0CNMc_niXQSw79JZrGt1DXmeTnWE3QbQQGs36q6t1cEBzQmxXBbF8yadWHRc&sig=Cg0ArKJSzCdlylplffjVEAE&cid=CAASFeRo4CWv-LMQ0aZ53tRD5k7fd5PnKw&adk=1562799790&tt=-1&bs=779%2C600&mtos=1035,1035,1035,1035,1035&tos=1035,0,0,0,0&p=81,15,361,764&mcvt=1035&rs=1&ht=0&tfs=1512&tls=2547&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=25&niot_cbk=36&md=2&lm=2&rst=1570631270747&dlt=349&rpt=2486&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C2173&ss=800%2C600&pt=-1&bin=1&deb=1-3-3-28-26-32-83-24-0-0-0&tvt=2528&r=v&id=osdim&vs=4&uc=11&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=749x193&itpl=4&v=20191007",HTTP/1.1,2079,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,161,1,110,0,198,0,172.217.18.162,,311,value,
42,,2019-10-09T17:27:56.491+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1470,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,-1,-1,0,104,-1,-1,1,172.217.18.162,,107,,
43,,2019-10-09T17:27:56.535+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,0,5755,0,92,0,5786,33,172.217.21.227,,5913,,
44,,2019-10-09T17:27:57.515+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13LGGpKtJxYSb8w9NRjxEZm8_45TH2rv,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,25,819,0,92,0,844,0,172.217.22.66,,964,value,
45,,2019-10-09T17:28:00.183+03:00,GET,https://image6.pubmatic.com/AdServer/UCookieSetPug?oid=1&rd=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dpmeb%26google_sc%3D1%26google_hm%3D%23%23B64_16B_PM_UID%26google_redir%3Dhttps%25253A%25252F%25252Fimage8.pubmatic.com%25252FAdServer%25252FImgSync%25253Fsec%25253D1%252526p%25253D156578%252526mpc%25253D4%252526fp%25253D1%252526pu%25253Dhttps%2525253A%2525252F%2525252Fimage4.pubmatic.com%2525252FAdServer%2525252FSPug%2525253Fp%2525253D156578%25252526sc%2525253D1&google_gid=CAESEOagpP7P8KqsEmlWNQduQbk&google_cver=1&google_push=AHNF13Iz0Wfv5clP4IxShSm7fy4q7wAgzEudAKFHK4nYykU,HTTP/1.1,986,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,/AdServer/UCookieSetPug?oid=1&rd=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dpmeb%26google_sc%3D1%26google_hm%3D%23%23B64_16B_PM_UID%26google_redir%3Dhttps%25253A%25252F%25252Fimage8.pubmatic.com%25252FAdServer%25252FImgSync%25253Fsec%25253D1%252526p%25253D156578%252526mpc%25253D4%252526fp%25253D1%252526pu%25253Dhttps%2525253A%2525252F%2525252Fimage4.pubmatic.com%2525252FAdServer%2525252FSPug%2525253Fp%2525253D156578%25252526sc%2525253D1&google_gid=CAESEOagpP7P8KqsEmlWNQduQbk&google_cver=1&google_push=AHNF13Iz0Wfv5clP4IxShSm7fy4q7wAgzEudAKFHK4nYykU&rdf=1,920,0,,,25,3487,0,527,0,3515,0,103.231.98.196,,4069,value,
46,,2019-10-09T17:28:00.722+03:00,GET,https://image6.pubmatic.com/AdServer/UCookieSetPug?oid=1&rd=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dpmeb%26google_sc%3D1%26google_hm%3D%23%23B64_16B_PM_UID%26google_redir%3Dhttps%25253A%25252F%25252Fimage8.pubmatic.com%25252FAdServer%25252FImgSync%25253Fsec%25253D1%252526p%25253D156578%252526mpc%25253D4%252526fp%25253D1%252526pu%25253Dhttps%2525253A%2525252F%2525252Fimage4.pubmatic.com%2525252FAdServer%2525252FSPug%2525253Fp%2525253D156578%25252526sc%2525253D1&google_gid=CAESEOagpP7P8KqsEmlWNQduQbk&google_cver=1&google_push=AHNF13Iz0Wfv5clP4IxShSm7fy4q7wAgzEudAKFHK4nYykU&rdf=1,HTTP/1.1,1017,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://cm.g.doubleclick.net/pixel?google_nid=pmeb&google_sc=1&google_hm=ciwoc0IzR-y-4T8iGWtUUg%3D%3D&google_redir=https%3A%2F%2Fimage8.pubmatic.com%2FAdServer%2FImgSync%3Fsec%3D1%26p%3D156578%26mpc%3D4%26fp%3D1%26pu%3Dhttps%253A%252F%252Fimage4.pubmatic.com%252FAdServer%252FSPug%253Fp%253D156578%2526sc%253D1&google_push=AHNF13Iz0Wfv5clP4IxShSm7fy4q7wAgzEudAKFHK4nYykU,753,0,,,-1,-1,2,626,-1,-1,0,103.231.98.196,,628,value,
47,,2019-10-09T17:28:01.360+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=pmeb&google_sc=1&google_hm=ciwoc0IzR-y-4T8iGWtUUg%3D%3D&google_redir=https%3A%2F%2Fimage8.pubmatic.com%2FAdServer%2FImgSync%3Fsec%3D1%26p%3D156578%26mpc%3D4%26fp%3D1%26pu%3Dhttps%253A%252F%252Fimage4.pubmatic.com%252FAdServer%252FSPug%253Fp%253D156578%2526sc%253D1&google_push=AHNF13Iz0Wfv5clP4IxShSm7fy4q7wAgzEudAKFHK4nYykU,HTTP/1.1,853,0,,200,OK,HTTP/1.1,0,image/png,,,606,170,,,-1,-1,1,88,-1,-1,0,172.217.22.66,,89,value,
48,,2019-10-09T17:28:01.468+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1341,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,-1,0,172.217.18.162,,0,,No response received
