,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.ssl,timings.dns,timings.wait,serverIPAddress,comment,time
10,,2019-10-09T16:56:00.911+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,,438,0,,200,OK,HTTP/1.1,0,text/css,,,509,3851,,,,0,-1,-1,0,-1,-1,90,13.225.249.48,,91
11,,2019-10-09T16:56:00.942+03:00,GET,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css,HTTP/1.1,,412,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,450,19740,,,,1635,0,337,0,293,0,87,209.197.3.15,,2060
12,,2019-10-09T16:56:01.078+03:00,GET,https://www.dwin2.com/init.js?t=1570629360759,HTTP/1.1,value,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,491,100,,,,0,0,275,0,252,32,89,151.101.18.110,,398
13,,2019-10-09T16:56:01.095+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,,179,0,342,0,322,0,97,89.187.169.79,,620
14,,2019-10-09T16:56:01.120+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,,4,0,293,0,241,32,94,13.224.132.2,,425
15,,2019-10-09T16:56:01.130+03:00,GET,https://load.sumo.com/78.b673d503a425732f6368.js,HTTP/1.1,,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,101903,,,,251,0,375,0,350,0,106,89.187.169.79,,733
16,,2019-10-09T16:56:01.133+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1781,,,,3,0,318,0,289,27,94,31.13.92.14,,443
17,,2019-10-09T16:56:01.174+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570629361172,HTTP/1.1,value,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,921,3936,,,,1,-1,-1,0,-1,-1,98,13.225.249.46,,100
18,,2019-10-09T16:56:01.493+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=4c93df1a4fa0391393427459c0ad957c&ua=modern_es6,HTTP/1.1,value,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,56392,,,,132,0,241,0,202,0,104,31.13.92.14,,479
19,,2019-10-09T16:56:01.680+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16db0cd4092-443a9985-5&sessionID=1570629360743.48189&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570629360743.0=&sop=false,HTTP/1.1,value,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,,0,0,376,0,346,37,118,3.120.46.255,,533
20,,2019-10-09T16:56:02.165+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570629361802&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,value,462,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,957,,,,0,0,358,0,330,0,99,23.213.210.220,,459
21,,2019-10-09T16:56:02.167+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,value,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1121,11785,,,,14,0,349,0,322,32,105,31.13.92.14,,502
22,,2019-10-09T16:56:02.329+03:00,GET,http://t.sharethis.com/d/a.gif?aqet=priv_block_3pcookie&r=1570629362325&cid=c010,HTTP/1.1,value,436,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,,0,0,26,0,-1,0,141,23.213.210.220,,168
23,,2019-10-09T16:56:02.865+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,value,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12268,,,,5,-1,-1,0,-1,-1,172,157.240.1.35,,178
24,,2019-10-09T16:56:02.973+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,150,-1,-1,0,-1,-1,118,216.58.208.34,,269
25,,2019-10-09T16:56:03.097+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,134,-1,-1,0,-1,-1,118,216.58.208.34,,254
26,,2019-10-09T16:56:03.236+03:00,GET,http://www.shutupandtakemymoney.com/cart?wc-ajax=get_cart_totals,HTTP/1.1,value,1095,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,439,351,,,,0,0,26,0,-1,0,1871,104.24.18.117,,1898
27,,2019-10-09T16:56:03.277+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,,656,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,,2,0,268,0,230,0,117,172.217.18.98,,389
28,,2019-10-09T16:56:03.311+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,value,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,338,0,306,0,91,172.217.22.98,,431
29,,2019-10-09T16:56:03.335+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,value,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,321,0,288,40,96,216.58.208.34,,459
30,,2019-10-09T16:56:03.373+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,530,769,,,,0,0,28,0,-1,0,422,52.38.14.212,,452
31,,2019-10-09T16:56:03.449+03:00,GET,https://platform-api.sharethis.com/js/sharethis.js,HTTP/1.1,,419,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,541,27631,,,,47,-1,-1,0,-1,-1,119,13.225.249.6,,167
32,,2019-10-09T16:56:03.584+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,,0,0,219,0,187,0,111,37.139.15.252,,331
33,,2019-10-09T16:56:03.621+03:00,GET,https://privymktg.com/collect?v=1&cid=62fa660b-544c-4d2b-a2b1-0df18c34889c&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=09816243008327241,HTTP/1.1,value,731,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=62fa660b-544c-4d2b-a2b1-0df18c34889c&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=09816243008327241,823,0,,,,0,0,323,0,276,34,84,104.28.22.64,,443
34,,2019-10-09T16:56:03.634+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=62fa660b-544c-4d2b-a2b1-0df18c34889c,HTTP/1.1,value,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,932,43,,,,0,0,375,0,350,0,244,104.25.97.17,,621
35,,2019-10-09T16:56:03.674+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=200&twa=1&slotname=6443867551&adk=2057880241&adf=338576669&w=350&fwrn=4&fwrnh=100&lmt=1570629363&guci=2.2.0.0.2.2.0.0&format=350x200&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&fwr=0&rh=200&rw=350&wgl=1&dt=1570629362968&bpp=35&bdt=2410&fdt=686&idt=686&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=5142589706763&frm=20&pv=2&ga_vid=1142910235.1570629311&ga_sid=1570629364&ga_hid=486275590&ga_fc=0&iag=0&icsg=3025855999639536&dssz=119&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=428&ady=10783&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C20040010&oid=3&pvsid=4246444675410649&pem=512&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CpoeEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=1&uci=1.eeyzqkz6uu3e&fsb=1&xpc=OduL8Ck79b&p=http%3A//www.shutupandtakemymoney.com&dtd=701,HTTP/1.1,value,1549,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1568,23772,,,,58,-1,-1,0,-1,-1,377,172.217.18.98,,436
36,,2019-10-09T16:56:03.678+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,value,406,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,,43,-1,-1,0,-1,-1,115,172.217.16.162,,160
37,,2019-10-09T16:56:03.691+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=41657066207&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,value,566,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,640,1065,,,,0,0,25,0,-1,25,130,178.250.2.138,,182
38,,2019-10-09T16:56:03.706+03:00,GET,https://api.monotote.com/v1/settings?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,value,471,0,,200,OK,HTTP/1.1,0,application/json,,,739,3092,,,,0,-1,-1,0,-1,-1,120,37.139.15.252,,120
39,,2019-10-09T16:56:03.875+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=600&slotname=3520588631&adk=1185311379&adf=4019781506&w=300&lmt=1570629363&guci=2.2.0.0.2.2.0.0&format=300x600&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570629363101&bpp=7&bdt=2543&fdt=611&idt=611&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200&correlator=5142589706763&frm=20&pv=1&ga_vid=1142910235.1570629311&ga_sid=1570629364&ga_hid=486275590&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=395&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C20040010&oid=3&pvsid=4246444675410649&pem=512&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleE%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=5&uci=5.fp5bij8ak563&fsb=1&xpc=tmXpAhn5B8&p=http%3A//www.shutupandtakemymoney.com&dtd=616,HTTP/1.1,value,1528,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,14911,,,,52,0,151,0,126,0,405,172.217.18.98,,610
40,,2019-10-09T16:56:03.877+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&h=250&slotname=9320971652&adk=2664836855&adf=276876987&w=250&lmt=1570629363&guci=2.2.0.0.2.2.0.0&format=250x250&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&flash=0&wgl=1&adsid=NT&dt=1570629363117&bpp=6&bdt=2559&fdt=612&idt=612&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600&correlator=5142589706763&frm=20&pv=1&ga_vid=1142910235.1570629311&ga_sid=1570629364&ga_hid=486275590&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=862&ady=1231&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C20040010&oid=3&pvsid=4246444675410649&pem=512&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=1040&bc=23&ifi=6&uci=6.5f7elor0rjos&fsb=1&xpc=sEmC5LQw3O&p=http%3A//www.shutupandtakemymoney.com&dtd=616,HTTP/1.1,value,1540,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,24294,,,,54,0,137,0,113,0,318,172.217.18.98,,512
41,,2019-10-09T16:56:03.894+03:00,POST,http://sumo.com/services,HTTP/1.1,,530,812,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,623,869,,,,0,0,28,0,-1,0,426,52.38.14.212,,455
42,,2019-10-09T16:56:03.898+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-9681251452496384&output=html&adk=1812271804&adf=3025194257&lmt=1570629363&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570629363421&bpp=11&bdt=2863&fdt=324&idt=324&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=350x200%2C300x600%2C250x250&nras=1&correlator=5142589706763&frm=20&pv=1&ga_vid=1142910235.1570629311&ga_sid=1570629364&ga_hid=486275590&ga_fc=0&iag=0&icsg=3025855999639536&dssz=120&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C20040010&oid=3&pvsid=4246444675410649&pem=512&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=1040&bc=23&ifi=6&uci=6.auilfn597rez&fsb=1&dtd=331,HTTP/1.1,value,1549,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,725,0,,,,0,0,140,0,114,0,104,172.217.18.98,,245
43,,2019-10-09T16:56:03.911+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,124295,,,,173,0,395,0,366,25,98,31.13.92.14,,694
44,,2019-10-09T16:56:03.969+03:00,GET,http://cat.nl.eu.criteo.com/delivery/lg.php?cppv=3&cpp=rAqJG6aM8sb8oUSi3w8JfFoZBMOFasZl3g1eyVwVy_mczem-4QS2wSvOzymnE-FcCW_f4OcZnLUgxo-yqlQvoLF4YOeYcFglCTY_CZM6bxwK6Hg5g6HG8vSML1VRZZZT5aL4xVpIY5ZYAcSoojzdISqE4NOXZes2KmXrCv_ZInRd4bTR2K6KsE4qiPdmYwPNKj9na8BMlW6n7YNA7DGq4Jhs3mU1yioTR0ZP0Av5fxfRBE4f6keJNFGMUU79g1genowKPA,HTTP/1.1,value,757,0,,200,OK,HTTP/1.1,0,image/gif,,,289,43,,,,0,0,49,0,-1,33,133,178.250.2.148,,217
45,,2019-10-09T16:56:04.033+03:00,GET,https://google-analytics.com/collect?v=1&cid=62fa660b-544c-4d2b-a2b1-0df18c34889c&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=09816243008327241,HTTP/1.1,value,738,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,,0,0,320,0,290,0,98,172.217.23.132,,419
46,,2019-10-09T16:56:04.075+03:00,GET,https://tpc.googlesyndication.com/pagead/gadgets/html5/ssrh.js,HTTP/1.1,,1330,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,676,27468,,,,51,-1,-1,0,-1,-1,91,172.217.16.129,,143
47,,2019-10-09T16:56:04.230+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,value,421,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,240,0,223,0,93,172.217.22.98,,334
48,,2019-10-09T16:56:04.246+03:00,GET,https://browser.sentry-cdn.com/5.4.3/bundle.min.js,HTTP/1.1,,420,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,16214,,,,1072,0,372,0,345,0,142,151.101.130.217,,1588
49,,2019-10-09T16:56:04.274+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,,244,0,279,0,219,0,128,216.58.208.34,,652
50,,2019-10-09T16:56:04.285+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=shutupandtakemymoney.com,HTTP/1.1,value,419,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,,0,0,259,0,197,0,103,216.58.208.34,,364
51,,2019-10-09T16:56:04.313+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/error_handler.js,HTTP/1.1,,1334,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,3377,,,,2,-1,-1,0,-1,-1,85,172.217.16.129,,88
52,,2019-10-09T16:56:04.322+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,,1354,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,,15,-1,-1,0,-1,-1,108,172.217.16.129,,124
53,,2019-10-09T16:56:04.329+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivXU4/yL/l/he_IL/9IF8TchcgsZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,405,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,124295,,,,233,0,268,0,235,0,118,31.13.92.14,,620
54,,2019-10-09T16:56:04.332+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/load_preloaded_resource.js,HTTP/1.1,,1356,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,677,359,,,,0,-1,-1,0,-1,-1,112,172.217.16.129,,113
