,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
36,,2019-10-09T19:12:10.383+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,0,0,3056,36,1,3024,96,216.58.206.6,,3190,
37,,2019-10-09T19:12:10.451+03:00,GET,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1282,133,,,-1,1,-1,-1,0,-1,105,172.217.23.130,,107,value
38,,2019-10-09T19:12:14.136+03:00,GET,https://i.ytimg.com/vi/eMdLqaeWP-k/maxresdefault.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,456,111026,,,0,183,6719,0,0,6700,97,172.217.22.54,,7001,
39,,2019-10-09T19:12:14.837+03:00,GET,https://yt3.ggpht.com/-sfbG8ukMi74/AAAAAAAAAAI/AAAAAAAAAAA/VBusKjuvOHY/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,574,2154,,,0,1,6458,73,0,6424,89,216.58.210.1,,6622,
40,,2019-10-09T19:12:16.231+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-10301455-3&cid=275541051.1570637529&jid=1243946575&_gid=784643579.1570637529&gjid=1757407454&_v=j79&z=479162587,HTTP/1.1,613,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=275541051.1570637529&jid=1243946575&_v=j79&z=479162587,673,365,,,0,0,1399,44,0,1368,118,74.125.140.157,,1562,value
41,,2019-10-09T19:12:16.353+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=275541051.1570637529&jid=1243946575&_v=j79&z=479162587,HTTP/1.1,491,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=275541051.1570637529&jid=1243946575&_v=j79&z=479162587&slf_rd=1&random=1827986877,741,0,,,-1,0,-1,-1,0,-1,111,172.217.21.228,,112,value
42,,2019-10-09T19:12:16.592+03:00,GET,https://www.youtube.com/generate_204?odHXzQ,HTTP/1.1,560,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,-1,0,-1,-1,0,-1,100,172.217.21.238,,101,value
43,,2019-10-09T19:12:16.644+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,497,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15552,,,0,26,9191,0,0,9167,94,172.217.22.3,,9312,
44,,2019-10-09T19:12:16.646+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,0,27,9179,0,0,9147,87,172.217.22.3,,9295,
45,,2019-10-09T19:12:17.411+03:00,POST,https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,HTTP/1.1,1163,3213,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,448,48,,,-1,0,-1,-1,1,-1,109,172.217.21.238,,111,value
46,,2019-10-09T19:12:18.877+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=275541051.1570637529&jid=1243946575&_v=j79&z=479162587&slf_rd=1&random=1827986877,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,0,0,2407,0,0,2382,120,172.217.22.67,,2529,value
