,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-11T13:21:21.702+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=70077e327598c2fbd15c854b7ae63edc&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56410,,,221,80,0,0,192,95,0,157.240.1.23,,399,value
11,,2019-10-11T13:21:22.004+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,3512,32,0,22,3494,85,0,216.58.206.8,,3654,
12,,2019-10-11T13:21:22.151+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=406831699&utmhn=www.whatshouldireadnext.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=What%20Should%20I%20Read%20Next%3F%20Book%20recommendations%20from%20readers%20like%20you&utmhid=259629985&utmr=-&utmp=%2F&utmht=1570789282145&utmac=UA-1909811-1&utmcc=__utma%3D146589170.1873952597.1570789282.1570789282.1570789282.1%3B%2B__utmz%3D146589170.1570789282.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1042049199&utmredir=1&utmu=DAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,954,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,0,-1,-1,-1,96,0,216.58.206.8,,97,value
13,,2019-10-11T13:21:22.159+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery1102034282425560789354_1570789278297&uss_type=1&uss_session=15707892783080.452706129727823&uss_anticache=0.5160618761361935&action=uss_getstring&_=1570789278298,HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,application/json,,,208,464,,,-1,0,-1,-1,-1,153,0,217.160.0.94,,154,value
14,,2019-10-11T13:21:24.573+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery1102034282425560789354_1570789278297&uss_type=2&uss_session=15707892783080.452706129727823&uss_anticache=0.3136074413413106&action=uss_getstring&_=1570789278299,HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,application/json,,,208,523,,,-1,0,-1,-1,-1,172,0,217.160.0.94,,173,value
15,,2019-10-11T13:21:24.583+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12382,,,2620,1,0,33,2592,113,0,31.13.92.14,,2770,value
16,,2019-10-11T13:21:24.753+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery1102034282425560789354_1570789278297&uss_type=3&uss_session=15707892783080.452706129727823&uss_anticache=0.3282230497901919&action=uss_getstring&_=1570789278300,HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,application/json,,,208,423,,,-1,0,-1,-1,-1,149,0,217.160.0.94,,150,value
17,,2019-10-11T13:21:26.453+03:00,GET,https://rcm-na.amazon-adsystem.com/e/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,HTTP/1.1,612,0,,302,Found,HTTP/1.1,0,text/html; charset=iso-8859-1,,https://ws-na.assoc-amazon.com/widgets/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,440,277,,,8062,1,0,70,8031,191,0,52.46.132.238,,8327,value
18,,2019-10-11T13:21:28.378+03:00,GET,https://ws-na.assoc-amazon.com/widgets/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,HTTP/1.1,614,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,474,45299,,,1606,173,0,112,1587,209,0,176.32.100.230,,2102,value
19,,2019-10-11T13:21:30.788+03:00,GET,https://fls-na.amazon-adsystem.com/1/associates-ads/1/OP/r/json?cb=1570789288770&logType=banner_impressions&p=%7B%22mobile_supported%22%3A%22true%22%2C%22action%22%3A%22onload%22%2C%22adunit_type%22%3A%22banners%22%2C%22adunit_properties%22%3A%7B%22height%22%3A%22%24%7Bheight%7D%22%2C%22width%22%3A%22%24%7Bwidth%7D%22%2C%22category%22%3A%22%24%7Bcampaigns%7D%22%2C%22marketplace%22%3A%22amazon%22%2C%22link_id%22%3A%22%24%7Blinkid%7D%22%2C%22region%22%3A%22US%22%7D%2C%22logType%22%3A%22banner_impressions%22%7D,HTTP/1.1,974,0,,200,OK,HTTP/1.1,0,image/gif,,,159,43,,,1895,0,0,114,1867,190,1,52.94.225.95,,2200,value
20,,2019-10-11T13:21:30.804+03:00,GET,https://fls-na.amazon-adsystem.com/1/associates-ads/1/OP/?cb=1570789288770&p=%7B%22program%22%3A%221%22%2C%22tag%22%3A%22wsirn-20%22%2C%22linkCode%22%3A%22ez%22%2C%22refUrl%22%3A%22https%3A%2F%2Fwww.whatshouldireadnext.com%2F%22%2C%22panda%22%3Atrue%7D,HTTP/1.1,713,0,,200,OK,HTTP/1.1,0,image/gif,,,159,43,,,1911,0,0,111,1882,167,0,52.94.225.95,,2192,value
21,,2019-10-11T13:21:30.865+03:00,GET,https://images-na.ssl-images-amazon.com//images/G/01/rcm/468x60.gif,HTTP/1.1,528,0,,200,OK,HTTP/1.1,0,image/gif,,,602,7079,,,2052,3,0,36,2017,96,0,143.204.196.203,,2188,
22,,2019-10-11T13:21:31.428+03:00,GET,https://ir-na.amazon-adsystem.com/e/ir?l=ez&t=wsirn-20&o=1&cb=1570789288770,HTTP/1.1,536,0,,200,,HTTP/1.1,0,image/gif,,,126,42,,,2578,10,0,67,2557,195,0,52.94.229.212,,2853,value
