,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.wait,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
19,,2019-10-08T15:48:58.564+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&h=280&slotname=9252930937&adk=3933521251&adf=2668242184&w=336&lmt=1570538938&guci=2.2.0.0.2.2.0.0&format=336x280&url=https%3A%2F%2Fpokemonshowdown.com%2F&flash=0&wgl=1&adsid=NT&dt=1570538933047&bpp=15&bdt=4483&fdt=5310&idt=5311&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280&correlator=5305770774315&frm=20&pv=1&ga_vid=191188796.1570538931&ga_sid=1570538938&ga_hid=23517233&ga_fc=0&iag=0&icsg=10410&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=342&ady=1126&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199335%2C231196900%2C231196902&oid=3&pvsid=1386627518355857&pem=728&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeEbr%7C&abl=CS&pfx=0&fu=16&bc=31&ifi=2&uci=a!2&xpc=wwq88Y0rYZ&p=https%3A//pokemonshowdown.com&dtd=5317,HTTP/1.1,1398,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,-1,-1,0,-1,253,0,-1,172.217.16.130,,254,value,
20,,2019-10-08T15:48:58.587+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&adk=1812271804&adf=3025194257&lmt=1570538938&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Fpokemonshowdown.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570538933062&bpp=13&bdt=4498&fdt=5335&idt=5336&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280%2C336x280&nras=1&correlator=5305770774315&frm=20&pv=1&ga_vid=191188796.1570538931&ga_sid=1570538938&ga_hid=23517233&ga_fc=0&iag=0&icsg=10410&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199335%2C231196900%2C231196902&oid=3&pvsid=1386627518355857&pem=728&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=2&uci=a!2&dtd=5366,HTTP/1.1,1414,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,0,165,0,0,95,1,130,172.217.16.130,,262,value,
21,,2019-10-08T15:48:58.807+03:00,GET,https://www.youtube.com/generate_204?eBNUIA,HTTP/1.1,495,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,-1,-1,0,-1,82,0,-1,172.217.18.174,,83,value,
22,,2019-10-08T15:49:00.599+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-26211653-1&cid=191188796.1570538931&jid=794443365&_gid=312265253.1570538931&gjid=1552745701&_v=j79&z=726232633,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,0,9781,0,40,128,0,9753,66.102.1.155,,9952,value,
23,,2019-10-08T15:49:02.963+03:00,POST,https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,HTTP/1.1,995,3056,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,448,48,,,-1,-1,0,-1,116,0,-1,172.217.18.174,,118,value,
24,,2019-10-08T15:49:03.012+03:00,GET,https://i.ytimg.com/vi/daw9GoZWWSI/default.jpg,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,image/jpeg,,,454,4111,,,0,2431,1,48,86,0,2392,172.217.23.150,,2569,,
25,,2019-10-08T15:49:04.536+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CUl9pzImcXa_FPJiV3wOUh6awA4PsleVY9NiX-qAJv-EeEAEg4LrbKGD5uvSDnBCgAfmgpOoCyAECqAMByAPJBKoEqQFP0CGHs4n-fR35rNi7i08H8vz_rGqI1c_1EZl9Ii-ULVDrjI9-i6Ctq1aZlfklcN4oWwMvt5j_DT6EOj2SPAFlJOEBZI6Dq2IH5dCAwun8vtCS-YOBQef2a84eVifpQ_dEwymOMIFYm-ifvieWqEXpXPLCqYzomhoDdDsmziK1eD5JiEluDaokYzay-8kif11Bwy79D1sKowMjvkauyEgiO-vplE2kb9YawAS_-MyqlAKSBQQIBBgBkgUECAUYBKAGAoAH797blQGoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwHyBwQQ9NAV0ggHCIBhEAEYHoAKAdgTDA&sigh=BmocqO6wbA8&tpd=AGWhJmsn5wNuKiV4snob9HyLyI1l2KjvCADEeuOApkeU2cLnZw,HTTP/1.1,1896,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,-1,-1,0,-1,109,1,-1,172.217.16.130,,110,value,
26,,2019-10-08T15:49:04.550+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15344,,,0,6072,39,32,90,0,6040,172.217.16.131,,6236,,
27,,2019-10-08T15:49:04.995+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=pokemonshowdown.com,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,11920,0,40,106,0,11894,172.217.16.162,,12068,value,
28,,2019-10-08T15:49:05.150+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1330,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29696,,,0,6756,59,26,124,1,6725,172.217.22.2,,6968,value,
29,,2019-10-08T15:49:05.159+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,0,665,80,0,121,0,637,172.217.22.2,,869,value,
30,,2019-10-08T15:49:07.273+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1318,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,0,2757,30,35,103,4,2729,216.58.207.65,,2931,,
31,,2019-10-08T15:49:07.274+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1332,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,14391,,,0,2289,42,0,119,1,2261,216.58.207.65,,2452,,
32,,2019-10-08T15:49:07.293+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1336,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,0,2755,6,0,98,0,2720,216.58.207.65,,2861,,
33,,2019-10-08T15:49:07.298+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1329,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,2783,3,22,112,0,2755,216.58.207.65,,2922,,
34,,2019-10-08T15:49:07.303+03:00,GET,https://tpc.googlesyndication.com/simgad/2671993393372279051?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qnnFE7xDYzZzOuZA0b-224QLAQLzA,HTTP/1.1,1469,0,,200,OK,HTTP/1.1,0,image/jpeg,,,520,133286,,,0,2158,161,0,109,0,2126,216.58.207.65,,2430,value,
35,,2019-10-08T15:49:07.436+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1535,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,-1,-1,0,-1,95,1,-1,172.217.16.130,,97,value,
36,,2019-10-08T15:49:07.550+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,-1,-1,1,-1,117,0,-1,172.217.18.4,,118,,
37,,2019-10-08T15:49:07.675+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,-1,-1,0,-1,124,1,-1,172.217.16.130,,125,,
38,,2019-10-08T15:49:08.537+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstB1CKWwHRK6BR6yYVOpcmxqU-osQFOsNZ5UCwJu49om_R4XO9csg5RKIrCqG5dv0rH5b5-NXm-Y2V-tqQH7LYrl-C_dA8hiwy1OtiFEo9d0lzg_zw&sai=AMfl-YSvItrQRA3tq8SSj3QcnUVRDy7JWdcv15ihUacllKAxG2-VB38x9PZvIaFA1lX2AWVjFQvaJXQl3sFM&sig=Cg0ArKJSzIbT5rYlnAK-EAE&adk=1562799790&tt=-1&bs=779%2C600&mtos=1035,1035,1035,1035,1035&tos=1035,0,0,0,0&p=81,15,361,764&mcvt=1035&rs=1&ht=0&tfs=2130&tls=3165&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=26&niot_cbk=34&md=2&lm=2&rst=1570538938337&dlt=6131&rpt=9141&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C1441&ss=800%2C600&pt=-1&bin=1&deb=1-3-3-40-32-32-101-30-0-0-0&tvt=3145&r=v&id=osdim&vs=4&za&uc=11&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=749x193&itpl=4&v=20191004",HTTP/1.1,2015,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,-1,132,1,-1,172.217.16.130,,134,value,
39,,2019-10-08T15:49:08.707+03:00,GET,https://p4-fqfwox4rgjyji-uitdiljfmbakfjl4-if-v6exp3-v4.metric.gstatic.com/v6exp3/redir.html,HTTP/1.1,1487,0,,200,OK,HTTP/1.1,0,text/html,,,487,175,,,0,1167,0,98,112,0,1133,216.58.207.35,,1380,,
40,,2019-10-08T15:49:08.873+03:00,GET,https://p4-fqfwox4rgjyji-uitdiljfmbakfjl4-if-v6exp3-v4.metric.gstatic.com/v6exp3/iframe.html,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,text/html,,,488,2186,,,-1,-1,0,-1,108,1,-1,216.58.207.35,,110,,
41,,2019-10-08T15:49:09.036+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1330,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,0,1,-1,172.217.16.130,,1,,No response received
