,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,response._error
10,,2019-10-08T17:43:17.883+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,427,430,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,692,19,,,97,0,0,172,9199,0,0,185.33.223.209,,9298,
11,,2019-10-08T17:43:17.888+03:00,POST,https://ap.lijit.com/rtb/bid?src=prebid_prebid_1.32.0,HTTP/1.1,value,492,222,,200,OK,HTTP/1.1,0,application/json,,,551,51,,,94,0,0,321,9343,0,0,72.251.249.9,,9438,
12,,2019-10-08T17:43:17.921+03:00,POST,https://web.hb.ad.cpe.dotomi.com/s2s/header/24,HTTP/1.1,,495,538,,200,OK,HTTP/1.1,0,application/json,,,440,194,,,240,0,0,660,9709,0,0,205.180.87.146,,9951,
13,,2019-10-08T17:43:17.986+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,427,429,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,691,19,,,89,-1,0,-1,-1,-1,0,37.252.173.22,,90,
14,,2019-10-08T17:43:18.091+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,,427,428,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1013,143,,,112,-1,0,-1,-1,-1,0,37.252.173.22,,113,
15,,2019-10-08T17:43:18.093+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=157545&v=7.2&r=%7B%22id%22%3A%2211478379e3d6465b%22%2C%22imp%22%3A%5B%7B%22id%22%3A%22115d1fb4847078f8%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,value,1037,0,,200,OK,HTTP/1.1,0,application/json,,,960,46,,,150,27,0,140,167,0,0,212.55.189.217,,346,
16,,2019-10-08T17:43:18.131+03:00,POST,https://dmx.districtm.io/b/v1,HTTP/1.1,,491,279,,204,No Content,HTTP/1.1,0,,,,544,0,,,114,0,0,212,245,0,0,104.16.190.66,,361,
17,,2019-10-08T17:43:18.217+03:00,GET,https://sporcle-d.openx.net/w/1.0/arj?ju=https%3A%2F%2Fwww.sporcle.com%2F&jr=&ch=UTF-8&res=800x600x24&ifr=false&tz=-180&tws=800x600&be=1&bc=hb_pb_2.1.5&dddid=be642fc2-199e-4681-8695-8a66322dc737&nocache=1570545797882&x_gdpr_f=1&pubcid=a5f117fb-077f-4840-8e2b-a927d926a011&aus=728x90&divIds=sporcle_728x90_ATF&auid=540386379&,HTTP/1.1,value,802,0,,200,OK,HTTP/1.1,0,application/json,,,571,174,,,108,0,0,298,320,0,3,34.95.120.147,,434,
18,,2019-10-08T17:43:18.262+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=2&p_pos=unknown&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=be642fc2-199e-4681-8695-8a66322dc737&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.42869882477312404,HTTP/1.1,value,692,0,,200,OK,HTTP/1.1,0,application/json,,,429,283,,,116,0,0,338,361,0,0,69.173.144.140,,479,
19,,2019-10-08T17:43:18.419+03:00,POST,https://hbopenbid.pubmatic.com/translator?source=prebid-client,HTTP/1.1,value,744,665,,0,,unknown,0,,,,-1,-1,,,0,0,0,500,532,0,0,103.231.98.193,,533,No response received
20,,2019-10-08T17:43:18.459+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,,469,310,,200,OK,HTTP/1.1,0,application/json,,,234,90,,,116,218,0,328,349,0,0,91.228.72.9,,684,
21,,2019-10-08T17:43:18.642+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,,516,307,,0,,unknown,0,,,,-1,-1,,,0,153,0,569,595,0,0,208.100.17.173,,749,No response received
