,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-12T15:43:24.502+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssVVJ4hxCL9H0m8odUmRk5Xzwh97Xk9psZKnuvMEG1_bS43OrmLVJKYwdEYS64rc1s7X5-tKqaQwPOdiIO_q9LjDgYIpCM-pVgAkknqRQ2nNZJ870M&sai=AMfl-YR40-keRDyCnS3mhjWYyeo-0TqEw7mawaED9MXGqNerzXvibocZixHGPWVKIV4MrDnXmBHB1pahOXSpL8otzevDXg6cI-5PNtc&sig=Cg0ArKJSzJmO690LnQxKEAE&cid=CAASEuRoaB5dFQ80j1hqBywdcunA4w&adk=2664836855&tt=-1&bs=779%2C600&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=1231,862,1481,1112&mcvt=0&rs=1&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=17&niot_cbk=50&md=2&lm=2&rst=1570884178630&dlt=654&rpt=302&isd=0&msd=0&oseid=3&xdi=0&ps=1190%2C45685&ss=800%2C600&pt=-1&bin=1&deb=1-4-4-425-218-23-893-216-0-0-0&tvt=25374&r=u&id=osdtos&vs=3&uc=211&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=250x250&itpl=4&v=20191011",HTTP/1.1,2017,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,93,108,0,0,133,0,172.217.22.34,,227,value,
11,,2019-10-12T15:43:24.518+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsswQf9fKLbsYIFAzDHPnoVTpXnnYTPHhkuw9-8Y4Ze3EhMRkV1pO5swsG-d-YlXfUHi6I49O6j09SggaT6LuF-bpFmWfpzF9L-TDDF72QumIcQPcrE&sai=AMfl-YS6F0eZBeLSMEDItOlWrcTrH-YiyLYetKrGiUz-BQma3DKIP9qaz_cHDN11IjxNfGvJas9npqF3k9EACiLPEJIWLtwb8pJl68I&sig=Cg0ArKJSzBuXHtdLnvaUEAE&cid=CAASEuRosU_75nYZK4jemkMjs1e2Rw&adk=3428921553&tt=14833&bs=0%2C0&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=0,0,0,0&mcvt=0&rs=1&ht=0&mc=0&lte=-1&bas=0&bac=0&if=1&met=no&avms=nio&niot_obs=11&niot_cbk=37&md=2&lm=2&rst=1570884180075&dlt=5305&rpt=203&isd=0&oseid=3&xdi=1&ps=-12245933%2C-12245933&ss=800%2C600&pt=9231&bin=1&deb=1-1-1-59-210-33-211-209-0-0-0&tvt=24052&is=0%2C0&iframe_loc=http%3A%2F%2Fshutupandtakemymoney.com%2Fadzonec728.html&r=u&id=osdim&vs=2&uc=170&upc=10&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=4&v=20191011",HTTP/1.1,2036,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,98,117,0,0,143,0,172.217.22.34,,243,value,
12,,2019-10-12T15:43:24.570+03:00,GET,https://load.sumo.com/76.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,44057,,,0,119,-1,-1,127,-1,-1,89.187.169.79,,247,,
13,,2019-10-12T15:43:24.570+03:00,GET,https://load.sumo.com/78.b673d503a425732f6368.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/javascript,,,886,101903,,,0,116,149,0,178,184,0,89.187.169.79,,479,,
14,,2019-10-12T15:43:24.571+03:00,GET,https://ws.sharethis.com/button/async-buttons.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,application/javascript,,,555,18855,,,0,98,-1,-1,30,-1,-1,13.224.132.56,,129,,
15,,2019-10-12T15:43:24.628+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/pokenatomy-pokemon-anatomy-book-fb.jpg,HTTP/1.1,1014,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,176445,,,0,361,-1,0,4452,19,0,104.24.17.117,,4833,,
16,,2019-10-12T15:43:24.631+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/hold-on-were-probably-not-wearing-pants-doormat.jpg,HTTP/1.1,1027,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,131724,,,0,377,-1,0,3053,27,0,104.24.17.117,,3458,,
17,,2019-10-12T15:43:24.656+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/pulp-fiction-tiki-mugs.jpg,HTTP/1.1,1002,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,73255,,,0,347,-1,-1,1847,-1,-1,104.24.17.117,,2194,,
18,,2019-10-12T15:43:24.669+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/eleven-bleeding-nose-candle.jpg,HTTP/1.1,1007,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,39499,,,0,342,-1,-1,1645,-1,-1,104.24.17.117,,1988,,
19,,2019-10-12T15:43:24.669+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700,900",HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,758,,,0,90,196,0,0,223,0,216.58.207.42,,314,value,
20,,2019-10-12T15:43:24.706+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/thanos-mens-swimwear.jpg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,38002,,,0,383,-1,0,626,29,0,104.24.17.117,,1040,,
21,,2019-10-12T15:43:24.736+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,438,0,,200,OK,HTTP/1.1,0,text/css,,,507,3851,,,0,92,-1,-1,2,-1,-1,13.224.132.56,,95,,
22,,2019-10-12T15:43:24.773+03:00,POST,https://csi.gstatic.com/csi?v=2&s=pagead&action=csi_pagead&puid=4~k1njw9jp&ctx=2&gqid=ac6hXYqYB4_qxgLcoZOICw&qqid=CMO1z77jluUCFQu1UQod1YECaQ&uet=1&met.3=119.jux_1&met.1=24.jv0,HTTP/1.1,1511,0,,204,No Content,HTTP/1.1,0,image/gif,,,440,0,,,0,357,-1,-1,0,-1,-1,216.58.199.227,,357,value,
23,,2019-10-12T15:43:24.788+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,81,182,0,56,216,0,172.217.22.110,,355,,
24,,2019-10-12T15:43:24.804+03:00,GET,https://www.dwin2.com/init.js?t=1570884204571,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,491,103,,,0,91,198,0,0,228,0,151.101.18.110,,320,value,
25,,2019-10-12T15:43:24.864+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,344,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1780,,,0,99,204,31,1,230,0,31.13.92.14,,363,,
26,,2019-10-12T15:43:24.916+03:00,GET,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,450,19740,,,0,87,443,0,1057,470,0,209.197.3.15,,1615,,
27,,2019-10-12T15:43:24.935+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,0,96,275,26,3,295,0,13.224.132.54,,422,,
28,,2019-10-12T15:43:24.941+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1122153288&t=pageview&_s=1&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&ul=en-us&de=UTF-8&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=AACAAEAB~&jid=&gjid=&cid=2121141076.1570884156&tid=UA-122981820-1&_gid=934163198.1570884156&z=909072614,HTTP/1.1,739,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,0,94,-1,-1,0,-1,-1,172.217.22.110,,95,value,
29,,2019-10-12T15:43:25.201+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=9d51bcff902739d3ac30731e91cb5f94&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56409,,,0,94,198,0,86,235,0,31.13.92.14,,416,value,
30,,2019-10-12T15:43:25.201+03:00,GET,https://plugin.monotote.com/plugin.min.js?1570884204910,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,application/javascript,,,920,3936,,,0,97,273,0,2,295,0,143.204.192.42,,396,value,
31,,2019-10-12T15:43:25.423+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=46d1173-16dbffdd49d-75e45e37-5&sessionID=1570884204563.88363&hostname=www.shutupandtakemymoney.com&location=%2F&product=widget&stid=&fcmp=false&publisher=wp.8cc0e660-f6fa-41ba-b476-dff972973c41&refDomain=&refQuery=&consentDomain=.consensu.org&url=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ts1570884204563.0=&sop=false,HTTP/1.1,949,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,469,51,,,0,96,312,35,0,335,0,3.120.46.255,,468,value,
32,,2019-10-12T15:43:25.643+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,515,11766,,,0,112,193,0,6,227,0,157.240.1.23,,347,value,
33,,2019-10-12T15:43:25.750+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/death-star-fire-pit.jpeg,HTTP/1.1,1000,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,138527,,,0,350,-1,-1,3242,-1,-1,104.24.17.117,,3593,,
34,,2019-10-12T15:43:25.761+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570884205528&cid=c010&dmn=www.shutupandtakemymoney.com,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,957,,,0,112,194,0,0,226,0,23.66.19.12,,340,value,
35,,2019-10-12T15:43:25.928+03:00,GET,http://t.sharethis.com/d/a.gif?aqet=priv_block_3pcookie&r=1570884205924&cid=c010,HTTP/1.1,436,0,,204,No Content,HTTP/1.1,0,,,,227,0,,,0,156,-1,0,1,24,0,23.66.19.12,,182,value,
36,,2019-10-12T15:43:26.666+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/chicken-harness-fb-1024x1024.jpg,HTTP/1.1,1008,0,,200,OK,HTTP/1.1,0,image/jpeg,,,388,130122,,,0,342,-1,-1,3063,-1,-1,104.24.17.117,,3407,,
37,,2019-10-12T15:43:26.865+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/harry-potter-wooden-bookmarks-suatmm.jpg,HTTP/1.1,1016,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,211803,,,0,360,-1,-1,5303,-1,-1,104.24.17.117,,5664,,
38,,2019-10-12T15:43:27.932+03:00,POST,http://sumo.com/api/load/,HTTP/1.1,531,203,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,532,772,,,0,499,-1,1,0,37,0,52.34.133.113,,539,,
39,,2019-10-12T15:43:28.088+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/07/matching-dog-shirt-suatmm.jpg,HTTP/1.1,1005,0,,200,OK,HTTP/1.1,0,image/jpeg,,,393,104790,,,0,345,-1,-1,2657,-1,-1,104.24.17.117,,3003,,
40,,2019-10-12T15:43:28.425+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/ben-franklin-kite-tea-mug-suatmm.jpg,HTTP/1.1,1012,0,,200,OK,HTTP/1.1,0,image/jpeg,,,394,86850,,,0,388,-1,0,2235,26,0,104.24.17.117,,2650,,
41,,2019-10-12T15:43:28.524+03:00,POST,http://sumo.com/services,HTTP/1.1,530,785,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,629,869,,,0,238,-1,-1,0,-1,-1,52.34.133.113,,239,,
42,,2019-10-12T15:43:28.534+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,0,118,-1,-1,142,-1,-1,172.217.22.34,,261,,
43,,2019-10-12T15:43:28.662+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,0,112,-1,-1,148,-1,-1,172.217.22.34,,261,,
44,,2019-10-12T15:43:28.678+03:00,GET,https://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FShutUpAndTakeMyMoney%2F305843856151075%3Fbookmark_t%3Dpage&send=false&layout=button_count&width=90&show_faces=true&action=like&colorscheme=light&font&height=21&appId=194965570598454,HTTP/1.1,716,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,12271,,,0,141,204,28,4,230,0,31.13.92.36,,406,value,
45,,2019-10-12T15:43:28.752+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,98,194,0,0,216,0,172.217.23.98,,316,value,
46,,2019-10-12T15:43:28.755+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.shutupandtakemymoney.com,HTTP/1.1,414,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,93,197,0,0,221,0,172.217.16.162,,316,value,
47,,2019-10-12T15:43:28.789+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,656,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,894,7402,,,0,92,196,0,2,229,0,172.217.23.98,,325,,
48,,2019-10-12T15:43:29.033+03:00,GET,https://api.privy.com/businesses/ACBC6F6D913531325C3A4FC3/campaigns.json?l=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&s=j&fence=1&user_uuid=6fc25c80-042d-429f-b6fa-b664b05f2623,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,932,43,,,0,191,180,0,0,209,0,104.25.97.17,,402,value,
49,,2019-10-12T15:43:29.084+03:00,GET,https://privymktg.com/collect?v=1&cid=6fc25c80-042d-429f-b6fa-b664b05f2623&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=46652830452893057,HTTP/1.1,731,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://google-analytics.com/collect?v=1&cid=6fc25c80-042d-429f-b6fa-b664b05f2623&cd1=ACBC6F6D913531325C3A4FC3&tid=UA-20331028-1&t=pageview&ci=ACBC6F6D913531325C3A4FC3&cm=web&cn=ACBC6F6D913531325C3A4FC3&ec=widget&dl=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&dt=Shut%20Up%20And%20Take%20My%20Money%20-%20Cool%20Gadgets%20and%20Geeky%20Products&ul=en-US&z=46652830452893057,823,0,,,0,101,163,55,0,199,0,104.28.22.64,,356,value,
50,,2019-10-12T15:43:29.090+03:00,GET,https://api.monotote.com/v1/find-publisher/awin/249257,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,application/json,,,700,132,,,0,122,140,0,0,170,0,188.166.110.31,,294,,
51,,2019-10-12T15:43:29.201+03:00,GET,http://cas.criteo.com/delivery/ajs.php?zoneid=287315&nodis=1&cb=88399095657&exclude=undefined&charset=windows-1252&loc=http%3A//shutupandtakemymoney.com/adzonec728.html,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript;charset=utf-8,,,615,1065,,,1,145,-1,30,0,36,0,178.250.0.145,,214,value,
