,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.dns,timings.wait,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
24,,2019-10-08T18:26:59.073+03:00,GET,https://ssl.google-analytics.com/__utm.gif?utmwv=5.7.2&utms=2&utmn=1044868890&utmhn=www.onread.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&utmhid=1549968879&utmr=-&utmp=%2F&utmht=1570548419068&utmac=UA-12428980-1&utmcc=__utma%3D195420018.562388984.1570548393.1570548393.1570548393.1%3B%2B__utmz%3D195420018.1570548393.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,1022,0,,200,OK,HTTP/1.1,0,image/gif,,,480,35,,,-1,0,-1,91,-1,-1,0,172.217.23.104,,91,value,
25,,2019-10-08T18:26:59.077+03:00,GET,https://ws.sharethis.com/button/css/buttons-secure.css,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,text/css,,,508,3851,,,-1,0,-1,102,-1,-1,0,143.204.192.69,,103,,
26,,2019-10-08T18:26:59.083+03:00,GET,https://counter.yadro.ru/hit?t44.6;r;s800*600*24;uhttps%3A//www.onread.com/;0.2867631368858101,HTTP/1.1,445,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=windows-1251,,https://counter.yadro.ru/p.gif,229,322,,,215,0,0,136,0,256,0,88.212.201.207,,394,value,
27,,2019-10-08T18:26:59.222+03:00,GET,https://counter.yadro.ru/p.gif,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,image/gif,,,278,43,,,-1,0,-1,135,-1,-1,0,88.212.201.207,,135,,
28,,2019-10-08T18:26:59.271+03:00,GET,https://apis.google.com/js/plusone.js,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,17039,,,158,0,0,117,0,180,56,172.217.23.142,,355,,
29,,2019-10-08T18:26:59.274+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1781,,,162,0,0,94,0,188,1,31.13.92.14,,284,,
30,,2019-10-08T18:26:59.340+03:00,GET,https://c.sharethis.mgr.consensu.org/portal.html,HTTP/1.1,516,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,585,4765,,,256,0,0,93,0,282,5,13.224.132.88,,381,,
31,,2019-10-08T18:26:59.425+03:00,GET,https://count-server.sharethis.com/v2.0/get_counts?url=https%3A%2F%2Fwww.onread.com%2F&cb=stButtons.processCB&wd=true,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,248,715,,,313,0,0,221,0,336,0,34.206.211.34,,559,value,
32,,2019-10-08T18:26:59.450+03:00,GET,https://l.sharethis.com/pview?event=pview&version=buttons.js&lang=en&fpc=be2d6f7-16dabfaa80e-522bcd61-3&sessionID=1570548418828.67371&hostname=www.onread.com&location=%2F&product=widget&stid=&fcmp=false&publisher=ce4d76e8-da89-4a31-a7bf-990c41bf4c78&refDomain=&refQuery=&consentDomain=.consensu.org&url=https%3A%2F%2Fwww.onread.com%2F&sharURL=&buttonType=ERROR&destination=ERROR&source=ERROR&title=OnRead.com%20-%20instant%20free%20e-book%20download.%20Read%20books%20online%20via%20this%20free%20e-book%20library.%20Become%20a%20literary%20critic%20and%20write%20your%20own%20review%20to%20any%20book.&ts1570548418828.0=&sop=false,HTTP/1.1,1016,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,456,51,,,-1,0,-1,99,-1,-1,0,3.120.46.255,,100,value,
33,,2019-10-08T18:26:59.457+03:00,GET,https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth/exm=plusone/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_1,HTTP/1.1,680,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,542,34215,,,-1,0,-1,92,-1,-1,99,172.217.23.142,,192,,
34,,2019-10-08T18:26:59.565+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=ab698e903daa7d426748466a6805e9d5&ua=modern_es6,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59064,,,166,0,0,109,0,187,109,31.13.92.14,,407,value,
35,,2019-10-08T18:26:59.659+03:00,GET,https://apis.google.com/se/0/_/+1/fastbutton?usegapi=1&size=medium&count=true&origin=https%3A%2F%2Fwww.onread.com&url=https%3A%2F%2Fwww.onread.com%2F&gsrc=3p&ic=1&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,975,0,,404,Not Found,HTTP/1.1,0,text/html; charset=utf-8,,,685,807,,,149,1,0,99,0,186,1,172.217.23.142,,288,value,
36,,2019-10-08T18:26:59.739+03:00,GET,https://t.sharethis.com/1/d/t.dhj?rnd=1570548419555&cid=c010&dmn=www.onread.com,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,application/javascript,,,466,958,,,95,0,0,91,0,180,0,104.82.118.155,,272,value,
37,,2019-10-08T18:26:59.808+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1122,11785,,,-1,0,-1,105,-1,-1,9,31.13.92.14,,115,value,
38,,2019-10-08T18:26:59.840+03:00,GET,https://t.sharethis.com/a/t_.htm?ver=0.308.14287&cid=c010,HTTP/1.1,617,0,,200,OK,HTTP/1.1,0,text/html,,,414,1084,,,-1,0,-1,98,-1,-1,0,104.82.118.155,,99,value,
39,,2019-10-08T18:26:59.874+03:00,GET,https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fwww.onread.com&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.en_US.ysvV9EtEi0w.O%2Fam%3DwQE%2Fd%3D1%2Frs%3DAGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ%2Fm%3D__features__,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,633,358,,,160,0,0,140,0,183,0,172.217.22.77,,324,value,
40,,2019-10-08T18:26:59.962+03:00,GET,https://ps.eyeota.net/pixel?pid=1mpb5m0&t=gif&gdpr=0&gdpr_consent=,HTTP/1.1,526,0,,302,Found,HTTP/1.1,0,,,https://cm.g.doubleclick.net/pixel?google_nid=eye&google_cm&google_sc&bid=gdo9o51&newuser=1,225,0,,,-1,0,-1,110,-1,-1,0,18.197.145.83,,110,value,
41,,2019-10-08T18:27:00.221+03:00,GET,https://apis.google.com/js/rpc:shindig_random.js?onload=init,HTTP/1.1,785,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4856,,,160,0,0,113,0,192,2,172.217.23.142,,309,value,
42,,2019-10-08T18:27:00.222+03:00,GET,https://ssl.gstatic.com/accounts/o/3679174131-postmessagerelay.js,HTTP/1.1,602,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,4091,,,161,0,0,89,0,194,1,216.58.208.35,,285,,
43,,2019-10-08T18:27:00.347+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=rpc,shindig_random/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,903,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,19231,,,-1,0,-1,89,-1,-1,32,172.217.23.142,,121,,
44,,2019-10-08T18:27:00.506+03:00,GET,https://www.facebook.com/v2.0/plugins/like.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter.php%3Fversion%3D44%23cb%3Df2d5557c83112bc%26domain%3Dwww.onread.com%26origin%3Dhttps%253A%252F%252Fwww.onread.com%252Ff2210ab0e274b84%26relation%3Dparent.parent&container_width=0&href=https%3A%2F%2Fwww.onread.com%2F&layout=button_count&locale=en_US&sdk=joey&send=false&show_faces=false,HTTP/1.1,875,0,,0,,unknown,0,,,,-1,-1,,,1385,0,34,0,0,1414,0,157.240.1.35,,1448,value,No response received
