,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.wait,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
27,,2019-09-28T19:30:05.977+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1569688205972&cv=9&fst=1569688205972&num=1&bg=ffffff&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9i1&sendb=1&ig=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,807,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,834,962,,,-1,-1,151,0,-1,0,-1,172.217.22.2,,152,value
28,,2019-09-28T19:30:06.119+03:00,GET,https://static.hotjar.com/c/hotjar-286277.js?sv=5,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,application/javascript,,,613,1725,,,418,117,372,0,563,0,0,147.75.83.123,,1055,value
29,,2019-09-28T19:30:06.316+03:00,OPTIONS,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,text/plain,,,837,0,,,-1,-1,179,0,-1,0,-1,104.20.55.187,,180,value
30,,2019-09-28T19:30:06.316+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,748,0,,200,OK,HTTP/1.1,0,text/plain,,,837,0,,,-1,-1,178,0,-1,0,-1,104.20.55.187,,179,value
31,,2019-09-28T19:30:06.317+03:00,OPTIONS,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/plain,,,837,0,,,-1,-1,178,0,-1,0,-1,104.20.55.187,,179,value
32,,2019-09-28T19:30:06.424+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=1186485878749480&correlator=421297663487342&output=ldjh&callback=googletag.impl.pubads.callbackProxy1&impl=fifs&adsid=NT&eid=21062832%2C21062889%2C21064367%2C21064550&vrg=2019091901&guci=2.2.0.0.2.2.0.0&plat=1%3A8%2C2%3A16777224%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20190928&iu_parts=67144447%2CThe_Dots_Footer_New&enc_prev_ius=%2F0%2F1&prev_iu_szs=300x250&eri=1&cookie=ID%3D22cea6bf68ea024b%3AT%3D1569689211%3AS%3DALNI_MbvTB52hMj48GP5uYg_zQ05Y99JQg&bc=31&abxe=1&lmt=1569688206&dt=1569688206403&dlt=1569688199152&idt=7227&frm=20&biw=779&bih=600&oid=3&adxs=439&adys=2301&adks=1949431381&ucis=1&ifi=1&u_tz=180&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fthe-dots.com%2F&dssz=35&icsg=34362531900&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=300x250&msz=300x-1&ga_vid=1800531779.1569688128&ga_sid=1569688206&ga_hid=1521464679&fws=0&ohw=0,HTTP/1.1,1341,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,796,110,,,-1,-1,136,0,-1,0,-1,216.58.206.2,,137,value
33,,2019-09-28T19:30:06.432+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019091901.js,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,text/javascript,,,516,24151,,,-1,-1,133,0,-1,122,-1,216.58.206.2,,256,
34,,2019-09-28T19:30:06.433+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,text/html,,,514,3491,,,-1,-1,124,0,-1,0,-1,216.58.210.1,,126,
35,,2019-09-28T19:30:06.506+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,771,41,,200,OK,HTTP/1.1,0,application/json,,,1038,9333,,,-1,-1,345,0,-1,10,-1,104.20.55.187,,355,value
36,,2019-09-28T19:30:06.507+03:00,OPTIONS,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,text/plain,,,837,0,,,-1,-1,293,0,-1,0,-1,104.20.55.187,,294,value
37,,2019-09-28T19:30:06.507+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,text/plain,,,837,0,,,-1,-1,177,0,-1,0,-1,104.20.55.187,,178,value
38,,2019-09-28T19:30:06.571+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1569688205877&cv=9&fst=1569686400000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9i1&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=2057423534&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,739,0,,200,OK,HTTP/1.1,0,image/gif,,,583,42,,,-1,-1,230,0,-1,0,-1,172.217.21.196,,231,value
39,,2019-09-28T19:30:06.616+03:00,POST,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,554,41,,200,OK,HTTP/1.1,0,application/json,,,1038,4349,,,123,0,1443,0,294,259,0,104.20.55.187,,1999,value
40,,2019-09-28T19:30:06.617+03:00,POST,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,574,41,,200,OK,HTTP/1.1,0,application/json,,,1038,12854,,,122,0,1707,0,294,6,0,104.20.55.187,,2009,value
41,,2019-09-28T19:30:06.629+03:00,POST,https://m.stripe.com/4,HTTP/1.1,490,728,,200,OK,HTTP/1.1,0,text/plain,,,592,62,,,-1,-1,652,0,-1,0,-1,52.43.98.160,,653,
42,,2019-09-28T19:30:06.668+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1569688205972&cv=9&fst=1569686400000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9i1&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=1942607342&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,774,0,,200,OK,HTTP/1.1,0,image/gif,,,583,42,,,-1,-1,134,0,-1,0,-1,172.217.21.196,,135,value
43,,2019-09-28T19:30:06.715+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,581,130,,200,OK,HTTP/1.1,0,application/json,,,1038,5933,,,-1,-1,567,0,-1,2,-1,104.20.55.187,,570,value
44,,2019-09-28T19:30:06.724+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-52833372-1&cid=1800531779.1569688128&jid=225069187&_gid=1645764764.1569688128&gjid=459135385&_v=j79&z=656550637,HTTP/1.1,607,0,,200,OK,HTTP/1.1,0,image/gif,,,512,35,,,578,0,80,0,699,47,0,74.125.133.157,,828,value
45,,2019-09-28T19:30:06.935+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=57b0bc799858f28525e2cbaf73edf1e9&ip=1&_=1569688206448,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,application/json,,,433,233,,,375,0,348,0,482,0,0,35.186.241.51,,832,value
46,,2019-09-28T19:30:06.950+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJBQiBUZXN0IC0gRXhwZXJpbWVudCBTdGFydCIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1Njk2ODgyMDYuNDU0LCJkaXN0aW5jdF9pZCI6ICIxNmQ3OGI0MDVkNzFiMi0wMjBiYmY0ZmQyOWUxLTExNWExYjJkLTc1MzAwLTE2ZDc4YjQwNWQ4MjEzIiwiJGRldmljZV9pZCI6ICIxNmQ3OGI0MDVkNzFiMi0wMjBiYmY0ZmQyOWUxLTExNWExYjJkLTc1MzAwLTE2ZDc4YjQwNWQ4MjEzIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIkV4cGVyaW1lbnQiOiAiam9pbkV4cGVyaW1lbnQiLCJWYXJpYW50IjogImpvaW5XaXRoVGV4dCIsIlVSTCI6ICIvIiwidG9rZW4iOiAiNTdiMGJjNzk5ODU4ZjI4NTI1ZTJjYmFmNzNlZGYxZTkifX0%3D&ip=1&_=1569688206455,HTTP/1.1,1196,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,387,0,334,0,483,0,0,35.186.241.51,,818,value
47,,2019-09-28T19:30:07.305+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTY5Njg4MjA2LjQ2MiwiZGlzdGluY3RfaWQiOiAiMTZkNzhiNDA1ZDcxYjItMDIwYmJmNGZkMjllMS0xMTVhMWIyZC03NTMwMC0xNmQ3OGI0MDVkODIxMyIsIiRkZXZpY2VfaWQiOiAiMTZkNzhiNDA1ZDcxYjItMDIwYmJmNGZkMjllMS0xMTVhMWIyZC03NTMwMC0xNmQ3OGI0MDVkODIxMyIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCJTZWN0aW9uIE5hbWUiOiAidG9kYXktcHJvamVjdHMtdGVhbXMiLCJTZWN0aW9uIE9yZGVyIjogMiwiVGltZSBTaW5jZSBMb2FkIjogMCwiVVJMIjogIi8iLCJQcmV2aW91cyBTZWN0aW9uIE5hbWUiOiAidG9kYXktd2h5LWpvaW4iLCJQcmV2aW91cyBTZWN0aW9uIFRpbWUgU3BlbnQiOiAwLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1569688206462,HTTP/1.1,1318,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,-1,-1,162,0,-1,0,-1,35.186.241.51,,162,value
48,,2019-09-28T19:30:07.305+03:00,POST,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,579,99,,200,OK,HTTP/1.1,0,application/json,,,1038,9560,,,-1,-1,349,0,-1,672,-1,104.20.55.187,,1022,value
49,,2019-09-28T19:30:07.306+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJwYWdldmlldyIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1Njk2ODgyMDYuNDY1LCJkaXN0aW5jdF9pZCI6ICIxNmQ3OGI0MDVkNzFiMi0wMjBiYmY0ZmQyOWUxLTExNWExYjJkLTc1MzAwLTE2ZDc4YjQwNWQ4MjEzIiwiJGRldmljZV9pZCI6ICIxNmQ3OGI0MDVkNzFiMi0wMjBiYmY0ZmQyOWUxLTExNWExYjJkLTc1MzAwLTE2ZDc4YjQwNWQ4MjEzIiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsInBhZ2UgbmFtZSI6ICJUaGUgQ3JlYXRpdmUgTmV0d29yayB8IFRoZSBEb3RzIiwidXJsIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1569688206465,HTTP/1.1,1162,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,-1,-1,178,1,-1,0,-1,35.186.241.51,,180,value
50,,2019-09-28T19:30:07.356+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTY5Njg4MjA2LjQ1OCwiZGlzdGluY3RfaWQiOiAiMTZkNzhiNDA1ZDcxYjItMDIwYmJmNGZkMjllMS0xMTVhMWIyZC03NTMwMC0xNmQ3OGI0MDVkODIxMyIsIiRkZXZpY2VfaWQiOiAiMTZkNzhiNDA1ZDcxYjItMDIwYmJmNGZkMjllMS0xMTVhMWIyZC03NTMwMC0xNmQ3OGI0MDVkODIxMyIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCJTZWN0aW9uIE5hbWUiOiAidG9kYXktd2h5LWpvaW4iLCJTZWN0aW9uIE9yZGVyIjogMSwiVGltZSBTaW5jZSBMb2FkIjogMCwiVVJMIjogIi8iLCJQcmV2aW91cyBTZWN0aW9uIFRpbWUgU3BlbnQiOiAwLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1569688206459,HTTP/1.1,1254,0,,200,OK,HTTP/1.1,0,application/json,,,496,1,,,796,0,111,0,897,0,0,35.186.241.51,,1009,value
51,,2019-09-28T19:30:07.368+03:00,GET,https://connect.facebook.net/signals/config/471796676315561?v=2.9.4&r=stable,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1389,79753,,,680,82,101,0,800,1376,0,157.240.1.23,,2360,value
52,,2019-09-28T19:30:07.368+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1569688205877&cv=9&fst=1569686400000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9i1&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=2057423534&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,741,0,,200,OK,HTTP/1.1,0,image/gif,,,583,42,,,662,0,100,0,782,0,0,172.217.18.163,,884,value
