,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-12T16:23:15.759+03:00,GET,https://tag.bounceexchange.com/2490/i.js,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,290,1804,,,0,87,301,0,324,0,0,35.190.92.63,,413,,
11,,2019-10-12T16:23:15.775+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,467,304,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,0,236,322,102,359,0,0,143.204.194.27,,699,,
12,,2019-10-12T16:23:15.885+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,94,195,0,229,0,45,216.58.206.14,,370,,
13,,2019-10-12T16:23:15.957+03:00,POST,https://www.sporcle.com/includes/ajaxqueue.php,HTTP/1.1,1811,1316,,200,OK,HTTP/1.1,0,application/json,,,684,14452,,,0,256,-1,-1,-1,-1,129,13.225.249.58,,387,,
14,,2019-10-12T16:23:16.010+03:00,POST,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,HTTP/1.1,456,336,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,577,84,,,0,239,320,0,348,0,0,143.204.194.27,,588,,
15,,2019-10-12T16:23:16.074+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=857214442&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=1354280213&gjid=1678054671&cid=1353679409.1570886343&tid=UA-3065665-1&_gid=1292921867.1570886343&_r=1&z=1380423605,HTTP/1.1,733,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3065665-1&cid=1353679409.1570886343&jid=1354280213&_gid=1292921867.1570886343&gjid=1678054671&_v=j79&z=1380423605,646,419,,,0,94,-1,-1,-1,-1,0,216.58.206.14,,95,value,
16,,2019-10-12T16:23:16.091+03:00,GET,https://secure.quantserve.com/quant.js,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,362,5456,,,0,113,214,0,287,0,0,91.228.74.252,,401,,
17,,2019-10-12T16:23:16.150+03:00,GET,https://cdn.tynt.com/ti.js,HTTP/1.1,434,0,,200,OK,HTTP/1.1,0,application/javascript,,,530,16108,,,0,152,299,0,350,0,708,104.16.88.26,,1212,,
18,,2019-10-12T16:23:16.184+03:00,GET,https://www.googletagservices.com/tag/js/gpt.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,text/javascript,,,767,14512,,,0,120,-1,-1,-1,-1,34,172.217.22.98,,156,,
19,,2019-10-12T16:23:16.217+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=857214442&t=pageview&_s=1&dl=https%3A%2F%2Fwww.sporcle.com%2F&ul=en-us&de=UTF-8&dt=Sporcle%20%E2%80%93%20World%E2%80%99s%20Largest%20Trivia%20Quiz%20Website&sd=24-bit&sr=800x600&vp=793x579&je=0&_u=AACAAEAB~&jid=497715026&gjid=1823177769&cid=1353679409.1570886343&tid=UA-136782910-1&_gid=1292921867.1570886343&_r=1&z=840367574,HTTP/1.1,733,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,0,102,-1,-1,-1,-1,0,216.58.206.14,,102,value,
20,,2019-10-12T16:23:16.219+03:00,GET,https://ir-na.amazon-adsystem.com/e/ir?t=sporclecom-20&l=am2&o=1&a=B0719RGMCB,HTTP/1.1,482,0,,200,,HTTP/1.1,0,image/gif,,,126,42,,,0,170,497,41,522,0,2,52.94.229.212,,736,value,
21,,2019-10-12T16:23:16.232+03:00,GET,https://script.crazyegg.com/pages/scripts/0011/9717.js,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,748,176,,,0,108,308,67,337,0,0,104.19.147.8,,514,,
22,,2019-10-12T16:23:16.232+03:00,GET,https://assets.bounceexchange.com/assets/smart-tag/versioned/ijs_all_modules_d69e5cee1bb28009159dc29dcdf2cad4.js,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,text/javascript,,,802,88597,,,0,103,196,0,222,0,156,34.98.72.95,,483,,
23,,2019-10-12T16:23:16.236+03:00,GET,https://jadserve.postrelease.com/t?ntv_url=https%3A%2F%2Fwww.sporcle.com%2F&ntv_mvi&ntv_fpc=252a372e-a061-4c1a-9c4c-94ee7be514b4,HTTP/1.1,508,0,,200,,HTTP/1.1,0,text/javascript;charset=UTF-8,,,472,143,,,0,241,488,0,520,0,0,54.193.91.229,,762,value,
24,,2019-10-12T16:23:16.398+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,0,115,-1,-1,-1,-1,127,172.217.22.98,,243,,
25,,2019-10-12T16:23:16.448+03:00,GET,https://a.pub.network/core/prebid-analytics-1.33.5.js,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,text/html,,,856,98192,,,0,211,206,0,232,0,143,104.25.191.114,,587,,
26,,2019-10-12T16:23:16.636+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,99,248,0,275,0,0,172.217.22.98,,376,value,
27,,2019-10-12T16:23:16.650+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.sporcle.com,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,92,265,0,289,0,0,172.217.22.98,,383,value,
28,,2019-10-12T16:23:16.654+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-3065665-1&cid=1353679409.1570886343&jid=1354280213&_gid=1292921867.1570886343&gjid=1678054671&_v=j79&z=1380423605,HTTP/1.1,626,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,0,91,382,0,415,0,0,74.125.133.154,,508,value,
29,,2019-10-12T16:23:16.666+03:00,GET,https://assets.bounceexchange.com/assets/bounce/local_storage_frame10.min.html,HTTP/1.1,654,0,,200,OK,HTTP/1.1,0,text/html,,,793,995,,,0,79,-1,-1,-1,-1,0,34.98.72.95,,80,,
30,,2019-10-12T16:23:16.705+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,0,98,291,0,336,0,0,31.13.92.14,,436,,
31,,2019-10-12T16:23:16.712+03:00,GET,https://freestar-io.videoplayerhub.com/gallery.js,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,507,22591,,,0,86,373,70,400,0,241,13.225.249.66,,798,,
32,,2019-10-12T16:23:16.783+03:00,GET,https://apis.google.com/js/api.js?onload=onLoadGoogleAuth2,HTTP/1.1,563,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,885,4851,,,0,109,358,4,377,0,2,172.217.23.142,,493,value,
33,,2019-10-12T16:23:16.784+03:00,GET,https://rules.quantcount.com/rules-p-67AnXw_uTFYyc.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,506,3,,,0,104,363,71,388,0,0,143.204.192.57,,564,,
34,,2019-10-12T16:23:16.871+03:00,GET,https://sporcle-d.openx.net/w/1.0/arj?ju=https%3A%2F%2Fwww.sporcle.com%2F&jr=&ch=UTF-8&res=800x600x24&ifr=false&tz=-180&tws=800x600&be=1&bc=hb_pb_2.1.5&dddid=ba8eaeac-206e-42b0-87d2-9528caf9ad39%2C4ce62cb1-8e4b-4950-9f0a-2ad35ef4b737%2Cb07a5331-d094-4aaa-a8f0-f9f9c7aa12d7%2C759a67e2-3dfa-492f-9ba0-9d9942d8807e&nocache=1570886596869&gdpr_consent=&gdpr=0&pubcid=4e4a6e06-6d06-4ca8-89d5-b0407d4f6588&aus=300x250%2C300x600%7C300x250%7C300x250%7C728x90&divIds=sporcle_300_Flex_BTF%2Csporcle_300x250_ATF%2Csporcle_300x250_BTF%2Csporcle_728x90_ATF&auid=540386384%2C540386383%2C540386383%2C540386379&,HTTP/1.1,1169,0,,200,OK,HTTP/1.1,0,application/json,,,571,174,,,0,115,259,0,292,0,0,34.95.120.147,,408,value,
35,,2019-10-12T16:23:16.901+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,649,344,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,544,132,,,0,171,-1,-1,-1,-1,0,52.86.216.177,,171,,
36,,2019-10-12T16:23:17.055+03:00,GET,https://c.amazon-adsystem.com/aax2/apstag.js,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,application/javascript,,,483,22193,,,0,152,322,0,384,0,2,143.204.196.102,,540,,
37,,2019-10-12T16:23:17.162+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=3eb45e341d58bf07009c4f59d5fa4df1&ua=modern_es6,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59080,,,0,103,320,0,349,0,121,31.13.92.14,,575,value,
38,,2019-10-12T16:23:17.172+03:00,POST,https://dmx.districtm.io/b/v1,HTTP/1.1,789,675,,204,No Content,HTTP/1.1,0,,,,544,0,,,0,107,237,0,273,0,0,104.16.190.66,,381,,
39,,2019-10-12T16:23:17.182+03:00,POST,https://ap.lijit.com/rtb/bid?src=prebid_prebid_1.32.0,HTTP/1.1,492,545,,200,OK,HTTP/1.1,0,application/json,,,551,50,,,0,101,245,0,271,0,0,72.251.249.14,,373,value,
40,,2019-10-12T16:23:17.182+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,649,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,544,133,,,0,169,-1,-1,-1,-1,0,67.202.110.12,,170,,
41,,2019-10-12T16:23:17.200+03:00,GET,https://as-sec.casalemedia.com/cygnus?s=171611&v=7.2&r=%7B%22id%22%3A%226ce726bdeb044%22%2C%22imp%22%3A%5B%7B%22id%22%3A%227387f8b7d22505%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%228e924ca3e52a32%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A600%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x600%22%7D%7D%2C%7B%22id%22%3A%229bdf72ae5a2691%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171611%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2210e9e9a7c1519de%22%2C%22banner%22%3A%7B%22w%22%3A300%2C%22h%22%3A250%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22171612%22%2C%22sid%22%3A%22300x250%22%7D%7D%2C%7B%22id%22%3A%2211a5bd6de34795e%22%2C%22banner%22%3A%7B%22w%22%3A728%2C%22h%22%3A90%2C%22topframe%22%3A1%7D%2C%22ext%22%3A%7B%22siteID%22%3A%22157545%22%2C%22sid%22%3A%22728x90%22%7D%7D%5D%2C%22site%22%3A%7B%22page%22%3A%22https%3A%2F%2Fwww.sporcle.com%2F%22%2C%22ref%22%3A%22%22%7D%2C%22ext%22%3A%7B%22source%22%3A%22prebid%22%7D%2C%22regs%22%3A%7B%22ext%22%3A%7B%22gdpr%22%3A0%7D%7D%2C%22user%22%3A%7B%22ext%22%3A%7B%22consent%22%3A%22%22%7D%7D%7D&ac=j&sd=1&,HTTP/1.1,1807,0,,200,OK,HTTP/1.1,0,application/json,,,965,43,,,0,144,302,0,328,0,0,212.55.189.217,,474,value,
42,,2019-10-12T16:23:17.227+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,469,353,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,116,276,0,307,0,0,91.228.72.6,,424,,
43,,2019-10-12T16:23:17.227+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,469,326,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,117,285,0,308,0,0,91.228.72.6,,426,,
44,,2019-10-12T16:23:17.273+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&alt_size_ids=10&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=ba8eaeac-206e-42b0-87d2-9528caf9ad39&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.6932332105735517,HTTP/1.1,1598,0,,200,OK,HTTP/1.1,0,application/json,,,429,304,,,0,121,368,0,392,0,0,69.173.144.142,,515,value,
45,,2019-10-12T16:23:17.313+03:00,GET,https://dnlzsmybcpo0z.cloudfront.net/medium/661644.jpg?v=1536700119,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,image/jpeg,,,584,20254,,,0,477,574,95,606,0,85,143.204.192.84,,1265,value,
46,,2019-10-12T16:23:17.313+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,517,1167,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1050,476,,,0,158,412,0,435,0,0,37.252.173.38,,594,,
47,,2019-10-12T16:23:17.323+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,469,326,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,104,276,0,303,0,0,91.228.72.6,,408,,
48,,2019-10-12T16:23:17.323+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,517,1167,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1018,482,,,0,138,339,0,367,0,0,37.252.173.38,,506,,
49,,2019-10-12T16:23:17.332+03:00,GET,"https://apis.google.com/_/scs/apps-static/_/js/k=oz.gapi.en_US.ysvV9EtEi0w.O/m=auth2,client/rt=j/sv=1/d=1/ed=1/am=wQE/rs=AGLTcCMcYZL5zQsWyujyfqZUWUukFuVxmQ/cb=gapi.loaded_0",HTTP/1.1,677,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,541,101170,,,1,99,303,0,363,0,155,172.217.23.142,,619,,
50,,2019-10-12T16:23:17.334+03:00,GET,https://c.amazon-adsystem.com/e/dtb/bid?src=600&pubid=450e78ce-613c-4c21-88a1-aa052db14af2&u=https%3A%2F%2Fwww.sporcle.com%2F&pid=2373819670421570886597297&cb=6048370231661570886597299&ws=800x600&v=7.37.00&t=1000&slots=%5B%7B%22sd%22%3A%22sporcle_300_Flex_BTF%22%2C%22s%22%3A%5B%22300x250%22%2C%22300x600%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300_Flex_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_ATF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_ATF%22%7D%2C%7B%22sd%22%3A%22sporcle_300x250_BTF%22%2C%22s%22%3A%5B%22300x250%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_300x250_BTF%22%7D%2C%7B%22sd%22%3A%22sporcle_728x90_ATF%22%2C%22s%22%3A%5B%22728x90%22%5D%2C%22sn%22%3A%22%2F15184186%2Fsporcle_728x90_ATF%22%7D%5D&pj=%7B%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldCFRoute%22%3Atrue%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22cmp-error%22%7D,HTTP/1.1,1320,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,536,137,,,0,168,-1,-1,-1,-1,0,143.204.196.102,,168,value,
51,,2019-10-12T16:23:17.334+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=4ce62cb1-8e4b-4950-9f0a-2ad35ef4b737&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.6319369778317794,HTTP/1.1,1582,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,0,124,421,0,448,0,0,69.173.144.142,,573,value,
52,,2019-10-12T16:23:17.351+03:00,POST,https://qcx.quantserve.com:8443/qchb,HTTP/1.1,469,325,,200,OK,HTTP/1.1,0,application/json,,,234,89,,,0,113,-1,-1,-1,-1,0,91.228.72.6,,114,,
53,,2019-10-12T16:23:17.402+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=15&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=b07a5331-d094-4aaa-a8f0-f9f9c7aa12d7&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.9750387562327187,HTTP/1.1,1582,0,,200,OK,HTTP/1.1,0,application/json,,,429,284,,,0,114,-1,-1,-1,-1,0,69.173.144.142,,115,value,
54,,2019-10-12T16:23:17.409+03:00,GET,https://s.adtelligent.com/sync.html?aid=410295,HTTP/1.1,547,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,311,688,,,0,160,534,0,564,0,0,67.220.185.74,,726,value,
55,,2019-10-12T16:23:17.410+03:00,POST,https://ssc.33across.com/api/v1/hb,HTTP/1.1,649,317,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,544,133,,,0,166,-1,-1,-1,-1,0,67.202.110.12,,167,,
56,,2019-10-12T16:23:17.412+03:00,GET,https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=16924&site_id=151312&zone_id=1319448&size_id=2&p_pos=unknown&gdpr=0&rf=https%3A%2F%2Fwww.sporcle.com%2F&tk_flint=pbjs_lite_v1.32.0&x_source.tid=759a67e2-3dfa-492f-9ba0-9d9942d8807e&p_screen_res=800x600&rp_floor=0.01&rp_secure=1&slots=1&rand=0.8612664361160531,HTTP/1.1,1581,0,,200,OK,HTTP/1.1,0,application/json,,,429,283,,,0,111,483,0,518,0,0,69.173.144.142,,630,value,
57,,2019-10-12T16:23:17.445+03:00,POST,https://hbopenbid.pubmatic.com/translator?source=prebid-client,HTTP/1.1,745,1236,,204,No Content,HTTP/1.1,0,,,,212,0,,,0,256,526,0,555,0,0,103.231.98.193,,812,value,
58,,2019-10-12T16:23:17.471+03:00,POST,https://ib.adnxs.com/ut/v3/prebid,HTTP/1.1,517,1172,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,843,19,,,0,100,-1,-1,-1,-1,0,37.252.173.38,,101,,
