,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,response._error
10,,2019-10-12T15:40:53.879+03:00,GET,https://yt3.ggpht.com/NT4l8fEwROekQhZesLUnvt5wOVz3ybUoGBES_k6I96_lbNSKN5M_VXb6kYEf_Q7T0hj9Um7qeg=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1793,,,-1,0,-1,98,0,-1,-1,216.58.210.1,,99,
11,,2019-10-12T15:40:53.958+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-home-page-skeleton-webp-vflFdVBW1.css,HTTP/1.1,,503,0,,200,OK,HTTP/1.1,0,text/css,,,561,1308,,,-1,0,-1,92,0,-1,-1,172.217.22.110,,92,
12,,2019-10-12T15:40:53.958+03:00,GET,https://yt3.ggpht.com/hrzkEEgLQhkyBw3AGBKYzVpPQOeAUrO2c2P27Mr-cjXPE2763LhCKzwsE07IDh8y2BGaycFD2YI=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,,478,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1391,,,-1,0,-1,86,0,-1,-1,216.58.210.1,,87,
13,,2019-10-12T15:40:53.973+03:00,GET,https://www.youtube.com/yts/cssbin/www-onepick-webp-vflsYL2Tr.css,HTTP/1.1,,479,0,,200,OK,HTTP/1.1,0,text/css,,,560,329,,,-1,0,-1,79,0,-1,-1,172.217.22.110,,80,
14,,2019-10-12T15:40:53.989+03:00,GET,https://yt3.ggpht.com/8_oN5lO7Zt19TY89MM798c20zEeJcwsK9zvvPHd3ivCH8MS_49LC9uqPutjA8MM5nEC7_a5Z=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1523,,,-1,0,-1,84,0,-1,-1,216.58.210.1,,85,
15,,2019-10-12T15:40:53.989+03:00,GET,https://www.youtube.com/yts/jsbin/www-tampering-vflEgtWpA/www-tampering.js,HTTP/1.1,,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,3635,,,-1,0,-1,80,2,-1,-1,172.217.22.110,,83,
16,,2019-10-12T15:40:54.052+03:00,GET,https://www.youtube.com/yts/jsbin/www-prepopulator-vfl8hLntF/www-prepopulator.js,HTTP/1.1,,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,564,321,,,-1,0,-1,89,0,-1,-1,172.217.22.110,,90,
17,,2019-10-12T15:40:54.052+03:00,GET,https://yt3.ggpht.com/5HkUAx2SOolanKFGX7Au5O84m4XbzvjpxXowcw2EYjbZmUObb_MzjZiiSDfy3z9ImpC0PCuZIB_dlPnEqQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,,485,0,,200,OK,HTTP/1.1,0,image/jpeg,,,584,1307,,,-1,0,-1,92,1,-1,-1,216.58.210.1,,95,
18,,2019-10-12T15:40:54.052+03:00,GET,https://www.youtube.com/yts/jsbin/spf-vflqCgDoF/spf.js,HTTP/1.1,,453,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,12228,,,-1,0,-1,91,5,-1,-1,172.217.22.110,,97,
19,,2019-10-12T15:40:54.052+03:00,GET,https://www.youtube.com/yts/jsbin/network-vflX047bV/network.js,HTTP/1.1,,461,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,4691,,,-1,0,-1,89,7,-1,-1,172.217.22.110,,97,
20,,2019-10-12T15:40:54.067+03:00,GET,https://www.youtube.com/yts/jsbin/desktop_polymer_v2-vflyh3fQc/desktop_polymer_v2.js,HTTP/1.1,,483,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,667680,,,-1,0,-1,81,327,-1,-1,172.217.22.110,,409,
21,,2019-10-12T15:40:54.083+03:00,GET,https://yt3.ggpht.com/q4dKhqTNe--O0MGDi_bFvaFAIiHcbdhfkOUiKM0qQPzPf3Zo9kryYxuMqP1bW6w1WdYswAfOpQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1394,,,-1,0,-1,106,0,-1,-1,216.58.210.1,,107,
22,,2019-10-12T15:40:54.223+03:00,GET,https://yt3.ggpht.com/NT_vjqwKRGVxekt6CgZYErgm67rrlIxBEj_CIo_1DE2a6z55eaQz2fOJG8F_dC5dmtgurpWVOg=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1276,,,-1,0,-1,89,0,-1,-1,216.58.210.1,,90,
23,,2019-10-12T15:40:54.477+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,,411,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,-1,0,-1,85,17,-1,-1,172.217.16.131,,103,
24,,2019-10-12T15:40:54.481+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,,415,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,-1,0,-1,81,20,-1,-1,172.217.16.131,,102,
25,,2019-10-12T15:40:54.508+03:00,GET,https://www.gstatic.com/youtube/img/promos/growth/f0accb1c85c9c18464c137e8fbc7e2ba0106a204abfccb7abb7f46fc95055aa7_2560x520.jpeg,HTTP/1.1,,480,0,,200,OK,HTTP/1.1,0,image/jpeg,,,481,217292,,,-1,0,-1,85,142,-1,-1,172.217.22.35,,228,
26,,2019-10-12T15:40:54.510+03:00,GET,https://i.ytimg.com/vi/SlPhMPnQ58k/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLC3-te3pZj3Hy1TFd_TOn2QsCiq0g,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,3962,,,-1,0,-1,80,5,-1,-1,172.217.16.214,,86,
27,,2019-10-12T15:40:54.510+03:00,GET,https://i.ytimg.com/vi/1dBsJl6gqS4/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAH4soO-2JG4DPVbAD0RNHX4brXAg,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,6650,,,-1,0,-1,83,15,-1,-1,172.217.16.214,,99,
28,,2019-10-12T15:40:54.511+03:00,GET,https://i.ytimg.com/vi/IdaZqw9gfOQ/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB6g3D8eDjza4X-C2mwel2One8nLA,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,5868,,,-1,0,-1,81,11,-1,-1,172.217.16.214,,93,
29,,2019-10-12T15:40:54.515+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-watch-page-skeleton-webp-vflQ9GNSj.css,HTTP/1.1,,504,0,,200,OK,HTTP/1.1,0,text/css,,,560,1040,,,-1,0,-1,91,2,-1,-1,172.217.22.110,,94,
30,,2019-10-12T15:40:54.600+03:00,GET,https://i.ytimg.com/vi/8jx_4vmEU58/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLA6Gfpq_yOtMW0LyTTVJICbNuMdhg,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,444,5994,,,-1,0,-1,85,6,-1,-1,172.217.16.214,,92,
31,,2019-10-12T15:40:54.606+03:00,GET,https://i.ytimg.com/vi/Geyg_F5pfHE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBpLouShMeE3vf_lKuSiw97p5gRtg,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,7070,,,-1,0,-1,86,7,-1,-1,172.217.16.214,,94,
32,,2019-10-12T15:40:54.611+03:00,GET,https://i.ytimg.com/vi/W67bSFl9vFo/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB0fbj6oaueGl-J9ZV-vjWT6B8xxw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,9454,,,-1,0,-1,84,10,-1,-1,172.217.16.214,,95,
33,,2019-10-12T15:40:54.694+03:00,GET,https://i.ytimg.com/vi/cqyziA30whE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLApJ9jZBjOF5jG5gagxPR-Udm_WJw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,9708,,,-1,0,-1,82,10,-1,-1,172.217.16.214,,93,
34,,2019-10-12T15:40:54.694+03:00,GET,https://i.ytimg.com/vi/hfHtXdikQhA/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBh3d0lgOp1MTyAOSHQB6cu1zmYsA,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,451,5688,,,-1,0,-1,88,7,-1,-1,172.217.16.214,,96,
35,,2019-10-12T15:40:54.725+03:00,GET,https://i.ytimg.com/vi/HP-MbfHFUqs/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDFGWoCRD0yrfa78unltLqbbIhHEQ,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,14086,,,-1,0,-1,94,14,-1,-1,172.217.16.214,,109,
36,,2019-10-12T15:40:54.740+03:00,GET,https://i.ytimg.com/vi/-FlxM_0S2lA/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCUrTOlxx5nu6kPS6PFVIJsNHh5iA,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,455,10838,,,0,0,201,91,25,0,227,172.217.16.214,,344,
37,,2019-10-12T15:40:54.740+03:00,GET,https://i.ytimg.com/vi/1LSdLjKjOLE/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCETkSsLH6XsaD5GE6Bh6CbjvVcpw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,454,14180,,,0,0,214,78,25,0,239,172.217.16.214,,344,
38,,2019-10-12T15:40:54.740+03:00,GET,https://i.ytimg.com/vi/BR_sJw3p0cU/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBBuxRs89NzXMjJzu5R8tND2zhuHw,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,8068,,,0,0,214,85,4,0,239,172.217.16.214,,330,
39,,2019-10-12T15:40:54.791+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:400,300,300italic,400italic,500,500italic,700,700italic",HTTP/1.1,value,433,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,881,,,-1,0,-1,94,0,-1,-1,216.58.207.42,,95,
40,,2019-10-12T15:40:54.791+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto+Mono:400,700",HTTP/1.1,value,390,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,552,,,-1,0,-1,88,0,-1,-1,216.58.207.42,,88,
41,,2019-10-12T15:40:54.798+03:00,GET,https://i.ytimg.com/vi/GqLSwOzdkNY/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDkt5RH4CvSfTJZLmJWWS-46giFXA,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,6896,,,-1,0,-1,91,7,-1,-1,172.217.16.214,,99,
42,,2019-10-12T15:40:54.807+03:00,GET,https://i.ytimg.com/vi/xQxThJHJclU/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLADNLtNWFd20JNo5kDRcheb66SIwQ,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,7610,,,-1,0,-1,88,5,-1,-1,172.217.16.214,,93,
43,,2019-10-12T15:40:54.848+03:00,GET,https://i.ytimg.com/vi/LQdP8Pu8N9U/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDXjH7FrHs7BIKI92KF24fb3dd9kQ,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,5730,,,-1,0,-1,86,4,-1,-1,172.217.16.214,,90,
44,,2019-10-12T15:40:54.850+03:00,GET,https://i.ytimg.com/vi/06OZ8UNaZZs/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLA_UGGcH_x2bHlEiFZ2FH2HCbAcnA,HTTP/1.1,value,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,8462,,,-1,0,-1,83,6,-1,-1,172.217.16.214,,90,
45,,2019-10-12T15:40:55.365+03:00,GET,https://fonts.gstatic.com/s/ytsans/v8/46kqlb3ta3zqoJU2dbvnb0Jg0g.woff2,HTTP/1.1,,459,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,17792,,,-1,0,-1,87,21,-1,-1,172.217.16.131,,109,
46,,2019-10-12T15:40:55.377+03:00,GET,https://googleads.g.doubleclick.net/pagead/id,HTTP/1.1,,391,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,1114,0,,,0,0,167,97,0,0,197,172.217.22.2,,295,
47,,2019-10-12T15:40:55.401+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,-1,0,-1,91,16,-1,-1,172.217.16.131,,108,
48,,2019-10-12T15:40:55.411+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmWUlfBBc4.woff2,HTTP/1.1,,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15816,,,-1,0,-1,81,17,-1,-1,172.217.16.131,,98,
49,,2019-10-12T15:40:55.426+03:00,POST,https://www.youtube.com/service_ajax?name=feedbackEndpoint,HTTP/1.1,value,1129,725,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,532,551,,,-1,0,-1,189,0,-1,-1,172.217.22.110,,190,
50,,2019-10-12T15:40:55.435+03:00,GET,https://yt3.ggpht.com/fupq2gn49QHtC5ggZ_-wwcmS7yoRTOamXJbsz5s1JnEBl5hWbr7rHL-InBAVTHPpsQeIfspgUE4=s88-c-k-c0x00ffffff-no-rj,HTTP/1.1,,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,4887,,,-1,0,-1,95,8,-1,-1,216.58.210.1,,104,
51,,2019-10-12T15:40:55.435+03:00,GET,https://www.gstatic.com/youtube/img/promos/growth/6614dc67e9c63722286831feead7a985aada5b5df27b2bc933b585b046e3faaf_640x48.png,HTTP/1.1,,477,0,,200,OK,HTTP/1.1,0,image/png,,,455,10669,,,-1,0,-1,94,8,-1,-1,172.217.22.35,,103,
52,,2019-10-12T15:40:55.516+03:00,GET,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,HTTP/1.1,value,440,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1282,133,,,-1,0,-1,94,0,-1,-1,172.217.22.2,,95,
53,,2019-10-12T15:40:55.609+03:00,GET,https://www.google.co.il/pagead/lvz?evtid=ADszL7NmvKt9Ta-z9e33LUZLqyI5EvdtkqQDl77wORtPtcb4XNBDOiWOAirrx0Ro5RDhfZay63je5i_wY0s9wARWlYjgj6JmRQ&pg=index&req_ts=1570885099&sigh=ADRnf4ZzcuDbWDG35sciwaS1CqFEks1ZdQ,HTTP/1.1,value,559,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,0,-1,-1,216.58.206.3,,0,No response received
