,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.send,timings.dns,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-08T15:59:05.459+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,358,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,-1,-1,32,0,-1,-1,84,172.217.22.110,,117,
11,,2019-10-08T15:59:05.460+03:00,GET,https://static.hotjar.com/c/hotjar-286277.js?sv=5,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,application/javascript,,,563,0,,,-1,-1,0,0,-1,-1,97,147.75.84.33,,98,value
12,,2019-10-08T15:59:05.468+03:00,GET,https://www.googletagmanager.com/gtag/js?id=AW-963774345,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27197,,,-1,-1,24,0,-1,-1,95,216.58.207.72,,119,value
13,,2019-10-08T15:59:05.470+03:00,GET,https://www.googleadservices.com/pagead/conversion_async.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,9186,,,-1,-1,11,0,-1,-1,90,216.58.205.226,,102,
14,,2019-10-08T15:59:05.516+03:00,GET,https://m.stripe.network/inner.html,HTTP/1.1,517,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,944,10066,,,-1,-1,3,0,-1,-1,90,151.101.16.176,,94,
15,,2019-10-08T15:59:05.682+03:00,GET,"https://api.the-dots.com/v1/explore/today/projects?include=image,owner-user,owner-user.tagline,owner-user.profile-image,owner-page,owner-page.tagline,owner-page.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image",HTTP/1.1,688,0,,200,OK,HTTP/1.1,0,application/json,,,1089,10953,,,0,331,25,0,0,297,145,104.20.55.187,,503,value
16,,2019-10-08T15:59:05.691+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1645902743&t=pageview&_s=1&dl=https%3A%2F%2Fthe-dots.com%2F&dp=%2F&ul=en-us&de=UTF-8&dt=The%20Creative%20Network%20%7C%20The%20Dots&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=&gjid=&cid=164337241.1570539510&tid=UA-52833372-1&_gid=1805082092.1570539510&z=1892990111,HTTP/1.1,678,0,,200,OK,HTTP/1.1,0,image/gif,,,480,35,,,-1,-1,0,0,-1,-1,77,172.217.22.110,,77,value
17,,2019-10-08T15:59:05.708+03:00,GET,https://api.the-dots.com/v1/config,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,application/json,,,1063,717,,,0,291,0,0,0,266,136,104.20.55.187,,428,
18,,2019-10-08T15:59:05.714+03:00,OPTIONS,"https://api.the-dots.com/v1/search/users/query?include=cover-image,experiences.organisation-page,experiences,location,profile-image,projects-summary.image,tagline&page=1&perPage=8",HTTP/1.1,592,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,0,361,0,1,0,317,108,104.20.55.187,,471,value
19,,2019-10-08T15:59:05.770+03:00,POST,https://m.stripe.com/4,HTTP/1.1,490,728,,200,OK,HTTP/1.1,0,text/plain,,,592,62,,,-1,-1,0,0,-1,-1,240,54.201.48.110,,241,
20,,2019-10-08T15:59:05.828+03:00,POST,"https://api.the-dots.com/v1/search/users/query?include=cover-image,experiences.organisation-page,experiences,location,profile-image,projects-summary.image,tagline&page=1&perPage=8",HTTP/1.1,615,87,,200,OK,HTTP/1.1,0,application/json,,,1064,12807,,,-1,-1,30,0,-1,-1,543,104.20.55.187,,575,value
21,,2019-10-08T15:59:05.957+03:00,GET,https://api.mixpanel.com/decide/?verbose=1&version=1&lib=web&token=57b0bc799858f28525e2cbaf73edf1e9&ip=1&_=1570539545512,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,application/json,,,433,233,,,0,414,0,0,22,389,99,107.178.240.159,,537,value
22,,2019-10-08T15:59:05.983+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJwYWdldmlldyIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA1Mzk1NDUuNTI2LCJkaXN0aW5jdF9pZCI6ICIxNmRhYjcyZDE3YTE1Yy0wZjU4NjA0MjkyZDk4Mi0xMTVhMWIyZC03NTMwMC0xNmRhYjcyZDE3YjI2NiIsIiRkZXZpY2VfaWQiOiAiMTZkYWI3MmQxN2ExNWMtMGY1ODYwNDI5MmQ5ODItMTE1YTFiMmQtNzUzMDAtMTZkYWI3MmQxN2IyNjYiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwicGFnZSBuYW1lIjogIlRoZSBDcmVhdGl2ZSBOZXR3b3JrIHwgVGhlIERvdHMiLCJ1cmwiOiAiLyIsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570539545528,HTTP/1.1,1158,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,381,0,0,0,354,113,107.178.240.159,,495,value
23,,2019-10-08T15:59:05.984+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJBQiBUZXN0IC0gRXhwZXJpbWVudCBTdGFydCIsInByb3BlcnRpZXMiOiB7IiRvcyI6ICJXaW5kb3dzIiwiJGJyb3dzZXIiOiAiQ2hyb21lIiwiJGN1cnJlbnRfdXJsIjogImh0dHBzOi8vdGhlLWRvdHMuY29tLyIsIiRicm93c2VyX3ZlcnNpb24iOiA3NywiJHNjcmVlbl9oZWlnaHQiOiA2MDAsIiRzY3JlZW5fd2lkdGgiOiA4MDAsIm1wX2xpYiI6ICJ3ZWIiLCIkbGliX3ZlcnNpb24iOiAiMi4yOS4xIiwidGltZSI6IDE1NzA1Mzk1NDUuNTMxLCJkaXN0aW5jdF9pZCI6ICIxNmRhYjcyZDE3YTE1Yy0wZjU4NjA0MjkyZDk4Mi0xMTVhMWIyZC03NTMwMC0xNmRhYjcyZDE3YjI2NiIsIiRkZXZpY2VfaWQiOiAiMTZkYWI3MmQxN2ExNWMtMGY1ODYwNDI5MmQ5ODItMTE1YTFiMmQtNzUzMDAtMTZkYWI3MmQxN2IyNjYiLCIkaW5pdGlhbF9yZWZlcnJlciI6ICIkZGlyZWN0IiwiJGluaXRpYWxfcmVmZXJyaW5nX2RvbWFpbiI6ICIkZGlyZWN0IiwiRXhwZXJpbWVudCI6ICJqb2luRXhwZXJpbWVudCIsIlZhcmlhbnQiOiAiam9pbldpdGhUZXh0IiwiVVJMIjogIi8iLCJ0b2tlbiI6ICI1N2IwYmM3OTk4NThmMjg1MjVlMmNiYWY3M2VkZjFlOSJ9fQ%3D%3D&ip=1&_=1570539545532,HTTP/1.1,1202,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,381,0,0,0,351,123,107.178.240.159,,505,value
24,,2019-10-08T15:59:05.997+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570539545707&cv=9&fst=1570539545707&num=1&bg=ffffff&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9p0&sendb=1&ig=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,807,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,915,958,,,0,280,0,0,0,238,109,172.217.18.162,,392,value
25,,2019-10-08T15:59:06.009+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNTM5NTQ1LjUzNCwiZGlzdGluY3RfaWQiOiAiMTZkYWI3MmQxN2ExNWMtMGY1ODYwNDI5MmQ5ODItMTE1YTFiMmQtNzUzMDAtMTZkYWI3MmQxN2IyNjYiLCIkZGV2aWNlX2lkIjogIjE2ZGFiNzJkMTdhMTVjLTBmNTg2MDQyOTJkOTgyLTExNWExYjJkLTc1MzAwLTE2ZGFiNzJkMTdiMjY2IiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIlNlY3Rpb24gTmFtZSI6ICJ0b2RheS13aHktam9pbiIsIlNlY3Rpb24gT3JkZXIiOiAxLCJUaW1lIFNpbmNlIExvYWQiOiAwLCJVUkwiOiAiLyIsIlByZXZpb3VzIFNlY3Rpb24gVGltZSBTcGVudCI6IDAsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570539545535,HTTP/1.1,1250,0,,200,OK,HTTP/1.1,0,application/json,,,496,1,,,0,409,0,0,0,384,99,107.178.240.159,,510,value
26,,2019-10-08T15:59:06.015+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/963774345/?random=1570539545712&cv=9&fst=1570539545712&num=1&guid=ON&resp=GooglemKTybQhCsO&eid=376635470&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&rfmt=3&fmt=4,HTTP/1.1,786,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,915,944,,,0,297,0,0,0,257,105,172.217.18.162,,404,value
27,,2019-10-08T15:59:06.026+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICJQYWdlIFRyYWNrIC0gVG9kYXkiLCJwcm9wZXJ0aWVzIjogeyIkb3MiOiAiV2luZG93cyIsIiRicm93c2VyIjogIkNocm9tZSIsIiRjdXJyZW50X3VybCI6ICJodHRwczovL3RoZS1kb3RzLmNvbS8iLCIkYnJvd3Nlcl92ZXJzaW9uIjogNzcsIiRzY3JlZW5faGVpZ2h0IjogNjAwLCIkc2NyZWVuX3dpZHRoIjogODAwLCJtcF9saWIiOiAid2ViIiwiJGxpYl92ZXJzaW9uIjogIjIuMjkuMSIsInRpbWUiOiAxNTcwNTM5NTQ1LjUzNywiZGlzdGluY3RfaWQiOiAiMTZkYWI3MmQxN2ExNWMtMGY1ODYwNDI5MmQ5ODItMTE1YTFiMmQtNzUzMDAtMTZkYWI3MmQxN2IyNjYiLCIkZGV2aWNlX2lkIjogIjE2ZGFiNzJkMTdhMTVjLTBmNTg2MDQyOTJkOTgyLTExNWExYjJkLTc1MzAwLTE2ZGFiNzJkMTdiMjY2IiwiJGluaXRpYWxfcmVmZXJyZXIiOiAiJGRpcmVjdCIsIiRpbml0aWFsX3JlZmVycmluZ19kb21haW4iOiAiJGRpcmVjdCIsIlNlY3Rpb24gTmFtZSI6ICJ0b2RheS1wcm9qZWN0cy10ZWFtcyIsIlNlY3Rpb24gT3JkZXIiOiAyLCJUaW1lIFNpbmNlIExvYWQiOiAwLCJVUkwiOiAiLyIsIlByZXZpb3VzIFNlY3Rpb24gTmFtZSI6ICJ0b2RheS13aHktam9pbiIsIlByZXZpb3VzIFNlY3Rpb24gVGltZSBTcGVudCI6IDAsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570539545538,HTTP/1.1,1314,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,0,385,0,0,0,361,108,107.178.240.159,,495,value
28,,2019-10-08T15:59:06.230+03:00,GET,https://api.mixpanel.com/track/?data=eyJldmVudCI6ICIkd2ViX2V2ZW50IiwicHJvcGVydGllcyI6IHsiJG9zIjogIldpbmRvd3MiLCIkYnJvd3NlciI6ICJDaHJvbWUiLCIkY3VycmVudF91cmwiOiAiaHR0cHM6Ly90aGUtZG90cy5jb20vIiwiJGJyb3dzZXJfdmVyc2lvbiI6IDc3LCIkc2NyZWVuX2hlaWdodCI6IDYwMCwiJHNjcmVlbl93aWR0aCI6IDgwMCwibXBfbGliIjogIndlYiIsIiRsaWJfdmVyc2lvbiI6ICIyLjI5LjEiLCJ0aW1lIjogMTU3MDUzOTU0Ni4yMTIsImRpc3RpbmN0X2lkIjogIjE2ZGFiNzJkMTdhMTVjLTBmNTg2MDQyOTJkOTgyLTExNWExYjJkLTc1MzAwLTE2ZGFiNzJkMTdiMjY2IiwiJGRldmljZV9pZCI6ICIxNmRhYjcyZDE3YTE1Yy0wZjU4NjA0MjkyZDk4Mi0xMTVhMWIyZC03NTMwMC0xNmRhYjcyZDE3YjI2NiIsIiRpbml0aWFsX3JlZmVycmVyIjogIiRkaXJlY3QiLCIkaW5pdGlhbF9yZWZlcnJpbmdfZG9tYWluIjogIiRkaXJlY3QiLCIkdGl0bGUiOiAiVGhlIENyZWF0aXZlIE5ldHdvcmsgfCBUaGUgRG90cyIsIiRldmVudF90eXBlIjogInBhZ2V2aWV3IiwiJGNlX3ZlcnNpb24iOiAxLCIkaG9zdCI6ICJ0aGUtZG90cy5jb20iLCIkcGF0aG5hbWUiOiAiLyIsInRva2VuIjogIjU3YjBiYzc5OTg1OGYyODUyNWUyY2JhZjczZWRmMWU5In19&ip=1&_=1570539546213,HTTP/1.1,1254,0,,200,OK,HTTP/1.1,0,application/json,,,497,1,,,-1,-1,0,0,-1,-1,107,107.178.240.159,,108,value
29,,2019-10-08T15:59:06.286+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570539545707&cv=9&fst=1570536000000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9p0&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=4110834523&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,774,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,-1,0,0,-1,-1,100,172.217.18.4,,101,value
30,,2019-10-08T15:59:06.287+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570539545707&cv=9&fst=1570536000000&num=1&bg=ffffff&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2oa9p0&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=4110834523&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,776,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,-1,0,0,-1,-1,108,216.58.206.3,,108,value
31,,2019-10-08T15:59:06.287+03:00,GET,https://www.google.com/pagead/1p-user-list/963774345/?random=1570539545712&cv=9&fst=1570536000000&num=1&guid=ON&eid=376635470&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=3577926733&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,753,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,-1,0,0,-1,-1,108,172.217.18.4,,108,value
32,,2019-10-08T15:59:06.402+03:00,GET,https://www.google.co.il/pagead/1p-user-list/963774345/?random=1570539545712&cv=9&fst=1570536000000&num=1&guid=ON&eid=376635470&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&frm=0&url=https%3A%2F%2Fthe-dots.com%2F&tiba=The%20Creative%20Network%20%7C%20The%20Dots&async=1&fmt=3&is_vtc=1&random=3577926733&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,755,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,-1,0,0,-1,-1,99,216.58.206.3,,100,value
33,,2019-10-08T15:59:06.762+03:00,OPTIONS,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,-1,-1,0,0,-1,-1,104,104.20.55.187,,105,value
34,,2019-10-08T15:59:06.763+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,748,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,-1,-1,0,0,-1,-1,98,104.20.55.187,,99,value
35,,2019-10-08T15:59:06.765+03:00,OPTIONS,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,-1,-1,0,0,-1,-1,102,104.20.55.187,,102,value
36,,2019-10-08T15:59:06.867+03:00,OPTIONS,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,-1,-1,0,0,-1,-1,107,104.20.55.187,,108,value
37,,2019-10-08T15:59:06.878+03:00,OPTIONS,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,text/plain,,,863,0,,,-1,-1,0,0,-1,-1,96,104.20.55.187,,96,value
38,,2019-10-08T15:59:06.878+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-page,owner-page.tagline,owner-page.profile-image,owner-user,owner-user.tagline,owner-user.profile-image,collaborators-summary,collaborators-summary.tagline,collaborators-summary.profile-image,x-likes,x-likes.tagline,x-likes.profile-image,x-in-lists&page=1&perPage=8",HTTP/1.1,771,41,,200,OK,HTTP/1.1,0,application/json,,,1064,5837,,,-1,-1,2,0,-1,-1,664,104.20.55.187,,667,value
39,,2019-10-08T15:59:06.926+03:00,POST,"https://api.the-dots.com/v1/search/jobs/query?include=organisation-page,organisation-page.profile-image,location,job-type&page=1&perPage=8",HTTP/1.1,574,41,,200,OK,HTTP/1.1,0,application/json,,,1064,13772,,,0,155,42,0,0,112,467,104.20.55.187,,666,value
40,,2019-10-08T15:59:06.926+03:00,POST,"https://api.the-dots.com/v1/search/questions/query?include=author,author.profile-image,author.tagline&page=1&perPage=8",HTTP/1.1,554,41,,200,OK,HTTP/1.1,0,application/json,,,1064,5544,,,0,156,2,0,0,113,304,104.20.55.187,,463,value
41,,2019-10-08T15:59:06.980+03:00,POST,"https://api.the-dots.com/v1/search/projects/query?include=image,owner-user,owner-user.location,desired-collaborator-professions&page=1&perPage=8",HTTP/1.1,581,130,,200,OK,HTTP/1.1,0,application/json,,,1064,5989,,,-1,-1,2,0,-1,-1,229,104.20.55.187,,232,value
42,,2019-10-08T15:59:06.980+03:00,POST,"https://api.the-dots.com/v1/search/events/query?include=description,header-image,location,page,page.profile-image,ticket-types&page=1&perPage=8",HTTP/1.1,579,99,,200,OK,HTTP/1.1,0,application/json,,,1064,11195,,,-1,-1,4,0,-1,-1,335,104.20.55.187,,339,value
43,,2019-10-08T15:59:07.665+03:00,POST,https://api.amplitude.com/,HTTP/1.1,453,1204,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,258,7,,,0,786,0,0,22,762,287,54.71.106.3,,1097,
44,,2019-10-08T15:59:14.355+03:00,GET,https://www.googletagservices.com/tag/js/gpt.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,text/javascript,,,767,14485,,,-1,-1,13,0,-1,-1,117,172.217.21.226,,131,
45,,2019-10-08T15:59:14.437+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjst3_-D73y84aCq6m37LVuH73rjiGU8PjiZaHZ2UpIVmwquJuQ7V3auscID26cU8TPohG-N3crtllUVsE7vAa2at_1h7rOOR8w5uzIonkkM&sig=Cg0ArKJSzAbN1FKhZO6MEAE&adk=1949431381&tt=-1&bs=800%2C600&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=4670,460,4920,760&mcvt=0&rs=3&ht=0&mc=0&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=24&niot_cbk=48&md=2&lm=2&rst=1570539529640&dlt=5628&rpt=210&isd=0&msd=0&oseid=3&xdi=0&ps=800%2C4940&ss=800%2C600&pt=-1&bin=1&deb=1-1-1-75-142-33-147-141-0-0-0&tvt=14764&r=u&id=osdtos&vs=3&za=0-0-0&uc=88&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191004",HTTP/1.1,997,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,9760,0,0,23,9719,99,172.217.21.226,,9883,value
46,,2019-10-08T15:59:14.502+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_2019100301.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,58949,,,-1,-1,33,0,-1,-1,106,216.58.207.34,,141,
47,,2019-10-08T15:59:14.653+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,566,31625,,,0,226,64,0,29,182,97,31.13.92.14,,418,
48,,2019-10-08T15:59:14.724+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=the-dots.com,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,221,0,0,0,182,97,172.217.18.162,,320,value
