,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
19,,2019-10-12T15:04:33.192+03:00,GET,https://thrtle.com/insync?vxii_pid=10014&vxii_pdid=27289393ceda529152e2bbaeb2451313,HTTP/1.1,624,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,https://thrtle.com/insync?vxii_pdid=27289393ceda529152e2bbaeb2451313&vxii_pid=12&vxii_pid1=10014&vxii_rcid=8c26ee82-f75e-4ecc-803a-d3b25270a95b,539,178,,,2319,0,0,0,0,194,2298,52.22.227.151,,2514,value,
20,,2019-10-12T15:04:33.395+03:00,GET,https://thrtle.com/insync?vxii_pid=10030&vxii_pdid=7726724045278182617,HTTP/1.1,1133,0,,302,Found,HTTP/1.1,0,text/html; charset=utf-8,,https://thrtle.com/insync?vxii_pdid=7726724045278182617&vxii_pid=12&vxii_pid1=10030&vxii_rcid=05904171-3ce0-4e3b-8040-c668dc77125e,526,165,,,-1,-1,0,-1,0,163,-1,52.22.227.151,,164,value,
21,,2019-10-12T15:04:33.583+03:00,GET,https://thrtle.com/insync?vxii_pdid=27289393ceda529152e2bbaeb2451313&vxii_pid=12&vxii_pid1=10014&vxii_rcid=8c26ee82-f75e-4ecc-803a-d3b25270a95b,HTTP/1.1,789,0,,200,OK,HTTP/1.1,0,image/gif,,,347,43,,,-1,-1,0,-1,0,175,-1,52.22.227.151,,176,value,
22,,2019-10-12T15:04:33.768+03:00,GET,https://thrtle.com/insync?vxii_pdid=7726724045278182617&vxii_pid=12&vxii_pid1=10030&vxii_rcid=05904171-3ce0-4e3b-8040-c668dc77125e,HTTP/1.1,1298,0,,200,OK,HTTP/1.1,0,image/gif,,,347,43,,,-1,-1,0,-1,0,165,-1,52.22.227.151,,166,value,
23,,2019-10-12T15:04:34.893+03:00,GET,https://match.adsrvr.org/track/cmf/generic?ttd_pid=crosspixel&ttd_tpi=1,HTTP/1.1,1225,0,,302,Found,HTTP/1.1,0,text/html,,https://tag.crsspxl.com/m.gif?tdid=39c08e97-fdbc-4c4b-8aea-8252e8099938,670,173,,,4404,0,0,0,0,272,4370,13.229.188.209,,4678,value,
24,,2019-10-12T15:04:34.893+03:00,GET,https://ce.lijit.com/merge?pid=5110&3pid=7726724045278182617,HTTP/1.1,1123,0,,302,Found,HTTP/1.1,0,,,https://ce.lijit.com/merge?pid=5110&3pid=7726724045278182617&dnr=1,587,0,,,4629,0,0,43,0,93,4581,72.251.249.14,,4767,value,
25,,2019-10-12T15:04:35.003+03:00,GET,https://ce.lijit.com/merge?pid=5110&3pid=7726724045278182617&dnr=1,HTTP/1.1,1174,0,,200,OK,HTTP/1.1,0,image/gif,,,529,43,,,-1,-1,0,-1,0,117,-1,72.251.249.14,,118,value,
26,,2019-10-12T15:04:35.175+03:00,GET,https://match.adsrvr.org/track/cmf/generic?ttd_pid=lotame&ttd_tpi=1&gdpr=0,HTTP/1.1,706,0,,302,Found,HTTP/1.1,0,text/html,,https://bcp.crwdcntrl.net/map/c=10620/tp=TRAD/tpid=39c08e97-fdbc-4c4b-8aea-8252e8099938,678,205,,,-1,-1,0,-1,0,264,-1,13.229.188.209,,265,value,
27,,2019-10-12T15:04:35.440+03:00,GET,https://match.adsrvr.org/track/cmf/generic?ttd_pid=bluekai,HTTP/1.1,1212,0,,302,Found,HTTP/1.1,0,text/html,,https://tags.bluekai.com/site/5386?id=39c08e97-fdbc-4c4b-8aea-8252e8099938,685,179,,,-1,-1,0,-1,0,265,-1,13.229.188.209,,266,value,
28,,2019-10-12T15:04:35.753+03:00,GET,https://sync.crwdcntrl.net/map/c=1811/tp=TBMG/tpid=XaHFHwAAAHsYgDvh,HTTP/1.1,918,0,,200,OK,HTTP/1.1,0,image/gif,,,289,49,,,883,0,0,69,0,271,851,18.136.128.217,,1224,,
29,,2019-10-12T15:04:35.987+03:00,GET,https://tags.bluekai.com/site/5386?id=39c08e97-fdbc-4c4b-8aea-8252e8099938,HTTP/1.1,1177,0,,0,,unknown,0,,,,-1,-1,,,228,0,0,0,0,0,198,184.85.62.104,,229,value,No response received
30,,2019-10-12T15:04:36.112+03:00,GET,https://sync.crwdcntrl.net/map/c=4735/tp=MDMA/tpid=50dc5da1-c273-4400-8247-488b0d27ab3f,HTTP/1.1,938,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,0,0,-1,18.136.128.217,,0,,No response received
31,,2019-10-12T15:04:36.114+03:00,GET,https://bcp.crwdcntrl.net/map/c=10620/tp=TRAD/tpid=39c08e97-fdbc-4c4b-8aea-8252e8099938,HTTP/1.1,938,0,,0,,unknown,0,,,,-1,-1,,,659,0,0,0,0,0,634,3.0.144.81,,660,,No response received
32,,2019-10-12T15:04:36.295+03:00,GET,https://www.taringa.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js,HTTP/1.1,804,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,655,,,-1,-1,0,-1,0,100,-1,104.16.249.39,,101,,
33,,2019-10-12T15:04:36.339+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjst0QYVHpSmwqC6WgOlPWWGYR1Z4beHWARZp3HNhEyajvR1lLxWrh9oy2814UaC9KjYoHStT2Hx_KGGX9FPzcHVUcrGLhBRhztS6IGVNKc8&sig=Cg0ArKJSzHV454wKvpf8EAE&adk=2955714392&tt=6639&bs=779%2C600&mtos=18603,18603,18603,18603,18603&tos=18603,0,0,0,0&p=50,26,140,754&mcvt=18603&rs=3&ht=0&tfs=124&tls=18727&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=20&niot_cbk=30&md=2&lm=2&rst=1570881856903&rpt=421&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C15732&ss=800%2C600&pt=12088&bin=1&deb=1-2-2-225-158-24-334-156-0-0-0&tvt=18712&r=u&id=osdtos&vs=4&uc=158&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191011",HTTP/1.1,984,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,244,0,0,0,0,92,219,172.217.21.194,,337,value,
34,,2019-10-12T15:04:36.435+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssM_fY_9MLKePvSDXLMWSq7En-n2n5Yya1NgBZie8OH7pgaQzdWfr4jBmpRPjSfdY5o2muROb3l_QYlOR8XwXJkmPoB5J884b0wLU9x4i0&sig=Cg0ArKJSzLZE114lRd2OEAE&adk=2492480678&tt=6639&bs=779%2C600&mtos=18603,18603,18603,18603,18603&tos=18603,0,0,0,0&p=510,26,600,754&mcvt=18603&rs=3&ht=0&tfs=124&tls=18727&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=20&niot_cbk=30&md=2&lm=2&rst=1570881856915&rpt=465&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C15732&ss=800%2C600&pt=12088&bin=1&deb=1-2-2-225-158-24-334-156-0-0-0&tvt=18712&r=u&id=osdtos&vs=4&uc=158&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191011",HTTP/1.1,985,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,-1,0,97,-1,172.217.21.194,,98,value,
35,,2019-10-12T15:04:36.522+03:00,GET,https://www.taringa.net/prebid2.24.0.js?v=1570654158441,HTTP/1.1,773,0,,200,OK,HTTP/1.1,0,application/javascript,,,871,69555,,,-1,-1,54,-1,0,117,-1,104.16.249.39,,172,value,
36,,2019-10-12T15:04:36.537+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvBhisfEHHpSVlde_vw_8xgzDmTN6gonO4r21EsvHCb1vdhMPAAaX4rucfjdHNSebHYeSXzIrHoQffiKaUTrDiJ9oeiJoLrS3CSG1BAQGlR9x7cqSU&sai=AMfl-YRzu5VnmNvJovZoiVy0vPy5wu87H1HA30ItmhPoC4dCMmc8mOVUla4d_5as_Kcvk3-QS24co9HPEE1DD65958LV8EV2YF4Hxzo&sig=Cg0ArKJSzCSQsU_HhbRSEAE&cid=CAASEuRokvFHb-mnLLMKPx7orpboUw&adk=353852414&tt=8028&bs=779%2C600&mtos=17871,17871,17871,17871,17871&tos=17871,0,0,0,0&p=0,0,90,728&mcvt=17871&rs=1&ht=0&tfs=116&tls=17987&mc=1&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=8&niot_cbk=14&md=2&lm=2&rst=1570881857934&dlt=270&rpt=14&isd=0&oseid=3&xdi=0&ps=779%2C15732&ss=800%2C600&pt=9959&bin=1&deb=1-1-1-84-150-11-151-149-0-0-0&tvt=17979&is=728%2C90&iframe_loc=https%3A%2F%2Fwww.taringa.net%2F&r=u&id=osdtos&vs=4&uc=144&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=728x90&itpl=4&v=20191011",HTTP/1.1,2017,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,-1,0,-1,0,118,-1,172.217.21.194,,119,value,
37,,2019-10-12T15:04:37.631+03:00,GET,https://www.taringa.net/apiv7/country/channels/popular?count=20&sort=created-desc,HTTP/1.1,875,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,689,655,,,-1,-1,0,-1,0,513,-1,104.16.249.39,,514,value,
38,,2019-10-12T15:04:37.818+03:00,GET,https://api.retargetly.com/loader?id=146,HTTP/1.1,948,0,,200,OK,HTTP/1.1,0,application/javascript,,,632,2398,,,258,0,1,0,0,198,221,104.20.138.67,,458,value,
39,,2019-10-12T15:04:38.446+03:00,GET,https://tags.crwdcntrl.net/c/6746/cc.js?ns=_cc6746,HTTP/1.1,676,0,,200,OK,HTTP/1.1,0,application/javascript,,,348,11433,,,416,0,3,0,0,115,375,93.184.220.113,,537,value,
40,,2019-10-12T15:04:38.462+03:00,GET,https://api.retargetly.com/api?id=146&src=4&url=https%3A%2F%2Fwww.taringa.net%2F&ref=&utmz=&n=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&md=Taringa!%20es%20una%20plataforma%20que%20le%20da%20a%20las%20personas%20el%20poder%20de%20compartir%2C%20descubrir%20y%20buscar%20buenas%20ideas.%20Comparte%20tus%20pasiones%20en%20Taringa!&mk=&il=0&limit_drop=,HTTP/1.1,1424,0,,200,OK,HTTP/1.1,0,text/html,,,1281,486,,,277,0,0,0,1,489,236,104.20.138.67,,769,value,
41,,2019-10-12T15:04:38.669+03:00,GET,https://connect.facebook.net/es_LA/sdk.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1778,,,349,0,1,0,0,107,197,31.13.92.14,,458,,
42,,2019-10-12T15:04:39.048+03:00,GET,https://connect.facebook.net/es_LA/sdk.js?hash=a05633aa2b81c5528b16103fcefbd0c7&ua=modern_es6,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59086,,,258,0,152,0,0,107,212,31.13.92.14,,519,value,
43,,2019-10-12T15:04:39.267+03:00,GET,https://ps.eyeota.net/pixel?pid=r8j3b20&t=gif&uid=d3705c6b-8e8e-49f0-9e11-faa7c359516f,HTTP/1.1,852,0,,302,Found,HTTP/1.1,0,,,https://i.w55c.net/ping_match.gif?st=EYEOTA&rurl=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D9sn4omv%26uid%3D_wfivefivec_%26newuser%3D1%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,316,0,,,247,0,0,0,0,97,208,54.93.117.16,,345,value,
44,,2019-10-12T15:04:39.610+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,584,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1020,12549,,,246,0,4,0,0,121,222,31.13.92.14,,373,value,
45,,2019-10-12T15:04:39.610+03:00,GET,https://www.facebook.com/tr/?id=143125965710465&ev=fb_page_view&dl=https%3A%2F%2Fwww.taringa.net%2F&rl=&if=false&ts=1570881879337&sw=800&sh=600,HTTP/1.1,547,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,259,0,0,0,0,104,227,31.13.92.36,,364,value,
46,,2019-10-12T15:04:39.777+03:00,GET,https://secure.adnxs.com/getuid?https://app.retargetly.com/sync?sid=$UID&pid=2,HTTP/1.1,858,0,,200,OK,HTTP/1.1,0,image/gif,,,799,43,,,315,0,0,0,0,117,279,185.33.223.203,,434,value,
47,,2019-10-12T15:04:39.782+03:00,GET,https://i.w55c.net/ping_match.gif?st=EYEOTA&rurl=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D9sn4omv%26uid%3D_wfivefivec_%26newuser%3D1%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,HTTP/1.1,873,0,,302,Found,HTTP/1.1,0,,,https://ps.eyeota.net/match?bid=9sn4omv&uid=h7Mw4KRT1Ijgpo5&newuser=1&dc_rc=1&dc_mr=5&dc_orig=r8j3b20&,684,0,,,378,0,0,33,0,112,345,52.29.103.10,,525,value,
48,,2019-10-12T15:04:40.061+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-NK2W8LC,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,25854,,,-1,-1,32,-1,0,105,-1,216.58.207.72,,138,value,
49,,2019-10-12T15:04:40.138+03:00,GET,https://ps.eyeota.net/match?bid=9sn4omv&uid=h7Mw4KRT1Ijgpo5&newuser=1&dc_rc=1&dc_mr=5&dc_orig=r8j3b20&,HTTP/1.1,868,0,,302,Found,HTTP/1.1,0,,,https://dpm.demdex.net/ibs:dpid=30064&dpuuid=16dbfea656c-5a9f0000010feff0&redir=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D6j5b2cv%26uid%3D%24%7BDD_UUID%7D%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,295,0,,,238,0,0,0,0,102,210,54.93.117.16,,341,value,
50,,2019-10-12T15:04:40.686+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,219,0,50,0,0,99,188,172.217.22.110,,370,,
51,,2019-10-12T15:04:40.706+03:00,GET,https://pixel.tapad.com/idsync/ex/receive?partner_id=3012&partner_device_id=d3705c6b-8e8e-49f0-9e11-faa7c359516f&_rand=1570882925109,HTTP/1.1,903,0,,200,OK,HTTP/1.1,0,image/png,,,566,95,,,316,0,0,0,0,121,284,35.227.248.159,,438,value,
52,,2019-10-12T15:04:40.808+03:00,GET,https://certify-js.alexametrics.com/atrk.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,text/javascript,,,493,1638,,,336,0,1,0,0,100,297,143.204.192.9,,439,,
53,,2019-10-12T15:04:40.866+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1186003806&t=pageview&_s=1&dl=https%3A%2F%2Fwww.taringa.net%2F&ul=en-us&de=UTF-8&dt=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=320953911&gjid=2029666394&cid=1481342003.1570881786&tid=UA-91290-1&_gid=19459448.1570881796&_r=1&gtm=2wga21NK2W8LC&cd1=%22v7%22&z=50468196,HTTP/1.1,740,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-91290-1&cid=1481342003.1570881786&jid=320953911&_gid=19459448.1570881796&gjid=2029666394&_v=j79&z=50468196,639,412,,,-1,-1,0,-1,0,99,-1,172.217.22.110,,99,value,
54,,2019-10-12T15:04:41.259+03:00,GET,https://certify.alexametrics.com/atrk.gif?frame_height=600&frame_width=800&iframe=0&title=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&time=1570881880922&time_zone_offset=-180&screen_params=800x600x24&java_enabled=0&cookie_enabled=1&ref_url=&host_url=https%3A%2F%2Fwww.taringa.net%2F&random_number=20421586245&sess_cookie=4df79e7216dbfd9c85f84cb938b&sess_cookie_flag=0&user_cookie=4df79e7216dbfd9c85f84cb938b&user_cookie_flag=0&dynamic=true&domain=taringa.net&account=etmZn1QolK10Ug&jsv=20130128&user_lang=en-US,HTTP/1.1,874,0,,200,OK,HTTP/1.1,0,image/gif,,,510,43,,,335,0,0,0,0,114,306,13.224.132.13,,450,value,
55,,2019-10-12T15:04:41.375+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-91290-1&cid=1481342003.1570881786&jid=320953911&_gid=19459448.1570881796&gjid=2029666394&_v=j79&z=50468196,HTTP/1.1,619,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-91290-1&cid=1481342003.1570881786&jid=320953911&_v=j79&z=50468196,669,361,,,361,0,0,43,0,92,329,74.125.133.157,,497,value,
56,,2019-10-12T15:04:44.668+03:00,GET,https://dpm.demdex.net/ibs:dpid=30064&dpuuid=16dbfea656c-5a9f0000010feff0&redir=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D6j5b2cv%26uid%3D%24%7BDD_UUID%7D%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,HTTP/1.1,894,0,,302,Found,HTTP/1.1,0,,,https://dpm.demdex.net/demconf.jpg?et:ibs%7cdata:dpid=30064&dpuuid=16dbfea656c-5a9f0000010feff0&redir=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D6j5b2cv%26uid%3D%24%7BDD_UUID%7D%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,720,0,,,4223,0,0,34,0,116,4189,34.241.149.220,,4375,,
57,,2019-10-12T15:04:44.787+03:00,GET,https://dpm.demdex.net/demconf.jpg?et:ibs%7cdata:dpid=30064&dpuuid=16dbfea656c-5a9f0000010feff0&redir=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D6j5b2cv%26uid%3D%24%7BDD_UUID%7D%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,HTTP/1.1,971,0,,302,Found,HTTP/1.1,0,,,https://ps.eyeota.net/match?bid=6j5b2cv&uid=74157314809536378332479813182907000747&dc_rc=2&dc_mr=5&dc_orig=r8j3b20&,751,0,,,-1,-1,0,-1,0,101,-1,34.241.149.220,,101,value,
58,,2019-10-12T15:04:45.259+03:00,GET,https://ps.eyeota.net/match?bid=6j5b2cv&uid=74157314809536378332479813182907000747&dc_rc=2&dc_mr=5&dc_orig=r8j3b20&,HTTP/1.1,881,0,,302,Found,HTTP/1.1,0,,,https://match.rundsp.com/match.gif?id=2TRtYMv4zt223zKK9EMtUys0wsm-eFguSlVw5-T7g0Hs&partner=eyeota&market=il&RED=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3D652b2cv%26uid%3D%3CRunAds%20ID%3E%26dc_rc%3D3%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,370,0,,,342,0,0,23,0,106,313,18.185.83.216,,473,value,
