,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.send,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-11T19:07:30.400+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,107,0,-1,-1,98,-1,172.217.22.66,,206,
11,,2019-10-11T19:07:34.299+03:00,GET,https://www.google.com/js/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript,,,512,5323,,,0,122,0,4058,4087,2,0,216.58.205.228,,4213,
12,,2019-10-11T19:07:34.479+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,556,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,894,7402,,,27,0,1002,4204,4243,3,0,216.58.207.66,,5276,
13,,2019-10-11T19:07:36.066+03:00,GET,https://www.youtube.com/generate_204?oxeUSw,HTTP/1.1,495,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,-1,102,0,-1,-1,0,-1,172.217.22.78,,103,value
14,,2019-10-11T19:07:36.195+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15344,,,41,93,0,5765,5793,25,0,172.217.16.131,,5955,
15,,2019-10-11T19:07:38.182+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,122,0,-1,-1,38,-1,172.217.22.66,,161,
16,,2019-10-11T19:07:38.195+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,29,79,0,7920,7953,0,0,172.217.16.134,,8063,
17,,2019-10-11T19:07:38.467+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&h=280&slotname=6218061333&adk=1562799790&adf=2670983925&w=749&fwrn=4&fwrnh=100&lmt=1570810058&rafmt=1&guci=2.2.0.0.2.2.0.0&format=749x280&url=https%3A%2F%2Fpokemonshowdown.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&dt=1570810050390&bpp=55&bdt=2818&fdt=8013&idt=8014&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=2290356704507&frm=20&pv=2&ga_vid=214887676.1570810058&ga_sid=1570810058&ga_hid=1336631924&ga_fc=0&iag=0&icsg=170&dssz=9&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=15&ady=81&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336&oid=3&pvsid=803744425368832&pem=708&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=0&fu=144&bc=31&ifi=1&uci=1.kmtd0me9qgrm&xpc=I2lNHbxaQJ&p=https%3A//pokemonshowdown.com&dtd=8053,HTTP/1.1,1401,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,198,,,-1,309,0,-1,-1,0,-1,216.58.207.66,,310,value
18,,2019-10-11T19:07:38.497+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&h=280&slotname=9252930937&adk=3933521251&adf=2668242184&w=336&lmt=1570810058&guci=2.2.0.0.2.2.0.0&format=336x280&url=https%3A%2F%2Fpokemonshowdown.com%2F&flash=0&wgl=1&dt=1570810050446&bpp=11&bdt=2875&fdt=8030&idt=8030&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280&correlator=2290356704507&frm=20&pv=1&ga_vid=214887676.1570810058&ga_sid=1570810058&ga_hid=1336631924&ga_fc=0&iag=0&icsg=2218&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=342&ady=1126&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336&oid=3&pvsid=803744425368832&pem=708&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeEbr%7C&abl=CS&pfx=0&fu=16&bc=31&ifi=2&uci=2.f4etlcbom23x&xpc=fQXp5TMPdp&p=https%3A//pokemonshowdown.com&dtd=8037,HTTP/1.1,1376,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,0,301,21,5014,5048,0,0,216.58.207.66,,5371,value
19,,2019-10-11T19:07:38.613+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,96,0,10831,10862,35,0,216.58.206.14,,10996,
20,,2019-10-11T19:07:38.778+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6535472412829264&output=html&adk=1812271804&adf=3025194257&lmt=1570810058&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Fpokemonshowdown.com%2F&ea=0&flash=0&pra=7&wgl=1&dt=1570810050457&bpp=9&bdt=2885&fdt=8037&idt=8038&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=749x280%2C336x280&nras=1&correlator=2290356704507&frm=20&pv=1&ga_vid=214887676.1570810058&ga_sid=1570810058&ga_hid=1336631924&ga_fc=0&iag=0&icsg=2218&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199336&oid=3&pvsid=803744425368832&pem=708&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=2&uci=2.dkunv4bfhnqr&dtd=8048,HTTP/1.1,1391,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,0,96,1,133,164,0,0,216.58.207.66,,263,value
21,,2019-10-11T19:07:38.820+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1336631924&t=pageview&_s=1&dl=https%3A%2F%2Fpokemonshowdown.com%2F&ul=en-us&de=UTF-8&dt=Pok%C3%A9mon%20Showdown!%20battle%20simulator&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IChACAABB~&jid=1435976513&gjid=1968801474&cid=214887676.1570810058&tid=UA-26211653-1&_gid=1332207823.1570810059&_r=1&z=1985815789,HTTP/1.1,715,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-26211653-1&cid=214887676.1570810058&jid=1435976513&_gid=1332207823.1570810059&gjid=1968801474&_v=j79&z=1985815789,646,419,,,-1,105,0,-1,-1,0,-1,216.58.206.14,,106,value
22,,2019-10-11T19:07:38.955+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=pokemonshowdown.com,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,3,112,0,8520,8547,0,0,172.217.22.34,,8666,value
23,,2019-10-11T19:07:39.889+03:00,GET,https://yt3.ggpht.com/-3S_ingbAD6c/AAAAAAAAAAI/AAAAAAAAAAA/5VWHXs6ewR0/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,image/jpeg,,,576,1649,,,33,98,0,1261,1292,0,0,216.58.207.65,,1425,
24,,2019-10-11T19:07:40.242+03:00,GET,https://i.ytimg.com/vi/daw9GoZWWSI/default.jpg,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,image/jpeg,,,454,4111,,,28,85,0,9843,9871,1,0,172.217.18.118,,9987,
25,,2019-10-11T19:07:40.346+03:00,POST,https://www.youtube.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,HTTP/1.1,995,3046,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,448,48,,,-1,112,0,-1,-1,1,-1,172.217.22.78,,114,value
26,,2019-10-11T19:07:41.071+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=pokemonshowdown.com,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,31,100,0,10610,10644,0,0,172.217.22.66,,10777,value
27,,2019-10-11T19:07:41.280+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29055,,,0,111,0,2787,2815,55,0,172.217.16.194,,2983,value
28,,2019-10-11T19:07:42.363+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-26211653-1&cid=214887676.1570810058&jid=1435976513&_gid=1332207823.1570810059&gjid=1968801474&_v=j79&z=1985815789,HTTP/1.1,578,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,34,104,6,2098,2128,0,0,74.125.133.155,,2274,value
