,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.blocked,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
137,har_a2,2019-12-10T10:08:00.364+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/74888273_938341283204741_8626269147740766208_o.jpg?_nc_cat=107&_nc_ohc=k0OaXq4_Na4AQkzA1DxgIFsUW26cx8JptxBCXk-oRVLi_BcByxMn1JkmA&_nc_ht=scontent.ftlv5-1.fna&oh=49fccd29b1b67312ed5de3f22f0c7830&oe=5E718E0E,HTTP/1.1,630,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,13270,,,-1,-1,-1,-1,0,117,11,212.199.140.17,,129,value,
138,har_a2,2019-12-10T10:08:00.369+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/74242752_2640804562609131_8905154276351803392_n.jpg?_nc_cat=103&_nc_ohc=whZK8kYFZAQAQl698-UU_RkwDYzdEDBX8eXtjnGe8wQr4UB8rTdTlKEvw&_nc_ht=scontent.ftlv5-1.fna&oh=6b2a887359ad4a269b7b904084bafa81&oe=5E8C4951,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,17829,,,-1,-1,-1,-1,0,99,24,212.199.140.17,,124,value,
139,har_a2,2019-12-10T10:08:00.386+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/c0.0.240.240a/p240x240/62523154_2843187769030893_1291976400869261312_o.jpg?_nc_cat=103&_nc_ohc=O_43oC-SRf0AQnLSRBd70ac0t_ZwRRsfh-y9xv6NGbNbJ_lBqBISrZuOw&_nc_ht=scontent.ftlv5-1.fna&oh=034db83379e0666f2e4dd01a3d53d806&oe=5E771189,HTTP/1.1,645,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,15336,,,-1,-1,-1,-1,0,4,4,212.199.140.17,,9,value,
140,har_a2,2019-12-10T10:08:00.392+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/59924246_2435377486698249_566287765780561920_n.jpg?_nc_cat=102&_nc_ohc=JB__Zm2PGTcAQnACgnuOG1jbq7hD2d9oRu6tgKCE5JT7ngEuqiijqWaQA&_nc_ht=scontent.ftlv5-1.fna&oh=0265c8c042f0a97021b1b2f3b7d48132&oe=5E868156,HTTP/1.1,630,0,,200,OK,HTTP/1.1,0,image/jpeg,,,505,8276,,,-1,-1,-1,-1,0,221,1,212.199.140.17,,223,value,
141,har_a2,2019-12-10T10:08:00.398+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/c0.0.240.240a/p240x240/13076580_1149187575112391_6681060268856922415_n.jpg?_nc_cat=110&_nc_ohc=kp9LHGg8w7wAQnhx6Yymm86Le-hrKSxhCjDZeqxO_Zhtj1JVInmLCSRLw&_nc_ht=scontent.ftlv5-1.fna&oh=e3fbb9132b171866193141befdbc85a7&oe=5E695C34,HTTP/1.1,645,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,13700,,,-1,-1,-1,-1,0,274,5,212.199.140.17,,279,value,
142,har_a2,2019-12-10T10:08:00.406+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yu/l/0,cross/Q_Qtc1cmjHk.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,6953,,,-1,-1,-1,-1,0,136,3,31.13.90.6,,139,value,
143,har_a2,2019-12-10T10:08:00.408+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/fOIct_vaJGN.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,23863,,,-1,-1,-1,-1,0,154,12,31.13.90.6,,166,value,
144,har_a2,2019-12-10T10:08:00.411+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/sPlW56A7W07.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,1499,,,-1,-1,-1,-1,0,152,0,31.13.90.6,,152,value,
145,har_a2,2019-12-10T10:08:00.413+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/NeMMT_bN6A-.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,2189,,,-1,-1,-1,-1,0,150,0,31.13.90.6,,151,value,
146,har_a2,2019-12-10T10:08:00.415+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yr/l/0,cross/lIGGryYuWDw.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,1381,,,-1,-1,-1,-1,0,125,0,31.13.90.6,,126,value,
147,har_a2,2019-12-10T10:08:00.444+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/74602862_10220839811164752_2861132974361935872_o.jpg?_nc_cat=110&_nc_ohc=eQBbubqEK2wAQlEY54-USUJ-rGDzKGKqBvRb_E5Iksh6UPewJ9Tt8xD1w&_nc_ht=scontent.ftlv5-1.fna&oh=4f7e9583a5024060f3a9ea96bef1f159&oe=5E82B00C,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,12225,,,-1,-1,-1,-1,0,44,4,212.199.140.17,,48,value,
148,har_a2,2019-12-10T10:08:00.446+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/52602113_2069457100019792_4842653781759885312_n.jpg?_nc_cat=100&_nc_ohc=2sS9TK3yMBUAQnDwpkNjQktSgaq9OuyklslpWxP5SNu0qJ9jEcBgtPKVg&_nc_ht=scontent.ftlv5-1.fna&oh=762ab8c38baeb561acabc0f02d2daf1d&oe=5E734F7F,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,505,11196,,,-1,-1,-1,-1,0,39,7,212.199.140.17,,47,value,
149,har_a2,2019-12-10T10:08:00.496+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/69782775_2830259180322375_7811542000905224192_o.jpg?_nc_cat=110&_nc_ohc=_m_7G8x8wcMAQldQlOXGoDBGyED9EHjAsgHikspf0GuEIhMPev0SCAhRQ&_nc_ht=scontent.ftlv5-1.fna&oh=f3dfd7a5931923123bd09b98346c4fb7&oe=5E80912E,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,14017,,,-1,-1,-1,-1,0,272,3,212.199.140.17,,275,value,
150,har_a2,2019-12-10T10:08:00.496+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t31.0-1/p240x240/11168005_973770342671394_8005503362651572706_o.jpg?_nc_cat=106&_nc_ohc=wgWkki9-cp8AQkMO4vATptxoI74GcwNFSwVAwhxnt8YY3wBv27g792xjw&_nc_ht=scontent.ftlv5-1.fna&oh=e7bf7bba341e82d731cf7ffc02161b17&oe=5E8976B9,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,475,8173,,,-1,-1,-1,-1,0,2,2,212.199.140.17,,5,value,
151,har_a2,2019-12-10T10:08:00.496+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/73019220_10214879468162057_544499315083575296_n.jpg?_nc_cat=101&_nc_ohc=FrjPAqeoVfMAQmTbUEvZvXjtkVFKj4T5F2A1CU6q2I05ugJ4wGv7z2A8Q&_nc_ht=scontent.ftlv5-1.fna&oh=d2529acb419d6712cd1611c0c225f225&oe=5E70FE06,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,10598,,,-1,-1,-1,-1,0,189,4,212.199.140.17,,194,value,
152,har_a2,2019-12-10T10:08:00.496+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/c0.0.240.240a/p240x240/33318317_1015411115275755_5375394202236485632_o.jpg?_nc_cat=111&_nc_ohc=nDxGJitC1rgAQmxk7f7uA0qEJYSyV0KH7w7JW3V20FlTlNU0d-019fd8w&_nc_ht=scontent.ftlv5-1.fna&oh=9fc4d2b61cf57cb78309ae8b7e00c7a8&oe=5E6B2679,HTTP/1.1,645,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,12666,,,-1,-1,-1,-1,0,251,9,212.199.140.17,,261,value,
153,har_a2,2019-12-10T10:08:00.503+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t31.0-1/c1.0.240.240a/p240x240/26197979_2011113995571558_5380431611614894365_o.jpg?_nc_cat=105&_nc_ohc=vmTonpp7ztIAQkp-IO_1trc5fx3tNOrHUHssXj17uEeEFmF6rrzsgjw8A&_nc_ht=scontent.ftlv5-1.fna&oh=5f525d5df2c202ddfb51f6afa87d8304&oe=5E6944B6,HTTP/1.1,646,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,12124,,,-1,-1,-1,-1,0,213,3,212.199.140.17,,217,value,
154,har_a2,2019-12-10T10:08:00.527+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/D-hF3TW0Y1W.png,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/png,,,553,30614,,,-1,-1,-1,-1,1,84,0,31.13.90.6,,86,,
155,har_a2,2019-12-10T10:08:00.546+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/28QpKGcBASO.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,610,572,,,-1,-1,-1,-1,0,90,0,31.13.90.6,,91,value,
156,har_a2,2019-12-10T10:08:00.618+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t31.0-1/c15.0.50.50a/p50x50/1402926_10150004552801901_469209496895221757_o.jpg?_nc_cat=1&_nc_ohc=wl4fWNeOrtgAQnlPQSTFf2zU_-Y88TIsVJRVeER81xXaTTS0ShGRr0biw&_nc_ht=scontent.ftlv5-1.fna&oh=d8c6f0dd8154f6880d39cd07a732083d&oe=5E804E4D,HTTP/1.1,640,0,,200,OK,HTTP/1.1,0,image/jpeg,,,505,1019,,,-1,-1,-1,-1,0,2,0,212.199.140.17,,3,value,
157,har_a2,2019-12-10T10:08:00.624+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/c0.0.240.240a/p240x240/72640179_132189394846817_4350112305258692608_o.jpg?_nc_cat=110&_nc_ohc=c8FLW8ln7cQAQlDsqVZ3eiBguaHoovaAPhpaRcU044FETU1zg8DJAs-FQ&_nc_ht=scontent.ftlv5-1.fna&oh=3a0e755699e245bb3e7d4f38a23350b3&oe=5E87B2FA,HTTP/1.1,644,0,,200,OK,HTTP/1.1,0,image/jpeg,,,529,13801,,,-1,-1,-1,-1,0,309,0,212.199.140.17,,310,value,
158,har_a2,2019-12-10T10:08:00.679+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/74228878_3725615597464623_1272160688780869632_o.jpg?_nc_cat=107&_nc_ohc=M7sn19gFOGYAQmqfOhMtjHYKLJI6tK6gmiw1bkfmthTWCgXJPCoSZksig&_nc_ht=scontent.ftlv5-1.fna&oh=63c5ff51fbff20128ee4ab63d202c6ab&oe=5E7BB1F3,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,529,10468,,,-1,-1,-1,-1,0,274,16,212.199.140.17,,291,value,
159,har_a2,2019-12-10T10:08:00.692+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/68241706_10216261736076850_149890647778656256_n.jpg?_nc_cat=109&_nc_ohc=8U2ERrzRtQoAQn2DdFSocAB0dhCjBbpszrCnofqq4nnml5Gt91ePKK-6w&_nc_ht=scontent.ftlv5-1.fna&oh=85d0ef1e1925a51776e446dd9c59d822&oe=5E721CCA,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,507,11785,,,-1,-1,-1,-1,0,3,7,212.199.140.17,,11,value,
160,har_a2,2019-12-10T10:08:00.707+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/65702540_10157281696343685_3732152062817861632_o.jpg?_nc_cat=109&_nc_ohc=3Eg0TjEHPJQAQkTjOVwdBYxpfPXB_YBulhP_hlvZ23dUFhkSCxMIpOlFQ&_nc_ht=scontent.ftlv5-1.fna&oh=0122e8288ee1a4b0c1056f44a6e5dc95&oe=5E84DB3F,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,11505,,,-1,-1,-1,-1,0,3,4,212.199.140.17,,7,value,
161,har_a2,2019-12-10T10:08:00.716+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/67403954_10216522894078923_2749342899861716992_o.jpg?_nc_cat=104&_nc_ohc=YiHX1kGCio0AQkhYEjPa9R9_Ce6SBVC0_4TBhgtPhFReMqvOEF_Boto2A&_nc_ht=scontent.ftlv5-1.fna&oh=d90775c8c95fb06cb819526bb5f383ff&oe=5E8809B1,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,11388,,,-1,-1,-1,-1,0,5,3,212.199.140.17,,9,value,
162,har_a2,2019-12-10T10:08:00.721+02:00,GET,https://scontent.ftlv5-1.fna.fbcdn.net/v/t1.0-1/p240x240/50586579_2261856147158249_1287796637481041920_o.jpg?_nc_cat=108&_nc_ohc=LWLWInSMv_kAQlsK7FS1eMKPEzKPDuIfzMm2P5qPzbBZmvcoZa8k_PPuQ&_nc_ht=scontent.ftlv5-1.fna&oh=07efc946b1660e3704b5a14ed41655c3&oe=5E80BA7D,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,12290,,,-1,-1,-1,-1,0,220,3,212.199.140.17,,223,value,
163,har_a2,2019-12-10T10:08:00.815+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/aMrFr5-qYww.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,1557,,,-1,-1,-1,-1,0,66,0,31.13.90.6,,67,value,
164,har_a2,2019-12-10T10:08:00.856+02:00,GET,https://external.ftlv5-1.fna.fbcdn.net/safe_image.php?d=AQAhnPVTQ9q6oWHY&w=540&h=282&url=https%3A%2F%2Fi.morioh.com%2F2019%2F12%2F10%2Fa00a4a91dc58.jpg&cfs=1&upscale=1&fallback=news_d_placeholder_publisher&_nc_hash=AQBe02QZhQhVkPYT,HTTP/1.1,600,0,,200,OK,HTTP/1.1,0,image/jpeg,,,1353,10553,,,695,0,269,715,0,13,1,212.199.140.17,,1000,value,
165,har_a2,2019-12-10T10:08:00.959+02:00,POST,https://www.facebook.com/games/video/bookmark_nux/?dom_class=u_ps_0_1_0,HTTP/1.1,818,469,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,781,1571,,,-1,-1,-1,-1,0,175,0,185.60.218.35,,176,value,
166,har_a2,2019-12-10T10:08:00.986+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iidW4/y-/l/en_US/FTlx24msgmk.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,19119,,,-1,-1,-1,-1,0,91,40,31.13.90.6,,132,value,
167,har_a2,2019-12-10T10:08:00.987+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/Dtp8ZhYLQCF.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,4636,,,-1,-1,-1,-1,0,82,9,31.13.90.6,,92,value,
168,har_a2,2019-12-10T10:08:00.987+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iq2O4/yl/l/en_US/mUCBx44ZU7f.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,5915,,,-1,-1,-1,-1,0,96,0,31.13.90.6,,96,value,
169,har_a2,2019-12-10T10:08:00.989+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/aVv-cj0-snJ.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,1209,,,-1,-1,-1,-1,0,94,0,31.13.90.6,,94,value,
170,har_a2,2019-12-10T10:08:00.995+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDSI4/yK/l/en_US/NJrkPqnhQRZ.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,5924,,,-1,-1,-1,-1,0,82,1,31.13.90.6,,84,value,
171,har_a2,2019-12-10T10:08:00.996+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i2gj4/yz/l/en_US/ABv7L501Tg-.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,19530,,,-1,-1,-1,-1,0,87,21,31.13.90.6,,109,value,
172,har_a2,2019-12-10T10:08:01.077+02:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=ChatSidebarSheet.react&__user=100044446269082&__a=1&__dyn=7AgNe-4am2d2u6Xolg9odoKEW74jFwxwWzob4q2i5U4e1Fx-EK6UnG327HzEeUG15zobohwmUkz8bo6u4E9ohwoU8U5SEd87Cum0KpEtxy5Urwr8doK7UaU6W78-q0I8hwIXwAwlU-cByo8U5i1awCwgEcHAy8424UG5E4ucxy6o98e8lzEmgK7o884y0YobGwCxe1TwQzUuxy5po3cw&__csr=&__req=2&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001519530&__s=ng47m4%3Alvw18d%3A8gcj79&__hsi=6768719330734388450-0&fb_dtsg_ag=AQwk-gds7o7Jy9jjF9X0SyO4kfUj9WCm7mfsTTisQTIDLg%3AAQy7f8muQlLeJONSp2OscvSBEvUsHEsNJlFZr-J9Ik8znw&jazoest=28098&__spin_r=1001519530&__spin_b=trunk&__spin_t=1575965278,HTTP/1.1,1264,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1191,3933,,,-1,-1,-1,-1,0,172,0,185.60.218.35,,173,value,
173,har_a2,2019-12-10T10:08:01.080+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yp/l/0,cross/5MRAVzXZuxG.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,5692,,,-1,-1,-1,-1,0,64,6,31.13.90.6,,71,value,
174,har_a2,2019-12-10T10:08:01.083+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iYXl4/yI/l/en_US/CSM_QaqTSsW.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,6940,,,-1,-1,-1,-1,0,68,2,31.13.90.6,,70,value,
175,har_a2,2019-12-10T10:08:01.092+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSRX4/yz/l/en_US/juZKaOZI_AA.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,91508,,,-1,-1,-1,-1,0,96,164,31.13.90.6,,262,value,
176,har_a2,2019-12-10T10:08:01.093+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ikEM4/yw/l/en_US/NBuoAURemJI.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,4103,,,-1,-1,-1,-1,0,74,21,31.13.90.6,,96,value,
177,har_a2,2019-12-10T10:08:01.107+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i8594/yT/l/en_US/yqcGSezrmzF.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,5360,,,-1,-1,-1,-1,0,83,0,31.13.90.6,,83,value,
178,har_a2,2019-12-10T10:08:01.123+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/EAqrq-vkbxe.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,8102,,,-1,-1,-1,-1,0,67,9,31.13.90.6,,76,value,
179,har_a2,2019-12-10T10:08:01.139+02:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=MercurySyncEventsProxy&__user=100044446269082&__a=1&__dyn=7AgNe-4am2d2u6Xolg9odoKEW74jFwxwWzob4q2i5U4e1Fx-EK6UnG327HzEeUG15zobohwmUkz8bo6u4E9ohwoU8U5SEd87Cum0KpEtxy5Urwr8doK7UaU6W78-q0I8hwIXwAwlU-cByo8U5i1awCwgEcHAy8424UG5E4ucxy6o98e8lzEmgK7o884y0YobGwCxe1TwQzUuxy5po3cw&__csr=&__req=3&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001519530&__s=ng47m4%3Alvw18d%3A8gcj79&__hsi=6768719330734388450-0&fb_dtsg_ag=AQwk-gds7o7Jy9jjF9X0SyO4kfUj9WCm7mfsTTisQTIDLg%3AAQy7f8muQlLeJONSp2OscvSBEvUsHEsNJlFZr-J9Ik8znw&jazoest=28098&__spin_r=1001519530&__spin_b=trunk&__spin_t=1575965278,HTTP/1.1,1264,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1191,1252,,,-1,-1,-1,-1,0,190,0,185.60.218.35,,190,value,
180,har_a2,2019-12-10T10:08:01.155+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/tb_YvEDWcve.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,6631,,,-1,-1,-1,-1,0,64,6,31.13.90.6,,70,value,
181,har_a2,2019-12-10T10:08:01.156+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3in4-4/yx/l/en_US/iGIJeXqUf1S.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,52832,,,-1,-1,-1,-1,0,65,37,31.13.90.6,,103,value,
182,har_a2,2019-12-10T10:08:01.194+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yK/r/oQRPcv6688-.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,1259,,,-1,-1,-1,-1,0,94,0,31.13.90.6,,95,value,
183,har_a2,2019-12-10T10:08:01.197+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3izyp4/yV/l/en_US/rEYQ_BPfYNj.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,43280,,,-1,-1,-1,-1,0,90,49,31.13.90.6,,140,value,
184,har_a2,2019-12-10T10:08:01.207+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/TY4Ive0bek1.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,7493,,,-1,-1,-1,-1,0,83,2,31.13.90.6,,86,value,
185,har_a2,2019-12-10T10:08:01.227+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ikyv4/yi/l/en_US/TwEsBYLwOK-.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,17874,,,-1,-1,-1,-1,0,79,23,31.13.90.6,,103,value,
186,har_a2,2019-12-10T10:08:01.260+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i9Zn4/yX/l/en_US/L8JnjpAUGjE.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,8074,,,-1,-1,-1,-1,0,77,4,31.13.90.6,,82,value,
187,har_a2,2019-12-10T10:08:01.294+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/coakLZcMomK.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,6678,,,-1,-1,-1,-1,0,82,2,31.13.90.6,,85,value,
188,har_a2,2019-12-10T10:08:01.296+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/4-l4XY6RfOl.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,626,842,,,-1,-1,-1,-1,0,83,0,31.13.90.6,,84,value,
189,har_a2,2019-12-10T10:08:01.341+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/4coaS-Pqll6.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,11771,,,-1,-1,-1,-1,0,74,6,31.13.90.6,,81,value,
190,har_a2,2019-12-10T10:08:01.342+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/fU1lzkaVdnW.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,8568,,,-1,-1,-1,-1,0,65,8,31.13.90.6,,75,value,
191,har_a2,2019-12-10T10:08:01.344+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3inLE4/ye/l/en_US/p-lkk7Q25Am.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,8357,,,-1,-1,-1,-1,0,65,6,31.13.90.6,,72,value,
192,har_a2,2019-12-10T10:08:01.358+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3idxF4/y1/l/en_US/frWnnnoHKr_.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,3874,,,-1,-1,-1,-1,0,68,2,31.13.90.6,,71,value,
193,har_a2,2019-12-10T10:08:01.382+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iwFx4/yM/l/en_US/1Q__d3FqtSX.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,77349,,,-1,-1,-1,-1,0,74,65,31.13.90.6,,139,value,
194,har_a2,2019-12-10T10:08:01.383+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iOK84/y8/l/en_US/rRjKbZ7SP74.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,7924,,,-1,-1,-1,-1,0,66,4,31.13.90.6,,71,value,
