,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.blocked,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,serverIPAddress,comment,time,response._error
12,har_a2,2019-12-10T10:08:16.100+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/y8/r/dF5SId3UHWd.svg,HTTP/1.1,,426,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,1118,1030,,,172,0,0,254,0,66,0,31.13.90.6,,321,
13,har_a2,2019-12-10T10:08:16.397+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/5YJdjtFYsEy.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,554,15015,,,-1,-1,-1,-1,0,67,4,31.13.90.6,,71,
14,har_a2,2019-12-10T10:08:16.473+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yE/r/saHur4CihCa.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,553,3563,,,-1,-1,-1,-1,0,66,2,31.13.90.6,,68,
15,har_a2,2019-12-10T10:08:16.544+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,552,925,,,-1,-1,-1,-1,0,66,0,31.13.90.6,,66,
16,har_a2,2019-12-10T10:08:16.559+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/gh2BKTXkCxb.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,553,16481,,,79,0,0,149,0,76,2,31.13.90.6,,230,
17,har_a2,2019-12-10T10:08:17.006+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyl-4/ya/l/en_US/FVeO__S_7QH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,84726,,,-1,-1,-1,-1,0,76,103,31.13.90.6,,180,
18,har_a2,2019-12-10T10:08:17.008+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yc/r/q2aGRli6cJS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,71110,,,-1,-1,-1,-1,0,73,84,31.13.90.6,,158,
19,har_a2,2019-12-10T10:08:17.012+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iwOb4/y2/l/en_US/oGm0j0KmNl1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,45098,,,-1,-1,-1,-1,0,63,23,31.13.90.6,,87,
20,har_a2,2019-12-10T10:08:17.021+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqiV4/yg/l/en_US/i2NfcZ_M9mN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,53120,,,-1,-1,-1,-1,0,83,53,31.13.90.6,,136,
21,har_a2,2019-12-10T10:08:17.460+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iidW4/y-/l/en_US/FTlx24msgmk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,19119,,,-1,-1,-1,-1,0,74,33,31.13.90.6,,108,
22,har_a2,2019-12-10T10:08:17.468+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/E9Mk8QCCThk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,4254,,,-1,-1,-1,-1,0,89,0,31.13.90.6,,90,
23,har_a2,2019-12-10T10:08:17.473+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i8594/yT/l/en_US/yqcGSezrmzF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,5360,,,-1,-1,-1,-1,0,110,4,31.13.90.6,,114,
24,har_a2,2019-12-10T10:08:17.476+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNq44/yc/l/en_US/uHVTQaAq74K.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,97352,,,-1,-1,-1,-1,0,61,155,31.13.90.6,,217,
25,har_a2,2019-12-10T10:08:17.477+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iYXl4/yI/l/en_US/CSM_QaqTSsW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,6940,,,-1,-1,-1,-1,0,110,12,31.13.90.6,,123,
26,har_a2,2019-12-10T10:08:17.484+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSRX4/yz/l/en_US/juZKaOZI_AA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,91508,,,-1,-1,-1,-1,0,86,125,31.13.90.6,,212,
27,har_a2,2019-12-10T10:08:17.569+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/iRafnHD8nD0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,6830,,,-1,-1,-1,-1,0,127,0,31.13.90.6,,128,
28,har_a2,2019-12-10T10:08:17.573+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5Xt4/yn/l/en_US/Mh1V09ZtqoH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,14563,,,-1,-1,-1,-1,0,126,19,31.13.90.6,,146,
29,har_a2,2019-12-10T10:08:17.591+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/tb_YvEDWcve.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,6631,,,-1,-1,-1,-1,0,123,0,31.13.90.6,,124,
30,har_a2,2019-12-10T10:08:17.602+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3in4-4/yx/l/en_US/iGIJeXqUf1S.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,52832,,,-1,-1,-1,-1,0,105,180,31.13.90.6,,286,
31,har_a2,2019-12-10T10:08:17.701+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iIvb4/yA/l/en_US/m_NTmSlDcn8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,32868,,,-1,-1,-1,-1,0,173,14,31.13.90.6,,188,
32,har_a2,2019-12-10T10:08:17.707+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3izyp4/yV/l/en_US/rEYQ_BPfYNj.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,43280,,,-1,-1,-1,-1,0,181,19,31.13.90.6,,200,
33,har_a2,2019-12-10T10:08:17.726+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/12oLmRonhS1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,51595,,,-1,-1,-1,-1,0,179,10,31.13.90.6,,190,
34,har_a2,2019-12-10T10:08:17.726+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yK/r/oQRPcv6688-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,1259,,,-1,-1,-1,-1,0,181,0,31.13.90.6,,181,
35,har_a2,2019-12-10T10:08:17.728+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iY_v4/yD/l/en_US/E5debFZMRmF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,24055,,,-1,-1,-1,-1,0,179,0,31.13.90.6,,180,
36,har_a2,2019-12-10T10:08:17.891+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/svFKQXueTby.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,2406,,,-1,-1,-1,-1,0,107,1,31.13.90.6,,109,
37,har_a2,2019-12-10T10:08:17.923+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yE/r/1WstuO0PYnw.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,5745,,,-1,-1,-1,-1,0,61,2,31.13.90.6,,63,
38,har_a2,2019-12-10T10:08:17.923+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqES4/yZ/l/en_US/sPURVlDOSFS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,9980,,,-1,-1,-1,-1,0,68,1,31.13.90.6,,70,
39,har_a2,2019-12-10T10:08:17.923+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/TY4Ive0bek1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,7493,,,-1,-1,-1,-1,0,84,0,31.13.90.6,,84,
40,har_a2,2019-12-10T10:08:17.928+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iwFx4/yM/l/en_US/1Q__d3FqtSX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,77349,,,-1,-1,-1,-1,0,79,24,31.13.90.6,,103,
41,har_a2,2019-12-10T10:08:18.257+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,,429,0,,200,OK,HTTP/1.1,0,image/gif,,,550,43,,,-1,-1,-1,-1,0,71,1,31.13.90.6,,74,
42,har_a2,2019-12-10T10:08:18.335+02:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,,665,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1386,66,,,-1,-1,-1,-1,0,220,0,185.60.218.35,,221,
43,har_a2,2019-12-10T10:08:18.661+02:00,GET,https://www.facebook.com/osd.xml,HTTP/1.1,,455,0,,200,OK,HTTP/1.1,0,text/xml; charset=UTF-8,,,1184,446,,,-1,-1,-1,-1,0,153,0,185.60.218.35,,153,
44,har_a2,2019-12-10T10:08:18.669+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/yo/r/iRmz9lCMBD2.ico,HTTP/1.1,,426,0,,200,OK,HTTP/1.1,0,image/x-icon,,,555,5430,,,-1,-1,-1,-1,0,69,5,31.13.90.6,,75,
45,har_a2,2019-12-10T10:08:19.063+02:00,GET,https://cx.atdmt.com/?f=AYzPYjQkXS5cHMhjzXZJ_r-6TEpr-BJhJV3FZue47rbo8SCfAkZHqj6qaKrfOu0bj1Sj-miRczppD6AWtVtLSWWk&c=1432273228&v=1&l=2,HTTP/1.1,value,526,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,397,0,0,464,0,104,0,31.13.90.9,,569,
46,har_a2,2019-12-10T10:08:19.359+02:00,GET,https://redirector.gvt1.com/edgedl/chrome/dict/en-us-8-0.bdic,HTTP/1.1,,339,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://r7---sn-nhpax-ua8d.gvt1.com/edgedl/chrome/dict/en-us-8-0.bdic?cms_redirect=yes&mip=84.95.91.250&mm=28&mn=sn-nhpax-ua8d&ms=nvh&mt=1575964968&mv=u&mvi=6&pcm2cms=yes&pl=21&shardbypass=yes,681,429,,,326,0,0,393,0,70,0,172.217.23.110,,464,
47,har_a2,2019-12-10T10:08:19.601+02:00,POST,https://www.facebook.com/login/,HTTP/1.1,,823,114,,302,Found,HTTP/1.1,0,"text/html; charset=""utf-8""",,https://www.facebook.com/?sk=welcome,1408,0,,,-1,-1,-1,-1,0,1821,0,185.60.218.35,,1822,
48,har_a2,2019-12-10T10:08:19.668+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,,630,3129,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1456,0,,,659,0,0,779,0,153,0,185.60.218.35,,933,
49,har_a2,2019-12-10T10:08:19.984+02:00,GET,https://r7---sn-nhpax-ua8d.gvt1.com/edgedl/chrome/dict/en-us-8-0.bdic?cms_redirect=yes&mip=84.95.91.250&mm=28&mn=sn-nhpax-ua8d&ms=nvh&mt=1575964968&mv=u&mvi=6&pcm2cms=yes&pl=21&shardbypass=yes,HTTP/1.1,value,470,0,,200,OK,HTTP/1.1,0,application/octet-stream,,,779,446642,,,543,0,0,545,0,41,200,82.102.155.18,,787,
50,har_a2,2019-12-10T10:08:21.426+02:00,GET,https://www.facebook.com/?sk=welcome,HTTP/1.1,value,802,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1421,80852,,,-1,-1,-1,-1,0,166,1009,185.60.218.35,,1176,
51,har_a2,2019-12-10T10:08:21.613+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,,761,1927,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1341,0,,,-1,-1,-1,-1,0,299,0,185.60.218.35,,299,
52,har_a2,2019-12-10T10:08:21.632+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yS/l/0,cross/bkAu9TObImi.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,15250,,,-1,-1,-1,-1,0,81,45,31.13.90.6,,127,
53,har_a2,2019-12-10T10:08:21.633+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iIvb4/yA/l/en_US/m_NTmSlDcn8.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,32868,,,-1,-1,-1,-1,0,77,138,31.13.90.6,,215,
54,har_a2,2019-12-10T10:08:21.634+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqiV4/yg/l/en_US/i2NfcZ_M9mN.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,53120,,,-1,-1,-1,-1,0,63,151,31.13.90.6,,215,
55,har_a2,2019-12-10T10:08:21.634+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/pZf38NqrlFs.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,20312,,,-1,-1,-1,-1,0,125,6,31.13.90.6,,132,
56,har_a2,2019-12-10T10:08:21.634+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yf/l/0,cross/JM2AcaLF41o.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,41883,,,-1,-1,-1,-1,0,131,82,31.13.90.6,,213,
57,har_a2,2019-12-10T10:08:21.634+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y-/r/JXON5khFcag.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,83300,,,-1,-1,-1,-1,0,148,129,31.13.90.6,,278,
58,har_a2,2019-12-10T10:08:21.761+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yg/l/0,cross/bOD9KPwKzFu.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,1880,,,-1,-1,-1,-1,0,152,0,31.13.90.6,,153,
59,har_a2,2019-12-10T10:08:21.770+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/F8qX9CenMvG.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,39760,,,-1,-1,-1,-1,0,143,45,31.13.90.6,,189,
60,har_a2,2019-12-10T10:08:21.867+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iwOb4/y2/l/en_US/oGm0j0KmNl1.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,45098,,,-1,-1,-1,-1,0,94,114,31.13.90.6,,208,
61,har_a2,2019-12-10T10:08:21.867+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixLf4/yi/l/en_US/RzUZXyfPpkB.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,37639,,,-1,-1,-1,-1,0,117,25,31.13.90.6,,142,
62,har_a2,2019-12-10T10:08:21.867+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iY_v4/yD/l/en_US/E5debFZMRmF.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,24055,,,-1,-1,-1,-1,0,100,121,31.13.90.6,,222,
63,har_a2,2019-12-10T10:08:21.914+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyl-4/ya/l/en_US/FVeO__S_7QH.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,452,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,84726,,,-1,-1,-1,-1,0,87,117,31.13.90.6,,204,
64,har_a2,2019-12-10T10:08:21.921+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yc/r/q2aGRli6cJS.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,71110,,,-1,-1,-1,-1,0,76,91,31.13.90.6,,168,
65,har_a2,2019-12-10T10:08:21.961+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/12oLmRonhS1.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,51595,,,-1,-1,-1,-1,0,128,28,31.13.90.6,,156,
66,har_a2,2019-12-10T10:08:22.381+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/LOOn0JtHNzb.gif,HTTP/1.1,,429,0,,200,OK,HTTP/1.1,0,image/gif,,,552,1414,,,-1,-1,-1,-1,0,69,0,31.13.90.6,,70,
67,har_a2,2019-12-10T10:08:22.408+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,,429,0,,200,OK,HTTP/1.1,0,image/gif,,,552,522,,,-1,-1,-1,-1,0,66,0,31.13.90.6,,66,
68,har_a2,2019-12-10T10:08:22.425+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/jKTwnGFdeVL.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,553,11628,,,80,0,0,149,0,69,2,31.13.90.6,,222,
69,har_a2,2019-12-10T10:08:22.425+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/h35EP3v4R9x.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,553,12681,,,82,0,0,147,0,65,1,31.13.90.6,,214,
70,har_a2,2019-12-10T10:08:22.455+02:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,,701,0,,200,OK,HTTP/1.1,0,image/gif,,,1365,44,,,-1,-1,-1,-1,0,346,0,31.13.90.36,,347,
71,har_a2,2019-12-10T10:08:22.487+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/iRafnHD8nD0.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,value,441,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,6830,,,-1,-1,-1,-1,0,88,2,31.13.90.6,,90,
72,har_a2,2019-12-10T10:08:22.513+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/93B5U-vew4h.png,HTTP/1.1,,429,0,,200,OK,HTTP/1.1,0,image/png,,,551,285,,,-1,-1,-1,-1,1,69,0,31.13.90.6,,71,
73,har_a2,2019-12-10T10:08:22.519+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/Ziifhv40R6L.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,553,68957,,,-1,-1,-1,-1,0,65,73,31.13.90.6,,138,
74,har_a2,2019-12-10T10:08:22.521+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/VolPqbV9oTy.png,HTTP/1.1,,490,0,,200,OK,HTTP/1.1,0,image/png,,,553,1325,,,-1,-1,-1,-1,0,68,0,31.13.90.6,,69,
75,har_a2,2019-12-10T10:08:22.560+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yF/l/0,cross/Z2Qh0vmqyQ7.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,2048,,,-1,-1,-1,-1,0,74,2,31.13.90.6,,76,
76,har_a2,2019-12-10T10:08:22.560+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yE/l/0,cross/WeMRztV0PZr.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,1614,,,-1,-1,-1,-1,0,68,0,31.13.90.6,,68,
77,har_a2,2019-12-10T10:08:22.573+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yr/l/0,cross/lIGGryYuWDw.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,value,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,1381,,,-1,-1,-1,-1,0,78,0,31.13.90.6,,79,
